item_id,task_type,difficulty,context,question,YOUR_ANSWER
NUM_097,numerical_reasoning,hard,"Annex I: Illustration 2: Computation of maximum permissible dividend for FY 20X1-X2. Net profit (PAT) for FY 20X1-X2 (A): Rs40,500 crore. Net NPAs as on March 31, 20X2 (B): Rs5,000 crore. Adjusted PAT, i.e., (C) = (A) - 50% of (B): Rs38,000 crore. Tier 1 Capital ratio as on March 31, 20X1 (D): 15% (falls in Bucket B5). 75% of PAT (E): Rs30,375 crore. Max payable as per Table 1 (50% of 38,000) (F): Rs19,000 crore. Maximum Eligible Dividend (i.e., Lower of E or F): Rs19,000 crore.","In Illustration 2 of the RBI SFB Dividend Directions, 2026, a bank has PAT of Rs40,500 crore, Net NPA of Rs5,000 crore, and Tier 1 ratio of 15%. What is the maximum eligible dividend?","From Illustration 2: Adjusted PAT (C) = Rs 40,500 crore minus 50% of Rs 5,000 crore = Rs 38,000 crore. 75% of PAT (E) = Rs 30,375 crore. Maximum payable per Table 1 at Tier 1 ratio of 15% (Bucket B5, 50% of Adjusted PAT) (F) = Rs 19,000 crore. Maximum Eligible Dividend = Lower of E or F = Lower of Rs 30,375 crore and Rs 19,000 crore = Rs 19,000 crore."
NUM_114,numerical_reasoning,hard,"Regulation 15(7): An investment advisor shall not enter into transactions on its own account which is contrary to its advice given to clients for a period of fifteen days from the day of such advice. Provided that during the period of such fifteen days, if the investment adviser is of the opinion that the situation has changed, then it may enter into such a transaction on its own account after giving such revised assessment to the client at least 24 hours in advance of entering into such transaction.","An investment adviser gave clients a sell recommendation on Bond X on April 1. On April 14, the adviser issues a revised assessment to clients. On April 16, the adviser wants to buy Bond X for its own account (contrary to the original sell recommendation). Is the April 16 transaction permissible?","The 15-day prohibition runs from April 1 (Day 1) through April 15 (Day 15). The revised assessment was issued on April 14 (Day 14), which is within the 15-day window — satisfying the proviso's requirement. Under the proviso, the adviser may enter the contrary transaction at least 24 hours after giving the revised assessment to clients. 24 hours after April 14 = April 15. April 16 is both after the 24-hour notice period AND after the 15-day prohibition window (which ends on April 15). YES, the April 16 transaction is permissible. The adviser has satisfied both conditions: revised assessment given within the 15-day window, and at least 24 hours have elapsed before the transaction."
NUM_134,numerical_reasoning,hard,"Regulation 8(10): Where the acquirer acquires shares during the period of twenty-six weeks after the tendering period at a price higher than the offer price, the acquirer shall pay the difference between the highest acquisition price and the offer price to all shareholders whose shares were accepted in the open offer, within sixty days from the date of such acquisition.","An open offer at Rs 100 per share completed payment to shareholders on March 15, 2024. The acquirer then purchases shares in the open market at Rs 130 per share on August 20, 2024. Does Regulation 8(10) apply, and if so, by when must the difference be paid to shareholders who tendered in the open offer?","YES, Regulation 8(10) applies. The open offer tendering period completed with payment on March 15, 2024. 26 weeks from March 15, 2024 = approximately September 14, 2024. The acquirer's open-market purchase at Rs 130 per share occurred on August 20, 2024, which falls within the 26-week window after the tendering period. Since the acquisition price (Rs 130) exceeds the offer price (Rs 100), the acquirer must pay the difference of Rs 30 per share to all shareholders whose shares were accepted in the open offer. Deadline: within 60 days from August 20, 2024 = by October 19, 2024."
NUM_038,numerical_reasoning,medium,"is or has been an employee or proprietor or a partner, in any of the three financial years immediately preceding the financial year in which he/she is proposed to be appointed, of â€” any legal or a consulting firm that has or had any transaction with the InvIT, its Holdco and/or SPV, parties to the InvIT, its holding company, subsidiary or associate amounting to ten per cent or more of the gross turnover of such firm.","Under SEBI (InvIT) Regulations 2014, a consulting firm had transactions worth eight lakh rupees with the InvIT in FY2023, and its gross turnover for that year was ninety lakh rupees. Would a partner of that firm be disqualified from acting as an independent director of the investment manager for FY2026?","The disqualification threshold is 10% or more of the gross turnover of the consulting firm in any of the three financial years immediately preceding the financial year of proposed appointment. Calculation: Transactions with InvIT in FY2023 = Rs 8 lakh; Gross turnover of the firm in FY2023 = Rs 90 lakh. Transaction as a percentage of gross turnover = Rs 8 lakh / Rs 90 lakh = 8.89%. Since 8.89% is LESS THAN 10%, the disqualification threshold is NOT met. Conclusion: The partner of the consulting firm would NOT be disqualified from acting as an independent director of the investment manager for FY2026."
NUM_129,numerical_reasoning,medium,"Regulation 24A(2): A shareholder holding 10 per cent or more shares and/or voting rights in a credit rating agency shall not hold 10 per cent or more shares and/or voting rights, directly or indirectly, in any other credit rating agency. Provided that the said restriction shall not apply to holdings by Pension Funds, Insurance Schemes and Mutual Fund Schemes.","Institution X holds 12% of the shares of CRA-1. It proposes to acquire a 9% stake in CRA-2. Would this acquisition violate Regulation 24A(2) of the SEBI (CRA) Regulations, 1999?","Regulation 24A(2) prohibits a shareholder holding 10% or more in one CRA from also holding 10% or more in any other CRA. Institution X holds 12% in CRA-1 (above the 10% threshold — the restriction is triggered). The proposed acquisition is a 9% stake in CRA-2, which is BELOW the 10% threshold in CRA-2. Since the restriction under Regulation 24A(2) is triggered only when the shareholder holds 10% or more in BOTH CRAs, a 9% holding in CRA-2 does not breach the restriction. Conclusion: The proposed acquisition would NOT violate Regulation 24A(2)."
NUM_117,numerical_reasoning,medium,Regulation 10(b): each scheme of the Alternative Investment Fund shall have corpus of at least twenty crore rupees: Provided that each scheme of the social impact fund shall have a corpus of at least five crore rupees.,"An AIF Manager is planning to launch three schemes: Scheme A (private equity fund), Scheme B (social impact fund), and Scheme C (infrastructure fund). What is the minimum total corpus that must be raised across all three schemes to comply with SEBI AIF Regulations, 2012?","Under Regulation 10(b): the minimum corpus per scheme is Rs 20 crore, except for a social impact fund scheme, which requires a minimum of Rs 5 crore. Minimum corpus calculation: Scheme A (private equity fund): Rs 20 crore. Scheme B (social impact fund): Rs 5 crore. Scheme C (infrastructure fund): Rs 20 crore. Total minimum corpus = Rs 20 + Rs 5 + Rs 20 = Rs 45 crore."
NUM_113,numerical_reasoning,medium,"Regulation 13(e): individuals registered as investment advisers whose number of clients exceed three hundred at any point of time or the fee collected during the financial year exceeds three crore rupees, whichever is earlier shall immediately initiate the process of transition from individual to non-individual investment adviser.","An individual investment adviser collected fees of Rs 2.65 crore in the first eight months of the financial year. In the ninth month they collected Rs 0.22 crore and in the tenth month Rs 0.18 crore. At the end of which month is the fee-based transition threshold breached, and what is the total fee at that point?","The fee-based transition threshold is reached when cumulative fees collected during the financial year exceed Rs 3 crore. Running total: After 8 months = Rs 2.65 crore. After Month 9 (Rs 0.22 crore added): cumulative total = Rs 2.87 crore (below threshold). After Month 10 (Rs 0.18 crore added): cumulative total = Rs 3.05 crore (exceeds Rs 3 crore). The fee-based threshold of Rs 3 crore is breached at the end of Month 10, with total fees of Rs 3.05 crore."
NUM_035,numerical_reasoning,medium,"Where the issuer desires to roll-over the municipal debt securities issued, it shall do so only upon passing of a special resolution to that effect and give twenty one days' notice of the proposed roll over to the holders of municipal debt securities: Provided that, if the holders of municipal debt securities do not provide consent for the proposed roll over within the notice period, the issuer shall redeem the municipal debt securities of such holders.","Under SEBI (Issue and Listing of Municipal Debt Securities) Regulations 2015, if a roll-over notice is dispatched to holders on 5 May 2025, what is the earliest date on which the roll-over can take effect (assuming all holders consent)?","The regulation requires the issuer to give twenty-one days' notice of the proposed roll-over to holders of municipal debt securities. Notice dispatched on 5 May 2025. Counting 21 days from May 5: the 21-day notice period expires on May 25, 2025 (Day 21). The roll-over can take effect at the earliest on May 26, 2025 (the day after the notice period has fully elapsed), assuming all holders provide consent within the notice period."
NUM_121,numerical_reasoning,medium,Regulation 15(1)(c): Category I and II of Alternative Investment Funds shall invest not more than twenty five per cent of the investable funds in an Investee Company directly or through investment in the units of other Alternative Investment Funds.,A Category II AIF has investable funds of Rs 400 crore. The Manager wants to invest Rs 120 crore in Company X. Is this investment permissible? What is the maximum amount that can be invested in Company X?,"Under Regulation 15(1)(c), Category I and II AIFs shall not invest more than 25% of investable funds in a single investee company. Maximum permissible investment = 25% of Rs 400 crore = Rs 100 crore. Proposed investment of Rs 120 crore exceeds this limit (Rs 120 crore > Rs 100 crore). Conclusion: The proposed investment of Rs 120 crore in Company X is NOT permissible. The maximum permissible amount that can be invested in Company X is Rs 100 crore."
CON_069,contradiction_detection,hard,"Passage A:
Regulation 9(f) (pre-Second Amendment 2018): a credit rating agency shall not carry out any activity other than the rating of securities offered by way of public or rights issue. Provided that nothing in these regulations shall prohibit a credit rating agency from engaging in any other activity in so far as it may be required by a financial sector regulator.

Passage B:
Regulation 9(f) (as substituted w.e.f. 11-09-2018): a credit rating agency shall not carry out any activity other than the rating of securities that are listed or proposed to be listed on a stock exchange recognized by the Board. Nothing contained in these regulations shall preclude a credit rating agency from carrying out any other activity as may be specified by the Board or carrying out rating of financial instruments under the purview of any other financial sector regulator or authority as may be specified by the Board.",Do the original and 2018-amended versions of Regulation 9(f) define the same permissible scope of rating activities for a credit rating agency?,"No, the original and 2018-amended versions of Regulation 9(f) do NOT define the same permissible scope of rating activities. The original version restricted CRA activities to 'rating of securities offered by way of public or rights issue' — i.e., only primary market issuances. The 2018-amended version (w.e.f. 11-09-2018) expanded this to 'rating of securities that are listed or proposed to be listed on a stock exchange recognized by the Board', which covers both primary and secondary market listed securities, a materially broader scope. Additionally, the original proviso permitted 'any other activity required by a financial sector regulator' broadly, while the 2018 version restricts other activities to those specifically prescribed or permitted by the Board. The two versions therefore impose meaningfully different scope restrictions on CRA rating activities."
CON_053,contradiction_detection,hard,"Passage A:
A mutual fund scheme shall not invest more than 10% of its NAV in unrated debt instruments issued by a single issuer and the total investment in such instruments shall not exceed 25% of the NAV of the scheme. All such investments shall be made with the prior approval of the Board of Trustees and the Board of asset management company.

Passage B:
A mutual fund scheme shall not invest in unlisted debt instruments including commercial papers, except Government Securities and other money market instruments: Provided that Mutual Fund Schemes may invest in unlisted non-convertible debentures up to a maximum of 10% of the debt portfolio of the scheme subject to such conditions as may be specified by the Board from time to time.",Do Passage A and Passage B impose the same restriction on investments in unrated or unlisted debt instruments?,"No, Passage A and Passage B do NOT impose the same restriction — they address fundamentally different attributes of debt instruments. Passage A restricts investments in UNRATED debt instruments: capped at 10% of NAV per single issuer and 25% of NAV in aggregate, with prior approval of the Board of Trustees and Board of AMC. Passage B restricts investments in UNLISTED debt instruments: generally prohibited (except Government Securities and money market instruments), with a limited carve-out of up to 10% of the DEBT PORTFOLIO (not NAV) for unlisted NCDs, subject to Board-specified conditions. The restrictions operate along different dimensions (rating status vs. listing status), use different denominators (NAV vs. debt portfolio), and carry different approval mechanisms. They are complementary but not the same restriction."
CON_073,contradiction_detection,hard,"Passage A:
Regulation 3(2): No acquirer who together with persons acting in concert holds 25% or more but less than the maximum permissible non-public shareholding shall acquire within any financial year additional shares or voting rights entitling them to exercise more than five per cent of the voting rights, unless an open offer is made.

Passage B:
Regulation 3(2) proviso (inserted by Amendment Regulations, 2020, w.e.f. 16-06-2020): Provided that the acquisition beyond five per cent but upto ten per cent of the voting rights in the target company shall be permitted for the financial year 2020-21 only in respect of acquisition by a promoter pursuant to preferential issue of equity shares by the target company.",Do the main provision and the 2020 proviso of Regulation 3(2) of SEBI Takeovers Regulations 2011 contradict each other about the annual creep acquisition limit?,"There is NO contradiction between the main provision and the 2020 proviso of Regulation 3(2). The main provision sets the standard annual creep acquisition limit at 5% of voting rights for acquirers holding 25% or more. The 2020 proviso creates a narrow, one-time exception applicable ONLY for FY 2020-21, allowing acquisition beyond 5% and up to 10% of voting rights, but only in the specific case of a promoter acquiring shares pursuant to a preferential issue by the target company. A proviso supplements the main provision by carving out a defined exception; it does not contradict the general rule. Outside the specific conditions of the proviso (i.e., any year other than 2020-21, or any acquirer other than a promoter in a preferential issue), the 5% annual cap continues to apply in full."
CON_050,contradiction_detection,hard,"Passage A:
No asset management company shall deal in securities through any broker associated with the sponsor or a firm which is an associate of a sponsor beyond 5% of the daily gross business of the mutual fund.

Passage B:
An asset management company shall not through any broker associated with the sponsor, purchase or sell securities, which is average of 5 per cent or more of the aggregate purchases and sale of securities made by the mutual fund in all its schemes: Provided further that the aforesaid limit of 5 per cent shall apply for a block of any three months.","Do Passage A and Passage B impose the same percentage limit on transactions through sponsor-associated brokers, and is the limit measured over the same time period?","Both passages use a 5% threshold, so the percentage limit is the same. However, the two provisions are NOT identical — they measure the 5% against different bases over different time periods. Passage A measures 5% against the DAILY GROSS BUSINESS of the mutual fund (a daily measurement). Passage B measures 5% against the AGGREGATE PURCHASES AND SALES of securities made by the mutual fund in all its schemes over a BLOCK OF THREE MONTHS (a rolling quarterly measurement). The percentage figure is the same (5%) but the benchmark and the time period over which compliance is assessed differ materially — daily gross business vs. three-month aggregate — making the effective restriction different."
CON_049,contradiction_detection,hard,"Passage A:
No sponsor of a mutual fund, its associate or group company including the asset management company of the fund, through the schemes of the mutual fund or otherwise, individually or collectively, directly or indirectly, have 10% or more of the share-holding or voting rights in the asset management company or the trustee company of any other mutual fund.

Passage B:
Any shareholder holding 10% or more of the share-holding or voting rights in the asset management company or the trustee company of a mutual fund, shall not have, directly or indirectly, 10% or more of the share-holding or voting rights in the asset management company or the trustee company of any other mutual fund.",Do Passage A and Passage B apply the same shareholding threshold for cross-ownership restrictions in mutual funds?,"Both passages use a 10% shareholding/voting rights threshold, so the threshold is numerically identical. However, the two passages are NOT the same in scope — they apply to different classes of entities. Passage A applies the 10% cross-ownership restriction specifically to a SPONSOR, its ASSOCIATES, and GROUP COMPANIES (including the AMC) of a mutual fund. Passage B applies the 10% restriction to ANY SHAREHOLDER holding 10% or more in the AMC or trustee company of a mutual fund. Passage B is therefore broader in coverage (any shareholder, not just sponsor and its related parties), while Passage A captures the sponsor-group specifically. The two provisions are complementary — applying the same threshold to different categories of persons."
CON_057,contradiction_detection,hard,"Passage A:
Regulation 7(1)(a) (pre-2025): A professional qualification or graduate degree or post-graduate degree or post graduate diploma (minimum two years in duration) in finance, accountancy, business management, commerce, economics, capital market, banking, insurance or actuarial science or other financial services as may be specified from a university or an institution recognized by the Central Government or any State Government or a recognised foreign university or institution or association or a professional qualification by completing a Post Graduate Program in the Securities Market (Investment Advisory) from NISM of a duration not less than one year or a professional qualification by obtaining a CFA Charter from the CFA Institute.

Passage B:
Regulation 7(1)(a) (as substituted w.e.f. 25-11-2025): A graduate degree or any equivalent educational qualification from a university or institution recognized by the Central Government or any State Government or a recognised foreign university or institution or association or CFA Charter from the CFA Institute, and relevant certification from NISM or from any other organization or institution accredited by NISM.",Do the pre-2025 and post-2025 versions of Regulation 7(1)(a) impose the same educational qualification requirement on individual investment advisers?,"No, the pre-2025 and post-2025 versions impose materially different educational qualification requirements. The pre-2025 version (Passage A) offers multiple alternative pathways: a professional qualification OR graduate/postgraduate degree in a specified list of disciplines (finance, accountancy, business management, commerce, economics, capital market, banking, insurance, actuarial science, or other financial services) from a recognised university, OR completion of NISM's Post Graduate Program in Securities Market (Investment Advisory) of minimum one year duration, OR a CFA Charter from the CFA Institute. Any one of these alternatives sufficed. The post-2025 version (Passage B) requires: (1) a graduate degree or equivalent from a recognised university/institution OR a CFA Charter from CFA Institute, AND (2) a relevant NISM certification (from NISM or an NISM-accredited body). The post-2025 version adds a mandatory NISM certification component (which was absent as a standalone requirement pre-2025), collapses the lengthy list of acceptable disciplines into a general graduate degree requirement, and removes the NISM PGP pathway."
CON_076,contradiction_detection,hard,"Passage A:
Regulation 23(1): An open offer for acquiring shares once made shall not be withdrawn except: (a) statutory approvals having been finally refused; (b) the acquirer, being a natural person, has died; (c) any condition in the underlying agreement is not met for reasons outside the acquirer's reasonable control; or (d) such circumstances as in the opinion of the Board merit withdrawal.

Passage B:
Regulation 6A: No person who is a wilful defaulter shall make a public announcement of an open offer. Provided that this regulation shall not prohibit the wilful defaulter from making a competing offer upon any other person making an open offer.",Is there a contradiction between Regulation 23(1) and Regulation 6A regarding the circumstances under which a wilful defaulter can withdraw from an open offer obligation?,"There is NO direct contradiction between Regulation 23(1) and Regulation 6A. They operate at different stages of the open offer process. Regulation 6A is a PRE-OFFER restriction: it prohibits a wilful defaulter from making a public announcement of an open offer in the first instance, or from entering into any transaction that would trigger such an obligation. Regulation 23(1) governs WITHDRAWAL of an open offer that has ALREADY BEEN MADE — it lists the limited grounds (statutory approval refused, death of acquirer, unfulfilled conditions outside the acquirer's control, or Board's opinion) on which an announced open offer can be withdrawn. The exception in Regulation 6A (permitting a wilful defaulter to make a COMPETING offer when another party has already made an open offer) does not conflict with Regulation 23(1), since any such competing offer would itself become subject to the withdrawal restrictions of Regulation 23(1) once made. The two regulations address different phases and are not in contradiction."
CON_068,contradiction_detection,hard,"Passage A:
Regulation 14(g) (original): the client shall agree to obtain a rating from at least two different rating agencies for any issue of debt securities whose size is equal to or exceeds, rupees one hundred crores.

Passage B:
Regulation 14(g) (as substituted w.e.f. 27-12-2011): the client shall obtain a rating for any issue of debt securities in accordance with the relevant regulations.",Do the original Regulation 14(g) and the 2011-amended version impose the same mandatory rating requirement for large debt security issues?,"No, the original Regulation 14(g) and the 2011-amended version do NOT impose the same mandatory rating requirement. The original Regulation 14(g) imposed a specific, prescriptive obligation: for any issue of debt securities whose size equals or exceeds Rs 100 crore, the client must obtain a rating from AT LEAST TWO DIFFERENT rating agencies — a dual-rating requirement with a quantitative size threshold. The 2011-amended version (substituted w.e.f. 27-12-2011) replaced this with a general obligation: the client must obtain a rating for any issue of debt securities 'in accordance with the relevant regulations' — removing both the specific Rs 100 crore size threshold and the mandatory two-agency requirement. The amended version is a general cross-referencing clause, significantly less prescriptive than the original, and eliminates the dual-rating and threshold requirements entirely."
CON_063,contradiction_detection,hard,"Passage A:
Regulation 15(1)(e) (pre-2021): Alternative Investment Fund shall not invest in associates except with the approval of seventy five percent of investors by value of their investment in the Alternative Investment Fund.

Passage B:
Regulation 15(1)(e) (as substituted w.e.f. 05-05-2021): Alternative Investment Fund shall not invest except with the approval of seventy five percent of investors by value of their investment in the Alternative Investment Fund in — (a) associates; or (b) units of Alternative Investment Funds managed or sponsored by its Manager, Sponsor or associates of its Manager or Sponsor.",Do the original and 2021-amended versions of Regulation 15(1)(e) cover the same categories of investments requiring 75% investor approval?,"No, the original and 2021-amended versions of Regulation 15(1)(e) do NOT cover the same categories of investments requiring 75% investor approval. The original (pre-2021) version required 75% investor approval only for AIF investments in its ASSOCIATES. The 2021-amended version (substituted w.e.f. 05-05-2021) expanded the scope to require 75% investor approval for investments in: (a) associates (retained from original), AND (b) units of AIFs managed or sponsored by the Manager, Sponsor, or associates of the Manager or Sponsor (newly added category). The amendment materially widens the restriction by capturing investments in related/affiliated AIFs — a category not covered by the original provision. This reflects a tightening of conflict-of-interest safeguards beyond just associate investments."
TMP_068,temporal_reasoning,hard,"Regulation 4(g) (original, pre-2020): the key investment team of the Manager of AIF has adequate experience, with at least one key personnel having not less than five years experience in advising or managing pools of capital or in fund or asset or wealth or portfolio management or in the business of buying, selling and dealing of securities or other financial assets and has relevant professional qualification. [Substituted by SEBI (AIF) (Amendment) Regulations, 2020, w.e.f. 19-10-2020]: team has at least one key personnel with relevant NISM certification AND at least one with professional qualification in finance or CFA Charter.","How did the SEBI (AIF) (Amendment) Regulations, 2020 change the eligibility requirements for the key investment team of an AIF Manager, and what was the significance of this change?","The original Regulation 4(g) (pre-2020) required the key investment team of the AIF Manager to have at least one key personnel with: (i) not less than five years of relevant experience in advising/managing pools of capital, fund/asset/wealth/portfolio management, or buying/selling/dealing in securities or other financial assets, AND (ii) a relevant professional qualification — a combined experience-plus-qualification standard with significant flexibility in what constituted a 'professional qualification.' The SEBI (AIF) (Amendment) Regulations, 2020 (w.e.f. 19-10-2020) substituted this with two distinct, objective requirements: (1) at least one key personnel must hold a relevant NISM certification, AND (2) at least one key personnel must hold a professional qualification in finance or a CFA Charter. Significance: The amendment shifts from an experience-led criterion to formal certification/qualification benchmarks, introducing specific, verifiable standards (NISM certification and finance qualification/CFA Charter) rather than the broader experience test, and the two requirements can be met by the same or different personnel."
TMP_056,temporal_reasoning,hard,"SEBI (Mutual Funds) Regulations, 1996: 'The mutual fund having an aggregate of securities which are worth Rs. 10 crores or more, as on the latest balance-sheet date, shall subject to such instructions as may be issued from time to time by the Board settle their transactions entered on or after January 15, 1998, only through dematerialised securities.' (This provision was inserted by the SEBI (Mutual Funds) (Amendment) Regulations, 1998, w.e.f. 12-1-1998.)",From what date were mutual funds with securities worth Rs.10 crore or more required to settle transactions only through dematerialised securities?,"Mutual funds with an aggregate of securities worth Rs 10 crore or more (as on the latest balance-sheet date) were required to settle transactions entered on or after JANUARY 15, 1998 only through dematerialised securities. This provision was inserted by the SEBI (Mutual Funds) (Amendment) Regulations, 1998, which came into effect on 12-1-1998, but the mandatory dematerialised settlement obligation applied to transactions entered on or after January 15, 1998."
TMP_052,temporal_reasoning,hard,"The original Seventh Schedule of SEBI (Mutual Funds) Regulations, 1996 included Clause 5: 'The initial issue expenses in respect of any scheme may not exceed six per cent of the funds raised under that scheme.' This clause was omitted by the SEBI (Mutual Funds) (Amendment) Regulations, 2008, w.e.f. 16-4-2008.","What was the original cap on initial issue expenses for a mutual fund scheme under the Seventh Schedule, and when was this provision omitted?","The original Clause 5 of the Seventh Schedule of SEBI (Mutual Funds) Regulations, 1996 capped initial issue expenses at SIX PER CENT (6%) of the funds raised under that scheme. This provision was OMITTED by the SEBI (Mutual Funds) (Amendment) Regulations, 2008, with effect from 16-4-2008."
TMP_054,temporal_reasoning,hard,"The original Regulation 47 of SEBI (Mutual Funds) Regulations required: 'Every mutual fund shall ensure that the asset management company computes and carries out valuation of investments made by its scheme(s) in accordance with the investment valuation norms specified in the Eighth Schedule.' This obligation was subsequently moved to Regulation 25(19) and Regulation 47 was substituted by the SEBI (Mutual Funds) (Amendment) Regulations, 2023.","Under the original SEBI (Mutual Funds) Regulations, which regulation required mutual funds to ensure that their AMC computed valuations in accordance with the Eighth Schedule?","Under the original SEBI (Mutual Funds) Regulations, REGULATION 47 required every mutual fund to ensure that the asset management company computes and carries out valuation of investments made by its scheme(s) in accordance with the investment valuation norms specified in the Eighth Schedule. This obligation was subsequently moved to Regulation 25(19) when Regulation 47 was substituted by the SEBI (Mutual Funds) (Amendment) Regulations, 2023."
TMP_075,temporal_reasoning,hard,"Regulation 8(2) (as amended by 2011 Amendment): certificate of initial registration valid for 5 years. Regulation 8A (inserted by 2011 Amendment): application for permanent registration to be made 3 months before expiry of initial certificate. [Regulation 8A omitted and Regulation 8(2) substituted by the Change in Conditions of Registration of Certain Intermediaries (Amendment) Regulations, 2016 w.e.f. 08-12-2016.] Current Regulation 8(2): valid unless suspended or cancelled.","Describe the evolution of the certificate validity regime for credit rating agencies under SEBI (CRA) Regulations, 1999 from the original regulations through to the current position.","The certificate validity regime for CRAs evolved through three distinct phases: Phase 1 (original): Regulation 8(2) provided that the certificate of initial registration was VALID FOR FIVE YEARS. Phase 2 (post-2011 Amendment): Regulation 8A was inserted requiring an application for PERMANENT REGISTRATION to be made three months before the expiry of the initial five-year certificate — creating a two-stage registration structure (initial + permanent). Phase 3 (current, post-2016): Both Regulation 8A and the original Regulation 8(2) were omitted/substituted by the Change in Conditions of Registration of Certain Intermediaries (Amendment) Regulations, 2016 (w.e.f. 08-12-2016). The current Regulation 8(2) provides that the certificate is VALID UNLESS SUSPENDED OR CANCELLED — there is no fixed validity period, and registration continues indefinitely until revoked."
TMP_086,temporal_reasoning,hard,"Regulation 30 (continual disclosures) was omitted by the SEBI (SAST) (Second Amendment) Regulations, 2021, w.e.f. 1-4-2022. Prior to omission, Regulation 30 required every person holding 25%+ and all promoters to disclose their aggregate shareholding as of March 31 each year within 7 working days from year-end. Regulation 29(1) was also substituted by the same amendment, shifting from requiring disclosure only by the acquirer doing the acquisition to requiring disclosure by any acquirer (together with PAC) whose aggregate acquisition reaches 5% or more.","What happened to the annual continual disclosure requirement for promoters and major shareholders under SEBI Takeovers Regulations 2011, and when was it removed?","Regulation 30 (continual disclosures), which required every person holding 25% or more of shares/voting rights and all promoters to disclose their aggregate shareholding as of March 31 each year within 7 working days from year-end, was OMITTED by the SEBI (SAST) (Second Amendment) Regulations, 2021, with effect from 1 APRIL 2022. Simultaneously, Regulation 29(1) was substituted by the same amendment, changing the trigger for event-based acquisition disclosure: the original version required disclosure only by the specific acquirer making the acquisition, while the amended version requires disclosure by any acquirer (together with persons acting in concert) whose AGGREGATE acquisition reaches 5% or more — broadening the disclosure obligation."
TMP_084,temporal_reasoning,hard,"Regulation 5A was substituted by the SEBI (SAST) (Third Amendment) Regulations, 2021, w.e.f. 6-12-2021. The original Regulation 5A (inserted by the SEBI (Listing of Specified Securities on Institutional Trading Platform) Regulations, 2013) read: 'The acquirer may delist the company in accordance with the Securities and Exchange Board of India (Delisting of Equity Shares) Regulations, 2009.' The new Regulation 5A provides a detailed delisting offer framework referencing the Delisting Regulations, 2021 and includes a two-attempt structure.",How did the SEBI Takeovers Regulations provisions on combined open offer and delisting evolve from 2013 to 2021?,"The evolution of Regulation 5A proceeded in two stages: Stage 1 (2013): Regulation 5A was INSERTED by the SEBI (Listing of Specified Securities on Institutional Trading Platform) Regulations, 2013 as a single, brief provision simply permitting an acquirer to delist the company in accordance with the SEBI (Delisting of Equity Shares) Regulations, 2009 — a bare cross-reference with no procedural detail. Stage 2 (2021): Regulation 5A was SUBSTITUTED in its entirety by the SEBI (SAST) (Third Amendment) Regulations, 2021 (w.e.f. 6-12-2021), replacing the one-line provision with a detailed delisting offer framework that references the Delisting Regulations, 2021 and includes a TWO-ATTEMPT STRUCTURE for combined open offer and delisting. The change reflects a shift from a bare enabling provision to a comprehensive procedural regime."
TMP_062,temporal_reasoning,hard,"Regulation 13(e) (as amended w.e.f. 25-11-2025 by SEBI (Investment Advisers) (Second Amendment) Regulations, 2025): individuals registered as investment advisers whose number of clients exceed three hundred at any point of time or the fee collected during the financial year exceeds three crore rupees, whichever is earlier shall — (i) immediately intimate the Administration and Supervisory Body and initiate the process of transition from individual to non-individual investment adviser; and (ii) apply for grant of in-principle approval for registration as non-individual investment adviser within 3 months from the date on which the threshold is reached. [Prior to this amendment, per the 2020 version]: individuals... shall — (i) apply for grant of in-principle registration as non-individual investment adviser; (ii) the in-principle registration shall be valid for a period of three months.","What procedural change did the SEBI (Investment Advisers) (Second Amendment) Regulations, 2025 make to the transition process for individual investment advisers who breach the 300-client or Rs 3 crore fee threshold?","The 2020 version of Regulation 13(e) required the individual IA to: (i) apply for grant of in-principle registration as a non-individual investment adviser, with the in-principle registration being valid for a period of three months. It did not explicitly require immediate notification to any supervisory body. The SEBI (Investment Advisers) (Second Amendment) Regulations, 2025 (w.e.f. 25-11-2025) changed this to require the individual IA to: (i) IMMEDIATELY INTIMATE the Administration and Supervisory Body AND initiate the process of transition from individual to non-individual IA, AND (ii) apply for grant of in-principle approval for registration as non-individual IA within 3 MONTHS from the date the threshold is reached. The key procedural changes are: (a) addition of an immediate notification obligation to the Administration and Supervisory Body upon breach; (b) an explicit 3-month window for applying for in-principle approval (replacing the in-principle registration being valid for 3 months in the 2020 version); and (c) the framing shifts from obtaining an in-principle 'registration' to applying for 'approval', placing the timeline on the application step."
