item_id,task_type,context,question,YOUR_ANSWER
NUM_126,numerical_reasoning,"Regulation 9(e): the promoter of the credit rating agency, in terms of regulation 4, shall maintain a minimum shareholding of 26% in the credit rating agency for a minimum period of three years from the date of grant of registration by the Board.","A CRA's promoter holds 35% of the CRA's shares at the time of registration. The CRA was granted registration on April 1, 2023. Can the promoter legally reduce its shareholding to 20% on June 15, 2026?","No, the promoter cannot legally reduce its shareholding to 20% on June 15, 2026. Under Regulation 9(e), the promoter must maintain a minimum shareholding of 26% for at least three years from the date of grant of registration. The CRA was registered on April 1, 2023, and the three-year lock-in period ends on April 1, 2026. While the lock-in has technically expired by June 15, 2026, reducing the shareholding to 20% would fall below the required 26% minimum. The regulation mandates a minimum of 26% during the lock-in period — it does not speak to what happens after, but a drop to 20% during a period where the minimum must be maintained would be a violation if done before the period ends. Since June 15, 2026 is after April 1, 2026, the lock-in has expired — so structurally the restriction no longer applies after that date. However, the regulation only mandates 26% for the minimum three-year period; after that, no floor is specified in this provision. So technically, after April 1, 2026, the promoter may reduce its holding, and June 15, 2026 is past that date. The answer is: yes, it is legally permissible, since the three-year minimum period has already concluded by June 15, 2026."
TMP_050,temporal_reasoning,"The original definition of 'advertisement' in the SEBI (Mutual Funds) Regulations, 1996 (clause 2(b)) enumerated specific advertising media: 'every form of advertising, whether in a publication, by display of notices, signs, labels or by means of circulars, catalogues or other documents, by an exhibition of pictures or photographic films, by way of sound broadcasting or television, or in any other manner.' This was substituted by the SEBI (Mutual Funds) (Amendment) Regulations, 2012 (w.e.f. 21-2-2012) with a broader definition: 'all forms of communication issued by or on behalf of the asset management company/mutual fund that may influence investment decisions of any investor/prospective investors.'","What key change did the SEBI (Mutual Funds) Amendment Regulations, 2012 make to the definition of 'advertisement'?","The original definition of 'advertisement' was a detailed, media-specific list — it enumerated particular forms like publications, television, sound broadcasting, notices, and films. The SEBI (Mutual Funds) Amendment Regulations, 2012, effective 21 February 2012, replaced this with a broad, principles-based definition covering all forms of communication issued by or on behalf of the AMC/mutual fund that may influence investment decisions of any investor or prospective investor. The key shift was from a closed enumeration of media to a comprehensive, intent-based definition."
REG_101,regulatory_interpretation,"Disqualification from being appointed as trustees. 16. (3) No asset management company and no director (including independent director), officer or employee of an asset management company shall be eligible to be appointed as a trustee of any mutual fund.","Under SEBI (Mutual Funds) Regulations, 1996, are directors, officers or employees of an AMC eligible to be appointed as trustees of any mutual fund?","No. Under Regulation 16(3) of SEBI (Mutual Funds) Regulations, 1996, no asset management company, and no director (including independent director), officer, or employee of an AMC, is eligible to be appointed as a trustee of any mutual fund."
REG_185,regulatory_interpretation,Regulation 3(1): No acquirer shall acquire shares or voting rights in a target company which taken together with shares or voting rights held by him and by persons acting in concert entitle them to exercise twenty-five per cent or more of the voting rights in such target company unless the acquirer makes a public announcement of an open offer.,"Under Regulation 3(1) of SEBI (Substantial Acquisition of Shares and Takeovers) Regulations 2011, what voting rights threshold triggers the mandatory open offer obligation?","Under Regulation 3(1), the mandatory open offer obligation is triggered when an acquirer's shareholding or voting rights — together with those of persons acting in concert — reaches or exceeds 25% of the voting rights in the target company."
TMP_073,temporal_reasoning,"Regulation 5(c) (original): the applicant has a minimum net worth of rupees five crores. [Substituted by SEBI (CRA) (Amendment) Regulations, 2018, w.e.f. 30-05-2018]: the applicant has a minimum net worth of rupees twenty five crore.","When was the minimum net worth requirement for credit rating agency applicants under SEBI (CRA) Regulations, 1999 raised, and by how much was it increased?","The minimum net worth requirement was raised on 30 May 2018, when the SEBI (CRA) (Amendment) Regulations, 2018 came into effect. The requirement was increased from Rs 5 crore to Rs 25 crore — a fivefold increase."
NUM_106,numerical_reasoning,"Seventh Schedule (historical). Clause 5 (now omitted): The initial issue expenses in respect of any scheme may not exceed six per cent of the funds raised under that scheme. (This clause was omitted by the SEBI (Mutual Funds) (Amendment) Regulations, 2008, w.e.f. 16-4-2008.)","What was the maximum initial issue expense ratio for a mutual fund scheme under the original Seventh Schedule, and when was this provision omitted?","Under the original Seventh Schedule, the maximum initial issue expenses for a mutual fund scheme were capped at 6% of the funds raised under that scheme. This provision was omitted by the SEBI (Mutual Funds) (Amendment) Regulations, 2008, with effect from 16 April 2008."
REG_163,regulatory_interpretation,"Regulation 15(1)(d): Category III Alternative Investment Funds shall invest not more than ten per cent of the investable funds in an Investee Company, directly or through investment in units of other Alternative Investment Funds and the large value funds for accredited investors of Category III Alternative Investment Funds may invest up to twenty per cent of the investable funds in an Investee Company, directly or through investment in units of other Alternative Investment Funds.","What is the single-investee concentration limit for Category III Alternative Investment Funds under SEBI AIF Regulations, 2012?","For regular Category III AIFs, the single-investee concentration limit is 10% of the investable funds (whether investing directly or through units of other AIFs). However, for large value funds for accredited investors within Category III, this limit is relaxed to 20% of the investable funds."
CON_039,contradiction_detection,"Passage A:
Revised Press Release (March 21, 2026) — Uttarakhand: 1000 (09 year), 1000 (20 year), 1500 (18 year). Total Uttarakhand (revised): 3500 crore.

Passage B:
Original Press Release (March 20, 2026) — Uttarakhand: 1000 (09 year), 1000 (20 year), 1280 (18 year). Total Uttarakhand (original): 3280 crore.","Do the original and revised press releases state the same borrowing amount for Uttarakhand's 18-year tenor securities in the March 24, 2026 auction?","No, they do not state the same amount. The original press release of March 20, 2026 stated that Uttarakhand's 18-year tenor offering was Rs 1,280 crore, while the revised press release of March 21, 2026 increased this to Rs 1,500 crore. The two documents differ on this figure."
TMP_035,temporal_reasoning,"Where a certificate has been granted to an intermediary on a permanent basis, the certificate may continue to be valid under these regulations subject to the condition that the intermediary shall, within two years of commencement of these regulations in relation to such intermediary, furnish the information in Form A to the Board and upload the information in Part I thereof on the website specified by the Board: Provided that the time specified in clause (b) may be extended by the Board up to a period of six months on sufficient reasons being shown by the intermediary.","Under SEBI (Intermediaries) Regulations 2008, an intermediary holding a permanent certificate at the time of commencement of these regulations must furnish Form A information within two years. What is the maximum total time available if SEBI grants an extension?","The base period is two years from commencement of the regulations. SEBI may extend this by up to six months on sufficient cause. So the maximum total time available to furnish Form A information is two years and six months from the date of commencement of the SEBI (Intermediaries) Regulations, 2008 in relation to that intermediary."
REG_177,regulatory_interpretation,"Regulation 21(1): Every credit rating agency shall keep and maintain, for a minimum period of five years, the following books of accounts, records and documents: (a) copy of its balance sheet; (b) a copy of its profit and loss account; (c) a copy of the auditor's report; (d) a copy of the agreement entered into with each client; (e) information supplied by each client; (f) correspondence with each client; (g) ratings assigned, including upgradation and downgradation; (h) rating notes considered by the rating committee; (i) record of decisions of the rating committee; (j) letter assigning rating; (k) particulars of fees charged.","For how long and what types of records must a credit rating agency maintain under SEBI (CRA) Regulations, 1999?","A credit rating agency must maintain records for a minimum period of five years. The records to be maintained include: balance sheets, profit and loss accounts, auditor's reports, agreements with each client, information supplied by clients, correspondence with clients, ratings assigned (including upgrades and downgrades), rating notes considered by the rating committee, records of rating committee decisions, letters assigning ratings, and particulars of fees charged."
REG_072,regulatory_interpretation,Each intermediary shall prominently display a photocopy of the certificate at all its offices including branch offices. The intermediary shall also prominently display the name and contact details of the compliance officer to whom complaint may be made in the event of any investor grievance.,"What two things must a SEBI-registered intermediary prominently display at all its offices, including branch offices?","Every SEBI-registered intermediary must prominently display at all its offices, including branch offices: (1) a photocopy of its SEBI registration certificate; and (2) the name and contact details of the compliance officer, so investors know who to approach in case of a grievance."
REG_001,regulatory_interpretation,"An issuer shall be eligible to make an initial public offer only if: (a) it has net tangible assets of at least three crore rupees, calculated on a restated and consolidated basis, in each of the preceding three full years (of twelve months each), of which not more than fifty per cent. are held in monetary assets; (b) it has an average operating profit of at least fifteen crore rupees, calculated on a restated and consolidated basis, during the preceding three years (of twelve months each), with operating profit in each of these preceding three years; (c) it has a net worth of at least one crore rupees in each of the preceding three full years (of twelve months each), calculated on a restated and consolidated basis.","What is the minimum average operating profit an issuer must have over the preceding three years to be eligible to make an initial public offer under SEBI ICDR Regulations, 2018?","The issuer must have an average operating profit of at least Rs 15 crore, calculated on a restated and consolidated basis, during the preceding three years of twelve months each. Additionally, the issuer must have had operating profit in each of those three individual years — not just on average."
REG_161,regulatory_interpretation,Regulation 14(1): Units of close ended Alternative Investment Fund may be listed on stock exchange subject to a minimum tradable lot of one crore rupees. (2) Listing of Alternative Investment Fund units shall be permitted only after final close of the fund or scheme.,"What are the conditions under which the units of a close-ended AIF may be listed on a stock exchange under SEBI AIF Regulations, 2012?",Units of a close-ended AIF may be listed on a stock exchange subject to two conditions: (1) the minimum tradable lot must be Rs 1 crore; and (2) listing is permitted only after the final close of the fund or scheme.
REG_091,regulatory_interpretation,"Section A of the Directions on implementation of Legal Entity Identifier (LEI) shall come into force with immediate effect. Section B of the Directions on implementation of Unique Transaction Identifier (UTI) shall come into effect from January 01, 2027.","Under the RBI Master Direction on Unique Identifiers in Financial Markets 2026, when does the section on Unique Transaction Identifier (UTI) implementation come into effect?","The section on Unique Transaction Identifier (UTI) implementation under Section B of the RBI Master Direction on Unique Identifiers in Financial Markets 2026 comes into effect from January 01, 2027."
CON_003,contradiction_detection,"Passage A:
The Manager or Sponsor shall have a continuing interest in the Alternative Investment Fund of not less than two and half percent of the corpus or five crore rupees, whichever is lower, in the form of investment in the Alternative Investment Fund and such interest shall not be through the waiver of management fees.

Passage B:
Provided that for Category III Alternative Investment Fund, the continuing interest shall be not less than five percent of the corpus or ten crore rupees, whichever is lower.",Do the two passages prescribe different minimum continuing interest thresholds for Category I/II AIFs versus Category III AIFs under SEBI AIF Regulations 2012?,"Yes, the two passages prescribe different thresholds. Passage A sets the general rule: the minimum continuing interest for the Manager or Sponsor is 2.5% of the corpus or Rs 5 crore, whichever is lower. Passage B introduces a higher threshold specifically for Category III AIFs: the continuing interest must be not less than 5% of the corpus or Rs 10 crore, whichever is lower. So Category III AIFs face a stricter requirement compared to Category I and II AIFs."
CON_062,contradiction_detection,"Passage A:
Regulation 2(1)(pa) (before November 2025 amendment): 'large value fund for accredited investors' means an Alternative Investment Fund or scheme of an Alternative Investment Fund in which each investor (other than the Manager, Sponsor, employees or directors of the Alternative Investment Fund or employees or directors of the Manager) is an accredited investor and invests not less than seventy crore rupees.

Passage B:
Regulation 2(1)(pa) (as amended w.e.f. 19-11-2025): 'large value fund for accredited investors' means an Alternative Investment Fund or scheme of an Alternative Investment Fund in which each investor (other than the Manager, Sponsor, employees or directors of the Alternative Investment Fund or employees or directors of the Manager) is an accredited investor and invests not less than twenty-five crore rupees.",Does the original definition of 'large value fund for accredited investors' and the November 2025-amended definition impose the same minimum investment threshold per investor?,"No, they do not impose the same threshold. The original definition required each investor (excluding certain exempted persons) to invest not less than Rs 70 crore. The amended definition, effective 19 November 2025, reduced this minimum investment threshold to Rs 25 crore per investor. So the two definitions differ significantly — the November 2025 amendment lowered the bar for what qualifies as a large value fund for accredited investors."
