id,task_type,difficulty,question,ref_answer,prediction,strict_correct,judge_verdict,judge_reason,judge_input_truncated
TMP_043,temporal_reasoning,easy,"Under the RBI Master Direction on UTI 2026, if a market participant cannot obtain the UTI in time for a cross-border transaction, what is the maximum additional time allowed to submit the UTI to CCIL-TR?",Within five Mumbai business days from the date of the transaction.,The maximum additional time allowed is five Mumbai business days from the transaction date.,0,1,"The model prediction correctly states the maximum additional time allowed as five Mumbai business days from the transaction date, which aligns with the reference answer.",0
TMP_044,temporal_reasoning,medium,"A company completed its buy-back (i.e., made the final payment to shareholders) on June 15, 2025. What is the earliest date on which it can launch its next buy-back offer?","June 15, 2026 — one year from the expiry date (June 15, 2025) of the buyback period of the preceding offer.","The earliest date the company can launch its next buy-back offer is June 16, 2026. This is one day after the one-year period following the completion of the previous buy-back on June 15, 2025.",0,1,The model prediction correctly states that the next buy-back offer can be launched one day after the one-year period following the completion of the previous buy-back.,0
TMP_045,temporal_reasoning,hard,"In Illustration 3 of the RBI SFB Dividend Directions 2026, the bank paid interim dividend during FY 20X1-X2 before declaring the final dividend. What does this sequencing imply about when the Maximum Eligible Dividend constraint applies — at the time of the interim dividend, or cumulatively across both payments?","The constraint applies cumulatively across both payments. The Maximum Eligible Dividend (₹1,125 crore) is the total permitted across the full financial year. Since ₹500 crore has already been paid as interim dividend, the final dividend is capped at the remaining ₹625 crore (₹1,125 - ₹500).","The Maximum Eligible Dividend constraint applies cumulatively across both the interim and final dividend payments. The interim dividend is subtracted from the maximum eligible amount, ensuring the total dividends do not exceed the annual limit. 

Answer: The Maximum Eligible Dividend constraint appl",0,1,The model correctly interprets that the Maximum Eligible Dividend constraint applies cumulatively across both the interim and final dividend payments.,0
REG_010,regulatory_interpretation,medium,"Under SEBI AIF Regulations, 2012, what is the minimum continuing interest that the Manager or Sponsor must maintain in a Category III Alternative Investment Fund?","Not less than five percent of the corpus or ten crore rupees, whichever is lower","The minimum continuing interest for the Manager or Sponsor in a Category III Alternative Investment Fund is five percent of the corpus or ten crore rupees, whichever is lower.",1,1,"The model prediction correctly states the minimum continuing interest as per SEBI AIF Regulations, 2012.",0
TMP_030,temporal_reasoning,medium,"How many years elapsed between the issuance of the first LEI circular (June 01, 2017) and its supersession by the Master Direction on Unique Identifiers (March 27, 2026)?","Approximately 8 years and 10 months elapsed between June 1, 2017 and March 27, 2026.",8 years and 10 months.,1,1,The model prediction matches the reference answer in terms of the elapsed time between the two dates.,0
REG_054,regulatory_interpretation,easy,"Under SEBI (Infrastructure Investment Trusts) Regulations 2014, what is the maximum permissible interval between two consecutive unit holders meetings?",Fifteen months,"The maximum permissible interval between two consecutive unit holders meetings is fifteen months.

Answer: Fifteen months.",0,1,The model prediction correctly states the maximum permissible interval between two consecutive unit holders meetings as per SEBI (Infrastructure Investment Trusts) Regulations 2014.,0
REG_055,regulatory_interpretation,easy,"Under SEBI (InvIT) Regulations 2014, how frequently must the trustee obtain a compliance certificate from the investment manager?",On a quarterly basis,The trustee must obtain a compliance certificate from the investment manager on a quarterly basis.,1,1,"The model prediction correctly states that under SEBI (InvIT) Regulations 2014, the trustee must obtain a compliance certificate from the investment manager on a quarterly basis.",0
REG_056,regulatory_interpretation,easy,"Under SEBI (InvIT) Regulations 2014, within how many days must SEBI communicate a decision to reject an application for a certificate of registration to the applicant?",Within thirty days,"The answer is based on the context provided, which states that the decision must be communicated within thirty days.

Answer: Thirty days.",1,1,The model prediction correctly states the time frame as per SEBI (InvIT) Regulations 2014.,0
REG_057,regulatory_interpretation,easy,"Under SEBI (InvIT) Regulations 2014, what minimum equity interest must an InvIT hold or propose to hold in a holding company (holdco) for it to qualify as such?",Not less than fifty one per cent of the equity share capital or interest,"The minimum equity interest an InvIT must hold or propose to hold in a holdco is not less than fifty-one percent. 

Answer: Not less than fifty-one percent.",1,1,The model prediction correctly states the minimum equity interest required under SEBI (InvIT) Regulations 2014.,0
REG_058,regulatory_interpretation,easy,"Under SEBI (InvIT) Regulations 2014, what minimum percentage of its assets must a Special Purpose Vehicle (SPV) hold directly in infrastructure projects?",Not less than ninety per cent,90%,0,1,The model prediction matches the SEBI (InvIT) Regulations 2014 requirement that a SPV must hold not less than ninety per cent of its assets directly in infrastructure projects.,0
REG_059,regulatory_interpretation,medium,"Under SEBI (InvIT) Regulations 2014 (as currently in force), what minimum net worth must a family trust or a Board-registered intermediary have to qualify as an institutional investor?","More than five hundred crore rupees, as per the latest audited financial statements","The minimum net worth required is more than five hundred crore rupees, as per the latest audited financial statements. 

Answer: More than five hundred crore rupees.",1,1,The model prediction correctly states the minimum net worth required as per SEBI (InvIT) Regulations 2014.,0
REG_060,regulatory_interpretation,medium,"Under SEBI (InvIT) Regulations 2014, what is the combined monetary cap on permissible pecuniary relationships with the InvIT for a person to qualify as an independent director of the investment manager?","Two per cent of its gross turnover or total income, or fifty lakh rupees, whichever is lower","The combined monetary cap is the lower of two percent of the gross turnover or total income or fifty lakh rupees. 

Answer: The aggregate shall not exceed two percent of its gross turnover or total income or fifty lakh rupees, whichever is lower.",1,1,"The model prediction correctly paraphrases the SEBI (InvIT) Regulations 2014, stating the combined monetary cap as the lower of two percent of the gross turnover or total income or fifty lakh rupees.",0
REG_061,regulatory_interpretation,medium,"Under SEBI (InvIT) Regulations 2014, when a conflict of interest is flagged in a transaction between the investment manager and its associates, from whom must the trustee obtain confirmation that the transaction is at arm's length?","A practising chartered accountant or valuer, as applicable","The trustee must obtain confirmation from a practising chartered accountant or valuer, as applicable.",1,1,"The model prediction correctly identifies that a practising chartered accountant or valuer, as applicable, must confirm arm's length transactions when a conflict of interest is flagged under SEBI (Inv",0
REG_062,regulatory_interpretation,easy,"Under SEBI (Issue and Listing of Municipal Debt Securities) Regulations 2015, within how many days of the relevant trigger date may SEBI specify changes or issue observations on a draft offer document?",Twenty one days,21 days,1,1,The model prediction matches the reference answer of 21 days as specified by SEBI under the SEBI (Issue and Listing of Municipal Debt Securities) Regulations 2015.,0
REG_063,regulatory_interpretation,easy,"Under SEBI (Issue and Listing of Municipal Debt Securities) Regulations 2015, for how many days must the draft offer document be publicly available on the designated stock exchange's website for public comments?",Fifteen days,"The draft offer document must be publicly available on the designated stock exchange's website for 15 days to seek public comments.

Answer: 15 days",0,1,The model prediction correctly states that the draft offer document must be publicly available for 15 days as per SEBI (Issue and Listing of Municipal Debt Securities) Regulations 2015.,0
REG_064,regulatory_interpretation,easy,"Under SEBI (Issue and Listing of Municipal Debt Securities) Regulations 2015, what is the maximum number of public issuances permitted under a single shelf offer document?",Not more than four,"Four public issuances are permitted under a single shelf offer document.

Answer: Four",0,1,The model prediction correctly states the maximum number of public issuances permitted under a single shelf offer document as per SEBI (Issue and Listing of Municipal Debt Securities) Regulations 2015,0
REG_065,regulatory_interpretation,easy,"Under SEBI (Issue and Listing of Municipal Debt Securities) Regulations 2015, for what preceding period must an issuer have a clean repayment track record on debt securities or bank/financial institution loans to remain eligible for issuance?",The preceding three hundred and sixty five days,365 days,0,1,The model prediction matches the required period of 365 days as per SEBI regulations.,0
REG_066,regulatory_interpretation,easy,"Under SEBI (Investment Advisers) Regulations 2013, on which day from the date of publication in the Official Gazette did the regulations come into force?",The ninetieth day,"The regulations came into force on the ninetieth day from the date of their publication in the Official Gazette.

Answer: The ninetieth day from the date of publication in the Official Gazette.",1,1,The model prediction correctly states that SEBI (Investment Advisers) Regulations 2013 came into force on the ninetieth day from the date of their publication in the Official Gazette.,0
NUM_033,numerical_reasoning,medium,"Under SEBI (InvIT) Regulations 2014, if an entity associated with the InvIT has a gross turnover of ten crore rupees, what is the maximum permissible pecuniary relationship an independent director candidate may have with it â€” applying the two per cent cap or the fifty lakh rupee cap?","Twenty lakh rupees (two per cent of ten crore rupees, being lower than fifty lakh rupees â€” the rule applies whichever is lower)","The maximum permissible pecuniary relationship is calculated as two percent of the gross turnover, which is lower than the fifty lakh rupee cap. 

Calculation: 2% of ₹10,000,000 = ₹200,000.

Answer: ₹200,000.00",0,1,"The model correctly applied the two per cent cap rule to calculate the maximum permissible pecuniary relationship as ₹200,000, which is lower than the fifty lakh rupee cap.",0
NUM_034,numerical_reasoning,medium,"Under SEBI (Issue and Listing of Municipal Debt Securities) Regulations 2015, if a municipal issuer makes a private placement offer to 170 non-QIB investors and 45 qualified institutional buyers simultaneously, does this exceed the private placement limit?","No. The 45 qualified institutional buyers are excluded from the calculation, so only 170 persons are counted, which is within the two hundred person limit","The private placement limit is 200 non-QIB investors. The issuer offers to 170 non-QIBs, which is within the limit. QIBs (45) don't count.

170 non-QIBs ≤ 200 non-QIBs.

Answer: No, it does not exceed the limit.",0,1,"The model correctly identifies that the 45 QIBs are excluded from the private placement limit calculation, leaving 170 non-QIBs which is within the 200 person limit.",0
NUM_035,numerical_reasoning,medium,"Under SEBI (Issue and Listing of Municipal Debt Securities) Regulations 2015, if a roll-over notice is dispatched to holders on 5 May 2025, what is the earliest date on which the roll-over can take effect (assuming all holders consent)?",26 May 2025 (after expiry of the twenty one days notice period from 5 May),"The earliest date on which the roll-over can take effect is May 26, 2025.

Answer: May 26, 2025.",0,1,"The model correctly identified that the roll-over can take effect 21 days after the notice was dispatched, which is May 26, 2025.",0
NUM_036,numerical_reasoning,easy,"Under SEBI (InvIT) Regulations 2014, does a family trust with a net worth of four hundred and ninety nine crore rupees (as per latest audited financial statements) qualify as an institutional investor?",No. The threshold is more than five hundred crore rupees; four hundred and ninety nine crore rupees falls below this threshold,"The family trust's net worth is 499 crore rupees, which is less than the required 500 crore rupees. 

499 crore < 500 crore

Answer: No, it does not qualify.",0,1,The model correctly identified that the family trust's net worth of 499 crore rupees is below the required threshold of 500 crore rupees for qualifying as an institutional investor under SEBI (InvIT) ,0
NUM_037,numerical_reasoning,easy,"Under SEBI (FPI) Regulations 2019, if a government-linked entity is 70% directly owned by a sovereign government, does it qualify as a Category I foreign portfolio investor on the basis of government ownership?",No. The minimum threshold for government ownership is at least seventy-five per cent; seventy per cent is below this threshold,"The entity is 70% owned, which is below the 75% threshold required. 

Answer: No, it does not qualify as a Category I FPI.",0,1,The model correctly identified that 70% ownership is below the 75% threshold required for a government-linked entity to qualify as a Category I FPI under SEBI regulations.,0
NUM_038,numerical_reasoning,medium,"Under SEBI (InvIT) Regulations 2014, a consulting firm had transactions worth eight lakh rupees with the InvIT in FY2023, and its gross turnover for that year was ninety lakh rupees. Would a partner of that firm be disqualified from acting as an independent director of the investment manager for FY2026?","No. Eight lakh rupees out of ninety lakh rupees is approximately 8.9 per cent, which is below the ten per cent threshold; the disqualification criterion is not triggered","The transactions (₹8 lakh) are below 10% of the firm's turnover (₹9 lakh). Therefore, the partner is not disqualified.

Answer: No, the partner would not be disqualified.",0,1,"The model correctly interprets the SEBI (InvIT) Regulations 2014, stating that transactions below 10% of the firm's turnover do not trigger disqualification.",0
NUM_039,numerical_reasoning,medium,"Under SEBI (FPI) Regulations 2019, if a designated depository participant application is received by SEBI on 1 March, additional information is called for on 10 March, and the applicant furnishes the information on 25 March, by what date must SEBI dispose of the application?","By 24 April (thirty days from 25 March, the date all required information was furnished, being the later of the two trigger dates)","The application must be disposed of by 24 April.

Answer: 24 April.",0,1,"The final date of 24 April is correctly calculated as thirty days from 25 March, which is the later of the two trigger dates.",0
NUM_040,numerical_reasoning,easy,"Under the original SEBI (Issue and Listing of Debt Securities by Municipalities) Regulations 2015 (as in force before the 2019 Amendment), if the issue closed on 1 January 2018, what was the latest date by which the trust deed had to be executed?",By 1 April 2018 (three months from the closure of the issue on 1 January 2018),"The trust deed had to be executed by 1 April 2018.

1 April 2018",0,1,The model prediction matches the reference answer's deadline for executing the trust deed.,0
REG_095,regulatory_interpretation,easy,"What is the minimum percentage of an AMC's net worth that a sponsor must contribute to be eligible for mutual fund registration under SEBI (Mutual Funds) Regulations, 1996?",At least 40 per cent,"The minimum percentage is 40%. 

Answer: 40%",1,1,"The model prediction correctly states the minimum percentage as per SEBI (Mutual Funds) Regulations, 1996.",0
REG_096,regulatory_interpretation,easy,"Under SEBI (Mutual Funds) Regulations, 1996, who has the authority to terminate the appointment of an asset management company?",Majority of the trustees or by seventy-five per cent of the unitholders of the scheme,The appointment of an asset management company can be terminated by a majority of the trustees or by seventy-five per cent of the unitholders of the scheme.,1,1,"The model prediction correctly states that the appointment of an asset management company can be terminated by a majority of the trustees or by seventy-five per cent of the unitholders of the scheme, ",0
REG_097,regulatory_interpretation,easy,"What minimum proportion of the board of directors of an AMC must comprise directors who are not associated with the sponsor, its subsidiaries, or the trustees?",At least fifty per cent,"At least fifty percent of the board of directors must not be associated with the sponsor, its subsidiaries, or the trustees. 

Answer: At least fifty percent.",1,1,"The model prediction correctly states the minimum proportion as fifty percent, which matches the reference answer.",0
REG_098,regulatory_interpretation,easy,"What restriction does SEBI (Mutual Funds) Regulations, 1996 impose on the Chairman of an asset management company?",The Chairman of the asset management company is not a trustee of any mutual fund,The Chairman of the asset management company cannot be a trustee of any mutual fund.,1,1,"The model prediction correctly paraphrases the restriction imposed by SEBI (Mutual Funds) Regulations, 1996 that the Chairman of an asset management company cannot be a trustee of any mutual fund.",0
REG_099,regulatory_interpretation,easy,"What is the minimum proportion of independent persons required among the trustees of a mutual fund under SEBI (Mutual Funds) Regulations, 1996?",Two-thirds,"The minimum proportion of independent persons required among the trustees is two-thirds.

Answer: Two-thirds.",0,1,"The model prediction correctly states the minimum proportion of independent persons required among the trustees of a mutual fund as per SEBI (Mutual Funds) Regulations, 1996.",0
REG_100,regulatory_interpretation,medium,"What three personal qualifications must every trustee of a mutual fund possess or satisfy under Regulation 16(2) of SEBI (Mutual Funds) Regulations, 1996?","Be a person of ability, integrity and standing; not have been found guilty of moral turpitude; and not have been convicted of any economic offence or violation of any securities laws","The three personal qualifications required are:

1. Being a person of ability, integrity, and standing.
2. Not having been found guilty of moral turpitude.
3. Not having been convicted of any economic offence or violation of securities laws.",1,1,"The model prediction accurately reflects the three personal qualifications required of a trustee under Regulation 16(2) of SEBI (Mutual Funds) Regulations, 1996.",0
REG_101,regulatory_interpretation,easy,"Under SEBI (Mutual Funds) Regulations, 1996, are directors, officers or employees of an AMC eligible to be appointed as trustees of any mutual fund?","No. No asset management company and no director (including independent director), officer or employee of an asset management company shall be eligible to be appointed as a trustee of any mutual fund.","No, directors, officers, or employees of an AMC are not eligible to be appointed as trustees of any mutual fund under the SEBI (Mutual Funds) Regulations, 1996.",0,1,"The model prediction correctly states that directors, officers, or employees of an AMC are not eligible to be appointed as trustees of any mutual fund under the SEBI (Mutual Funds) Regulations, 1996.",0
REG_102,regulatory_interpretation,medium,"By what date must a mutual fund pay its annual service fee, and what is the maximum grace period SEBI may allow for a delayed payment?",Before the 15th April each year; the Board may allow payment up to two months from commencement of the financial year,"The mutual fund must pay its annual service fee by April 15th. If delayed, SEBI may allow a grace period up to two months from the start of the financial year, extending the deadline to May 31st. 

Answer: By April 15th; maximum grace period is two months, up to May 31st.",1,1,The model prediction correctly states the deadline for the annual service fee payment and the maximum grace period allowed by SEBI.,0
REG_103,regulatory_interpretation,easy,"What requirement applies to the Chairperson of a trustee company appointed as trustee of a mutual fund under SEBI (Mutual Funds) Regulations, 1996?",The Chairperson of the board of directors of the trustee company shall be an independent director,The Chairperson must be an independent director.,1,1,"The model prediction correctly paraphrases the requirement that the Chairperson must be an independent director as per SEBI (Mutual Funds) Regulations, 1996.",0
REG_104,regulatory_interpretation,medium,What board composition requirement must an AMC meet after its sponsor disassociates from the mutual fund?,The board of directors shall have at least two third independent directors,The board of directors of the AMC must have at least two-thirds independent directors after the sponsor disassociates.,1,1,The model prediction correctly paraphrases the requirement for the board composition of an AMC after the sponsor disassociation.,0
REG_105,regulatory_interpretation,easy,"Under which Act must the trust deed of a mutual fund be registered, and who executes it in favour of whom?","The Indian Registration Act, 1908; executed by the sponsor in favour of the trustees named in such an instrument","The trust deed of a mutual fund must be registered under the Indian Registration Act, 1908. It is executed by the sponsor in favour of the trustees.",1,1,"The model prediction correctly states that the trust deed of a mutual fund must be registered under the Indian Registration Act, 1908, and it is executed by the sponsor in favour of the trustees.",0
REG_106,regulatory_interpretation,easy,"What proportion of unitholders of a scheme may requisition the trustees to obtain unitholder consent under SEBI (Mutual Funds) Regulations, 1996?",Three-fourths of the unitholders of any scheme,"Three-fourths of the unitholders may requisition the trustees to obtain unitholder consent.

Answer: Three-fourths (75%)",1,1,"The model prediction correctly states that three-fourths of the unitholders may requisition the trustees to obtain unitholder consent, which matches the reference answer.",0
REG_107,regulatory_interpretation,medium,What capital compliance conditions must an SFB satisfy at the end of both the previous and the current financial year to be eligible to declare dividends?,The bank must be in compliance with the applicable regulatory capital requirement as at the end of the previous financial year and shall continue to be in compliance as at the end of the financial year during which the dividend is proposed to be paid; and the regulatory capital shall not fall below the applicable requirement even after payment of dividend.,"To be eligible to declare dividends, an SFB must comply with regulatory capital requirements at the end of both the previous and current financial years and ensure its capital remains above the required threshold after dividend payment. 

Answer: The SFB must comply with regulatory capital requireme",1,1,The model prediction accurately reflects the requirement for SFB to comply with regulatory capital requirements at the end of both the previous and current financial years and to maintain capital abov,0
REG_108,regulatory_interpretation,easy,"What profitability condition must an SFB satisfy to be eligible to declare dividends under the RBI SFB Dividend Directions, 2026?",The bank shall have positive adjusted Profit After Tax (PAT) for the financial year for which the dividend is proposed,The SFB must have a positive adjusted Profit After Tax (PAT) for the financial year in which the dividend is proposed.,1,1,"The model prediction accurately reflects the requirement for an SFB to have a positive adjusted Profit After Tax (PAT) for the financial year in which the dividend is proposed, as per the RBI SFB Divi",0
REG_109,regulatory_interpretation,medium,What four factors must an SFB's Board of Directors consider when evaluating a proposal for declaration of dividend?,Divergence in NPA asset classification and provisioning including its trend; Auditors' Report including modified opinion or Emphasis of Matter; Current and projected capital position vis-à-vis regulatory capital requirement; Long term growth plans,"1. The divergence in asset classification and provisioning for Non-Performing Assets (NPAs), including its trend, as observed under supervisory findings of the Reserve Bank.
2. The Auditors' Report to the financial statements, including any modified opinion or Emphasis of Matter, for the financial y",1,1,"The model prediction correctly identifies the four factors that an SFB's Board of Directors must consider when evaluating a proposal for declaration of dividend, as mentioned in the reference answer.",0
REG_110,regulatory_interpretation,easy,Within what period must an SFB submit its dividend declaration report to the RBI's Department of Supervision?,Within a fortnight of declaration of dividend,Within a fortnight (14 days) of declaring the dividend.,1,1,"The model prediction correctly states the period as within a fortnight (14 days) of declaring the dividend, which matches the reference answer.",0
REG_111,regulatory_interpretation,easy,"What is the consequence for an SFB that fails to meet the dividend eligibility criteria under the RBI SFB Dividend Directions, 2026?",No special dispensation will be given for declaration of dividend for that period,The consequence is that the SFB will not be allowed to declare dividends for that period.,0,1,"The model prediction correctly states that an SFB failing to meet the dividend eligibility criteria will not be allowed to declare dividends for that period, which aligns with the reference answer.",0
REG_112,regulatory_interpretation,medium,"What categories of profit are excluded from dividend payment eligibility under the RBI SFB Dividend Directions, 2026?","Any exceptional and/or extra-ordinary profits/income; and any overstatement of PAT identified in a modified audit opinion, to the extent included in PAT","The categories of profit excluded from dividend payment eligibility are:

1. Exceptional and/or extra-ordinary profits/income.
2. Overstated Profit After Tax (PAT) as indicated by a modified audit opinion.",1,1,"The model prediction correctly identifies the categories of profit excluded from dividend payment eligibility as per the RBI SFB Dividend Directions, 2026.",0
NUM_087,numerical_reasoning,easy,"What is the minimum average net annual profit (after depreciation, interest and tax) that a sponsor must demonstrate over the immediately preceding five years to satisfy the sound track record requirement under SEBI (Mutual Funds) Regulations, 1996?",At least rupees ten crore,"The minimum average net annual profit required is calculated by noting that the average over five years must be at least ₹10 crore. 

Answer: ₹10 crore per annum.",0,1,"The model correctly identifies that the minimum average net annual profit required is ₹10 crore per annum, which matches the reference answer.",0
NUM_088,numerical_reasoning,easy,"What is the standard minimum networth requirement for an AMC under SEBI (Mutual Funds) Regulations, 1996?",Not less than rupees fifty crore,"The standard minimum networth requirement for an AMC under SEBI (Mutual Funds) Regulations, 1996, is ₹50 crore. This is specified in regulation 21(1)(f) as the default requirement, applicable when the sponsor meets the necessary criteria. 

Answer: ₹50 crore.",0,1,"The model prediction correctly states the standard minimum networth requirement for an AMC under SEBI (Mutual Funds) Regulations, 1996, as ₹50 crore.",0
NUM_089,numerical_reasoning,medium,"If a sponsor fails to fulfil all eligibility criteria at the time of application, what enhanced networth must the AMC maintain, and for how long must it maintain this higher networth?","Not less than rupees one hundred crore, maintained until the AMC has profits for five consecutive years","The AMC must maintain an enhanced networth of ₹100 crore until it achieves five consecutive years of profits. 

Answer: The AMC must maintain a networth of ₹100 crore for five consecutive profitable years.",0,1,The model prediction correctly states the enhanced networth requirement and the duration as per the reference answer.,0
NUM_090,numerical_reasoning,easy,What is the minimum networth required for an AMC that is only eligible to launch infrastructure debt fund schemes?,Not less than rupees ten crore,"The minimum networth required is ₹10 crore. 

Answer: ₹10 crore.",0,1,"The model prediction correctly states the minimum networth required as ₹10 crore, which matches the reference answer.",0
NUM_091,numerical_reasoning,hard,"Under the 2023 amendment to Regulation 7, if a sponsor fails all eligibility requirements, what are the three key obligations: the AMC capitalization threshold, the lock-in period, and the minimum combined experience of the five senior officers?","AMC net worth not less than rupees one hundred fifty crore; locked-in for five years; total combined experience of CEO, COO, CRO, CCO and CIO of at least thirty years","The three key obligations under the 2023 amendment to Regulation 7 are as follows:

1. **AMC Capitalization Threshold**: ₹150 crore  
2. **Lock-in Period**: 5 years  
3. **Minimum Combined Experience**: 30 years",0,1,The model prediction accurately reflects the key obligations under the 2023 amendment to Regulation 7 as stated in the reference answer.,0
NUM_092,numerical_reasoning,medium,"Under SEBI (Mutual Funds) Regulations, 1996, what is the maximum percentage of total mutual fund transactions that may be routed through a broker associated with the sponsor, and over what period is this limit measured?","5 per cent of aggregate purchases and sales, measured for a block of any three months","The maximum percentage is 5% of the total mutual fund transactions, measured over a three-month period.

Answer: 5% over three months.",1,1,"The model prediction correctly states the maximum percentage and the measurement period as per SEBI (Mutual Funds) Regulations, 1996.",0
NUM_093,numerical_reasoning,easy,"How is 'Adjusted Profit After Tax (PAT)' defined under the RBI SFB Dividend Directions, 2026?",PAT of the financial year minus 50 per cent of Net NPA as on March 31 of the financial year for which the dividend is to be paid,"Adjusted Profit After Tax (PAT) is calculated as the Profit After Tax (PAT) for the financial year minus 50% of the Net Non-Performing Assets (NPA) as of March 31 of that financial year.

**Calculation:**
Adjusted PAT = PAT - 0.5 × Net NPA

**Answer:**  
Adjusted PAT = PAT - 0.5 × Net NPA",1,1,"The model prediction accurately reflects the definition of 'Adjusted Profit After Tax (PAT)' as per the RBI SFB Dividend Directions, 2026.",0
NUM_094,numerical_reasoning,easy,"Under the RBI SFB Dividend Directions, 2026, what percentage of Adjusted PAT may an SFB with a Tier 1 Capital Ratio between 11.5% and 13.5% (Bucket B4) pay as dividend?",40 per cent of Adjusted PAT,40% of adjusted PAT.,1,1,The model prediction matches the reference answer.,0
NUM_095,numerical_reasoning,hard,"In Illustration 1 of the RBI SFB Dividend Directions, 2026, a bank has PAT of Rs17,000 crore, Net NPA of Rs6,500 crore, and Tier 1 ratio of 11.72%. What is the maximum eligible dividend?","Rs5,500 crore (40% of Adjusted PAT of Rs13,750 crore, which is lower than 75% of PAT of Rs12,750 crore)","The maximum eligible dividend is calculated by first determining the Adjusted PAT, which is Rs13,750 crore. Then, applying the 40% limit from Bucket B4 gives Rs5,500 crore. Comparing this to 75% of PAT (Rs12,750 crore), the lower amount is chosen.

**Answer:** Rs5,500 crore.",1,1,"The model correctly applied the 40% limit from Bucket B4 to the Adjusted PAT of Rs13,750 crore, resulting in a maximum eligible dividend of Rs5,500 crore.",0
NUM_096,numerical_reasoning,hard,"In Illustration 3, a bank has PAT of Rs1,500 crore, Net NPA of Rs300 crore, Tier 1 ratio of 24.36%, and has already paid interim dividend of Rs500 crore. What is the maximum final dividend it may pay?","Rs625 crore (maximum eligible dividend of Rs1,125 crore minus interim dividend already paid of Rs500 crore)","The maximum final dividend is calculated by subtracting the interim dividend from the maximum eligible dividend. 

Maximum eligible dividend = Rs1,125 crore  
Interim dividend paid = Rs500 crore  
Maximum final dividend = 1,125 crore - 500 crore = Rs625 crore  

**Answer:** The maximum final dividen",1,1,The model correctly applied the rule of subtracting the interim dividend from the maximum eligible dividend to arrive at the maximum final dividend.,0
NUM_097,numerical_reasoning,hard,"In Illustration 2 of the RBI SFB Dividend Directions, 2026, a bank has PAT of Rs40,500 crore, Net NPA of Rs5,000 crore, and Tier 1 ratio of 15%. What is the maximum eligible dividend?","Rs19,000 crore (50% of Adjusted PAT of Rs38,000 crore, which is lower than 75% of PAT of Rs30,375 crore)","The maximum eligible dividend is calculated by taking the lower value between 75% of PAT and 50% of Adjusted PAT. 

Adjusted PAT = PAT - 50% of Net NPA = 40,500 - 2,500 = 38,000 crore.

75% of PAT = 0.75 * 40,500 = 30,375 crore.

50% of Adjusted PAT = 0.5 * 38,000 = 19,000 crore.

Maximum eligible d",1,1,The model correctly applies the rule of taking the lower value between 75% of PAT and 50% of Adjusted PAT to determine the maximum eligible dividend.,0
NUM_098,numerical_reasoning,medium,"Under the RBI SFB Dividend Directions, 2026, what are the permitted dividend percentages of Adjusted PAT for an SFB in Bucket B1 (Tier 1 ratio ≤7.5%) versus Bucket B10 (Tier 1 ratio >19.5%)?",Bucket B1: 0 per cent of Adjusted PAT; Bucket B10: 100 per cent of Adjusted PAT,"For an SFB in Bucket B1 (Tier 1 ratio ≤7.5%), the permitted dividend is 0% of adjusted PAT. In Bucket B10 (Tier 1 ratio >19.5%), the permitted dividend is 100% of adjusted PAT.

Answer:  
- Bucket B1: 0% of adjusted PAT  
- Bucket B10: 100% of adjusted PAT",1,1,"The model prediction correctly matches the permitted dividend percentages for both Bucket B1 and Bucket B10 as per the RBI SFB Dividend Directions, 2026.",0
TMP_046,temporal_reasoning,easy,What minimum proportion of independent trustees did SEBI (Mutual Funds) Regulations require before the 1998 amendment?,At least 50 per cent,50% of the trustees were required to be independent persons before the 1998 amendment.,0,1,The model prediction correctly states the minimum proportion of independent trustees required by SEBI (Mutual Funds) Regulations before the 1998 amendment.,0
TMP_047,temporal_reasoning,medium,"What minimum AMC networth was introduced by the SEBI (Mutual Funds) Amendment Regulations, 2014, replacing the original threshold?",Rupees fifty crore (replacing the original requirement of rupees ten crore),"The SEBI (Mutual Funds) Amendment Regulations, 2014, introduced a minimum AMC networth of rupees fifty crore, replacing the original threshold of rupees ten crore. This change became effective on May 6, 2014, with existing AMCs given until May 6, 2017, to meet the new requirement.",1,1,"The model prediction correctly states the new minimum AMC networth introduced by SEBI as rupees fifty crore, replacing the original threshold of rupees ten crore.",0
TMP_048,temporal_reasoning,hard,"From what date were Regulations 69 to 74 of SEBI (Mutual Funds) Regulations, 1996 omitted?",27-9-2002,"The regulations were omitted effective from 27-9-2002. 

Answer: 27-9-2002",1,1,"The model prediction correctly states the date when Regulations 69 to 74 of SEBI (Mutual Funds) Regulations, 1996 were omitted.",0
TMP_049,temporal_reasoning,medium,"From which financial year do the RBI (Small Finance Banks - Prudential Norms on Declaration of Dividend) Directions, 2026 take effect, and which earlier circular do they repeal?","From Financial Year (FY) 2026-27; they repeal the circular dated November 28, 2025 (DO R.ACC.REC.118/21-02-067/2025-26)","The RBI (Small Finance Banks - Prudential Norms on Declaration of Dividend) Directions, 2026 take effect from the financial year 2026-27. They repeal the circular dated November 28, 2025, specifically DO R.ACC.REC.118/21-02-067/2025-26.",1,1,"The model prediction accurately states the effective financial year and the repealed circular for the RBI (Small Finance Banks - Prudential Norms on Declaration of Dividend) Directions, 2026.",0
