id,task_type,auto_score,judge_score,flipped,judge_reason,question,ref_answer,prediction,model
NUM_068,numerical_reasoning,0,1,True,"The model prediction correctly identifies the bucket based on the Tier 1 Capital Ratio, applies the correct percentage to the given Adjusted PAT, and arrives at the same final value as the reference a",A Small Finance Bank has a Tier 1 Capital Ratio of 11.72% and an Adjusted PAT of,"₹5,500 crore. Calculation: Bank falls in Bucket B4 (above 11.5% and up to 13.5%)","11.72 % places the bank in B4, where 40 % of Adjusted PAT is allowed.  
40 % × ₹",Kimi K2
NUM_072,numerical_reasoning,0,1,True,The model prediction provides the same final calculated value and calculation steps as the reference answer.,"A Small Finance Bank has a PAT of ₹40,500 crore and Net NPA of ₹5,000 crore. Wha","₹38,000 crore. Calculation: ₹40,500 - (50% × ₹5,000) = ₹40,500 - ₹2,500 = ₹38,00","Adjusted PAT  
= PAT − 50% of Net NPA  
= ₹40,500 crore − 0.5 × ₹5,000 crore  
=",Kimi K2
NUM_075,numerical_reasoning,0,1,True,"The model correctly identifies the ₹12,000 crore amount and the total notified amount of ₹29,000 crore, which matches the values and calculations provided in the reference answer.","In the GoI dated securities auction announced on March 28, 2026, what is the tot","₹12,000 crore. It represents approximately 41.4% of the total notified amount (₹","Notified amount for 7.43% GS 2076: ₹12,000 crore  
Total auction amount: ₹17,000",Kimi K2
NUM_077,numerical_reasoning,0,1,True,The model's final answer of 3900 crore matches the reference answer and its calculation is also correct.,How much in total is Andhra Pradesh seeking to raise across all three of its sec,"₹3,900 crore. Calculation: ₹1,500 + ₹1,500 + ₹900 = ₹3,900 crore.","1500 + 1500 + 900 = 3900 crore
Final answer: 3900 crore",Kimi K2
NUM_078,numerical_reasoning,0,0,False,"The model predicted 2,000 crore, which is the amount per security, not the total amount across all five securities, which is 10,000 crore.",What is the total amount Karnataka is raising across all its five securities in ,"₹10,000 crore. Calculation: ₹2,000 × 5 securities = ₹10,000 crore.","2,000 crore",Kimi K2
NUM_080,numerical_reasoning,0,1,True,"The model prediction for the combined amount is ₹63,000 crore, which exactly matches the final value and calculation provided in the reference answer.","In the GoI securities issuance calendar for H1 FY2026-27, what is the combined a","₹63,000 crore. Calculation: ₹29,000 (Week 1) + ₹34,000 (Week 2) = ₹63,000 crore.","Combined amount = ₹29,000 crore + ₹34,000 crore = ₹63,000 crore",Kimi K2
TMP_028,temporal_reasoning,0,1,True,"The model correctly identifies the LEI framework as the one implemented first, matching the core fact stated in the reference answer.",Which was implemented first under the RBI Master Direction on Unique Identifiers,"The LEI framework (Section A) was implemented first, coming into force with imme",LEI framework.,Kimi K2
TMP_031,temporal_reasoning,0,1,True,"The model accurately lists the step-by-step reduction in the buy-back limit, including the percentages and corresponding dates, matching the reference answer precisely.",Describe the step-by-step reduction in the maximum open-market buy-back limit th,"15% (until March 31, 2023) → 10% (until March 31, 2024) → 5% (until March 31, 20","- Till 31 Mar 2023: buy-back capped at 15% of paid-up capital + free reserves  
",Kimi K2
TMP_035,temporal_reasoning,0,1,True,"The model prediction accurately states the maximum duration of 2.5 years, which is consistent with the reference answer's breakdown of two years plus up to six months extension.","Under SEBI (Intermediaries) Regulations 2008, an intermediary holding a permanen","Two years plus up to six months extension, for a maximum of two and a half years",2.5 years from the commencement of the regulations in relation to such intermedi,Kimi K2
TMP_039,temporal_reasoning,0,1,True,"The model accurately states that the transaction predates the effective date of January 1, 2027, for UTI reporting, thus matching the reference's reasoning and conclusion.","A counterparty entered into an OTC derivative transaction on December 15, 2026. ","No. The UTI requirements (Section B) come into effect from January 01, 2027, and","No. The transaction of December 15, 2026, predates January 1, 2027, so UTI repor",Kimi K2
TMP_041,temporal_reasoning,0,1,True,"The model accurately calculates the duration of 11 years, 9 months, and 13 days between the specified dates, which is a precise version of the approximate duration given in the reference answer.",For how long was the Al-Nusrah Front listed on the ISIL (Da'esh) and Al-Qaida Sa,"Approximately 11 years and 9 months — from May 14, 2014 to February 27, 2026.",Listed 14 May 2014; removed by 27 Feb 2026 → 11 years 9 months 13 days.,Kimi K2
REG_065,regulatory_interpretation,0,1,True,"The model accurately identifies the number of days, which is the core fact, with a mere formatting difference from the reference.","Under SEBI (Issue and Listing of Municipal Debt Securities) Regulations 2015, fo",The preceding three hundred and sixty five days,365 days,Kimi K2
REG_066,regulatory_interpretation,0,1,True,"The model prediction ""90th day"" is the same value as ""The ninetieth day"" from the reference answer, differing only in formatting.","Under SEBI (Investment Advisers) Regulations 2013, on which day from the date of",The ninetieth day,90th day,Kimi K2
NUM_033,numerical_reasoning,0,1,True,"The model correctly calculates 2% of ₹10 crore as ₹20 lakh and then correctly identifies ₹20 lakh as the lower value when compared to ₹50 lakh, matching the final result and logic of the reference ans","Under SEBI (InvIT) Regulations 2014, if an entity associated with the InvIT has ","Twenty lakh rupees (two per cent of ten crore rupees, being lower than fifty lak","2% of ₹10 crore = ₹20 lakh  
Lower of ₹20 lakh and ₹50 lakh  

₹20 lakh",Kimi K2
NUM_034,numerical_reasoning,0,1,True,"The model correctly states that QIBs are excluded from the count and that the resulting number of investors (170) is within the 200-person limit, matching the reference answer's conclusion and reasoni","Under SEBI (Issue and Listing of Municipal Debt Securities) Regulations 2015, if","No. The 45 qualified institutional buyers are excluded from the calculation, so ","Calculation:  
200 (limit) – 170 (non-QIB investors) = 30  
45 QIBs are excluded",Kimi K2
NUM_035,numerical_reasoning,0,1,True,The model's calculated date of 26 May 2025 for the expiry of the 21-day notice period matches the reference answer.,"Under SEBI (Issue and Listing of Municipal Debt Securities) Regulations 2015, if",26 May 2025 (after expiry of the twenty one days notice period from 5 May),"21 days after 5 May 2025 = 26 May 2025  

Earliest date roll-over can take effec",Kimi K2
NUM_036,numerical_reasoning,0,1,True,"The model correctly identifies the critical net worth value (₹500 crore) and draws the correct conclusion (""No"") for a family trust with a net worth of ₹499 crore, consistent with the reference answer","Under SEBI (InvIT) Regulations 2014, does a family trust with a net worth of fou",No. The threshold is more than five hundred crore rupees; four hundred and ninet,"Required net worth: ₹500 crore  
Actual net worth: ₹499 crore (=< ₹500 crore)  
",Kimi K2
NUM_037,numerical_reasoning,0,1,True,"The model correctly identifies that 70% direct ownership is below the 75% required threshold for government ownership under SEBI (FPI) Regulations 2019, matching the reference answer's conclusion.","Under SEBI (FPI) Regulations 2019, if a government-linked entity is 70% directly",No. The minimum threshold for government ownership is at least seventy-five per ,"Calculation:  
70% direct ownership < 75% required threshold  

Final answer:  
",Kimi K2
NUM_038,numerical_reasoning,0,1,True,The model correctly calculates the percentage of transactions and applies the correct threshold to arrive at the same conclusion as the reference answer.,"Under SEBI (InvIT) Regulations 2014, a consulting firm had transactions worth ei","No. Eight lakh rupees out of ninety lakh rupees is approximately 8.9 per cent, w","Calculation:  
Transaction with InvIT = 8 lakh ₹  
Gross turnover of consulting ",Kimi K2
NUM_039,numerical_reasoning,0,1,True,"The model correctly calculates and identifies 24 April as the deadline, which matches the reference answer's final date and explanation.","Under SEBI (FPI) Regulations 2019, if a designated depository participant applic","By 24 April (thirty days from 25 March, the date all required information was fu","1 March + 30 days → 31 March  
25 March (last information) + 30 days → 24 April ",Kimi K2
REG_101,regulatory_interpretation,0,1,True,"The model prediction accurately states ""No, they are not eligible,"" which matches the core fact presented in the reference answer regarding the ineligibility of such individuals.","Under SEBI (Mutual Funds) Regulations, 1996, are directors, officers or employee",No. No asset management company and no director (including independent director),"No, they are not eligible.",Kimi K2
NUM_087,numerical_reasoning,0,1,True,"The model prediction correctly identifies ""₹10 crore"" as the minimum average net annual profit, matching the reference answer.","What is the minimum average net annual profit (after depreciation, interest and ",At least rupees ten crore,"As per the context passage, the sponsor must have an average net annual profit (",Kimi K2
NUM_088,numerical_reasoning,0,1,True,"The model correctly identifies the minimum networth as fifty crore rupees, which matches the reference answer despite minor formatting differences.",What is the standard minimum networth requirement for an AMC under SEBI (Mutual ,Not less than rupees fifty crore,"Standard minimum networth = ₹50 crore  
Units: ₹50 crore",Kimi K2
NUM_090,numerical_reasoning,0,1,True,"The model prediction correctly states the minimum net worth as ₹ 10 crore, which matches the information conveyed by ""Not less than rupees ten crore"" in the reference answer.",What is the minimum networth required for an AMC that is only eligible to launch,Not less than rupees ten crore,"Not applicable – the Rules already state the minimum absolute amount.  
Minimum ",Kimi K2
NUM_092,numerical_reasoning,0,1,True,"The model accurately states the 5% limit and the ""any three months"" period, with the additional clarification not contradicting the reference.","Under SEBI (Mutual Funds) Regulations, 1996, what is the maximum percentage of t","5 per cent of aggregate purchases and sales, measured for a block of any three m",Maximum: 5 % of aggregate securities purchases + sales (excluding unit distribut,Kimi K2
NUM_093,numerical_reasoning,0,1,True,"The model accurately defines the calculation for Adjusted PAT, which matches the reference, and the additional statement does not contradict the reference.",How is 'Adjusted Profit After Tax (PAT)' defined under the RBI SFB Dividend Dire,PAT of the financial year minus 50 per cent of Net NPA as on March 31 of the fin,"Calculation:  
Adjusted PAT = PAT for the financial year – (0.5 × Net NPA as on ",Kimi K2
NUM_095,numerical_reasoning,0,1,True,"The model's final calculated value of Rs 5,500 crore matches the reference answer, and the supporting calculations are consistent.","In Illustration 1 of the RBI SFB Dividend Directions, 2026, a bank has PAT of Rs","Rs5,500 crore (40% of Adjusted PAT of Rs13,750 crore, which is lower than 75% of","Adjusted PAT = 17,000 – 0.5×6,500 = 13,750 crore  
75 % of PAT = 0.75×17,000 = 1",Kimi K2
NUM_096,numerical_reasoning,0,1,True,"The model's final answer of Rs625 crore matches the reference answer, and the intermediate calculations are consistent with the reference's explanation.","In Illustration 3, a bank has PAT of Rs1,500 crore, Net NPA of Rs300 crore, Tier","Rs625 crore (maximum eligible dividend of Rs1,125 crore minus interim dividend a","Adjusted PAT = 1,500 – 0.5×300 = Rs1,350 crore  
Eligible dividend = min(75 % × ",Kimi K2
NUM_097,numerical_reasoning,0,0,False,"The model's final calculated value of ""Rs 19"" is incorrect; it should be ""Rs 19,000 cr"" as per the reference answer and its own intermediate calculations.","In Illustration 2 of the RBI SFB Dividend Directions, 2026, a bank has PAT of Rs","Rs19,000 crore (50% of Adjusted PAT of Rs38,000 crore, which is lower than 75% o","Step 1: Adjusted PAT = PAT – 50 % of Net NPA  
= Rs 40,500 cr – 0.5 × Rs 5,000 c",Kimi K2
TMP_046,temporal_reasoning,0,1,True,"The model prediction states the correct minimum proportion of independent trustees (at least 50%), which matches the reference answer, and adds relevant contextual information without contradicting it",What minimum proportion of independent trustees did SEBI (Mutual Funds) Regulati,At least 50 per cent,At least 50% of the trustees had to be independent before the 12-1-1998 amendmen,Kimi K2
TMP_047,temporal_reasoning,0,1,True,"The model prediction accurately states the minimum AMC networth as ""Rupees fifty crore,"" matching the core fact in the reference answer.",What minimum AMC networth was introduced by the SEBI (Mutual Funds) Amendment Re,Rupees fifty crore (replacing the original requirement of rupees ten crore),"Rupees fifty crore, effective 06-05-2014",Kimi K2
TMP_050,temporal_reasoning,0,1,True,"The model prediction accurately paraphrases the key change, providing additional correct and relevant details without contradicting the reference answer.","What key change did the SEBI (Mutual Funds) Amendment Regulations, 2012 make to ",Replaced the enumeration of specific advertising media with a broader definition,Substituted the 1996 media-specific list with an all-encompassing definition: an,Kimi K2
NUM_100,numerical_reasoning,0,1,True,"The model prediction correctly identifies both the maximum borrowing amount (Rs100 crore or 20% of net assets) and the maximum duration (six months), matching the reference answer.",A mutual fund scheme with net assets of Rs500 crore needs to borrow for redempti,Rs100 crore (20% of Rs500 crore net assets); maximum duration of six months,"20 % of Rs500 crore = 0.20 × 500 = 100 crore.  
Maximum period: 6 months.  

Rs1",Kimi K2
NUM_103,numerical_reasoning,0,1,True,"The model correctly calculates the total holding (10.5%) and identifies that it exceeds the 10% regulatory limit, matching the conclusion of the reference answer.",All schemes of a mutual fund together hold 9.5% of ABC Limited's paid-up capital,"No. The combined holding would reach 10.5%, exceeding the 10 per cent cap on own","Calculation:
Current holding = 9.5%
Proposed acquisition = 1%
Total after acquis",Kimi K2
TMP_053,temporal_reasoning,0,1,True,"The model prediction accurately describes the fundamental change, stating that the 5%/10% allowance for unlisted equity was removed, and mutual funds are now restricted to listed or to-be-listed secur",What fundamental change did the SEBI (Mutual Funds) Second Amendment Regulations,"Replaced the limited allowance for unlisted equity (5% for open-ended, 10% for c","With effect from 23-09-2019, the 2019 Amendment deleted the 5%/10%-of-NAV allowa",Kimi K2
REG_131,regulatory_interpretation,0,1,True,"The model prediction ""No"" aligns with the initial negative answer provided in the reference answer.","Under the SEBI (Investment Advisers) Regulations, 2013, can a person provide inv",No. Regulation 3(1) prohibits any person from acting as an investment adviser or,No,Kimi K2
REG_133,regulatory_interpretation,0,1,True,"The model's prediction of ""No"" correctly matches the core answer provided in the reference.",Does a Chartered Accountant who incidentally provides investment advice to clien,"No. Under Regulation 4(f), any member of the Institute of Chartered Accountants ",No,Kimi K2
REG_134,regulatory_interpretation,0,1,True,"The model correctly identifies the proviso under Regulation 4(1)(j) of the SEBI (Investment Advisers) Regulations, 2013, which states that advising Non-Resident Indians (NRIs) requires registration, t",A person based in India provides investment advice exclusively to foreign client,A person providing investment advice exclusively to clients based outside India ,"Yes, registration is required because the proviso states that providing advice t",Kimi K2
REG_138,regulatory_interpretation,0,1,True,The model prediction of '75' directly matches the maximum number of clients specified in the reference answer for a part-time investment adviser.,What is the maximum number of clients that a part-time investment adviser regist,A part-time investment adviser shall not have more than seventy-five clients in ,75,Kimi K2
NUM_109,numerical_reasoning,0,1,True,"The model correctly calculates the total clients, identifies the regulatory limit, determines the excess clients, and additionally provides the correct maximum number of new clients that can be onboar",A part-time investment adviser currently serves 68 clients. They plan to onboard,Proposed total: 68 + 8 = 76 clients. The regulatory limit under Regulation 13(h),"Current clients: 68  
New clients to onboard: 8  

Total after onboarding: 68 + ",Kimi K2
NUM_114,numerical_reasoning,0,0,False,"The model incorrectly states the 15-day restriction period ends on April 16, whereas the reference correctly states it ends on April 15 (inclusive).",An investment adviser gave clients a sell recommendation on Bond X on April 1. O,The 15-day prohibition window runs from April 1 to April 15 (inclusive). April 1,"**Calculation:**  
- The original advice to sell was given on April 1.  
- The 1",Kimi K2
TMP_059,temporal_reasoning,0,1,True,"The model prediction accurately describes the initial pre-2020 qualification requirement, which aligns with the 2013 regulation mentioned in the reference, and then correctly outlines the subsequent c",How did the minimum qualification requirement for individual investment advisers,"Under the original 2013 regulations, Regulation 7(1)(a) required a professional ","- 30-9-2020: Replaced the pre-2020 list (degree/diploma of ≥2 years, NISM 1-year",Kimi K2
REG_151,regulatory_interpretation,0,1,True,"The model prediction accurately paraphrases the key conditions stated in the reference answer, indicating that an AIF with in-principle approval can accept commitments but not monies.","Under SEBI AIF Regulations 2012, what can an AIF that has received in-principle ","Under Regulation 6(5), an AIF that has been granted in-principle approval may ac",It may accept commitments from investors but cannot accept any monies.,Kimi K2
REG_152,regulatory_interpretation,0,1,True,"The model correctly identifies the three categories of AIFs and its description for Category I aligns with the provided reference, while it does not contradict the reference for the other categories.",What are the three categories of Alternative Investment Funds under SEBI (AIF) R,"Under Regulation 3(4): Category I AIFs invest in start-ups, early stage ventures","Category I AIF – invests in start-up/early-stage, social, SME, infrastructure or",Kimi K2
REG_154,regulatory_interpretation,0,1,True,"The model prediction accurately states the minimum investment of one crore rupees and correctly lists both exceptions with their respective thresholds, matching the information provided in the referen",What is the minimum investment that an investor must make in an Alternative Inve,"Under Regulation 10(c), the minimum investment by any investor in an AIF scheme ","One crore rupees.  
Exceptions: employees/directors of the AIF or Manager may in",Kimi K2
REG_164,regulatory_interpretation,0,1,True,"The model prediction accurately states the required approval percentage and method (75% of investors by value of their investment), which directly answers the question.","Under SEBI AIF Regulations, 2012, what investor approval is required before an A","Under Regulation 15(1)(e), an AIF requires the approval of 75% of investors by v",Seventy-five percent of investors by value of their investment in the Alternativ,Kimi K2
NUM_116,numerical_reasoning,0,1,True,"The model correctly calculated 5% of the corpus and identified the lower of that value and Rs 10 crore, matching the reference's implied final answer.",A Category III AIF (hedge fund) has a corpus of Rs 150 crore. What is the minimu,"For Category III AIFs, the continuing interest must be the lower of: (a) 5% of c","Calculation:  
5% of ₹150 crore = 0.05 × 150 = ₹7.5 crore  
Lower of ₹7.5 crore ",Kimi K2
TMP_065,temporal_reasoning,0,0,False,"The reference provides details about the change in the minimum investment threshold (from two-thirds to seventy-five percent) but does not specify the date when this change occurred, therefore the mod",When was the minimum investment threshold for venture capital funds (in qualifyi,The minimum investment threshold for venture capital funds was raised from two-t,13-08-2021,Kimi K2
TMP_067,temporal_reasoning,0,1,True,"The model prediction accurately describes the expansion of Regulation 15(1)(e) as stated in the reference, providing a more detailed explanation consistent with the reference's high-level statement.","What change did the SEBI (AIF) (Second Amendment) Regulations, 2021 make to the ","The SEBI (Alternative Investment Funds) (Second Amendment) Regulations, 2021 (w.","With effect from 05-05-2021, the restriction expanded: prior version applied onl",Kimi K2
TMP_071,temporal_reasoning,0,1,True,"The model prediction accurately states the effective date and the core change regarding the exclusion of accredited investors from the investor cap, which aligns with and completes the information pro","What change did the SEBI (AIF) (Third Amendment) Regulations, 2025 make to how t","The SEBI (Alternative Investment Funds) (Third Amendment) Regulations, 2025 (w.e","Effective 19-11-2025, accredited investors are excluded when counting toward the",Kimi K2
REG_179,regulatory_interpretation,0,1,True,"The model correctly identifies that the rating committee has the authority to take all rating decisions, which directly aligns with the reference answer's core information.",Who has the authority to take rating decisions (including rating changes) under ,"Under Regulation 24(4), all rating decisions — including decisions on changes in",The rating committee takes all rating decisions (including changes). A credit ra,Kimi K2
NUM_130,numerical_reasoning,0,1,True,"The model correctly applies the net worth requirement of Rs 100 crore for each of the five preceding years, identifies that Rs 95 crore in one year fails this condition, and correctly concludes that t",A body corporate files an application to promote a credit rating agency in Decem,The requirement under Regulation 4(e) is a continuous net worth of at least Rs 1,"Calculation:
2020-21: Rs 95 crore — below Rs 100 crore → fails for that year  

",Kimi K2
TMP_076,temporal_reasoning,0,1,True,"The model accurately describes the expansion of the definition of 'credit rating agency' by the 2021 amendment, which now includes rating securities listed or proposed to be listed on a recognized sto","What change did the SEBI (CRA) (Amendment) Regulations, 2021 make to the definit","The SEBI (Credit Rating Agencies) (Amendment) Regulations, 2021 (w.e.f. 03-08-20",The 2021 amendment expanded the definition: instead of restricting CRA activity ,Kimi K2
REG_190,regulatory_interpretation,0,1,True,"The model prediction accurately states the duration of the restriction, and the additional context in the reference answer is already provided in the question.","Under Regulation 6(2), after completing a voluntary open offer, for how long is ",Six months after completion of the open offer.,Six months.,Kimi K2
NUM_132,numerical_reasoning,0,0,False,"The model incorrectly calculates 5% of 10 crore shares as 1 crore shares, whereas it should be 50 lakh shares.",An acquirer holds 28% voting rights in a listed company with 10 crore total shar,5% of 10 crore = 50 lakh shares.,"10,00,00,000 shares × 5% = 1,00,00,000 shares

1,00,00,000 shares",Kimi K2
TMP_084,temporal_reasoning,0,0,False,"The model incorrectly states that Regulation 5A was inserted by the ""SEBI (Listing of Specified Securities on IT Platform) Regulations"" in 2013, whereas it was inserted into the SEBI (Substantial Acqu",How did the SEBI Takeovers Regulations provisions on combined open offer and del,"In 2013, a basic Regulation 5A was inserted allowing an acquirer making an open ",- 2013: SEBI (Listing of Specified Securities on IT Platform) Regulations insert,Kimi K2
TMP_088,temporal_reasoning,0,1,True,"The model prediction correctly identifies the effective date and regulation number, aligning with the core facts provided in the reference answer.",When was the regulatory sandbox exemption introduced into SEBI Takeovers Regulat,The regulatory sandbox provision (Regulation 31A) was inserted by the SEBI (Regu,"Regulation 31A, inserted w.e.f. 17-04-2020, permits SEBI to grant an exemption f",Kimi K2
REG_002,regulatory_interpretation,0,1,True,"The model prediction ""75%"" matches the percentage ""At least seventy five per cent"" provided in the reference answer.","Under SEBI ICDR Regulations, 2018, what percentage of the net offer must an issu",At least seventy five per cent.,75%,LLaMA-3-8B
REG_005,regulatory_interpretation,0,1,True,"The model correctly identifies the duration as ""Three years"", which is the core fact requested by ""for how long"", and does not contradict the reference.","Under SEBI ICDR Regulations, 2018, for how long is the minimum promoters' contri",Three years from the date of allotment in the initial public offer,Three years.,LLaMA-3-8B
REG_008,regulatory_interpretation,0,0,False,"The model's prediction of ""5%"" is not equivalent to the reference answer's ""More than five per cent,"" as the latter specifies a threshold that is strictly greater than 5%.","Under SEBI Takeover Regulations 2011, an acquirer holding 25% or more in a targe",More than five per cent of the voting rights,5%,LLaMA-3-8B
REG_014,regulatory_interpretation,0,1,True,"The model's prediction of ""Sixty days"" accurately reflects the minimum duration specified in the reference answer ""At least sixty days"" for the mandatory cooling-off period.","Under SEBI PIT Regulations 2015, what is the mandatory cooling-off period that m",At least sixty days,Sixty days.,LLaMA-3-8B
REG_022,regulatory_interpretation,0,1,True,"The model prediction provides the correct duration of eight years, which aligns with the minimum period specified in the reference answer.","Under SEBI RTI & STA Regulations 2025, for how long must a registrar to an issue",A minimum period of eight years,Eight years.,LLaMA-3-8B
REG_023,regulatory_interpretation,0,0,False,"The model prediction of 15% is incorrect as the reference answer states ""Five per cent"" (5%).","Under SEBI Stock Exchanges and Clearing Corporations Regulations 2018, what is t",Five per cent of the paid-up equity share capital,15%,LLaMA-3-8B
REG_024,regulatory_interpretation,0,0,False,"The model's prediction of ""Ten per cent"" is incorrect because the reference answer specifies ""More than ten per cent"", indicating a strict inequality.","Under SEBI Credit Rating Agencies Regulations 1999, above what percentage shareh",More than ten per cent of the paid-up share capital,Ten per cent.,LLaMA-3-8B
NUM_005,numerical_reasoning,0,0,False,"The model incorrectly calculated the principal amount by misinterpreting ""500 crore rupees"" as 500,000,000 (50 crore), leading to a final interest amount of 0.75 crore instead of the correct 7.5 crore",If a mutual fund scheme with net assets of 500 crore rupees borrows the maximum ,7.5 crore rupees (20% of 500 = 100 crore borrowed; 15% per annum for 6 months = ,"20% of 500 crore = 0.2 x 500,000,000 = 100,000,000
Interest liability = Principa",LLaMA-3-8B
NUM_009,numerical_reasoning,0,0,False,"The model prediction of June 30, 2025 is incorrect because the warrant tenure ends on July 1, 2025, and the exercise option is available for an additional three months thereafter, making the final exe","Under SEBI ICDR Regulations 2018, if a warrant is allotted on 1 January 2024, wh",1 October 2025 (warrant tenure ends 18 months from allotment = 1 July 2025; exer,"June 30, 2025",LLaMA-3-8B
TMP_002,temporal_reasoning,0,0,False,"The model prediction is incomplete as it omits the crucial condition regarding the commencement date of the three-year lock-in period, which is ""from the date of commencement of commercial production ",Which lock-in regime for minimum promoters' contribution applied before 13 Augus,Three years from the date of commencement of commercial production or date of al,Three years.,LLaMA-3-8B
TMP_004,temporal_reasoning,0,1,True,"The model correctly answers ""No"", which aligns with the core fact stated in the reference answer that the term was not defined.",Was the term 'Delisting Regulations' a defined term in the SEBI Takeover Regulat,No — the definition of 'Delisting Regulations' was only inserted by the Third Am,No.,LLaMA-3-8B
TMP_012,temporal_reasoning,0,0,False,"The model incorrectly states that the regulations were enacted under the SEBI Act, 1988, whereas the correct enabling act is the Securities and Exchange Board of India Act, 1992.",The SEBI (Merchant Bankers) Regulations 1992 were enacted under which SEBI Act a,"The Securities and Exchange Board of India Act, 1992","The SEBI (Merchant Bankers) Regulations, 1992 were enacted under the SEBI Act, 1",LLaMA-3-8B
TMP_017,temporal_reasoning,0,1,True,"The model prediction accurately provides the correct date as stated in the reference answer, despite using a different date format.","Under SEBI AIF Regulations, from which date could social impact funds start issu","25 July 2022, following the Third Amendment Regulations, 2022",25.07.2022,LLaMA-3-8B
REG_070,regulatory_interpretation,0,0,False,"The model's prediction omits a critical detail, ""from the date of rejection,"" which specifies the commencement of the one-year bar, making the answer incomplete for a regulatory context.",For how long is an applicant barred from making a fresh registration application,One year from the date of rejection,One year.,LLaMA-3-8B
REG_077,regulatory_interpretation,0,0,False,"The model prediction is incomplete as it omits the crucial detail about the starting point of the one-year waiting period, which is ""from the date of expiry of the buyback period of the preceding offe","Under SEBI (Buy-Back of Securities) Regulations 2018, how long must a company wa",One year from the date of expiry of the buyback period of the preceding offer.,One year.,LLaMA-3-8B
REG_079,regulatory_interpretation,0,1,True,"The model correctly identifies the numerical duration of ""three years,"" which is the core fact regarding the time period in the reference answer.",A company defaulted on repayment of a term loan. The default was remedied. After,After three years have lapsed since the default ceased to subsist.,Three years.,LLaMA-3-8B
REG_082,regulatory_interpretation,0,0,False,"The model prediction is incomplete as it states ""Ninety days"" but omits the crucial context ""from the date of publication in the Official Gazette"" which is necessary for a full and accurate answer.","When did the SEBI (Research Analysts) Regulations, 2014 come into force relative",On the ninetieth day from the date of publication in the Official Gazette.,Ninety days.,LLaMA-3-8B
REG_088,regulatory_interpretation,0,1,True,"The model prediction accurately states the time period, ""a fortnight,"" which directly matches the core information in the reference answer.","After declaring a dividend, within what time period must a Small Finance Bank su",Within a fortnight (two weeks) of the declaration of dividend.,A fortnight.,LLaMA-3-8B
NUM_069,numerical_reasoning,0,1,True,"The model correctly calculates the 75% of PAT as 12,750 and correctly identifies the maximum eligible dividend as the lower of this value and the 5,500 limit, matching the reference answer.","Under RBI SFB Dividend Directions 2026, the Maximum Eligible Dividend is the low","₹5,500 crore. This is the lower of 75% of PAT (₹12,750 crore) and the Table 1 li","E = 0.75 × 17,000 = 12,750
F = 5,500
Maximum Eligible Dividend (MED) = Lower of ",LLaMA-3-8B
NUM_070,numerical_reasoning,0,1,True,The model prediction of 32.35% exactly matches the final calculated value provided in the reference answer.,"In Illustration 1 of the RBI SFB Dividend Directions 2026, the Maximum Eligible ","32.35%. Calculation: (₹5,500 ÷ ₹17,000) × 100 = 32.35%.",32.35%,LLaMA-3-8B
NUM_071,numerical_reasoning,0,1,True,"The model calculates the final answer of 625, which matches the reference answer, by subtracting an implied interim dividend (500) from the given Maximum Eligible Dividend (1125), aligning with the re","In Illustration 3, a Small Finance Bank has Maximum Eligible Dividend of ₹1,125 ","₹625 crore. Calculation: Maximum Eligible Dividend (₹1,125 crore) minus interim ",G - H = 1125 - 500 = 625,LLaMA-3-8B
NUM_072,numerical_reasoning,0,1,True,"The model's prediction of 38,000 crore matches the final numerical value in the reference answer, despite differences in formatting.","A Small Finance Bank has a PAT of ₹40,500 crore and Net NPA of ₹5,000 crore. Wha","₹38,000 crore. Calculation: ₹40,500 - (50% × ₹5,000) = ₹40,500 - ₹2,500 = ₹38,00","38,000 crore",LLaMA-3-8B
NUM_074,numerical_reasoning,0,1,True,"The model correctly calculates the total maximum amount by summing the base amount and the greenshoe for each security, arriving at the same final value as the reference answer.","In the GoI dated securities auction announced on March 28, 2026, what is the max","₹33,000 crore. Calculation: Notified amount ₹29,000 crore + greenshoe of ₹2,000 ","17,000 + 2,000 = 19,000 (for 6.68% GS 2040 Jul 07, 2040)
12,000 + 2,000 = 14,000",LLaMA-3-8B
NUM_075,numerical_reasoning,0,1,True,"The model prediction accurately states the ₹12,000 crore amount and the total notified amount of ₹29,000 crore, and its calculated percentage (41.3%) is within the acceptable rounding threshold of the","In the GoI dated securities auction announced on March 28, 2026, what is the tot","₹12,000 crore. It represents approximately 41.4% of the total notified amount (₹","Notified amount for 7.43% GS 2076: ₹12,000 crore
Total notified amount: ₹17,000 ",LLaMA-3-8B
NUM_077,numerical_reasoning,0,1,True,"The model prediction provides the correct total amount and calculation, matching the reference answer.",How much in total is Andhra Pradesh seeking to raise across all three of its sec,"₹3,900 crore. Calculation: ₹1,500 + ₹1,500 + ₹900 = ₹3,900 crore.",1500 (17 year) + 1500 (20 year) + 900 (25 year) = 3900 crore.,LLaMA-3-8B
NUM_078,numerical_reasoning,0,0,False,"The model prediction does not provide the final numerical answer to the question, only a description of what it believes needs to be done.",What is the total amount Karnataka is raising across all its five securities in ,"₹10,000 crore. Calculation: ₹2,000 × 5 securities = ₹10,000 crore.","The yields are given for different years. To find the total amount raised, we ne",LLaMA-3-8B
