id,task_type,difficulty,question,ref_answer,prediction,strict_correct,judge_verdict,judge_reason,judge_input_truncated
TMP_043,temporal_reasoning,easy,"Under the RBI Master Direction on UTI 2026, if a market participant cannot obtain the UTI in time for a cross-border transaction, what is the maximum additional time allowed to submit the UTI to CCIL-TR?",Within five Mumbai business days from the date of the transaction.,Within five Mumbai business days of the transaction date.,1,1,"The model prediction correctly paraphrases the reference answer, maintaining the same meaning and timeframe.",0
TMP_044,temporal_reasoning,medium,"A company completed its buy-back (i.e., made the final payment to shareholders) on June 15, 2025. What is the earliest date on which it can launch its next buy-back offer?","June 15, 2026 — one year from the expiry date (June 15, 2025) of the buyback period of the preceding offer.",June 15 2026.,0,1,"The model prediction matches the reference answer, which states that the earliest date for the next buy-back offer is one year after the expiry date of the preceding offer.",0
TMP_045,temporal_reasoning,hard,"In Illustration 3 of the RBI SFB Dividend Directions 2026, the bank paid interim dividend during FY 20X1-X2 before declaring the final dividend. What does this sequencing imply about when the Maximum Eligible Dividend constraint applies — at the time of the interim dividend, or cumulatively across both payments?","The constraint applies cumulatively across both payments. The Maximum Eligible Dividend (₹1,125 crore) is the total permitted across the full financial year. Since ₹500 crore has already been paid as interim dividend, the final dividend is capped at the remaining ₹625 crore (₹1,125 - ₹500).","The sequencing shows that the Maximum Eligible Dividend (₹1,125 cr) is a **cumulative cap for the whole FY**. The interim dividend of ₹500 cr is deducted from that cap, so the final dividend can be no more than ₹1,125 cr – ₹500 cr. Thus the constraint applies across both interim and final payments, ",0,1,The model correctly interprets that the Maximum Eligible Dividend constraint applies cumulatively across both interim and final dividend payments.,0
REG_054,regulatory_interpretation,easy,"Under SEBI (Infrastructure Investment Trusts) Regulations 2014, what is the maximum permissible interval between two consecutive unit holders meetings?",Fifteen months,Fifteen months.,1,1,The model prediction matches the reference answer regarding the maximum permissible interval between two consecutive unit holders meetings under SEBI (Infrastructure Investment Trusts) Regulations 201,0
REG_055,regulatory_interpretation,easy,"Under SEBI (InvIT) Regulations 2014, how frequently must the trustee obtain a compliance certificate from the investment manager?",On a quarterly basis,Quarterly.,0,1,The model prediction matches the requirement under SEBI (InvIT) Regulations 2014 for obtaining a compliance certificate from the investment manager on a quarterly basis.,0
REG_056,regulatory_interpretation,easy,"Under SEBI (InvIT) Regulations 2014, within how many days must SEBI communicate a decision to reject an application for a certificate of registration to the applicant?",Within thirty days,Within thirty days.,1,1,The model prediction matches the SEBI (InvIT) Regulations 2014 stipulation that SEBI must communicate a decision to reject an application within thirty days.,0
REG_057,regulatory_interpretation,easy,"Under SEBI (InvIT) Regulations 2014, what minimum equity interest must an InvIT hold or propose to hold in a holding company (holdco) for it to qualify as such?",Not less than fifty one per cent of the equity share capital or interest,At least 51 percent of the equity share capital or interest.,1,1,The model prediction matches the SEBI (InvIT) Regulations 2014 requirement of holding not less than fifty one percent of the equity share capital or interest.,0
REG_058,regulatory_interpretation,easy,"Under SEBI (InvIT) Regulations 2014, what minimum percentage of its assets must a Special Purpose Vehicle (SPV) hold directly in infrastructure projects?",Not less than ninety per cent,Ninety percent.,0,1,The model prediction matches the SEBI (InvIT) Regulations 2014 requirement that a SPV must hold not less than ninety per cent of its assets directly in infrastructure projects.,0
REG_059,regulatory_interpretation,medium,"Under SEBI (InvIT) Regulations 2014 (as currently in force), what minimum net worth must a family trust or a Board-registered intermediary have to qualify as an institutional investor?","More than five hundred crore rupees, as per the latest audited financial statements",More than ₹500 crore of net worth.,0,1,The model prediction correctly states the minimum net worth requirement as per SEBI (InvIT) Regulations 2014.,0
REG_060,regulatory_interpretation,medium,"Under SEBI (InvIT) Regulations 2014, what is the combined monetary cap on permissible pecuniary relationships with the InvIT for a person to qualify as an independent director of the investment manager?","Two per cent of its gross turnover or total income, or fifty lakh rupees, whichever is lower","It must not exceed the lower of (i) 2 % of the person’s gross turnover/total income or (ii) ₹ 50 lakh (or any higher amount subsequently specified, whichever is lower).",1,1,"The model prediction accurately reflects the SEBI (InvIT) Regulations 2014, stating the permissible pecuniary relationships with an InvIT for an independent director of the investment manager.",0
REG_061,regulatory_interpretation,medium,"Under SEBI (InvIT) Regulations 2014, when a conflict of interest is flagged in a transaction between the investment manager and its associates, from whom must the trustee obtain confirmation that the transaction is at arm's length?","A practising chartered accountant or valuer, as applicable","From a practising chartered accountant or, as applicable, a valuer.",1,1,"The model prediction correctly identifies that a practising chartered accountant or valuer, as applicable, must confirm arm's length transactions when a conflict of interest is flagged under SEBI (Inv",0
REG_062,regulatory_interpretation,easy,"Under SEBI (Issue and Listing of Municipal Debt Securities) Regulations 2015, within how many days of the relevant trigger date may SEBI specify changes or issue observations on a draft offer document?",Twenty one days,Twenty‑one days.,1,1,The model prediction matches the reference answer of twenty-one days as specified by SEBI under SEBI (Issue and Listing of Municipal Debt Securities) Regulations 2015.,0
REG_063,regulatory_interpretation,easy,"Under SEBI (Issue and Listing of Municipal Debt Securities) Regulations 2015, for how many days must the draft offer document be publicly available on the designated stock exchange's website for public comments?",Fifteen days,Fifteen days.,1,1,The model prediction matches the regulation stating that the draft offer document must be publicly available for public comments for fifteen days.,0
REG_064,regulatory_interpretation,easy,"Under SEBI (Issue and Listing of Municipal Debt Securities) Regulations 2015, what is the maximum number of public issuances permitted under a single shelf offer document?",Not more than four,Four public issuances.,0,1,The model prediction matches the maximum number of public issuances permitted under a single shelf offer document as per SEBI (Issue and Listing of Municipal Debt Securities) Regulations 2015.,0
REG_065,regulatory_interpretation,easy,"Under SEBI (Issue and Listing of Municipal Debt Securities) Regulations 2015, for what preceding period must an issuer have a clean repayment track record on debt securities or bank/financial institution loans to remain eligible for issuance?",The preceding three hundred and sixty five days,The issuer must have a clean repayment record for the preceding 365 days.,0,1,"The model prediction correctly states the required clean repayment track record period as 365 days, matching the reference answer.",0
REG_066,regulatory_interpretation,easy,"Under SEBI (Investment Advisers) Regulations 2013, on which day from the date of publication in the Official Gazette did the regulations come into force?",The ninetieth day,The regulations came into force on the 90th day after their publication in the Official Gazette.,0,1,The model prediction correctly states that the SEBI (Investment Advisers) Regulations 2013 came into force on the 90th day after their publication in the Official Gazette.,0
NUM_033,numerical_reasoning,medium,"Under SEBI (InvIT) Regulations 2014, if an entity associated with the InvIT has a gross turnover of ten crore rupees, what is the maximum permissible pecuniary relationship an independent director candidate may have with it â€” applying the two per cent cap or the fifty lakh rupee cap?","Twenty lakh rupees (two per cent of ten crore rupees, being lower than fifty lakh rupees â€” the rule applies whichever is lower)","2 % of ₹10 crore = 0.02 × ₹10 crore  
= 0.02 × ₹100 million = ₹2 million = ₹20 lakh  

Compare with the ₹50 lakh ceiling: the lower amount is ₹20 lakh.  

**Maximum permissible pecuniary relationship: ₹20 lakh**.",0,1,"The calculation of 2% of ₹10 crore results in ₹20 lakh, which is correctly identified as the maximum permissible pecuniary relationship under SEBI (InvIT) Regulations 2014.",0
NUM_034,numerical_reasoning,medium,"Under SEBI (Issue and Listing of Municipal Debt Securities) Regulations 2015, if a municipal issuer makes a private placement offer to 170 non-QIB investors and 45 qualified institutional buyers simultaneously, does this exceed the private placement limit?","No. The 45 qualified institutional buyers are excluded from the calculation, so only 170 persons are counted, which is within the two hundred person limit","Calculation:  
- Non‑QIB investors counted toward the limit = 170 persons  
- Qualified institutional buyers are excluded from the count = 45 persons (not counted)  

Total counted persons = 170 persons ≤ 200 persons  

**Final answer:** The offer does **not** exceed the private‑placement limit (170",1,1,The model correctly applied the SEBI regulations by excluding qualified institutional buyers from the private placement limit calculation.,0
NUM_035,numerical_reasoning,medium,"Under SEBI (Issue and Listing of Municipal Debt Securities) Regulations 2015, if a roll-over notice is dispatched to holders on 5 May 2025, what is the earliest date on which the roll-over can take effect (assuming all holders consent)?",26 May 2025 (after expiry of the twenty one days notice period from 5 May),"- Notice dispatched: 5 May 2025  
- Required notice period: 21 days  

5 May + 21 days = 26 May 2025 (last day of the notice period).  
The roll‑over can take effect on the following day.

**Earliest effective date: 27 May 2025**.",1,0,"The earliest effective date should be 26 May 2025, not 27 May 2025.",0
NUM_036,numerical_reasoning,easy,"Under SEBI (InvIT) Regulations 2014, does a family trust with a net worth of four hundred and ninety nine crore rupees (as per latest audited financial statements) qualify as an institutional investor?",No. The threshold is more than five hundred crore rupees; four hundred and ninety nine crore rupees falls below this threshold,"**Calculation:**  
Net‑worth of the family trust = 499 crore rupees  
Required net‑worth for an institutional investor = > 500 crore rupees  

Since 499 crore rupees < 500 crore rupees, the trust does **not** meet the “more than five hundred crore rupees” threshold.

**Final answer:** No – 499 crore",0,1,The model correctly identified that the family trust's net worth of 499 crore rupees does not meet the SEBI (InvIT) Regulations 2014 threshold of more than 500 crore rupees for qualifying as an instit,0
NUM_037,numerical_reasoning,easy,"Under SEBI (FPI) Regulations 2019, if a government-linked entity is 70% directly owned by a sovereign government, does it qualify as a Category I foreign portfolio investor on the basis of government ownership?",No. The minimum threshold for government ownership is at least seventy-five per cent; seventy per cent is below this threshold,"Ownership = 70 %  
Threshold for Category I (government‑linked) = ≥ 75 %  

70 % < 75 % → **Does not qualify** as a Category I foreign portfolio investor on the basis of government ownership.",0,1,The model correctly identifies that 70% ownership is below the 75% threshold required for Category I FPI status.,0
NUM_038,numerical_reasoning,medium,"Under SEBI (InvIT) Regulations 2014, a consulting firm had transactions worth eight lakh rupees with the InvIT in FY2023, and its gross turnover for that year was ninety lakh rupees. Would a partner of that firm be disqualified from acting as an independent director of the investment manager for FY2026?","No. Eight lakh rupees out of ninety lakh rupees is approximately 8.9 per cent, which is below the ten per cent threshold; the disqualification criterion is not triggered","Transaction amount = ₹8 lakh  
Gross turnover = ₹90 lakh  

Percentage = (8 / 90) × 100 = 0.0889 × 100 ≈ 8.89 %

Since 8.89 % < 10 %, the partner does **not** meet the disqualification threshold.  

**Final answer:** The partner would **not** be disqualified from acting as an independent director fo",0,1,"The model correctly calculated the percentage of transactions as 8.89%, which is below the 10% threshold for disqualification.",0
NUM_039,numerical_reasoning,medium,"Under SEBI (FPI) Regulations 2019, if a designated depository participant application is received by SEBI on 1 March, additional information is called for on 10 March, and the applicant furnishes the information on 25 March, by what date must SEBI dispose of the application?","By 24 April (thirty days from 25 March, the date all required information was furnished, being the later of the two trigger dates)","- Application received: 1 Mar  
- 30 days after receipt: 1 Mar + 30 days = 31 Mar  
- All information furnished: 25 Mar  

The later of the two dates is 31 Mar.  

**Final answer: 31 March**.",0,0,"The final date should be 24 April, not 31 March, as it is 30 days after the later of the two trigger dates (25 March).",0
NUM_040,numerical_reasoning,easy,"Under the original SEBI (Issue and Listing of Debt Securities by Municipalities) Regulations 2015 (as in force before the 2019 Amendment), if the issue closed on 1 January 2018, what was the latest date by which the trust deed had to be executed?",By 1 April 2018 (three months from the closure of the issue on 1 January 2018),"**Calculation**

- Issue closure date: 1 January 2018  
- Allowed period: within 3 months of closure  

1 January 2018 + 3 months = 1 April 2018  

**Answer:** 1 April 2018 (date)",1,1,"The calculation correctly determines the latest date by which the trust deed had to be executed as 1 April 2018, which is three months from the issue closure date of 1 January 2018.",0
REG_095,regulatory_interpretation,easy,"What is the minimum percentage of an AMC's net worth that a sponsor must contribute to be eligible for mutual fund registration under SEBI (Mutual Funds) Regulations, 1996?",At least 40 per cent,40%,1,1,The model prediction matches the reference answer of at least 40 per cent.,0
REG_096,regulatory_interpretation,easy,"Under SEBI (Mutual Funds) Regulations, 1996, who has the authority to terminate the appointment of an asset management company?",Majority of the trustees or by seventy-five per cent of the unitholders of the scheme,The appointment can be terminated by a majority of the trustees or by 75 % of the scheme’s unitholders.,1,1,"The model prediction correctly states that the appointment of an asset management company can be terminated by a majority of the trustees or by 75% of the unitholders, as per SEBI (Mutual Funds) Regul",0
REG_097,regulatory_interpretation,easy,"What minimum proportion of the board of directors of an AMC must comprise directors who are not associated with the sponsor, its subsidiaries, or the trustees?",At least fifty per cent,At least 50 percent.,0,1,The model prediction matches the reference answer of at least fifty percent.,0
REG_098,regulatory_interpretation,easy,"What restriction does SEBI (Mutual Funds) Regulations, 1996 impose on the Chairman of an asset management company?",The Chairman of the asset management company is not a trustee of any mutual fund,The Chairman of an asset management company must not be a trustee of any mutual fund.,1,1,"The model prediction correctly paraphrases the restriction imposed by SEBI (Mutual Funds) Regulations, 1996 that the Chairman of an asset management company must not be a trustee of any mutual fund.",0
REG_099,regulatory_interpretation,easy,"What is the minimum proportion of independent persons required among the trustees of a mutual fund under SEBI (Mutual Funds) Regulations, 1996?",Two-thirds,Two‑thirds of the trustees must be independent persons.,1,1,"The model prediction correctly states the minimum proportion of independent persons required among the trustees of a mutual fund under SEBI (Mutual Funds) Regulations, 1996.",0
REG_100,regulatory_interpretation,medium,"What three personal qualifications must every trustee of a mutual fund possess or satisfy under Regulation 16(2) of SEBI (Mutual Funds) Regulations, 1996?","Be a person of ability, integrity and standing; not have been found guilty of moral turpitude; and not have been convicted of any economic offence or violation of any securities laws","1. Must be a person of ability, integrity and standing.  
2. Must not have been found guilty of moral turpitude.  
3. Must not have been convicted of any economic offence or violation of securities laws.",1,1,"The model prediction accurately reflects the three personal qualifications required of a trustee under Regulation 16(2) of SEBI (Mutual Funds) Regulations, 1996.",0
REG_101,regulatory_interpretation,easy,"Under SEBI (Mutual Funds) Regulations, 1996, are directors, officers or employees of an AMC eligible to be appointed as trustees of any mutual fund?","No. No asset management company and no director (including independent director), officer or employee of an asset management company shall be eligible to be appointed as a trustee of any mutual fund.","No; directors, officers or employees of an AMC are not eligible to be appointed as trustees of any mutual fund.",1,1,"The model prediction correctly states that directors, officers, or employees of an AMC are not eligible to be appointed as trustees of any mutual fund, aligning with SEBI (Mutual Funds) Regulations, 1",0
REG_102,regulatory_interpretation,medium,"By what date must a mutual fund pay its annual service fee, and what is the maximum grace period SEBI may allow for a delayed payment?",Before the 15th April each year; the Board may allow payment up to two months from commencement of the financial year,"By 15 April each year; SEBI may extend the deadline to any time within two months of the financial year’s start (i.e., up to 30 June).",0,1,"The model prediction correctly states the deadline as 15 April and the maximum grace period as up to 30 June, aligning with SEBI's regulations.",0
REG_103,regulatory_interpretation,easy,"What requirement applies to the Chairperson of a trustee company appointed as trustee of a mutual fund under SEBI (Mutual Funds) Regulations, 1996?",The Chairperson of the board of directors of the trustee company shall be an independent director,The Chairperson of the trustee company must be an independent director (with existing trustees required to meet this requirement within a timeframe set by the Board).,1,1,"The model prediction correctly paraphrases the requirement that the Chairperson of the trustee company must be an independent director as per SEBI (Mutual Funds) Regulations, 1996.",0
REG_104,regulatory_interpretation,medium,What board composition requirement must an AMC meet after its sponsor disassociates from the mutual fund?,The board of directors shall have at least two third independent directors,The AMC’s board must include at least two third‑independent directors.,1,1,The model prediction correctly paraphrases the requirement for an AMC's board composition after sponsor disassociation.,0
REG_105,regulatory_interpretation,easy,"Under which Act must the trust deed of a mutual fund be registered, and who executes it in favour of whom?","The Indian Registration Act, 1908; executed by the sponsor in favour of the trustees named in such an instrument","The trust deed must be registered under the Indian Registration Act, 1908, and it is executed by the sponsor in favour of the trustees named in the deed.",1,1,"The model prediction correctly states that the trust deed must be registered under the Indian Registration Act, 1908, and it is executed by the sponsor in favour of the trustees named in the deed.",0
REG_106,regulatory_interpretation,easy,"What proportion of unitholders of a scheme may requisition the trustees to obtain unitholder consent under SEBI (Mutual Funds) Regulations, 1996?",Three-fourths of the unitholders of any scheme,Three‑fourths of the unitholders.,1,1,The model prediction matches the reference answer exactly.,0
REG_107,regulatory_interpretation,medium,What capital compliance conditions must an SFB satisfy at the end of both the previous and the current financial year to be eligible to declare dividends?,The bank must be in compliance with the applicable regulatory capital requirement as at the end of the previous financial year and shall continue to be in compliance as at the end of the financial year during which the dividend is proposed to be paid; and the regulatory capital shall not fall below the applicable requirement even after payment of dividend.,It must be in compliance with the applicable regulatory capital requirement at the end of the previous financial year and must remain in compliance with that same requirement at the end of the current financial year (the year in which the dividend is proposed).,1,1,The model prediction accurately reflects the requirement for an SFB to be in compliance with regulatory capital requirements at the end of both the previous and the current financial year.,0
REG_108,regulatory_interpretation,easy,"What profitability condition must an SFB satisfy to be eligible to declare dividends under the RBI SFB Dividend Directions, 2026?",The bank shall have positive adjusted Profit After Tax (PAT) for the financial year for which the dividend is proposed,It must record a positive adjusted Profit After Tax (PAT) for the financial year in which the dividend is proposed.,1,1,"The model prediction accurately reflects the requirement for an SFB to have a positive adjusted Profit After Tax (PAT) for the financial year in which the dividend is proposed, as per the RBI SFB Divi",0
REG_109,regulatory_interpretation,medium,What four factors must an SFB's Board of Directors consider when evaluating a proposal for declaration of dividend?,Divergence in NPA asset classification and provisioning including its trend; Auditors' Report including modified opinion or Emphasis of Matter; Current and projected capital position vis-à-vis regulatory capital requirement; Long term growth plans,"1. Divergence in asset classification and provisioning for NPAs (including trends noted in RBI supervisory findings).  
2. The auditors’ report to the financial statements, including any modified opinion or Emphasis of Matter.  
3. The bank’s current and projected capital position relative to regula",1,1,The model prediction accurately reflects the four factors an SFB's Board of Directors must consider when evaluating a proposal for declaration of dividend as mentioned in the reference answer.,0
REG_110,regulatory_interpretation,easy,Within what period must an SFB submit its dividend declaration report to the RBI's Department of Supervision?,Within a fortnight of declaration of dividend,Within 14 days (a fortnight) of the dividend declaration.,1,1,The model prediction correctly states the period as a fortnight (14 days) which matches the reference answer.,0
REG_111,regulatory_interpretation,easy,"What is the consequence for an SFB that fails to meet the dividend eligibility criteria under the RBI SFB Dividend Directions, 2026?",No special dispensation will be given for declaration of dividend for that period,The bank will be barred from declaring a dividend for that period—no special dispensation will be granted.,1,1,The model prediction correctly states that no special dispensation will be granted for declaring a dividend for the period if the bank fails to meet the dividend eligibility criteria.,0
REG_112,regulatory_interpretation,medium,"What categories of profit are excluded from dividend payment eligibility under the RBI SFB Dividend Directions, 2026?","Any exceptional and/or extra-ordinary profits/income; and any overstatement of PAT identified in a modified audit opinion, to the extent included in PAT","- Exceptional or extra‑ordinary profits/income.  
- Any profit that is part of an overstatement of profit after tax (PAT) identified by a statutory auditor’s modified opinion.",1,1,The model prediction correctly identifies the excluded categories of profit as exceptional or extra‑ordinary profits/income and any profit included in an overstatement of PAT identified by a statutory,0
NUM_087,numerical_reasoning,easy,"What is the minimum average net annual profit (after depreciation, interest and tax) that a sponsor must demonstrate over the immediately preceding five years to satisfy the sound track record requirement under SEBI (Mutual Funds) Regulations, 1996?",At least rupees ten crore,"Minimum average net annual profit required = **₹10 crore** (i.e., ten crore rupees).",1,1,The model prediction matches the reference answer of at least rupees ten crore.,0
NUM_088,numerical_reasoning,easy,"What is the standard minimum networth requirement for an AMC under SEBI (Mutual Funds) Regulations, 1996?",Not less than rupees fifty crore,Standard minimum net‑worth requirement = **₹ 50 crore**. (Only if the sponsor does not meet the specified requirements does it rise to ₹ 100 crore.),0,1,"The model prediction correctly states the standard minimum networth requirement for an AMC under SEBI (Mutual Funds) Regulations, 1996.",0
NUM_089,numerical_reasoning,medium,"If a sponsor fails to fulfil all eligibility criteria at the time of application, what enhanced networth must the AMC maintain, and for how long must it maintain this higher networth?","Not less than rupees one hundred crore, maintained until the AMC has profits for five consecutive years","**Enhanced net‑worth:** ₹ 100 crore  
**Duration to maintain:** Until the AMC records profits for **five consecutive years**.",1,1,The model prediction matches the reference answer in terms of the enhanced networth amount and the duration for maintaining it.,0
NUM_090,numerical_reasoning,easy,What is the minimum networth required for an AMC that is only eligible to launch infrastructure debt fund schemes?,Not less than rupees ten crore,Minimum networth = 10 crore rupees.,0,1,The model prediction matches the reference answer's minimum networth requirement for an AMC to launch infrastructure debt fund schemes.,0
NUM_091,numerical_reasoning,hard,"Under the 2023 amendment to Regulation 7, if a sponsor fails all eligibility requirements, what are the three key obligations: the AMC capitalization threshold, the lock-in period, and the minimum combined experience of the five senior officers?","AMC net worth not less than rupees one hundred fifty crore; locked-in for five years; total combined experience of CEO, COO, CRO, CCO and CIO of at least thirty years","- AMC capitalization threshold: **₹ 150 crore**  
- Lock‑in period for the sponsor’s shareholding: **5 years**  
- Minimum combined experience of the CEO, COO, CRO, CCO and CIO: **30 years**",0,1,"The model prediction accurately reflects the AMC capitalization threshold, lock-in period, and minimum combined experience as per the 2023 amendment to Regulation 7.",0
NUM_092,numerical_reasoning,medium,"Under SEBI (Mutual Funds) Regulations, 1996, what is the maximum percentage of total mutual fund transactions that may be routed through a broker associated with the sponsor, and over what period is this limit measured?","5 per cent of aggregate purchases and sales, measured for a block of any three months","Maximum = 5 % of the aggregate purchases and sales of securities by the mutual‑fund schemes, measured over any 3‑month period.",1,1,"The model prediction accurately reflects the SEBI (Mutual Funds) Regulations, 1996, stating the correct maximum percentage and measurement period.",0
NUM_093,numerical_reasoning,easy,"How is 'Adjusted Profit After Tax (PAT)' defined under the RBI SFB Dividend Directions, 2026?",PAT of the financial year minus 50 per cent of Net NPA as on March 31 of the financial year for which the dividend is to be paid,"**Adjusted Profit After Tax (PAT) = PAT (₹) − 0.5 × Net NPA (₹) (as on 31 Mar of the relevant FY)**  

*Units: Indian Rupees (₹).*",0,1,"The model prediction accurately reflects the definition of 'Adjusted Profit After Tax (PAT)' as per the RBI SFB Dividend Directions, 2026.",0
NUM_094,numerical_reasoning,easy,"Under the RBI SFB Dividend Directions, 2026, what percentage of Adjusted PAT may an SFB with a Tier 1 Capital Ratio between 11.5% and 13.5% (Bucket B4) pay as dividend?",40 per cent of Adjusted PAT,"**Calculation**

Dividend allowed = 40 % × Adjusted PAT  

**Final answer:** 40 % of Adjusted PAT.",1,1,"The model prediction correctly states that an SFB with a Tier 1 Capital Ratio between 11.5% and 13.5% (Bucket B4) can pay 40% of Adjusted PAT as a dividend under the RBI SFB Dividend Directions, 2026.",0
NUM_095,numerical_reasoning,hard,"In Illustration 1 of the RBI SFB Dividend Directions, 2026, a bank has PAT of Rs17,000 crore, Net NPA of Rs6,500 crore, and Tier 1 ratio of 11.72%. What is the maximum eligible dividend?","Rs5,500 crore (40% of Adjusted PAT of Rs13,750 crore, which is lower than 75% of PAT of Rs12,750 crore)","Adjusted PAT = 17,000 cr – ½ × 6,500 cr = 17,000 – 3,250 = 13,750 cr  
75 % of PAT = 0.75 × 17,000 = 12,750 cr  
Maximum payable per Table 1 = 40 % of Adjusted PAT = 0.40 × 13,750 = 5,500 cr  

Maximum eligible dividend = lower of 12,750 cr and 5,500 cr = **Rs 5,500 crore**.",0,1,"The model correctly applied the rules for calculating the maximum eligible dividend as per the RBI SFB Dividend Directions, 2026.",0
NUM_096,numerical_reasoning,hard,"In Illustration 3, a bank has PAT of Rs1,500 crore, Net NPA of Rs300 crore, Tier 1 ratio of 24.36%, and has already paid interim dividend of Rs500 crore. What is the maximum final dividend it may pay?","Rs625 crore (maximum eligible dividend of Rs1,125 crore minus interim dividend already paid of Rs500 crore)","Adjusted PAT = 1,500 cr – 50 % × 300 cr = 1,350 cr  
E = 75 % × 1,500 cr = 1,125 cr  
F = 100 % × 1,350 cr = 1,350 cr  
G = lower of E and F = 1,125 cr  

Maximum final dividend = G – interim dividend = 1,125 cr – 500 cr = **625 crore**.",0,1,"The model correctly calculates the maximum final dividend by adjusting PAT for Net NPA, determining the eligible dividend, and subtracting the interim dividend already paid.",0
NUM_097,numerical_reasoning,hard,"In Illustration 2 of the RBI SFB Dividend Directions, 2026, a bank has PAT of Rs40,500 crore, Net NPA of Rs5,000 crore, and Tier 1 ratio of 15%. What is the maximum eligible dividend?","Rs19,000 crore (50% of Adjusted PAT of Rs38,000 crore, which is lower than 75% of PAT of Rs30,375 crore)","Adjusted PAT = PAT – 50 % × Net NPA  
= 40,500 cr – 0.5 × 5,000 cr = 40,500 cr – 2,500 cr = 38,000 cr  

75 % of PAT = 0.75 × 40,500 cr = 30,375 cr  

Maximum payable per Table 1 = 50 % of Adjusted PAT = 0.5 × 38,000 cr = 19,000 cr  

Maximum eligible dividend = lower of 30,375 cr and 19,000 cr = **",0,1,The model correctly calculates the Adjusted PAT and applies the appropriate rules to determine the maximum eligible dividend.,0
NUM_098,numerical_reasoning,medium,"Under the RBI SFB Dividend Directions, 2026, what are the permitted dividend percentages of Adjusted PAT for an SFB in Bucket B1 (Tier 1 ratio ≤7.5%) versus Bucket B10 (Tier 1 ratio >19.5%)?",Bucket B1: 0 per cent of Adjusted PAT; Bucket B10: 100 per cent of Adjusted PAT,"**Calculation**

- Bucket B1 (Tier 1 Capital Ratio ≤ 7.5 %): dividend allowed = 0 % of Adjusted PAT.  
- Bucket B10 (Tier 1 Capital Ratio > 19.5 %): dividend allowed = 100 % of Adjusted PAT.

**Final answer**

- Bucket B1: **0 %** of Adjusted PAT  
- Bucket B10: **100 %** of Adjusted PAT",1,1,"The model prediction correctly matches the permitted dividend percentages of Adjusted PAT for SFBs under the RBI SFB Dividend Directions, 2026.",0
TMP_046,temporal_reasoning,easy,What minimum proportion of independent trustees did SEBI (Mutual Funds) Regulations require before the 1998 amendment?,At least 50 per cent,"The original SEBI (Mutual Funds) Regulations, 1996 required **at least 50 %** of the trustees to be independent persons (applicable until the amendment took effect on 12 January 1998).",0,1,The model prediction correctly states that at least 50% of trustees needed to be independent persons as per the original SEBI (Mutual Funds) Regulations before the 1998 amendment.,0
TMP_047,temporal_reasoning,medium,"What minimum AMC networth was introduced by the SEBI (Mutual Funds) Amendment Regulations, 2014, replacing the original threshold?",Rupees fifty crore (replacing the original requirement of rupees ten crore),"The SEBI (Mutual Funds) Amendment Regulations, 2014 raised the minimum net‑worth for an asset‑management company to **rupees 50 crore** (effective 06‑05‑2014).",0,1,"The model prediction correctly states the new minimum AMC networth as rupees fifty crore, which matches the reference answer.",0
TMP_048,temporal_reasoning,hard,"From what date were Regulations 69 to 74 of SEBI (Mutual Funds) Regulations, 1996 omitted?",27-9-2002,They were omitted with effect from 27 September 2002.,0,1,The model prediction correctly states the date when Regulations 69 to 74 were omitted.,0
TMP_049,temporal_reasoning,medium,"From which financial year do the RBI (Small Finance Banks - Prudential Norms on Declaration of Dividend) Directions, 2026 take effect, and which earlier circular do they repeal?","From Financial Year (FY) 2026-27; they repeal the circular dated November 28, 2025 (DO R.ACC.REC.118/21-02-067/2025-26)","The 2026 Directions become effective from FY 2026‑27, and they repeal the earlier circular DO R.ACC.REC.118/21‑02‑067/2025‑26 dated 28 November 2025 (the 2025 Small Finance Banks – Prudential Norms on Declaration of Dividends Directions).",1,1,The model prediction accurately reflects the effective financial year and the repealed circular as per the reference answer.,0
TMP_050,temporal_reasoning,medium,"What key change did the SEBI (Mutual Funds) Amendment Regulations, 2012 make to the definition of 'advertisement'?",Replaced the enumeration of specific advertising media with a broader definition covering all forms of communication that may influence investment decisions of investors,"The 2012 amendment (effective 21‑02‑2012) replaced the narrow, media‑specific definition with a broad one that covers “all forms of communication issued by or on behalf of the asset‑management company/mutual fund that may influence investment decisions of any investor/prospective investors.”",1,1,"The model prediction accurately paraphrases the key change made by the SEBI (Mutual Funds) Amendment Regulations, 2012, which broadened the definition of 'advertisement' to include all forms of commun",0
TMP_051,temporal_reasoning,medium,What new asset class was added to the permissible investment universe in the 'mutual fund' definition by the SEBI (Mutual Funds) Third Amendment Regulations of December 2021?,Silver or silver related instruments,"Silver (or silver‑related instruments) – added as a permissible asset class by the SEBI (Mutual Funds) (Third Amendment) Regulations, 2021, effective 8 December 2021.",1,1,"The model prediction correctly identifies silver (or silver-related instruments) as the new asset class added by SEBI's Third Amendment Regulations, 2021.",0
