id,task_type,difficulty,question,ref_answer,prediction,correct,condition
CON_042,contradiction_detection,easy,"Under the RBI SFB Dividend Directions 2026, do Bucket B2 and Bucket B3 allow the",No,No. Bucket B2 allows 20% and Bucket B3 allows 30% of adjusted PAT.,1,3shot
CON_043,contradiction_detection,easy,Do the definitions of 'independent research analyst' and 'part-time research ana,No,"No. They describe different types of professionals, one exclusively in research analysis and the other in multiple activities including research.",1,3shot
CON_044,contradiction_detection,medium,Do auction weeks 2 and 6 of the GoI issuance calendar for H1 FY2026-27 have the ,Yes,"Yes. Both have ₹34,000 crore for a 10-year security.",1,3shot
CON_045,contradiction_detection,hard,Do the two passages together indicate that open-market buy-back through stock ex,No,"No. Passage A explicitly states that buy-back from the open market through the stock exchange shall not be allowed with effect from April 1, 2025, implying it might have been allowed before, but Passage B does not confirm its current allowance.",1,3shot
TMP_028,temporal_reasoning,easy,Which was implemented first under the RBI Master Direction on Unique Identifiers,"The LEI framework (Section A) was implemented first, coming into force with immediate effect from March 27, 2026. The UTI framework (Section B) comes into effect later, on January 01, 2027.","The LEI framework, as it had immediate effect, while the UTI framework comes into effect from January 01, 2027.",1,3shot
TMP_029,temporal_reasoning,medium,Among the five circulars superseded by the RBI Master Direction on Unique Identi,"CO.FMRD.MIOD.No.8/11.01.057/2025-26 dated February 18, 2026, which is the most recent of the five superseded circulars.","February 18, 2026.",1,3shot
TMP_030,temporal_reasoning,medium,"How many years elapsed between the issuance of the first LEI circular (June 01, ","Approximately 8 years and 10 months elapsed between June 1, 2017 and March 27, 2026.","8 years and 9 months (from June 01, 2017, to March 27, 2026)",1,3shot
TMP_031,temporal_reasoning,medium,Describe the step-by-step reduction in the maximum open-market buy-back limit th,"15% (until March 31, 2023) → 10% (until March 31, 2024) → 5% (until March 31, 2025) → Complete prohibition from April 1, 2025.","- 15% till March 31, 2023; 
- 10% till March 31, 2024; 
- 5% till March 31, 2025; 
- Prohibited from April 1, 2025.",1,3shot
TMP_032,temporal_reasoning,medium,Which set of RBI directions on Small Finance Bank dividend norms was in effect d,"The 2025 Directions (issued November 28, 2025) were in effect during FY 2025-26. The 2026 Directions come into effect only from FY 2026-27 (i.e., from April 1, 2026).",The 2025 Directions.,0,3shot
TMP_033,temporal_reasoning,medium,"In chronological order, what are the key dates in the lifecycle of the GoI dated","March 28 (announcement), March 30 – April 02 ('When Issued' trading period), April 02 (auction day, bids submitted), April 06 (settlement, payment by successful bidders).","March 28, 2026; March 30, 2026; April 02, 2026; April 06, 2026",1,3shot
TMP_034,temporal_reasoning,easy,For the State Government securities auction covered in this revised press releas,"March 21, 2026 (revised press release issued) → March 24, 2026 (auction conducted on E-Kuber) → March 25, 2026 (payment by successful bidders).","March 21, 2026 (announcement), March 24, 2026 (auction), March 25, 2026 (payment)",1,3shot
TMP_035,temporal_reasoning,medium,"Under SEBI (Intermediaries) Regulations 2008, an intermediary holding a permanen","Two years plus up to six months extension, for a maximum of two and a half years from the commencement of these regulations.",two years and six months.,1,3shot
TMP_036,temporal_reasoning,medium,"The SEBI (Research Analysts) Regulations 2014 were published on September 1, 201","On the ninetieth day from September 1, 2014, which is approximately November 30, 2014.","September 30, 2014",1,3shot
TMP_037,temporal_reasoning,medium,"In the GoI securities issuance calendar for H1 FY2026-27, which is the first auc","Auction Week 4 (April 20-24, 2026) is the first week to include Sovereign Green Bonds, with ₹5,000 crore allocated for the 30-year SGrB.","Auction Week 4 (April 20-24, 2026), ₹5,000 crore.",1,3shot
TMP_038,temporal_reasoning,easy,"The RBI SFB Dividend Directions 2026 were issued on March 10, 2026 but take effe","The 2025 Directions were issued before the 2026 Directions — on November 28, 2025, compared to March 10, 2026 for the 2026 Directions.",Before.,0,3shot
TMP_039,temporal_reasoning,hard,"A counterparty entered into an OTC derivative transaction on December 15, 2026. ","No. The UTI requirements (Section B) come into effect from January 01, 2027, and apply only to transactions entered into on or after that date. A transaction on December 15, 2026 is not subject to UTI reporting.","No, Section B on UTI shall come into effect from January 01, 2027.",1,3shot
TMP_040,temporal_reasoning,hard,An intermediary's time-limited certificate expires in 18 months from the commenc,"The intermediary must apply at least three months before the earlier of: (a) expiry of the certificate (15 months from commencement), or (b) three months before two years from commencement (21 months). Since the certificate expires at 18 months, three months before that is 15 months from commencement — which is earlier than 21 months. So it must apply by 15 months from commencement.",three months prior to expiry of two years from the commencement of these regulations.,1,3shot
TMP_041,temporal_reasoning,medium,For how long was the Al-Nusrah Front listed on the ISIL (Da'esh) and Al-Qaida Sa,"Approximately 11 years and 9 months — from May 14, 2014 to February 27, 2026.","From May 14, 2014, to February 27, 2026.",1,3shot
TMP_042,temporal_reasoning,easy,"Under the RBI GoI issuance calendar for H1 FY2026-27, if the third Monday of a m",On the fourth Monday of that month.,The fourth Monday of the month.,1,3shot
TMP_043,temporal_reasoning,easy,"Under the RBI Master Direction on UTI 2026, if a market participant cannot obtai",Within five Mumbai business days from the date of the transaction.,five Mumbai business days from the date of the transaction,1,3shot
TMP_044,temporal_reasoning,medium,"A company completed its buy-back (i.e., made the final payment to shareholders) ","June 15, 2026 — one year from the expiry date (June 15, 2025) of the buyback period of the preceding offer.","June 15, 2026",1,3shot
TMP_045,temporal_reasoning,hard,"In Illustration 3 of the RBI SFB Dividend Directions 2026, the bank paid interim","The constraint applies cumulatively across both payments. The Maximum Eligible Dividend (₹1,125 crore) is the total permitted across the full financial year. Since ₹500 crore has already been paid as interim dividend, the final dividend is capped at the remaining ₹625 crore (₹1,125 - ₹500).",the final dividend shall not be more than (G) - (H).,0,3shot
REG_054,regulatory_interpretation,easy,"Under SEBI (Infrastructure Investment Trusts) Regulations 2014, what is the maxi",Fifteen months,15 months.,0,3shot
REG_055,regulatory_interpretation,easy,"Under SEBI (InvIT) Regulations 2014, how frequently must the trustee obtain a co",On a quarterly basis,On a quarterly basis.,1,3shot
REG_056,regulatory_interpretation,easy,"Under SEBI (InvIT) Regulations 2014, within how many days must SEBI communicate ",Within thirty days,thirty days,1,3shot
REG_057,regulatory_interpretation,easy,"Under SEBI (InvIT) Regulations 2014, what minimum equity interest must an InvIT ",Not less than fifty one per cent of the equity share capital or interest,not less than fifty one percent,1,3shot
REG_058,regulatory_interpretation,easy,"Under SEBI (InvIT) Regulations 2014, what minimum percentage of its assets must ",Not less than ninety per cent,90%,0,3shot
REG_059,regulatory_interpretation,medium,"Under SEBI (InvIT) Regulations 2014 (as currently in force), what minimum net wo","More than five hundred crore rupees, as per the latest audited financial statements",More than five hundred crore rupees.,1,3shot
REG_060,regulatory_interpretation,medium,"Under SEBI (InvIT) Regulations 2014, what is the combined monetary cap on permis","Two per cent of its gross turnover or total income, or fifty lakh rupees, whichever is lower","Fifty lakh rupees or two percent of its gross turnover or total income, whichever is lower.",1,3shot
REG_061,regulatory_interpretation,medium,"Under SEBI (InvIT) Regulations 2014, when a conflict of interest is flagged in a","A practising chartered accountant or valuer, as applicable","a practising chartered accountant or valuer, as applicable",1,3shot
REG_062,regulatory_interpretation,easy,"Under SEBI (Issue and Listing of Municipal Debt Securities) Regulations 2015, wi",Twenty one days,Twenty one days,1,3shot
REG_063,regulatory_interpretation,easy,"Under SEBI (Issue and Listing of Municipal Debt Securities) Regulations 2015, fo",Fifteen days,fifteen days,1,3shot
REG_064,regulatory_interpretation,easy,"Under SEBI (Issue and Listing of Municipal Debt Securities) Regulations 2015, wh",Not more than four,Four.,0,3shot
REG_065,regulatory_interpretation,easy,"Under SEBI (Issue and Listing of Municipal Debt Securities) Regulations 2015, fo",The preceding three hundred and sixty five days,Three hundred and sixty five days.,1,3shot
REG_066,regulatory_interpretation,easy,"Under SEBI (Investment Advisers) Regulations 2013, on which day from the date of",The ninetieth day,The ninetieth day,1,3shot
NUM_033,numerical_reasoning,medium,"Under SEBI (InvIT) Regulations 2014, if an entity associated with the InvIT has ","Twenty lakh rupees (two per cent of ten crore rupees, being lower than fifty lakh rupees â€” the rule applies whichever is lower)","Two percent of gross turnover = 2% x 10 crore = 0.02 x 10,00,00,000 = Rs. 2,00,000. Since Rs. 2,00,000 < Rs. 50,00,000, maximum permissible pecuniary relationship = Rs. 2,00,000.",0,3shot
NUM_034,numerical_reasoning,medium,"Under SEBI (Issue and Listing of Municipal Debt Securities) Regulations 2015, if","No. The 45 qualified institutional buyers are excluded from the calculation, so only 170 persons are counted, which is within the two hundred person limit","No, 170 + 0 = 170 < 200.",0,3shot
NUM_035,numerical_reasoning,medium,"Under SEBI (Issue and Listing of Municipal Debt Securities) Regulations 2015, if",26 May 2025 (after expiry of the twenty one days notice period from 5 May),21 days after 5 May 2025 = 5 May + 21 days = 26 May 2025,1,3shot
NUM_036,numerical_reasoning,easy,"Under SEBI (InvIT) Regulations 2014, does a family trust with a net worth of fou",No. The threshold is more than five hundred crore rupees; four hundred and ninety nine crore rupees falls below this threshold,No. Net worth = Rs. 499 crore. Required net worth > Rs. 500 crore.,0,3shot
NUM_037,numerical_reasoning,easy,"Under SEBI (FPI) Regulations 2019, if a government-linked entity is 70% directly",No. The minimum threshold for government ownership is at least seventy-five per cent; seventy per cent is below this threshold,"75% - 70% = 5% short. No, it does not qualify.",0,3shot
NUM_038,numerical_reasoning,medium,"Under SEBI (InvIT) Regulations 2014, a consulting firm had transactions worth ei","No. Eight lakh rupees out of ninety lakh rupees is approximately 8.9 per cent, which is below the ten per cent threshold; the disqualification criterion is not triggered","No, 8,00,000 / 90,00,000 = 8.89% which is less than 10%.",0,3shot
NUM_039,numerical_reasoning,medium,"Under SEBI (FPI) Regulations 2019, if a designated depository participant applic","By 24 April (thirty days from 25 March, the date all required information was furnished, being the later of the two trigger dates)","SEBI received application on 1 March. Additional information was furnished on 25 March. SEBI must dispose of application within 30 days of 25 March. 30 days from 25 March = 24 April. 

Answer: 24 April.",1,3shot
NUM_040,numerical_reasoning,easy,Under the original SEBI (Issue and Listing of Debt Securities by Municipalities),By 1 April 2018 (three months from the closure of the issue on 1 January 2018),1 January 2018 + 3 months = 1 April 2018,1,3shot
REG_095,regulatory_interpretation,easy,What is the minimum percentage of an AMC's net worth that a sponsor must contrib,At least 40 per cent,40%,1,3shot
REG_096,regulatory_interpretation,easy,"Under SEBI (Mutual Funds) Regulations, 1996, who has the authority to terminate ",Majority of the trustees or by seventy-five per cent of the unitholders of the scheme,A majority of the trustees or seventy-five per cent of the unitholders of the scheme.,1,3shot
REG_097,regulatory_interpretation,easy,What minimum proportion of the board of directors of an AMC must comprise direct,At least fifty per cent,At least fifty percent.,1,3shot
REG_098,regulatory_interpretation,easy,"What restriction does SEBI (Mutual Funds) Regulations, 1996 impose on the Chairm",The Chairman of the asset management company is not a trustee of any mutual fund,The Chairman of the asset management company is not a trustee of any mutual fund.,1,3shot
REG_099,regulatory_interpretation,easy,What is the minimum proportion of independent persons required among the trustee,Two-thirds,Two-thirds.,1,3shot
REG_100,regulatory_interpretation,medium,What three personal qualifications must every trustee of a mutual fund possess o,"Be a person of ability, integrity and standing; not have been found guilty of moral turpitude; and not have been convicted of any economic offence or violation of any securities laws","a person of ability, integrity and standing; not found guilty of moral turpitude; not convicted of any economic offence or violation of any securities laws.",1,3shot
REG_101,regulatory_interpretation,easy,"Under SEBI (Mutual Funds) Regulations, 1996, are directors, officers or employee","No. No asset management company and no director (including independent director), officer or employee of an asset management company shall be eligible to be appointed as a trustee of any mutual fund.",No.,1,3shot
REG_102,regulatory_interpretation,medium,"By what date must a mutual fund pay its annual service fee, and what is the maxi",Before the 15th April each year; the Board may allow payment up to two months from commencement of the financial year,"15th April, and two months from the commencement of the financial year.",1,3shot
REG_103,regulatory_interpretation,easy,What requirement applies to the Chairperson of a trustee company appointed as tr,The Chairperson of the board of directors of the trustee company shall be an independent director,The Chairperson of the board of directors shall be an independent director.,1,3shot
REG_104,regulatory_interpretation,medium,What board composition requirement must an AMC meet after its sponsor disassocia,The board of directors shall have at least two third independent directors,At least two third independent directors.,1,3shot
REG_105,regulatory_interpretation,easy,"Under which Act must the trust deed of a mutual fund be registered, and who exec","The Indian Registration Act, 1908; executed by the sponsor in favour of the trustees named in such an instrument","The Indian Registration Act, 1908; executed by the sponsor in favour of the trustees.",1,3shot
REG_106,regulatory_interpretation,easy,What proportion of unitholders of a scheme may requisition the trustees to obtai,Three-fourths of the unitholders of any scheme,Three-fourths,1,3shot
REG_107,regulatory_interpretation,medium,What capital compliance conditions must an SFB satisfy at the end of both the pr,The bank must be in compliance with the applicable regulatory capital requirement as at the end of the previous financial year and shall continue to be in compliance as at the end of the financial year during which the dividend is proposed to be paid; and the regulatory capital shall not fall below the applicable requirement even after payment of dividend.,Applicable regulatory capital requirement.,1,3shot
REG_108,regulatory_interpretation,easy,What profitability condition must an SFB satisfy to be eligible to declare divid,The bank shall have positive adjusted Profit After Tax (PAT) for the financial year for which the dividend is proposed,Positive adjusted Profit After Tax (PAT) for the financial year for which the dividend is proposed.,1,3shot
REG_109,regulatory_interpretation,medium,What four factors must an SFB's Board of Directors consider when evaluating a pr,Divergence in NPA asset classification and provisioning including its trend; Auditors' Report including modified opinion or Emphasis of Matter; Current and projected capital position vis-à-vis regulatory capital requirement; Long term growth plans,"1. Divergence in asset classification and provisioning for NPAs; 
2. Auditors' Report to the financial statements; 
3. Current and projected capital position; 
4. Long term growth plans",1,3shot
REG_110,regulatory_interpretation,easy,Within what period must an SFB submit its dividend declaration report to the RBI,Within a fortnight of declaration of dividend,a fortnight,1,3shot
REG_111,regulatory_interpretation,easy,What is the consequence for an SFB that fails to meet the dividend eligibility c,No special dispensation will be given for declaration of dividend for that period,No special dispensation will be given for declaration of dividend.,1,3shot
REG_112,regulatory_interpretation,medium,What categories of profit are excluded from dividend payment eligibility under t,"Any exceptional and/or extra-ordinary profits/income; and any overstatement of PAT identified in a modified audit opinion, to the extent included in PAT","Exceptional and/or extra-ordinary profits/income, and profits with an overstatement of PAT as indicated by a modified opinion in the statutory auditor's report.",1,3shot
NUM_087,numerical_reasoning,easy,"What is the minimum average net annual profit (after depreciation, interest and ",At least rupees ten crore,Average net annual profit = at least Rs. 10 crore.,0,3shot
NUM_088,numerical_reasoning,easy,What is the standard minimum networth requirement for an AMC under SEBI (Mutual ,Not less than rupees fifty crore,Rs. 50 crore,0,3shot
NUM_089,numerical_reasoning,medium,If a sponsor fails to fulfil all eligibility criteria at the time of application,"Not less than rupees one hundred crore, maintained until the AMC has profits for five consecutive years",Rs. 100 crore; till it has profits for five consecutive years.,1,3shot
NUM_090,numerical_reasoning,easy,What is the minimum networth required for an AMC that is only eligible to launch,Not less than rupees ten crore,Rs. 10 crore.,0,3shot
NUM_091,numerical_reasoning,hard,"Under the 2023 amendment to Regulation 7, if a sponsor fails all eligibility req","AMC net worth not less than rupees one hundred fifty crore; locked-in for five years; total combined experience of CEO, COO, CRO, CCO and CIO of at least thirty years",The AMC must be capitalized to a net worth of not less than Rs. 150 crore. The initial shareholding equivalent to capital contributed to the AMC of not less than Rs. 150 crore must be locked-in for 5 years. The total combined experience of the five senior officers should be at least 30 years.,1,3shot
NUM_092,numerical_reasoning,medium,"Under SEBI (Mutual Funds) Regulations, 1996, what is the maximum percentage of t","5 per cent of aggregate purchases and sales, measured for a block of any three months",5% over a block of 3 months.,1,3shot
NUM_093,numerical_reasoning,easy,How is 'Adjusted Profit After Tax (PAT)' defined under the RBI SFB Dividend Dire,PAT of the financial year minus 50 per cent of Net NPA as on March 31 of the financial year for which the dividend is to be paid,PAT of the financial year minus 50% of Net NPA.,1,3shot
NUM_094,numerical_reasoning,easy,"Under the RBI SFB Dividend Directions, 2026, what percentage of Adjusted PAT may",40 per cent of Adjusted PAT,40 per cent.,1,3shot
NUM_095,numerical_reasoning,hard,"In Illustration 1 of the RBI SFB Dividend Directions, 2026, a bank has PAT of Rs","Rs5,500 crore (40% of Adjusted PAT of Rs13,750 crore, which is lower than 75% of PAT of Rs12,750 crore)","Adjusted PAT = Rs17,000 crore - 50% x Rs6,500 crore = Rs17,000 crore - Rs3,250 crore = Rs13,750 crore. 
Maximum payable dividend = 40% x Rs13,750 crore = Rs5,500 crore. 
75% of PAT = 75% x Rs17,000 crore = Rs12,750 crore. 
Maximum Eligible Dividend = Lower of Rs12,750 crore or Rs5,500 crore = Rs5,50",1,3shot
NUM_096,numerical_reasoning,hard,"In Illustration 3, a bank has PAT of Rs1,500 crore, Net NPA of Rs300 crore, Tier","Rs625 crore (maximum eligible dividend of Rs1,125 crore minus interim dividend already paid of Rs500 crore)","Adjusted PAT = Rs1,500 crore - 50% x Rs300 crore = Rs1,500 crore - Rs150 crore = Rs1,350 crore. 
Maximum payable = Lower of 75% x Rs1,500 crore = Rs1,125 crore or Rs1,350 crore = Rs1,125 crore. 
Maximum final dividend = Rs1,125 crore - Rs500 crore = Rs625 crore.",1,3shot
NUM_097,numerical_reasoning,hard,"In Illustration 2 of the RBI SFB Dividend Directions, 2026, a bank has PAT of Rs","Rs19,000 crore (50% of Adjusted PAT of Rs38,000 crore, which is lower than 75% of PAT of Rs30,375 crore)","Adjusted PAT = Rs40,500 crore - 50% x Rs5,000 crore = Rs40,500 crore - Rs2,500 crore = Rs38,000 crore. 
75% of PAT = 75% x Rs40,500 crore = Rs30,375 crore. 
Max payable = 50% x Rs38,000 crore = Rs19,000 crore. 
Maximum Eligible Dividend = Lower of Rs30,375 crore or Rs19,000 crore = Rs19,000 crore.",1,3shot
NUM_098,numerical_reasoning,medium,"Under the RBI SFB Dividend Directions, 2026, what are the permitted dividend per",Bucket B1: 0 per cent of Adjusted PAT; Bucket B10: 100 per cent of Adjusted PAT,Bucket B1: 0% of Adjusted PAT. Bucket B10: 100% of Adjusted PAT.,1,3shot
CON_046,contradiction_detection,medium,Do Passage A and Passage B specify the same minimum proportion of independent tr,No,"No. Passage A specifies at least 50% independent trustees, while Passage B specifies two-thirds, which is approximately 66.67%, a higher proportion.",1,3shot
CON_047,contradiction_detection,easy,Do Passage A and Passage B set the same minimum networth requirement for an asse,No,"No. Passage A specifies a networth of not less than rupees ten crore, while Passage B specifies a networth of not less than rupees fifty crore.",1,3shot
CON_048,contradiction_detection,medium,Do Passage A and Passage B define the term 'advertisement' in the same way?,No,"No. Passage A broadly defines 'advertisement' including various media forms, while Passage B specifically defines it in the context of asset management company/mutual fund communications.",1,3shot
CON_049,contradiction_detection,hard,Do Passage A and Passage B apply the same shareholding threshold for cross-owner,Yes,Yes. Both passages apply the same 10% shareholding threshold for cross-ownership restrictions in mutual funds.,1,3shot
TMP_046,temporal_reasoning,easy,What minimum proportion of independent trustees did SEBI (Mutual Funds) Regulati,At least 50 per cent,At least 50%.,1,3shot
TMP_047,temporal_reasoning,medium,What minimum AMC networth was introduced by the SEBI (Mutual Funds) Amendment Re,Rupees fifty crore (replacing the original requirement of rupees ten crore),Rupees fifty crore.,1,3shot
TMP_048,temporal_reasoning,hard,"From what date were Regulations 69 to 74 of SEBI (Mutual Funds) Regulations, 199",27-9-2002,"September 27, 2002.",0,3shot
TMP_049,temporal_reasoning,medium,From which financial year do the RBI (Small Finance Banks - Prudential Norms on ,"From Financial Year (FY) 2026-27; they repeal the circular dated November 28, 2025 (DO R.ACC.REC.118/21-02-067/2025-26)","FY 2026-27; Circular DO R.ACC.REC.118/21-02-067/2025-26 dated November 28, 2025.",1,3shot
TMP_050,temporal_reasoning,medium,"What key change did the SEBI (Mutual Funds) Amendment Regulations, 2012 make to ",Replaced the enumeration of specific advertising media with a broader definition covering all forms of communication that may influence investment decisions of investors,"A broader definition, effective February 21, 2012, to include 'all forms of communication...that may influence investment decisions'.",0,3shot
TMP_051,temporal_reasoning,medium,What new asset class was added to the permissible investment universe in the 'mu,Silver or silver related instruments,silver or silver related instruments.,1,3shot
REG_113,regulatory_interpretation,medium,"Under the Seventh Schedule of SEBI (Mutual Funds) Regulations, what is the stand",10% of NAV; may be extended to 12% with prior approval of both the Board of Trustees and the Board of Directors of the AMC,10% of NAV; with prior approval of the Board of Trustees and Board of Directors of the asset management company.,1,3shot
REG_114,regulatory_interpretation,medium,What two categories of securities of associate or group companies of the sponsor,Unlisted securities of an associate or group company of the sponsor; and securities issued by private placement by an associate or group company of the sponsor,"unlisted security, security issued by way of private placement",1,3shot
REG_115,regulatory_interpretation,easy,What is the maximum investment a mutual fund scheme may make in listed securitie,25 per cent of the net assets (with exceptions for equity oriented ETFs and index funds),25 per cent of the net assets.,1,3shot
REG_116,regulatory_interpretation,easy,What is the maximum combined ownership stake that all schemes of a mutual fund m,Not more than ten per cent of any company's paid up capital carrying voting rights,10%,0,3shot
REG_117,regulatory_interpretation,easy,On what price basis must inter-scheme transfers of quoted securities between sch,At the prevailing market price for quoted instruments on spot basis,Prevailing market price on spot basis.,1,3shot
REG_118,regulatory_interpretation,medium,What is the maximum aggregate inter-scheme investment that all schemes under one,5 per cent of the net asset value of the mutual fund (this restriction does not apply to fund of funds schemes),5% of the net asset value of the mutual fund.,1,3shot
REG_119,regulatory_interpretation,medium,"Under the Seventh Schedule, what is the maximum investment a mutual fund scheme ","10 per cent of NAV; index funds, exchange traded funds, and sector or industry specific schemes are exempt","10 per cent of its NAV; index fund, exchange traded fund, sector or industry specific scheme.",1,3shot
REG_120,regulatory_interpretation,medium,"For what purpose may a mutual fund borrow under SEBI (Mutual Funds) Regulations,","To meet temporary liquidity needs for repurchase, redemption or payment of interest or dividend; borrowing shall not exceed 20 per cent of the net assets of the scheme; duration shall not exceed six months","To meet temporary liquidity needs for repurchase, redemption of units or payment of interest or dividend to unitholders; borrowing shall not exceed 20% of the net asset of the scheme and shall not exceed six months.",1,3shot
REG_121,regulatory_interpretation,easy,May a fund of funds scheme invest in another fund of funds scheme under SEBI (Mu,No. A fund of funds scheme shall not invest in any other fund of funds scheme.,No.,1,3shot
REG_122,regulatory_interpretation,medium,What are the NAV-based investment limits for a mutual fund scheme in InvIT units,Not more than 10% of NAV overall; not more than 5% of NAV in units of a single InvIT issuer,10% of its NAV in the units of InvIT and 5% of its NAV in the units of InvIT issued by a single issuer.,1,3shot
REG_123,regulatory_interpretation,easy,"Under Regulation 24 of SEBI (Mutual Funds) Regulations, may an AMC act as truste",No. An AMC shall not act as a trustee of any mutual fund.,No.,1,3shot
REG_124,regulatory_interpretation,medium,What is the primary restriction on additional business activities an AMC may eng,"The AMC shall not undertake any business activities other than management and advisory services provided to pooled assets (including offshore funds, insurance funds, pension funds, provident funds, and certain foreign portfolio investors)",Management and advisory services provided to specified types of funds.,1,3shot
REG_125,regulatory_interpretation,easy,"Under SEBI (Mutual Funds) Regulations, 1996, whose prior approval is required be",Prior approval of the trustees,The trustees.,0,3shot
REG_126,regulatory_interpretation,easy,"Under Regulation 25(18), may an AMC conduct its operations — including trading, ","No. The AMC shall not carry out its operations including trading desk, unit holder servicing and investment operations outside the territory of India.",No.,1,3shot
REG_127,regulatory_interpretation,easy,Within what period must an AMC file detailed bio-data of a newly appointed direc,Within fifteen days of their appointment,fifteen days,1,3shot
REG_128,regulatory_interpretation,medium,What two conditions must an AMC satisfy before making any change to the fundamen,Send written communication to each unit holder and issue an advertisement in a nationwide English daily and a regional language newspaper; and provide unit holders an option to exit at the prevailing NAV without any exit load,send a written communication to each unit holder and publish an advertisement; and provide unit holders an option to exit at the prevailing Net Asset Value without any exit load,1,3shot
REG_129,regulatory_interpretation,easy,Where may a mutual fund temporarily invest the funds of a scheme pending their d,In short term deposits of scheduled commercial banks,Short term deposits of scheduled commercial banks.,1,3shot
REG_130,regulatory_interpretation,easy,Which Schedule of SEBI (Mutual Funds) Regulations specifies the norms for valuat,Eighth Schedule; the AMC shall publish the valuations,Eighth Schedule; publish the same.,1,3shot
NUM_099,numerical_reasoning,medium,To what maximum percentage of NAV can the single-issuer debt investment limit be,"Up to 12% of NAV, with prior approval of both the Board of Trustees and the Board of Directors of the AMC",12% of NAV; Board of Trustees and Board of Directors of asset management company.,1,3shot
NUM_100,numerical_reasoning,medium,A mutual fund scheme with net assets of Rs500 crore needs to borrow for redempti,Rs100 crore (20% of Rs500 crore net assets); maximum duration of six months,20% x Rs. 500 crore = Rs. 100 crore; 6 months.,1,3shot
NUM_101,numerical_reasoning,easy,"Under the Seventh Schedule, what are the NAV-based caps for a scheme investing i",Overall cap: 10% of NAV; single-issuer cap: 5% of NAV,10% of NAV and 5% of NAV.,1,3shot
NUM_102,numerical_reasoning,easy,What maximum percentage of a mutual fund scheme's net assets may be invested in ,25 per cent of the net assets,25 per cent.,1,3shot
NUM_103,numerical_reasoning,medium,All schemes of a mutual fund together hold 9.5% of ABC Limited's paid-up capital,"No. The combined holding would reach 10.5%, exceeding the 10 per cent cap on ownership of any company's paid up capital carrying voting rights.","9.5% (current holding) + 1% (proposed acquisition) = 10.5%. No, they may not acquire a further 1%.",0,3shot
NUM_104,numerical_reasoning,medium,"The total NAV of all schemes managed by an AMC is Rs2,000 crore. What is the max","Rs100 crore (5% of Rs2,000 crore)","5% x Rs. 2,000 crore = Rs. 100 crore",1,3shot
NUM_105,numerical_reasoning,medium,"A mutual fund scheme (non-index, non-ETF) has NAV of Rs800 crore. What is the ma",Rs80 crore (10% of Rs800 crore NAV),10% x Rs. 800 crore = Rs. 80 crore,1,3shot
NUM_106,numerical_reasoning,hard,What was the maximum initial issue expense ratio for a mutual fund scheme under ,Six per cent of funds raised; the clause was omitted w.e.f. 16-4-2008,Six percent. Omitted on 16-4-2008.,0,3shot
CON_050,contradiction_detection,hard,Do Passage A and Passage B impose the same percentage limit on transactions thro,No,"Yes. Both impose a 5% limit, but Passage A refers to daily gross business, while Passage B refers to a 3-month block average of aggregate purchases and sales.",0,3shot
CON_051,contradiction_detection,hard,Do Passage A and Passage B permit the same range of additional business activiti,No,"Yes. Both passages allow similar business activities like management and advisory services to various funds and financial consultancy, with Passage B being slightly more specific about categories of foreign portfolio investors.",0,3shot
CON_052,contradiction_detection,medium,Do Passage A and Passage B permit mutual fund schemes to hold any unlisted equit,No,"No. Passage B implies that investments must be in listed or to-be-listed securities, but Passage A allows for some unlisted equity instruments up to a certain percentage.",1,3shot
CON_053,contradiction_detection,hard,Do Passage A and Passage B impose the same restriction on investments in unrated,No,"No. Passage A allows investment in unrated debt instruments up to 10% of NAV with Board approval, while Passage B generally prohibits investment in unlisted debt instruments, with an exception for unlisted non-convertible debentures up to 10% of the debt portfolio.",1,3shot
TMP_052,temporal_reasoning,hard,What was the original cap on initial issue expenses for a mutual fund scheme und,Six per cent of funds raised; omitted by the 2008 amendment w.e.f. 16-4-2008,"Six per cent; Omitted on April 16, 2008.",1,3shot
TMP_053,temporal_reasoning,medium,What fundamental change did the SEBI (Mutual Funds) Second Amendment Regulations,"Replaced the limited allowance for unlisted equity (5% for open-ended, 10% for close-ended) with a complete requirement that all equity investments be in listed or to-be-listed securities","All investments by a mutual fund scheme in equity shares and equity related instruments must be in listed or to-be-listed securities; earlier, some investments in unlisted equity shares or equity-related instruments were allowed.",0,3shot
TMP_054,temporal_reasoning,hard,"Under the original SEBI (Mutual Funds) Regulations, which regulation required mu",Regulation 47,Regulation 47.,1,3shot
TMP_055,temporal_reasoning,medium,"Under the original SEBI (Mutual Funds) Regulations, 1996, were mutual fund schem","No. The original Regulation 45 absolutely prohibited the use of scheme funds in option trading, short selling, or carry forward transactions.",No,0,3shot
TMP_056,temporal_reasoning,hard,From what date were mutual funds with securities worth Rs.10 crore or more requi,"Transactions entered on or after January 15, 1998","January 15, 1998",1,3shot
REG_131,regulatory_interpretation,easy,"Under the SEBI (Investment Advisers) Regulations, 2013, can a person provide inv",No. Regulation 3(1) prohibits any person from acting as an investment adviser or holding itself out as an investment adviser unless it has obtained a certificate of registration from the Board (SEBI) under these regulations.,No.,1,3shot
