id,task_type,difficulty,question,ref_answer,prediction,finish_reason,completion_tokens,error,model_version
TMP_041,temporal_reasoning,medium,"For how long was the Al-Nusrah Front listed on the ISIL (Da'esh) and Al-Qaida Sanctions List before it was removed per the UNSC press release of February 27, 2026?","Approximately 11 years and 9 months — from May 14, 2014 to February 27, 2026.","The Al-Nusrah Front was listed on the ISIL (Da'esh) and Al-Qaida Sanctions List on 14 May 2014. It was removed per the UNSC press release on 27 February 2026. Therefore, it was listed for 11 years, 9 months, and 13 days.",stop,78,,qwen/qwen3-32b
TMP_042,temporal_reasoning,easy,"Under the RBI GoI issuance calendar for H1 FY2026-27, if the third Monday of a month is a public holiday, on which day is the switch auction conducted instead?",On the fourth Monday of that month.,The switch auction is conducted on the fourth Monday of the month.,stop,16,,qwen/qwen3-32b
TMP_043,temporal_reasoning,easy,"Under the RBI Master Direction on UTI 2026, if a market participant cannot obtain the UTI in time for a cross-border transaction, what is the maximum additional time allowed to submit the UTI to CCIL-TR?",Within five Mumbai business days from the date of the transaction.,Five Mumbai business days from the date of the transaction.,stop,14,,qwen/qwen3-32b
TMP_044,temporal_reasoning,medium,"A company completed its buy-back (i.e., made the final payment to shareholders) on June 15, 2025. What is the earliest date on which it can launch its next buy-back offer?","June 15, 2026 — one year from the expiry date (June 15, 2025) of the buyback period of the preceding offer.","The earliest date on which the company can launch its next buy-back offer is June 15, 2026.",stop,29,,qwen/qwen3-32b
TMP_045,temporal_reasoning,hard,"In Illustration 3 of the RBI SFB Dividend Directions 2026, the bank paid interim dividend during FY 20X1-X2 before declaring the final dividend. What does this sequencing imply about when the Maximum Eligible Dividend constraint applies — at the time of the interim dividend, or cumulatively across both payments?","The constraint applies cumulatively across both payments. The Maximum Eligible Dividend (₹1,125 crore) is the total permitted across the full financial year. Since ₹500 crore has already been paid as interim dividend, the final dividend is capped at the remaining ₹625 crore (₹1,125 - ₹500).",The sequencing implies that the Maximum Eligible Dividend constraint applies cumulatively across both interim and final dividend payments. The final dividend shall not be more than the difference between the Maximum Eligible Dividend (G) and the interim dividend already paid (H).,stop,55,,qwen/qwen3-32b
REG_054,regulatory_interpretation,easy,"Under SEBI (Infrastructure Investment Trusts) Regulations 2014, what is the maximum permissible interval between two consecutive unit holders meetings?",Fifteen months,Fifteen months.,stop,8,,qwen/qwen3-32b
REG_055,regulatory_interpretation,easy,"Under SEBI (InvIT) Regulations 2014, how frequently must the trustee obtain a compliance certificate from the investment manager?",On a quarterly basis,Quarterly.,stop,6,,qwen/qwen3-32b
REG_056,regulatory_interpretation,easy,"Under SEBI (InvIT) Regulations 2014, within how many days must SEBI communicate a decision to reject an application for a certificate of registration to the applicant?",Within thirty days,Answer: Within thirty days of such decision.,stop,12,,qwen/qwen3-32b
REG_057,regulatory_interpretation,easy,"Under SEBI (InvIT) Regulations 2014, what minimum equity interest must an InvIT hold or propose to hold in a holding company (holdco) for it to qualify as such?",Not less than fifty one per cent of the equity share capital or interest,Not less than fifty one per cent of the equity share capital or interest.,stop,18,,qwen/qwen3-32b
REG_058,regulatory_interpretation,easy,"Under SEBI (InvIT) Regulations 2014, what minimum percentage of its assets must a Special Purpose Vehicle (SPV) hold directly in infrastructure projects?",Not less than ninety per cent,Ninety per cent.,stop,9,,qwen/qwen3-32b
REG_059,regulatory_interpretation,medium,"Under SEBI (InvIT) Regulations 2014 (as currently in force), what minimum net worth must a family trust or a Board-registered intermediary have to qualify as an institutional investor?","More than five hundred crore rupees, as per the latest audited financial statements",Five hundred crore rupees.,stop,10,,qwen/qwen3-32b
REG_060,regulatory_interpretation,medium,"Under SEBI (InvIT) Regulations 2014, what is the combined monetary cap on permissible pecuniary relationships with the InvIT for a person to qualify as an independent director of the investment manager?","Two per cent of its gross turnover or total income, or fifty lakh rupees, whichever is lower","The combined monetary cap on permissible pecuniary relationships with the InvIT for a person to qualify as an independent director of the investment manager is two percent of its gross turnover or total income, or fifty lakh rupees, whichever is lower.",stop,52,,qwen/qwen3-32b
REG_061,regulatory_interpretation,medium,"Under SEBI (InvIT) Regulations 2014, when a conflict of interest is flagged in a transaction between the investment manager and its associates, from whom must the trustee obtain confirmation that the transaction is at arm's length?","A practising chartered accountant or valuer, as applicable","A practising chartered accountant or valuer, as applicable.",stop,17,,qwen/qwen3-32b
REG_062,regulatory_interpretation,easy,"Under SEBI (Issue and Listing of Municipal Debt Securities) Regulations 2015, within how many days of the relevant trigger date may SEBI specify changes or issue observations on a draft offer document?",Twenty one days,Twenty one days.,stop,8,,qwen/qwen3-32b
REG_063,regulatory_interpretation,easy,"Under SEBI (Issue and Listing of Municipal Debt Securities) Regulations 2015, for how many days must the draft offer document be publicly available on the designated stock exchange's website for public comments?",Fifteen days,Fifteen days.,stop,8,,qwen/qwen3-32b
REG_064,regulatory_interpretation,easy,"Under SEBI (Issue and Listing of Municipal Debt Securities) Regulations 2015, what is the maximum number of public issuances permitted under a single shelf offer document?",Not more than four,Four.,stop,5,,qwen/qwen3-32b
REG_065,regulatory_interpretation,easy,"Under SEBI (Issue and Listing of Municipal Debt Securities) Regulations 2015, for what preceding period must an issuer have a clean repayment track record on debt securities or bank/financial institution loans to remain eligible for issuance?",The preceding three hundred and sixty five days,365 days,stop,8,,qwen/qwen3-32b
REG_066,regulatory_interpretation,easy,"Under SEBI (Investment Advisers) Regulations 2013, on which day from the date of publication in the Official Gazette did the regulations come into force?",The ninetieth day,Ninetieth day,stop,9,,qwen/qwen3-32b
NUM_033,numerical_reasoning,medium,"Under SEBI (InvIT) Regulations 2014, if an entity associated with the InvIT has a gross turnover of ten crore rupees, what is the maximum permissible pecuniary relationship an independent director candidate may have with it â€” applying the two per cent cap or the fifty lakh rupee cap?","Twenty lakh rupees (two per cent of ten crore rupees, being lower than fifty lakh rupees â€” the rule applies whichever is lower)","2% of gross turnover = 2% of 10 crore = 20 lakh rupees.  
Since 20 lakh is lower than 50 lakh, the maximum permissible pecuniary relationship is **20 lakh rupees**.",stop,55,,qwen/qwen3-32b
NUM_034,numerical_reasoning,medium,"Under SEBI (Issue and Listing of Municipal Debt Securities) Regulations 2015, if a municipal issuer makes a private placement offer to 170 non-QIB investors and 45 qualified institutional buyers simultaneously, does this exceed the private placement limit?","No. The 45 qualified institutional buyers are excluded from the calculation, so only 170 persons are counted, which is within the two hundred person limit","170 non-QIB investors + 45 QIBs = 215 investors. However, QIBs are not counted for the limit. So, only 170 non-QIB investors are considered. This does not exceed the private placement limit of 200 persons.

Final Answer: No, it does not exceed the limit.",stop,77,,qwen/qwen3-32b
NUM_035,numerical_reasoning,medium,"Under SEBI (Issue and Listing of Municipal Debt Securities) Regulations 2015, if a roll-over notice is dispatched to holders on 5 May 2025, what is the earliest date on which the roll-over can take effect (assuming all holders consent)?",26 May 2025 (after expiry of the twenty one days notice period from 5 May),"The earliest date on which the roll-over can take effect is 25 May 2025.

Calculation:
- Notice is dispatched on 5 May 2025.
- A 21-day notice period is required.
- Counting 21 days from 5 May 2025: 5 May + 21 days = 25 May 2025.

Final Answer: 25 May 2025.",stop,102,,qwen/qwen3-32b
NUM_037,numerical_reasoning,easy,"Under SEBI (FPI) Regulations 2019, if a government-linked entity is 70% directly owned by a sovereign government, does it qualify as a Category I foreign portfolio investor on the basis of government ownership?",No. The minimum threshold for government ownership is at least seventy-five per cent; seventy per cent is below this threshold,"No, it does not qualify as a Category I foreign portfolio investor on the basis of government ownership.

Calculation:
Ownership threshold for government-related investors to qualify as Category I = 75%
Ownership of the government-linked entity = 70%

Since 70% is less than the required 75%, it does not meet the ownership criteria.

Final Answer: No.",stop,80,,qwen/qwen3-32b
NUM_038,numerical_reasoning,medium,"Under SEBI (InvIT) Regulations 2014, a consulting firm had transactions worth eight lakh rupees with the InvIT in FY2023, and its gross turnover for that year was ninety lakh rupees. Would a partner of that firm be disqualified from acting as an independent director of the investment manager for FY2026?","No. Eight lakh rupees out of ninety lakh rupees is approximately 8.9 per cent, which is below the ten per cent threshold; the disqualification criterion is not triggered","Calculation:  
Transaction value with InvIT = ₹8,00,000  
Gross turnover of the consulting firm = ₹90,00,000  
Percentage of transaction = (8,00,000 / 90,00,000) × 100 = 8.89%

Since 8.89% is less than 10%, the partner would not be disqualified.

Final Answer: No, the partner would not be disqualified.",stop,113,,qwen/qwen3-32b
NUM_039,numerical_reasoning,medium,"Under SEBI (FPI) Regulations 2019, if a designated depository participant application is received by SEBI on 1 March, additional information is called for on 10 March, and the applicant furnishes the information on 25 March, by what date must SEBI dispose of the application?","By 24 April (thirty days from 25 March, the date all required information was furnished, being the later of the two trigger dates)","The application was received on 1 March. Since additional information was called for on 10 March and furnished on 25 March, the 30-day period starts from 25 March.  
25 March + 30 days = 24 April.  

SEBI must dispose of the application by **24 April**.",stop,74,,qwen/qwen3-32b
NUM_040,numerical_reasoning,easy,"Under the original SEBI (Issue and Listing of Debt Securities by Municipalities) Regulations 2015 (as in force before the 2019 Amendment), if the issue closed on 1 January 2018, what was the latest date by which the trust deed had to be executed?",By 1 April 2018 (three months from the closure of the issue on 1 January 2018),"1 January 2018 + 3 months = 1 April 2018  
The latest date by which the trust deed had to be executed was 1 April 2018.",stop,47,,qwen/qwen3-32b
REG_095,regulatory_interpretation,easy,"What is the minimum percentage of an AMC's net worth that a sponsor must contribute to be eligible for mutual fund registration under SEBI (Mutual Funds) Regulations, 1996?",At least 40 per cent,40%,stop,7,,qwen/qwen3-32b
REG_096,regulatory_interpretation,easy,"Under SEBI (Mutual Funds) Regulations, 1996, who has the authority to terminate the appointment of an asset management company?",Majority of the trustees or by seventy-five per cent of the unitholders of the scheme,A majority of the trustees or seventy-five per cent of the unitholders of the scheme.,stop,23,,qwen/qwen3-32b
REG_097,regulatory_interpretation,easy,"What minimum proportion of the board of directors of an AMC must comprise directors who are not associated with the sponsor, its subsidiaries, or the trustees?",At least fifty per cent,Fifty per cent.,stop,8,,qwen/qwen3-32b
REG_098,regulatory_interpretation,easy,"What restriction does SEBI (Mutual Funds) Regulations, 1996 impose on the Chairman of an asset management company?",The Chairman of the asset management company is not a trustee of any mutual fund,The Chairman of the asset management company is not a trustee of any mutual fund.,stop,20,,qwen/qwen3-32b
REG_099,regulatory_interpretation,easy,"What is the minimum proportion of independent persons required among the trustees of a mutual fund under SEBI (Mutual Funds) Regulations, 1996?",Two-thirds,Two-thirds.,stop,6,,qwen/qwen3-32b
REG_101,regulatory_interpretation,easy,"Under SEBI (Mutual Funds) Regulations, 1996, are directors, officers or employees of an AMC eligible to be appointed as trustees of any mutual fund?","No. No asset management company and no director (including independent director), officer or employee of an asset management company shall be eligible to be appointed as a trustee of any mutual fund.",No.,stop,6,,qwen/qwen3-32b
REG_102,regulatory_interpretation,medium,"By what date must a mutual fund pay its annual service fee, and what is the maximum grace period SEBI may allow for a delayed payment?",Before the 15th April each year; the Board may allow payment up to two months from commencement of the financial year,A mutual fund must pay its annual service fee by the 15th of April each year. The maximum grace period SEBI may allow for a delayed payment is two months from the commencement of the financial year to which the fee relates.,stop,52,,qwen/qwen3-32b
REG_103,regulatory_interpretation,easy,"What requirement applies to the Chairperson of a trustee company appointed as trustee of a mutual fund under SEBI (Mutual Funds) Regulations, 1996?",The Chairperson of the board of directors of the trustee company shall be an independent director,The Chairperson of the board of directors of the trustee company shall be an independent director.,stop,21,,qwen/qwen3-32b
REG_104,regulatory_interpretation,medium,What board composition requirement must an AMC meet after its sponsor disassociates from the mutual fund?,The board of directors shall have at least two third independent directors,The board of directors of the asset management company shall have at least two third independent directors.,stop,22,,qwen/qwen3-32b
REG_105,regulatory_interpretation,easy,"Under which Act must the trust deed of a mutual fund be registered, and who executes it in favour of whom?","The Indian Registration Act, 1908; executed by the sponsor in favour of the trustees named in such an instrument","The trust deed of a mutual fund must be registered under the Indian Registration Act, 1908. It is executed by the sponsor in favour of the trustees.",stop,38,,qwen/qwen3-32b
REG_106,regulatory_interpretation,easy,"What proportion of unitholders of a scheme may requisition the trustees to obtain unitholder consent under SEBI (Mutual Funds) Regulations, 1996?",Three-fourths of the unitholders of any scheme,Three-fourths of the unitholders of any scheme.,stop,16,,qwen/qwen3-32b
REG_107,regulatory_interpretation,medium,What capital compliance conditions must an SFB satisfy at the end of both the previous and the current financial year to be eligible to declare dividends?,The bank must be in compliance with the applicable regulatory capital requirement as at the end of the previous financial year and shall continue to be in compliance as at the end of the financial year during which the dividend is proposed to be paid; and the regulatory capital shall not fall below the applicable requirement even after payment of dividend.,"The SFB must be in compliance with the applicable regulatory capital requirement at the end of both the previous financial year and the current financial year during which the dividend is proposed to be paid. Additionally, the regulatory capital shall not fall below the applicable requirement even after the dividend payment.",stop,58,,qwen/qwen3-32b
REG_108,regulatory_interpretation,easy,"What profitability condition must an SFB satisfy to be eligible to declare dividends under the RBI SFB Dividend Directions, 2026?",The bank shall have positive adjusted Profit After Tax (PAT) for the financial year for which the dividend is proposed,The bank shall have positive adjusted Profit After Tax (PAT) for the financial year for which the dividend is proposed.,stop,26,,qwen/qwen3-32b
REG_109,regulatory_interpretation,medium,What four factors must an SFB's Board of Directors consider when evaluating a proposal for declaration of dividend?,Divergence in NPA asset classification and provisioning including its trend; Auditors' Report including modified opinion or Emphasis of Matter; Current and projected capital position vis-à-vis regulatory capital requirement; Long term growth plans,"(1) The divergence in asset classification and provisioning for Non-Performing Assets (NPAs), including its trend, as observed under supervisory findings of the Reserve Bank; (2) Auditors' Report to the financial statements, including modified opinion or Emphasis of Matter, for the financial year in which the dividend is proposed; (3) Current and projected capital position vis-à-vis applicable regulatory capital requirement; and (4) Long term growth plans.",stop,96,,qwen/qwen3-32b
REG_110,regulatory_interpretation,easy,Within what period must an SFB submit its dividend declaration report to the RBI's Department of Supervision?,Within a fortnight of declaration of dividend,Within a fortnight of declaration of dividend.,stop,13,,qwen/qwen3-32b
REG_111,regulatory_interpretation,easy,"What is the consequence for an SFB that fails to meet the dividend eligibility criteria under the RBI SFB Dividend Directions, 2026?",No special dispensation will be given for declaration of dividend for that period,"The consequence for an SFB that fails to meet the dividend eligibility criteria under the RBI SFB Dividend Directions, 2026 is that no special dispensation will be given for the declaration of dividend for that period.",stop,50,,qwen/qwen3-32b
REG_112,regulatory_interpretation,medium,"What categories of profit are excluded from dividend payment eligibility under the RBI SFB Dividend Directions, 2026?","Any exceptional and/or extra-ordinary profits/income; and any overstatement of PAT identified in a modified audit opinion, to the extent included in PAT",(1) Any exceptional and/or extra-ordinary profits/income. (2) Profits included in PAT to the extent of overstatement indicated in a modified opinion by the statutory auditor.,stop,42,,qwen/qwen3-32b
NUM_087,numerical_reasoning,easy,"What is the minimum average net annual profit (after depreciation, interest and tax) that a sponsor must demonstrate over the immediately preceding five years to satisfy the sound track record requirement under SEBI (Mutual Funds) Regulations, 1996?",At least rupees ten crore,"The minimum average net annual profit after depreciation, interest, and tax that a sponsor must demonstrate over the immediately preceding five years is rupees ten crore. 

Calculation:  
Average net annual profit = Total net profit over five years / 5  
To satisfy the requirement, this average must be at least ₹10 crore.  

Final Answer: ₹10 crore.",stop,78,,qwen/qwen3-32b
NUM_088,numerical_reasoning,easy,"What is the standard minimum networth requirement for an AMC under SEBI (Mutual Funds) Regulations, 1996?",Not less than rupees fifty crore,"The standard minimum networth requirement for an AMC under SEBI (Mutual Funds) Regulations, 1996 is calculated as follows:

- If the sponsor fulfils the requirements in part (i) to (v) of the Explanation to clause (a) of regulation 7: **₹50 crore**
- If the sponsor does not fulfil the requirements: **₹100 crore**

Final Answer: **₹50 crore** (standard minimum networth requirement)",stop,102,,qwen/qwen3-32b
NUM_089,numerical_reasoning,medium,"If a sponsor fails to fulfil all eligibility criteria at the time of application, what enhanced networth must the AMC maintain, and for how long must it maintain this higher networth?","Not less than rupees one hundred crore, maintained until the AMC has profits for five consecutive years","If a sponsor fails to fulfill all eligibility criteria at the time of application, the AMC must maintain a networth of not less than ₹100 crore until it has profits for five consecutive years. 

Final Answer: ₹100 crore for five consecutive years.",stop,58,,qwen/qwen3-32b
NUM_090,numerical_reasoning,easy,What is the minimum networth required for an AMC that is only eligible to launch infrastructure debt fund schemes?,Not less than rupees ten crore,"The minimum networth required is rupees ten crore.  
Calculation: 10 crore = 10,000,000.  
Final Answer: ₹10 crore.",stop,45,,qwen/qwen3-32b
NUM_091,numerical_reasoning,hard,"Under the 2023 amendment to Regulation 7, if a sponsor fails all eligibility requirements, what are the three key obligations: the AMC capitalization threshold, the lock-in period, and the minimum combined experience of the five senior officers?","AMC net worth not less than rupees one hundred fifty crore; locked-in for five years; total combined experience of CEO, COO, CRO, CCO and CIO of at least thirty years","AMC capitalization threshold: ₹150 crore  
Lock-in period: 5 years  
Minimum combined experience: 30 years",stop,32,,qwen/qwen3-32b
NUM_092,numerical_reasoning,medium,"Under SEBI (Mutual Funds) Regulations, 1996, what is the maximum percentage of total mutual fund transactions that may be routed through a broker associated with the sponsor, and over what period is this limit measured?","5 per cent of aggregate purchases and sales, measured for a block of any three months",The maximum percentage is 5% of the aggregate purchases and sales of securities made by the mutual fund in all its schemes. This limit is measured over a block of any three months.,stop,41,,qwen/qwen3-32b
NUM_093,numerical_reasoning,easy,"How is 'Adjusted Profit After Tax (PAT)' defined under the RBI SFB Dividend Directions, 2026?",PAT of the financial year minus 50 per cent of Net NPA as on March 31 of the financial year for which the dividend is to be paid,Adjusted Profit After Tax (PAT) = PAT of the financial year - 50% of Net NPA as on March 31 of the same financial year.,stop,37,,qwen/qwen3-32b
NUM_094,numerical_reasoning,easy,"Under the RBI SFB Dividend Directions, 2026, what percentage of Adjusted PAT may an SFB with a Tier 1 Capital Ratio between 11.5% and 13.5% (Bucket B4) pay as dividend?",40 per cent of Adjusted PAT,40% of Adjusted PAT.,stop,11,,qwen/qwen3-32b
NUM_095,numerical_reasoning,hard,"In Illustration 1 of the RBI SFB Dividend Directions, 2026, a bank has PAT of Rs17,000 crore, Net NPA of Rs6,500 crore, and Tier 1 ratio of 11.72%. What is the maximum eligible dividend?","Rs5,500 crore (40% of Adjusted PAT of Rs13,750 crore, which is lower than 75% of PAT of Rs12,750 crore)","Calculation:
1. Adjusted PAT = PAT - 50% of Net NPAs  
   Adjusted PAT = Rs17,000 crore - 50% of Rs6,500 crore  
   Adjusted PAT = Rs17,000 crore - Rs3,250 crore  
   Adjusted PAT = Rs13,750 crore

2. Tier 1 Capital ratio of 11.72% falls in Bucket B4, which allows a maximum of 40% of Adjusted PAT for dividend.  
   Max payable as per Table 1 = 40% of Adjusted PAT  
   Max payable = 40% of Rs13,750 crore  
   Max payable = Rs5,500 crore

3. 75% of PAT = 75% of Rs17,000 crore  
   75% of PAT = Rs12,750 crore

4. Maximum Eligible Dividend = Lower of (75% of PAT) and (40% of Adjusted PAT)  
   Maximum Eligible Dividend = Lower of Rs12,750 crore and Rs5,500 crore  
   Maximum Eligible Dividend = Rs5,500 crore

Final Answer: Rs5,500 crore",stop,291,,qwen/qwen3-32b
NUM_096,numerical_reasoning,hard,"In Illustration 3, a bank has PAT of Rs1,500 crore, Net NPA of Rs300 crore, Tier 1 ratio of 24.36%, and has already paid interim dividend of Rs500 crore. What is the maximum final dividend it may pay?","Rs625 crore (maximum eligible dividend of Rs1,125 crore minus interim dividend already paid of Rs500 crore)","Calculation:  
1. Adjusted PAT = PAT - 50% of Net NPA = 1,500 - (50% of 300) = 1,500 - 150 = Rs1,350 crore  
2. 75% of PAT = 75% of 1,500 = Rs1,125 crore  
3. Maximum payable as per Table = 100% of Adjusted PAT = Rs1,350 crore  
4. Maximum Eligible Dividend = Lower of (75% of PAT) or (Maximum payable as per Table) = Rs1,125 crore  
5. Final Dividend = Maximum Eligible Dividend - Interim Dividend Paid = 1,125 - 500 = Rs625 crore  

Final Answer: Rs625 crore",stop,195,,qwen/qwen3-32b
NUM_097,numerical_reasoning,hard,"In Illustration 2 of the RBI SFB Dividend Directions, 2026, a bank has PAT of Rs40,500 crore, Net NPA of Rs5,000 crore, and Tier 1 ratio of 15%. What is the maximum eligible dividend?","Rs19,000 crore (50% of Adjusted PAT of Rs38,000 crore, which is lower than 75% of PAT of Rs30,375 crore)","Adjusted PAT (C) = PAT (A) - 50% of Net NPAs (B) = Rs40,500 crore - (50% × Rs5,000 crore) = Rs40,500 crore - Rs2,500 crore = Rs38,000 crore.  
75% of PAT (E) = 75% × Rs40,500 crore = Rs30,375 crore.  
Max payable as per Table 1 (F) = 50% of Adjusted PAT (C) = 50% × Rs38,000 crore = Rs19,000 crore.  
Maximum Eligible Dividend = Lower of E or F = Rs19,000 crore.  

Final Answer: Rs19,000 crore.",stop,190,,qwen/qwen3-32b
NUM_098,numerical_reasoning,medium,"Under the RBI SFB Dividend Directions, 2026, what are the permitted dividend percentages of Adjusted PAT for an SFB in Bucket B1 (Tier 1 ratio ≤7.5%) versus Bucket B10 (Tier 1 ratio >19.5%)?",Bucket B1: 0 per cent of Adjusted PAT; Bucket B10: 100 per cent of Adjusted PAT,"- For an SFB in Bucket B1 (Tier 1 Capital Ratio up to 7.5%): 0% of adjusted PAT.  
- For an SFB in Bucket B10 (Tier 1 Capital Ratio above 19.5%): 100% of adjusted PAT.",stop,67,,qwen/qwen3-32b
CON_046,contradiction_detection,medium,Do Passage A and Passage B specify the same minimum proportion of independent trustees for a mutual fund?,No,"No. Passage A specifies a minimum of 50% independent trustees, while Passage B requires two-thirds (approximately 66.67%) to be independent.",stop,37,,qwen/qwen3-32b
CON_047,contradiction_detection,easy,Do Passage A and Passage B set the same minimum networth requirement for an asset management company?,No,"No. Passage A requires a minimum networth of ₹10 crore, while Passage B requires a minimum networth of ₹50 crore.",stop,33,,qwen/qwen3-32b
CON_048,contradiction_detection,medium,Do Passage A and Passage B define the term 'advertisement' in the same way?,No,"No. Passage A provides a broad definition covering all forms of advertising across various media, while Passage B specifically focuses on communications that influence investment decisions in the context of asset management companies or mutual funds.",stop,43,,qwen/qwen3-32b
CON_049,contradiction_detection,hard,Do Passage A and Passage B apply the same shareholding threshold for cross-ownership restrictions in mutual funds?,Yes,"Yes, both Passage A and Passage B apply the same 10% shareholding or voting rights threshold for cross-ownership restrictions in mutual funds.",stop,33,,qwen/qwen3-32b
TMP_046,temporal_reasoning,easy,What minimum proportion of independent trustees did SEBI (Mutual Funds) Regulations require before the 1998 amendment?,At least 50 per cent,"Before the 1998 amendment, the original SEBI (Mutual Funds) Regulations, 1996 required that at least 50% of the trustees shall be independent persons. This was in effect until it was substituted by the SEBI (Mutual Funds) (Amendment) Regulations, 1998, which came into force on 12-1-1998.",stop,89,,qwen/qwen3-32b
TMP_047,temporal_reasoning,medium,"What minimum AMC networth was introduced by the SEBI (Mutual Funds) Amendment Regulations, 2014, replacing the original threshold?",Rupees fifty crore (replacing the original requirement of rupees ten crore),"The SEBI (Mutual Funds) (Amendment) Regulations, 2014, effective from 06-05-2014, introduced a minimum networth requirement of rupees fifty crore for asset management companies, replacing the original threshold of rupees ten crore.",stop,64,,qwen/qwen3-32b
TMP_048,temporal_reasoning,hard,"From what date were Regulations 69 to 74 of SEBI (Mutual Funds) Regulations, 1996 omitted?",27-9-2002,"The Regulations 69 to 74 of SEBI (Mutual Funds) Regulations, 1996 were omitted w.e.f. 27-9-2002.",stop,45,,qwen/qwen3-32b
TMP_049,temporal_reasoning,medium,"From which financial year do the RBI (Small Finance Banks - Prudential Norms on Declaration of Dividend) Directions, 2026 take effect, and which earlier circular do they repeal?","From Financial Year (FY) 2026-27; they repeal the circular dated November 28, 2025 (DO R.ACC.REC.118/21-02-067/2025-26)","The RBI (Small Finance Banks - Prudential Norms on Declaration of Dividend) Directions, 2026 take effect from the Financial Year (FY) 2026-27. They repeal the circular DO R.ACC.REC.118/21-02-067/2025-26 dated November 28, 2025.",stop,90,,qwen/qwen3-32b
TMP_050,temporal_reasoning,medium,"What key change did the SEBI (Mutual Funds) Amendment Regulations, 2012 make to the definition of 'advertisement'?",Replaced the enumeration of specific advertising media with a broader definition covering all forms of communication that may influence investment decisions of investors,"The SEBI (Mutual Funds) Amendment Regulations, 2012 (w.e.f. 21-2-2012), substituted the original definition of 'advertisement' in clause 2(b) of the SEBI (Mutual Funds) Regulations, 1996. The key change was replacing the specific enumeration of advertising media with a broader definition: ""all forms of communication issued by or on behalf of the asset management company/mutual fund that may influence investment decisions of any investor/prospective investors.""",stop,115,,qwen/qwen3-32b
TMP_051,temporal_reasoning,medium,What new asset class was added to the permissible investment universe in the 'mutual fund' definition by the SEBI (Mutual Funds) Third Amendment Regulations of December 2021?,Silver or silver related instruments,"The new asset class added to the permissible investment universe in the 'mutual fund' definition by the SEBI (Mutual Funds) Third Amendment Regulations, 2021 (w.e.f. 08-12-2021) is 'silver or silver related instruments'.",stop,64,,qwen/qwen3-32b
REG_113,regulatory_interpretation,medium,"Under the Seventh Schedule of SEBI (Mutual Funds) Regulations, what is the standard investment limit for debt instruments issued by a single issuer, and under what approval can it be extended to 12% of NAV?",10% of NAV; may be extended to 12% with prior approval of both the Board of Trustees and the Board of Directors of the AMC,The standard investment limit for debt instruments issued by a single issuer is 10% of the NAV. It can be extended to 12% with the prior approval of the Board of Trustees and Board of Directors of the asset management company.,stop,52,,qwen/qwen3-32b
REG_114,regulatory_interpretation,medium,What two categories of securities of associate or group companies of the sponsor are absolutely prohibited for mutual fund investment under the Seventh Schedule?,Unlisted securities of an associate or group company of the sponsor; and securities issued by private placement by an associate or group company of the sponsor,Unlisted securities and securities issued by way of private placement by an associate or group company of the sponsor.,stop,24,,qwen/qwen3-32b
REG_115,regulatory_interpretation,easy,What is the maximum investment a mutual fund scheme may make in listed securities of group companies of the sponsor?,25 per cent of the net assets (with exceptions for equity oriented ETFs and index funds),25 per cent of the net assets.,stop,13,,qwen/qwen3-32b
REG_116,regulatory_interpretation,easy,"What is the maximum combined ownership stake that all schemes of a mutual fund may hold in any single company, in terms of paid-up capital carrying voting rights?",Not more than ten per cent of any company's paid up capital carrying voting rights,10%,stop,6,,qwen/qwen3-32b
REG_117,regulatory_interpretation,easy,On what price basis must inter-scheme transfers of quoted securities between schemes of the same mutual fund be conducted?,At the prevailing market price for quoted instruments on spot basis,At the prevailing market price on spot basis.,stop,12,,qwen/qwen3-32b
REG_118,regulatory_interpretation,medium,What is the maximum aggregate inter-scheme investment that all schemes under one AMC's management may collectively make in other mutual funds?,5 per cent of the net asset value of the mutual fund (this restriction does not apply to fund of funds schemes),5% of the net asset value of the mutual fund.,stop,15,,qwen/qwen3-32b
REG_119,regulatory_interpretation,medium,"Under the Seventh Schedule, what is the maximum investment a mutual fund scheme may make in equity shares and equity related instruments of any single entity, and which types of schemes are exempt from this limit?","10 per cent of NAV; index funds, exchange traded funds, and sector or industry specific schemes are exempt","The maximum investment a mutual fund scheme may make in equity shares and equity related instruments of any single entity is 10 per cent of its NAV. Index funds, exchange traded funds, and sector or industry specific schemes are exempt from this limit.",stop,52,,qwen/qwen3-32b
REG_120,regulatory_interpretation,medium,"For what purpose may a mutual fund borrow under SEBI (Mutual Funds) Regulations, and what are the two quantitative limits on such borrowing?","To meet temporary liquidity needs for repurchase, redemption or payment of interest or dividend; borrowing shall not exceed 20 per cent of the net assets of the scheme; duration shall not exceed six months","A mutual fund may borrow under SEBI (Mutual Funds) Regulations to meet temporary liquidity needs for the purpose of repurchase, redemption of units, or payment of interest or dividend to unitholders. The two quantitative limits are: (1) the borrowing shall not exceed 20 per cent of the net asset of the scheme, and (2) the duration of such borrowing shall not exceed six months.",stop,86,,qwen/qwen3-32b
