id,task_type,difficulty,question,ref_answer,prediction,finish_reason,completion_tokens,error,model_version
CON_028,contradiction_detection,easy,"Do the two press releases state the same aggregate amount for the State Government securities auction to be held on March 24, 2026?",No,"No, the aggregate amount for the State Government securities auction to be held on March 24, 2026, as stated in the two press releases, is different. The first press release states ₹55,688 Crore, while the second press release states ₹57,408 Crore.",stop,72,,mistral
CON_029,contradiction_detection,easy,Do Bucket B1 and Bucket B10 permit the same dividend payout as a percentage of Adjusted PAT under the RBI SFB Dividend Directions 2026?,No,"No, Bucket B1 and Bucket B10 do not permit the same dividend payout as a percentage of Adjusted PAT under the RBI SFB Dividend Directions 2026. Bucket B1 allows 0% dividend, while Bucket B10 allows 100%.",stop,71,,mistral
CON_030,contradiction_detection,easy,Do Section A and Section B of the RBI Master Direction on Unique Identifiers in Financial Markets 2026 both come into force on the same date?,No,"No, Section A and Section B of the RBI Master Direction on Unique Identifiers in Financial Markets 2026 do not come into force on the same date. Section A comes into force with immediate effect, while Section B comes into effect from January 01, 2027.",stop,66,,mistral
CON_031,contradiction_detection,medium,Do the two passages prescribe the same maximum limit for all buy-back transactions under SEBI Buy-Back of Securities Regulations?,No,"No, the maximum limit for buy-back transactions under SEBI Buy-Back of Securities Regulations is not the same in both passages. Passage A allows a maximum of 25%, while Passage B allows a maximum of less than 15% till March 31, 2023.",stop,69,,mistral
CON_032,contradiction_detection,medium,Are the two passages contradictory regarding RBI's authority over Small Finance Bank dividend declarations?,No,"Yes, the passages imply a contradiction. Passage A suggests no explicit restrictions by the RBI, while Passage B states the RBI can place restrictions on dividend declarations for non-compliant banks.",stop,47,,mistral
CON_033,contradiction_detection,medium,Do both passages describe intermediaries who hold permanent certificates under SEBI (Intermediaries) Regulations 2008?,No,"No, not all intermediaries hold permanent certificates. According to Passage A, a certificate can be permanent unless surrendered, suspended, or cancelled, but Passage B indicates that some certificates are granted for a specified period.",stop,50,,mistral
CON_034,contradiction_detection,medium,"Does the GoI dated securities auction announced on March 28, 2026 use a uniform price method where all successful bidders receive securities at the same cut-off price?",No,"No, the auction method announced does not indicate a uniform price method as the multiple price method is mentioned.",stop,22,,mistral
CON_035,contradiction_detection,easy,Do both passages state the same percentage of the notified amount reserved for non-competitive bidding in Government Securities auctions?,Yes,"Yes, both passages state that 5% of the notified amount is reserved for non-competitive bidding in Government Securities auctions.",stop,33,,mistral
CON_036,contradiction_detection,medium,Do both passages identify different categories of profits ineligible for dividend payment under RBI SFB Dividend Directions 2026?,Yes,"Yes, both passages identify different categories of profits ineligible for dividend payment under RBI SFB Dividend Directions 2026. Passage A refers to exceptional and/or extra-ordinary profits, while Passage B refers to net unrealised gains arising on fair valuation of Level 3 financial instruments (including derivatives).",stop,77,,mistral
CON_037,contradiction_detection,medium,Do the two passages together suggest that a company can use buy-back as a mechanism to achieve delisting of its shares?,No,"No, the passages together suggest that a company cannot use buy-back as a mechanism to achieve delisting of its shares.",stop,27,,mistral
CON_038,contradiction_detection,medium,Does the repeal of the 2025 SFB Dividend Directions mean that all actions previously taken under them become immediately invalid from the date the 2026 Directions are issued?,No,"No. Actions taken under the repealed Directions continue to be governed by the provisions thereof, even after the new Directions come into effect.",stop,32,,mistral
CON_039,contradiction_detection,medium,"Do the original and revised press releases state the same borrowing amount for Uttarakhand's 18-year tenor securities in the March 24, 2026 auction?",No,"No, the revised press release states a higher amount for Uttarakhand's 18-year tenor securities in the March 24, 2026 auction.",stop,43,,mistral
CON_040,contradiction_detection,hard,Does Passage B create an exception to the general rule in Passage A that every entity must have its own LEI code to transact in RBI-regulated financial markets?,Yes,"Yes, Passage B creates an exception for non-residents that are not legal entities in their country of incorporation, as they may use the LEI code of the parent/management company.",stop,41,,mistral
CON_041,contradiction_detection,hard,Do Chapters V and VI of the SEBI (Intermediaries) Regulations 2008 come into force on the same date as all other chapters of the Regulations?,No,"No, Chapters V and VI of the SEBI (Intermediaries) Regulations 2008 do not come into force on the same date as all other chapters. They come into force on the date of publication of these regulations in the Official Gazette, while other chapters may come into force on different dates as notified by the Board.",stop,73,,mistral
CON_042,contradiction_detection,easy,"Under the RBI SFB Dividend Directions 2026, do Bucket B2 and Bucket B3 allow the same maximum dividend as a percentage of Adjusted PAT?",No,"No, the maximum dividend allowed as a percentage of Adjusted PAT differs between Bucket B2 and Bucket B3. In Bucket B2, it is 20%, while in Bucket B3, it is 30%.",stop,55,,mistral
CON_043,contradiction_detection,easy,Do the definitions of 'independent research analyst' and 'part-time research analyst' under SEBI (Research Analysts) Regulations 2014 describe the same type of professional?,No,"No, the definitions describe different types of professionals. An independent research analyst's only business activity is research, while a 'part-time research analyst' is also engaged in other business activities or employment.",stop,42,,mistral
CON_044,contradiction_detection,medium,Do auction weeks 2 and 6 of the GoI issuance calendar for H1 FY2026-27 have the same structure in terms of total amount and securities offered?,Yes,"Yes, both Auction Weeks 2 and 6 have the same structure in terms of total amount and securities offered, as they both offer ₹34,000 crore in 10 Year securities.",stop,49,,mistral
CON_045,contradiction_detection,hard,Do the two passages together indicate that open-market buy-back through stock exchanges is permitted under SEBI (Buy-Back of Securities) Regulations 2018?,No,"No, open-market buy-back through stock exchanges will not be allowed after April 1, 2025.",stop,28,,mistral
TMP_028,temporal_reasoning,easy,Which was implemented first under the RBI Master Direction on Unique Identifiers in Financial Markets 2026 — the LEI framework or the UTI framework?,"The LEI framework (Section A) was implemented first, coming into force with immediate effect from March 27, 2026. The UTI framework (Section B) comes into effect later, on January 01, 2027.",The LEI framework was implemented first under the RBI Master Direction on Unique Identifiers in Financial Markets 2026.,stop,30,,mistral
TMP_029,temporal_reasoning,medium,"Among the five circulars superseded by the RBI Master Direction on Unique Identifiers 2026, which was the most recently issued before the Master Direction?","CO.FMRD.MIOD.No.8/11.01.057/2025-26 dated February 18, 2026, which is the most recent of the five superseded circulars.","The most recently issued circular before the Master Direction was CO.FMRD.MIOD.No.8/11.01.057/2025-26 dated February 18, 2026.",stop,53,,mistral
TMP_030,temporal_reasoning,medium,"How many years elapsed between the issuance of the first LEI circular (June 01, 2017) and its supersession by the Master Direction on Unique Identifiers (March 27, 2026)?","Approximately 8 years and 10 months elapsed between June 1, 2017 and March 27, 2026.",9 years,stop,4,,mistral
TMP_031,temporal_reasoning,medium,"Describe the step-by-step reduction in the maximum open-market buy-back limit through stock exchanges under SEBI Regulations, from 2023 to the final prohibition.","15% (until March 31, 2023) → 10% (until March 31, 2024) → 5% (until March 31, 2025) → Complete prohibition from April 1, 2025.","The maximum open-market buy-back limit through stock exchanges under SEBI Regulations reduces step-by-step as follows:

1. From April 1, 2023 to March 31, 2024: Less than 15% of the paid-up capital and free reserves of the company.
2. From April 1, 2024 to March 31, 2025: Less than 10% of the paid-up capital and free reserves of the company.
3. From April 1, 2025: Prohibition of buy-back from the open market through the stock exchange.",stop,147,,mistral
TMP_032,temporal_reasoning,medium,Which set of RBI directions on Small Finance Bank dividend norms was in effect during FY 2025-26 — the 2025 Directions or the 2026 Directions?,"The 2025 Directions (issued November 28, 2025) were in effect during FY 2025-26. The 2026 Directions come into effect only from FY 2026-27 (i.e., from April 1, 2026).",The 2025 Directions were in effect during FY 2025-26.,stop,24,,mistral
TMP_033,temporal_reasoning,medium,"In chronological order, what are the key dates in the lifecycle of the GoI dated securities auction announced on March 28, 2026?","March 28 (announcement), March 30 – April 02 ('When Issued' trading period), April 02 (auction day, bids submitted), April 06 (settlement, payment by successful bidders).","March 28, 2026 (Announcement)
March 30, 2026 - April 02, 2026 (When Issued trading period)
April 02, 2026 (Auction Date)
April 06, 2026 (Settlement Date)",stop,81,,mistral
TMP_034,temporal_reasoning,easy,"For the State Government securities auction covered in this revised press release, what is the sequence of key events from the announcement to settlement?","March 21, 2026 (revised press release issued) → March 24, 2026 (auction conducted on E-Kuber) → March 25, 2026 (payment by successful bidders).","Announcement -> Auction (March 24, 2026) -> Payment (March 25, 2026)",stop,35,,mistral
TMP_035,temporal_reasoning,medium,"Under SEBI (Intermediaries) Regulations 2008, an intermediary holding a permanent certificate at the time of commencement of these regulations must furnish Form A information within two years. What is the maximum total time available if SEBI grants an extension?","Two years plus up to six months extension, for a maximum of two and a half years from the commencement of these regulations.",3 years (2 years + 6 months extension),stop,13,,mistral
TMP_036,temporal_reasoning,medium,"The SEBI (Research Analysts) Regulations 2014 were published on September 1, 2014. On approximately which date did they come into force?","On the ninetieth day from September 1, 2014, which is approximately November 30, 2014.","September 1, 2014 plus 90 days, which is December 31, 2014.",stop,29,,mistral
TMP_037,temporal_reasoning,medium,"In the GoI securities issuance calendar for H1 FY2026-27, which is the first auction week that includes Sovereign Green Bonds (SGrBs), and what amount is allocated for them?","Auction Week 4 (April 20-24, 2026) is the first week to include Sovereign Green Bonds, with ₹5,000 crore allocated for the 30-year SGrB.","Auction Week 4 (April 20-24, 2026, third Monday excluded) is the first auction week that includes Sovereign Green Bonds (SGrBs), and the allocated amount is ₹5,000 crore.",stop,61,,mistral
TMP_038,temporal_reasoning,easy,"The RBI SFB Dividend Directions 2026 were issued on March 10, 2026 but take effect from FY 2026-27. Were the 2025 Directions (repealed circular dated November 28, 2025) issued before or after the 2026 Directions were issued?","The 2025 Directions were issued before the 2026 Directions — on November 28, 2025, compared to March 10, 2026 for the 2026 Directions.",The 2025 Directions were issued before the 2026 Directions.,stop,21,,mistral
TMP_039,temporal_reasoning,hard,"A counterparty entered into an OTC derivative transaction on December 15, 2026. Is this transaction subject to the UTI reporting requirements under the RBI Master Direction on Unique Identifiers 2026?","No. The UTI requirements (Section B) come into effect from January 01, 2027, and apply only to transactions entered into on or after that date. A transaction on December 15, 2026 is not subject to UTI reporting.","No, the transaction is not subject to UTI reporting requirements as it was entered into before the directions came into effect (on or after January 01, 2027).",stop,39,,mistral
TMP_040,temporal_reasoning,hard,"An intermediary's time-limited certificate expires in 18 months from the commencement of the SEBI (Intermediaries) Regulations 2008. Under this provision, when is the earliest date by which it must apply for renewal?","The intermediary must apply at least three months before the earlier of: (a) expiry of the certificate (15 months from commencement), or (b) three months before two years from commencement (21 months). Since the certificate expires at 18 months, three months before that is 15 months from commencement — which is earlier than 21 months. So it must apply by 15 months from commencement.","The earliest date for the intermediary to apply for renewal is three months prior to the expiry of 18 months from the commencement of the SEBI (Intermediaries) Regulations 2008, which is 15 months from the commencement.",stop,60,,mistral
TMP_041,temporal_reasoning,medium,"For how long was the Al-Nusrah Front listed on the ISIL (Da'esh) and Al-Qaida Sanctions List before it was removed per the UNSC press release of February 27, 2026?","Approximately 11 years and 9 months — from May 14, 2014 to February 27, 2026.","The Al-Nusrah Front was listed on the ISIL (Da'esh) and Al-Qaida Sanctions List for approximately 11 years, 7 months, and 13 days, from May 14, 2014, to February 27, 2026.",stop,69,,mistral
TMP_042,temporal_reasoning,easy,"Under the RBI GoI issuance calendar for H1 FY2026-27, if the third Monday of a month is a public holiday, on which day is the switch auction conducted instead?",On the fourth Monday of that month.,Fourth Monday of the month.,stop,7,,mistral
TMP_043,temporal_reasoning,easy,"Under the RBI Master Direction on UTI 2026, if a market participant cannot obtain the UTI in time for a cross-border transaction, what is the maximum additional time allowed to submit the UTI to CCIL-TR?",Within five Mumbai business days from the date of the transaction.,5 Mumbai business days from the date of the transaction.,stop,15,,mistral
TMP_044,temporal_reasoning,medium,"A company completed its buy-back (i.e., made the final payment to shareholders) on June 15, 2025. What is the earliest date on which it can launch its next buy-back offer?","June 15, 2026 — one year from the expiry date (June 15, 2025) of the buyback period of the preceding offer.","June 16, 2026 (one year after the final payment date of the previous buy-back offer)",stop,27,,mistral
TMP_045,temporal_reasoning,hard,"In Illustration 3 of the RBI SFB Dividend Directions 2026, the bank paid interim dividend during FY 20X1-X2 before declaring the final dividend. What does this sequencing imply about when the Maximum Eligible Dividend constraint applies — at the time of the interim dividend, or cumulatively across both payments?","The constraint applies cumulatively across both payments. The Maximum Eligible Dividend (₹1,125 crore) is the total permitted across the full financial year. Since ₹500 crore has already been paid as interim dividend, the final dividend is capped at the remaining ₹625 crore (₹1,125 - ₹500).",The Maximum Eligible Dividend constraint applies cumulatively across both interim and final dividend payments.,stop,24,,mistral
REG_054,regulatory_interpretation,easy,"Under SEBI (Infrastructure Investment Trusts) Regulations 2014, what is the maximum permissible interval between two consecutive unit holders meetings?",Fifteen months,15 months,stop,5,,mistral
REG_055,regulatory_interpretation,easy,"Under SEBI (InvIT) Regulations 2014, how frequently must the trustee obtain a compliance certificate from the investment manager?",On a quarterly basis,Quarterly,stop,3,,mistral
REG_056,regulatory_interpretation,easy,"Under SEBI (InvIT) Regulations 2014, within how many days must SEBI communicate a decision to reject an application for a certificate of registration to the applicant?",Within thirty days,30 days,stop,5,,mistral
REG_057,regulatory_interpretation,easy,"Under SEBI (InvIT) Regulations 2014, what minimum equity interest must an InvIT hold or propose to hold in a holding company (holdco) for it to qualify as such?",Not less than fifty one per cent of the equity share capital or interest,51%,stop,5,,mistral
REG_058,regulatory_interpretation,easy,"Under SEBI (InvIT) Regulations 2014, what minimum percentage of its assets must a Special Purpose Vehicle (SPV) hold directly in infrastructure projects?",Not less than ninety per cent,90%,stop,5,,mistral
REG_059,regulatory_interpretation,medium,"Under SEBI (InvIT) Regulations 2014 (as currently in force), what minimum net worth must a family trust or a Board-registered intermediary have to qualify as an institutional investor?","More than five hundred crore rupees, as per the latest audited financial statements",More than five hundred crore rupees,stop,10,,mistral
REG_060,regulatory_interpretation,medium,"Under SEBI (InvIT) Regulations 2014, what is the combined monetary cap on permissible pecuniary relationships with the InvIT for a person to qualify as an independent director of the investment manager?","Two per cent of its gross turnover or total income, or fifty lakh rupees, whichever is lower","The combined monetary cap on permissible pecuniary relationships with the InvIT for a person to qualify as an independent director of the investment manager is lower of two percent of its gross turnover or total income, fifty lakh rupees, or such higher amount as may be specified from time to time.",stop,66,,mistral
REG_061,regulatory_interpretation,medium,"Under SEBI (InvIT) Regulations 2014, when a conflict of interest is flagged in a transaction between the investment manager and its associates, from whom must the trustee obtain confirmation that the transaction is at arm's length?","A practising chartered accountant or valuer, as applicable","A practising chartered accountant or valuer, as applicable.",stop,15,,mistral
REG_062,regulatory_interpretation,easy,"Under SEBI (Issue and Listing of Municipal Debt Securities) Regulations 2015, within how many days of the relevant trigger date may SEBI specify changes or issue observations on a draft offer document?",Twenty one days,Within 21 days from the relevant trigger date.,stop,12,,mistral
REG_063,regulatory_interpretation,easy,"Under SEBI (Issue and Listing of Municipal Debt Securities) Regulations 2015, for how many days must the draft offer document be publicly available on the designated stock exchange's website for public comments?",Fifteen days,15 days,stop,5,,mistral
REG_064,regulatory_interpretation,easy,"Under SEBI (Issue and Listing of Municipal Debt Securities) Regulations 2015, what is the maximum number of public issuances permitted under a single shelf offer document?",Not more than four,4,stop,3,,mistral
REG_065,regulatory_interpretation,easy,"Under SEBI (Issue and Listing of Municipal Debt Securities) Regulations 2015, for what preceding period must an issuer have a clean repayment track record on debt securities or bank/financial institution loans to remain eligible for issuance?",The preceding three hundred and sixty five days,365 days,stop,6,,mistral
REG_066,regulatory_interpretation,easy,"Under SEBI (Investment Advisers) Regulations 2013, on which day from the date of publication in the Official Gazette did the regulations come into force?",The ninetieth day,90th day from the date of publication in the Official Gazette.,stop,17,,mistral
NUM_033,numerical_reasoning,medium,"Under SEBI (InvIT) Regulations 2014, if an entity associated with the InvIT has a gross turnover of ten crore rupees, what is the maximum permissible pecuniary relationship an independent director candidate may have with it â€” applying the two per cent cap or the fifty lakh rupee cap?","Twenty lakh rupees (two per cent of ten crore rupees, being lower than fifty lakh rupees â€” the rule applies whichever is lower)","The maximum permissible pecuniary relationship for an independent director candidate, given the two per cent cap, would be 20 lakh rupees (2% of 10 crore rupees). However, since this is lower than the fifty lakh rupee cap, the final answer is 50 lakh rupees.",stop,76,,mistral
NUM_034,numerical_reasoning,medium,"Under SEBI (Issue and Listing of Municipal Debt Securities) Regulations 2015, if a municipal issuer makes a private placement offer to 170 non-QIB investors and 45 qualified institutional buyers simultaneously, does this exceed the private placement limit?","No. The 45 qualified institutional buyers are excluded from the calculation, so only 170 persons are counted, which is within the two hundred person limit","Yes, the private placement exceeds the limit. The limit is 200 persons (200 - 170 = 30 persons remaining). However, the 45 QIBs are not considered in the calculation, so the actual limit is 245 persons (200 + 45). Since the total number of investors (170 + 45 = 215) exceeds the actual limit, it is over the private placement limit.",stop,104,,mistral
NUM_035,numerical_reasoning,medium,"Under SEBI (Issue and Listing of Municipal Debt Securities) Regulations 2015, if a roll-over notice is dispatched to holders on 5 May 2025, what is the earliest date on which the roll-over can take effect (assuming all holders consent)?",26 May 2025 (after expiry of the twenty one days notice period from 5 May),"The roll-over can take effect 22 days after 5 May 2025, which is on 27 May 2025.",stop,35,,mistral
NUM_036,numerical_reasoning,easy,"Under SEBI (InvIT) Regulations 2014, does a family trust with a net worth of four hundred and ninety nine crore rupees (as per latest audited financial statements) qualify as an institutional investor?",No. The threshold is more than five hundred crore rupees; four hundred and ninety nine crore rupees falls below this threshold,"No, a family trust with a net worth of four hundred and ninety nine crore rupees does not qualify as an institutional investor under SEBI (InvIT) Regulations 2014, as the minimum net worth requirement is five hundred crore rupees.",stop,60,,mistral
NUM_037,numerical_reasoning,easy,"Under SEBI (FPI) Regulations 2019, if a government-linked entity is 70% directly owned by a sovereign government, does it qualify as a Category I foreign portfolio investor on the basis of government ownership?",No. The minimum threshold for government ownership is at least seventy-five per cent; seventy per cent is below this threshold,"Yes, the government-linked entity qualifies as a Category I foreign portfolio investor, as it is directly owned by a sovereign government (70%) and meets the 75% threshold required by the SEBI (FPI) Regulations 2019.",stop,58,,mistral
NUM_038,numerical_reasoning,medium,"Under SEBI (InvIT) Regulations 2014, a consulting firm had transactions worth eight lakh rupees with the InvIT in FY2023, and its gross turnover for that year was ninety lakh rupees. Would a partner of that firm be disqualified from acting as an independent director of the investment manager for FY2026?","No. Eight lakh rupees out of ninety lakh rupees is approximately 8.9 per cent, which is below the ten per cent threshold; the disqualification criterion is not triggered","Yes, the partner would be disqualified. The transaction amount (8 lakh rupees) is more than 10% (10 lakh rupees, which is 10% of 90 lakh rupees) of the gross turnover of the firm.",stop,63,,mistral
NUM_039,numerical_reasoning,medium,"Under SEBI (FPI) Regulations 2019, if a designated depository participant application is received by SEBI on 1 March, additional information is called for on 10 March, and the applicant furnishes the information on 25 March, by what date must SEBI dispose of the application?","By 24 April (thirty days from 25 March, the date all required information was furnished, being the later of the two trigger dates)","The application must be disposed of by 25 April (30 days after the information was furnished, i.e., 25 March + 30 days).",stop,38,,mistral
NUM_040,numerical_reasoning,easy,"Under the original SEBI (Issue and Listing of Debt Securities by Municipalities) Regulations 2015 (as in force before the 2019 Amendment), if the issue closed on 1 January 2018, what was the latest date by which the trust deed had to be executed?",By 1 April 2018 (three months from the closure of the issue on 1 January 2018),The trust deed had to be executed by 1 April 2018. (Three months after 1 January 2018),stop,32,,mistral
REG_095,regulatory_interpretation,easy,"What is the minimum percentage of an AMC's net worth that a sponsor must contribute to be eligible for mutual fund registration under SEBI (Mutual Funds) Regulations, 1996?",At least 40 per cent,40%,stop,5,,mistral
REG_096,regulatory_interpretation,easy,"Under SEBI (Mutual Funds) Regulations, 1996, who has the authority to terminate the appointment of an asset management company?",Majority of the trustees or by seventy-five per cent of the unitholders of the scheme,The appointment of an asset management company can be terminated by majority of the trustees or by 75% of the unitholders of the scheme.,stop,34,,mistral
REG_097,regulatory_interpretation,easy,"What minimum proportion of the board of directors of an AMC must comprise directors who are not associated with the sponsor, its subsidiaries, or the trustees?",At least fifty per cent,50%,stop,5,,mistral
REG_098,regulatory_interpretation,easy,"What restriction does SEBI (Mutual Funds) Regulations, 1996 impose on the Chairman of an asset management company?",The Chairman of the asset management company is not a trustee of any mutual fund,The Chairman of an asset management company cannot be a trustee of any mutual fund.,stop,18,,mistral
REG_099,regulatory_interpretation,easy,"What is the minimum proportion of independent persons required among the trustees of a mutual fund under SEBI (Mutual Funds) Regulations, 1996?",Two-thirds,2/3 of the trustees,stop,9,,mistral
REG_100,regulatory_interpretation,medium,"What three personal qualifications must every trustee of a mutual fund possess or satisfy under Regulation 16(2) of SEBI (Mutual Funds) Regulations, 1996?","Be a person of ability, integrity and standing; not have been found guilty of moral turpitude; and not have been convicted of any economic offence or violation of any securities laws","Ability, integrity and standing, not guilty of moral turpitude, and no conviction of any economic offence or violation of securities laws.",stop,31,,mistral
REG_101,regulatory_interpretation,easy,"Under SEBI (Mutual Funds) Regulations, 1996, are directors, officers or employees of an AMC eligible to be appointed as trustees of any mutual fund?","No. No asset management company and no director (including independent director), officer or employee of an asset management company shall be eligible to be appointed as a trustee of any mutual fund.","No, under SEBI (Mutual Funds) Regulations, 1996, directors, officers or employees of an AMC are not eligible to be appointed as trustees of any mutual fund.",stop,44,,mistral
REG_102,regulatory_interpretation,medium,"By what date must a mutual fund pay its annual service fee, and what is the maximum grace period SEBI may allow for a delayed payment?",Before the 15th April each year; the Board may allow payment up to two months from commencement of the financial year,The mutual fund must pay its annual service fee before the 15th of April each year. The maximum grace period SEBI may allow for a delayed payment is 2 months from the commencement of the financial year to which such fee relates.,stop,52,,mistral
REG_103,regulatory_interpretation,easy,"What requirement applies to the Chairperson of a trustee company appointed as trustee of a mutual fund under SEBI (Mutual Funds) Regulations, 1996?",The Chairperson of the board of directors of the trustee company shall be an independent director,"The Chairperson of a trustee company appointed as trustee of a mutual fund under SEBI (Mutual Funds) Regulations, 1996, must be an independent director.",stop,41,,mistral
REG_104,regulatory_interpretation,medium,What board composition requirement must an AMC meet after its sponsor disassociates from the mutual fund?,The board of directors shall have at least two third independent directors,The board of directors of the AMC must have at least two third independent directors after its sponsor disassociates from the mutual fund.,stop,29,,mistral
REG_105,regulatory_interpretation,easy,"Under which Act must the trust deed of a mutual fund be registered, and who executes it in favour of whom?","The Indian Registration Act, 1908; executed by the sponsor in favour of the trustees named in such an instrument","The trust deed of a mutual fund must be registered under the Indian Registration Act, 1908. It is executed by the sponsor in favour of the trustees named in the instrument.",stop,43,,mistral
REG_106,regulatory_interpretation,easy,"What proportion of unitholders of a scheme may requisition the trustees to obtain unitholder consent under SEBI (Mutual Funds) Regulations, 1996?",Three-fourths of the unitholders of any scheme,Three-fourths of the unitholders of any scheme,stop,15,,mistral
REG_107,regulatory_interpretation,medium,What capital compliance conditions must an SFB satisfy at the end of both the previous and the current financial year to be eligible to declare dividends?,The bank must be in compliance with the applicable regulatory capital requirement as at the end of the previous financial year and shall continue to be in compliance as at the end of the financial year during which the dividend is proposed to be paid; and the regulatory capital shall not fall below the applicable requirement even after payment of dividend.,"The bank must be in compliance with the applicable regulatory capital requirement at the end of the previous financial year and continue to be in compliance as at the end of the current financial year. Additionally, the bank's regulatory capital should not fall below the applicable regulatory capital requirement even after the payment of dividends.",stop,62,,mistral
REG_108,regulatory_interpretation,easy,"What profitability condition must an SFB satisfy to be eligible to declare dividends under the RBI SFB Dividend Directions, 2026?",The bank shall have positive adjusted Profit After Tax (PAT) for the financial year for which the dividend is proposed,The bank should have positive Adjusted Profit After Tax (PAT) for the financial year for which the dividend is proposed.,stop,29,,mistral
REG_109,regulatory_interpretation,medium,What four factors must an SFB's Board of Directors consider when evaluating a proposal for declaration of dividend?,Divergence in NPA asset classification and provisioning including its trend; Auditors' Report including modified opinion or Emphasis of Matter; Current and projected capital position vis-à-vis regulatory capital requirement; Long term growth plans,"1. Divergence in asset classification and provisioning for NPAs, including its trend.
2. Auditors' Report to the financial statements, including modified opinion or Emphasis of Matter.
3. Current and projected capital position vis-à-vis applicable regulatory capital requirement.
4. Long term growth plans.",stop,71,,mistral
REG_110,regulatory_interpretation,easy,Within what period must an SFB submit its dividend declaration report to the RBI's Department of Supervision?,Within a fortnight of declaration of dividend,Fortnight (14 days) after declaration of dividend.,stop,14,,mistral
REG_111,regulatory_interpretation,easy,"What is the consequence for an SFB that fails to meet the dividend eligibility criteria under the RBI SFB Dividend Directions, 2026?",No special dispensation will be given for declaration of dividend for that period,No special dispensation will be given for the declaration of dividend for that period.,stop,19,,mistral
REG_112,regulatory_interpretation,medium,"What categories of profit are excluded from dividend payment eligibility under the RBI SFB Dividend Directions, 2026?","Any exceptional and/or extra-ordinary profits/income; and any overstatement of PAT identified in a modified audit opinion, to the extent included in PAT","Exceptional and/or extra-ordinary profits/income, and profits overstated due to a modified opinion in the audit report by the statutory auditor.",stop,37,,mistral
NUM_087,numerical_reasoning,easy,"What is the minimum average net annual profit (after depreciation, interest and tax) that a sponsor must demonstrate over the immediately preceding five years to satisfy the sound track record requirement under SEBI (Mutual Funds) Regulations, 1996?",At least rupees ten crore,"The minimum average net annual profit (after depreciation, interest and tax) that a sponsor must demonstrate is at least rupees ten crore (100 million INR).",stop,41,,mistral
NUM_088,numerical_reasoning,easy,"What is the standard minimum networth requirement for an AMC under SEBI (Mutual Funds) Regulations, 1996?",Not less than rupees fifty crore,"The standard minimum networth requirement for an Asset Management Company (AMC) under SEBI (Mutual Funds) Regulations, 1996 is 50 crore INR, unless the sponsor does not fulfill certain requirements, in which case the requirement is 100 crore INR.",stop,68,,mistral
NUM_089,numerical_reasoning,medium,"If a sponsor fails to fulfil all eligibility criteria at the time of application, what enhanced networth must the AMC maintain, and for how long must it maintain this higher networth?","Not less than rupees one hundred crore, maintained until the AMC has profits for five consecutive years","The AMC must maintain a networth of not less than 100 crore (INR 100,000,000) deployed in assets, and must maintain this networth till it has profits for five consecutive years.",stop,54,,mistral
NUM_090,numerical_reasoning,easy,What is the minimum networth required for an AMC that is only eligible to launch infrastructure debt fund schemes?,Not less than rupees ten crore,The minimum networth required for an Asset Management Company (AMC) that is only eligible to launch infrastructure debt fund schemes is Rupees 10 crore.,stop,36,,mistral
NUM_091,numerical_reasoning,hard,"Under the 2023 amendment to Regulation 7, if a sponsor fails all eligibility requirements, what are the three key obligations: the AMC capitalization threshold, the lock-in period, and the minimum combined experience of the five senior officers?","AMC net worth not less than rupees one hundred fifty crore; locked-in for five years; total combined experience of CEO, COO, CRO, CCO and CIO of at least thirty years","The AMC capitalization threshold is 150 crore INR, the lock-in period is 5 years, and the minimum combined experience of the five senior officers is 30 years.",stop,43,,mistral
NUM_092,numerical_reasoning,medium,"Under SEBI (Mutual Funds) Regulations, 1996, what is the maximum percentage of total mutual fund transactions that may be routed through a broker associated with the sponsor, and over what period is this limit measured?","5 per cent of aggregate purchases and sales, measured for a block of any three months",The maximum percentage of total mutual fund transactions that may be routed through a broker associated with the sponsor is 5%. This limit is measured over a block of any three months.,stop,38,,mistral
NUM_093,numerical_reasoning,easy,"How is 'Adjusted Profit After Tax (PAT)' defined under the RBI SFB Dividend Directions, 2026?",PAT of the financial year minus 50 per cent of Net NPA as on March 31 of the financial year for which the dividend is to be paid,"The 'Adjusted Profit After Tax (PAT)' is defined as the PAT of the financial year for which the dividend is proposed to be paid, minus 50% of Net NPA as on March 31 of the same financial year. The final answer does not have units as it is a financial term.",stop,70,,mistral
NUM_094,numerical_reasoning,easy,"Under the RBI SFB Dividend Directions, 2026, what percentage of Adjusted PAT may an SFB with a Tier 1 Capital Ratio between 11.5% and 13.5% (Bucket B4) pay as dividend?",40 per cent of Adjusted PAT,The SFB with a Tier 1 Capital Ratio between 11.5% and 13.5% (Bucket B4) may pay up to 40% of the Adjusted PAT as dividend.,stop,51,,mistral
