source,title,date,url,filename,filepath,downloaded_at,category
SEBI,"Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 [Last amended on January 22, 2026]",2015,https://www.sebi.gov.in/sebi_data/attachdocs/jan-2026/1769681124067.pdf,SEBI_2015_securities_and_exchange_board_of_india_listing_obligati_067.pdf,data/raw/sebi\SEBI_2015_securities_and_exchange_board_of_india_listing_obligati_067.pdf,2026-03-29 13:31:32,informal_guidance
SEBI,"Securities and Exchange Board of India (Prohibition of Insider Trading) Regulations, 2015 [Last amended on March 12, 2025]",2015,https://www.sebi.gov.in/sebi_data/attachdocs/jul-2025/1752572636085.pdf,SEBI_2015_securities_and_exchange_board_of_india_prohibition_of_i_068.pdf,data/raw/sebi\SEBI_2015_securities_and_exchange_board_of_india_prohibition_of_i_068.pdf,2026-03-29 13:31:37,informal_guidance
SEBI,"Securities and Exchange Board of India (Real Estate Investment Trusts) Regulations, 2014 [Last amended on December 11, 2025]",2014,https://www.sebi.gov.in/sebi_data/attachdocs/dec-2025/1765541474113.pdf,SEBI_2014_securities_and_exchange_board_of_india_real_estate_inve_069.pdf,data/raw/sebi\SEBI_2014_securities_and_exchange_board_of_india_real_estate_inve_069.pdf,2026-03-29 13:31:50,informal_guidance
SEBI,"Securities and Exchange Board of India (Research Analysts) Regulations, 2014 [Last amended on November 25, 2025]",2014,https://www.sebi.gov.in/sebi_data/attachdocs/dec-2025/1765195407982.pdf,SEBI_2014_securities_and_exchange_board_of_india_research_analyst_070.pdf,data/raw/sebi\SEBI_2014_securities_and_exchange_board_of_india_research_analyst_070.pdf,2026-03-29 13:31:55,informal_guidance
SEBI,"Securities and Exchange Board of India (Investment Advisers) Regulations, 2013 [Last amended on November 25, 2025]",2013,https://www.sebi.gov.in/sebi_data/attachdocs/dec-2025/1765195275952.pdf,SEBI_2013_securities_and_exchange_board_of_india_investment_advis_071.pdf,data/raw/sebi\SEBI_2013_securities_and_exchange_board_of_india_investment_advis_071.pdf,2026-03-29 13:32:01,informal_guidance
SEBI,"Securities and Exchange Board of India (Alternative Investment Funds) Regulations, 2012 [Last amended on November 19, 2025]",2012,https://www.sebi.gov.in/sebi_data/attachdocs/nov-2025/1764241440112.pdf,SEBI_2012_securities_and_exchange_board_of_india_alternative_inve_072.pdf,data/raw/sebi\SEBI_2012_securities_and_exchange_board_of_india_alternative_inve_072.pdf,2026-03-29 13:32:06,informal_guidance
SEBI,"Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011  [Last amended on December 5, 2025]",2011,https://www.sebi.gov.in/sebi_data/attachdocs/dec-2025/1766569598336.pdf,SEBI_2011_securities_and_exchange_board_of_india_substantial_acqu_073.pdf,data/raw/sebi\SEBI_2011_securities_and_exchange_board_of_india_substantial_acqu_073.pdf,2026-03-29 13:32:12,informal_guidance
SEBI,"Securities and Exchange Board of India {KYC (Know Your Client) Registration Agency} Regulations, 2011 [Last amended on February 10, 2025]",2011,https://www.sebi.gov.in/sebi_data/attachdocs/mar-2025/1741064626926.pdf,SEBI_2011_securities_and_exchange_board_of_india_kyc_know_your_cl_074.pdf,data/raw/sebi\SEBI_2011_securities_and_exchange_board_of_india_kyc_know_your_cl_074.pdf,2026-03-29 13:32:17,informal_guidance
SEBI,"Securities and Exchange Board of India (Investor Protection and Education Fund) Regulations, 2009 [Last amended on September 2, 2025]",2009,https://www.sebi.gov.in/sebi_data/attachdocs/sep-2025/1757506918321.pdf,SEBI_2009_securities_and_exchange_board_of_india_investor_protect_075.pdf,data/raw/sebi\SEBI_2009_securities_and_exchange_board_of_india_investor_protect_075.pdf,2026-03-29 13:32:22,informal_guidance
SEBI,"Securities and Exchange Board of India (Intermediaries) Regulations, 2008 [Last amended on December 5, 2025]",2008,https://www.sebi.gov.in/sebi_data/attachdocs/dec-2025/1766569358019.pdf,SEBI_2008_securities_and_exchange_board_of_india_intermediaries_r_076.pdf,data/raw/sebi\SEBI_2008_securities_and_exchange_board_of_india_intermediaries_r_076.pdf,2026-03-29 13:32:28,informal_guidance
SEBI,"Securities and Exchange Board of India (Issue and Listing of Securitised Debt Instruments and Security Receipts) Regulations, 2008 [Last amended on May 05, 2025]",2008,https://www.sebi.gov.in/sebi_data/attachdocs/may-2025/1747136005704.pdf,SEBI_2008_securities_and_exchange_board_of_india_issue_and_listin_077.pdf,data/raw/sebi\SEBI_2008_securities_and_exchange_board_of_india_issue_and_listin_077.pdf,2026-03-29 13:32:33,informal_guidance
SEBI,"SEBI (Certification of Associated Persons in the Securities Markets) Regulations, 2007 [Last amended on July 15, 2025]",2007,https://www.sebi.gov.in/sebi_data/attachdocs/jul-2025/1753434856048.pdf,SEBI_2007_sebi_certification_of_associated_persons_in_the_securit_078.pdf,data/raw/sebi\SEBI_2007_sebi_certification_of_associated_persons_in_the_securit_078.pdf,2026-03-29 13:32:37,informal_guidance
SEBI,"Securities and Exchange Board of India (Self Regulatory Organisations) Regulations, 2004 [last amended on February 07, 2023]",2004,https://www.sebi.gov.in/sebi_data/attachdocs/mar-2023/1679546155150.pdf,SEBI_2004_securities_and_exchange_board_of_india_self_regulatory__079.pdf,data/raw/sebi\SEBI_2004_securities_and_exchange_board_of_india_self_regulatory__079.pdf,2026-03-29 13:32:42,informal_guidance
SEBI,"SEBI (Prohibition of Fraudulent and Unfair Trade Practices relating to Securities Market) Regulations, 2003 [Last amended on December 05, 2025]",2003,https://www.sebi.gov.in/sebi_data/attachdocs/dec-2025/1766747237712.pdf,SEBI_2003_sebi_prohibition_of_fraudulent_and_unfair_trade_practic_080.pdf,data/raw/sebi\SEBI_2003_sebi_prohibition_of_fraudulent_and_unfair_trade_practic_080.pdf,2026-03-29 13:32:48,informal_guidance
SEBI,"SEBI (Procedure for Board Meetings) Regulations, 2001 [Last amended on December 9, 2022]",2001,https://www.sebi.gov.in/sebi_data/attachdocs/dec-2022/1671704178996.pdf,SEBI_2001_sebi_procedure_for_board_meetings_regulations_2001_last_081.pdf,data/raw/sebi\SEBI_2001_sebi_procedure_for_board_meetings_regulations_2001_last_081.pdf,2026-03-29 13:32:53,informal_guidance
SEBI,"Securities and Exchange Board of India (Employees' Service) Regulations, 2001 [Last amended on September 08, 2025]",2001,https://www.sebi.gov.in/sebi_data/attachdocs/sep-2025/1757497413671.pdf,SEBI_2001_securities_and_exchange_board_of_india_employees_servic_082.pdf,data/raw/sebi\SEBI_2001_securities_and_exchange_board_of_india_employees_servic_082.pdf,2026-03-29 13:33:00,informal_guidance
SEBI,"Securities and Exchange Board of India (Foreign Venture Capital Investor) Regulations, 2000 [Last amended on December 3, 2025]",2000,https://www.sebi.gov.in/sebi_data/attachdocs/dec-2025/1765192542233.pdf,SEBI_2000_securities_and_exchange_board_of_india_foreign_venture__083.pdf,data/raw/sebi\SEBI_2000_securities_and_exchange_board_of_india_foreign_venture__083.pdf,2026-03-29 13:33:05,informal_guidance
SEBI,"Securities and Exchange Board of India (Collective Investment Scheme) Regulations, 1999 [Last amended on December 05, 2025]",1999,https://www.sebi.gov.in/sebi_data/attachdocs/dec-2025/1766746851197.pdf,SEBI_1999_securities_and_exchange_board_of_india_collective_inves_084.pdf,data/raw/sebi\SEBI_1999_securities_and_exchange_board_of_india_collective_inves_084.pdf,2026-03-29 13:33:10,informal_guidance
SEBI,"Securities and Exchange Board of India (Credit Rating Agencies) Regulations, 1999 [Last amended on January 15, 2026]",1999,https://www.sebi.gov.in/sebi_data/attachdocs/jan-2026/1768814495033.pdf,SEBI_1999_securities_and_exchange_board_of_india_credit_rating_ag_085.pdf,data/raw/sebi\SEBI_1999_securities_and_exchange_board_of_india_credit_rating_ag_085.pdf,2026-03-29 13:33:16,informal_guidance
SEBI,"Securities and Exchange Board of India (Custodian) Regulations, 1996 [Last amendment on September 23, 2025]",1996,https://www.sebi.gov.in/sebi_data/attachdocs/sep-2025/1758886606773.pdf,SEBI_1996_securities_and_exchange_board_of_india_custodian_regula_086.pdf,data/raw/sebi\SEBI_1996_securities_and_exchange_board_of_india_custodian_regula_086.pdf,2026-03-29 13:33:22,informal_guidance
SEBI,"Securities and Exchange Board of India (Mutual Funds) Regulations, 1996 [Last amended on November 01, 2025]",1996,https://www.sebi.gov.in/sebi_data/attachdocs/jan-2026/1768571780322.pdf,SEBI_1996_securities_and_exchange_board_of_india_mutual_funds_reg_087.pdf,data/raw/sebi\SEBI_1996_securities_and_exchange_board_of_india_mutual_funds_reg_087.pdf,2026-03-29 13:33:29,informal_guidance
SEBI,"Securities and Exchange Board of India (Bankers to an Issue) Regulations, 1994 [Last amended on February 10, 2025]",1994,https://www.sebi.gov.in/sebi_data/attachdocs/mar-2025/1741147145038.pdf,SEBI_1994_securities_and_exchange_board_of_india_bankers_to_an_is_088.pdf,data/raw/sebi\SEBI_1994_securities_and_exchange_board_of_india_bankers_to_an_is_088.pdf,2026-03-29 13:33:33,informal_guidance
SEBI,"Securities and Exchange Board of India (Debenture Trustees) Regulations, 1993 [Last amended on October 27, 2025]",1993,https://www.sebi.gov.in/sebi_data/attachdocs/nov-2025/1763961352516.pdf,SEBI_1993_securities_and_exchange_board_of_india_debenture_truste_089.pdf,data/raw/sebi\SEBI_1993_securities_and_exchange_board_of_india_debenture_truste_089.pdf,2026-03-29 13:33:39,informal_guidance
SEBI,"Securities and Exchange Board of India (Merchant Bankers) Regulations, 1992 [Last amended on December 5, 2025]",1992,https://www.sebi.gov.in/sebi_data/attachdocs/dec-2025/1766569220042.pdf,SEBI_1992_securities_and_exchange_board_of_india_merchant_bankers_090.pdf,data/raw/sebi\SEBI_1992_securities_and_exchange_board_of_india_merchant_bankers_090.pdf,2026-03-29 13:33:44,informal_guidance
SEBI,"Securities and Exchange Board of India (Infrastructure Investment Trusts) Regulations, 2014 [Last amended on December 11, 2025]",2014,https://www.sebi.gov.in/sebi_data/attachdocs/dec-2025/1765798425686.pdf,SEBI_2014_securities_and_exchange_board_of_india_infrastructure_i_091.pdf,data/raw/sebi\SEBI_2014_securities_and_exchange_board_of_india_infrastructure_i_091.pdf,2026-03-29 13:39:36,informal_guidance
