source,filename,txt_file,pages,word_count,status,error,parsed_at
RBI,RBI_RBI impose_rbi_imposes_monetary_penalty_on_the_tanur_co-operative__059.pdf,RBI_RBI impose_rbi_imposes_monetary_penalty_on_the_tanur_co-operative__059.txt,1,328,success,,2026-03-29 13:54:48
RBI,RBI_RBI impose_rbi_imposes_monetary_penalty_on_union_bank_of_india_033.pdf,RBI_RBI impose_rbi_imposes_monetary_penalty_on_union_bank_of_india_033.txt,1,401,success,,2026-03-29 13:54:48
RBI,RBI_RBI impose_rbi_imposes_monetary_penalty_on_vedvyas_finance_private_062.pdf,RBI_RBI impose_rbi_imposes_monetary_penalty_on_vedvyas_finance_private_062.txt,1,316,success,,2026-03-29 13:54:48
RBI,RBI_RBI releas_rbi_releases_master_direction_on_unique_identifiers_in__037.pdf,RBI_RBI releas_rbi_releases_master_direction_on_unique_identifiers_in__037.txt,1,192,success,,2026-03-29 13:54:48
RBI,RBI_RBI to con_rbi_to_conduct_3-day_variable_rate_repo_vrr_auction_und_057.pdf,RBI_RBI to con_rbi_to_conduct_3-day_variable_rate_repo_vrr_auction_und_057.txt,1,155,success,,2026-03-29 13:54:48
RBI,RBI_RBI to con_rbi_to_conduct_overnight_variable_rate_repo_vrr_auction_073.pdf,RBI_RBI to con_rbi_to_conduct_overnight_variable_rate_repo_vrr_auction_073.txt,1,156,success,,2026-03-29 13:54:49
RBI,RBI_RBI-2025-2_rbi2025-2026225doramlrec41514060012025-26_027.pdf,RBI_RBI-2025-2_rbi2025-2026225doramlrec41514060012025-26_027.txt,3,1002,success,,2026-03-29 13:54:49
RBI,RBI_RBI-2025-2_rbi2025-2026226dorcaprecno41621010022025-26_026.pdf,RBI_RBI-2025-2_rbi2025-2026226dorcaprecno41621010022025-26_026.txt,2,347,success,,2026-03-29 13:54:49
RBI,RBI_RBI-2025-2_rbi2025-2026227dorcaprecno41721010022025-26_025.pdf,RBI_RBI-2025-2_rbi2025-2026227dorcaprecno41721010022025-26_025.txt,2,405,success,,2026-03-29 13:54:50
RBI,RBI_RBI-2025-2_rbi2025-2026228dorcaprecno41821010022025-26_024.pdf,RBI_RBI-2025-2_rbi2025-2026228dorcaprecno41821010022025-26_024.txt,2,448,success,,2026-03-29 13:54:50
RBI,RBI_RBI-2025-2_rbi2025-2026229dorcaprecno41921010022025-26_023.pdf,RBI_RBI-2025-2_rbi2025-2026229dorcaprecno41921010022025-26_023.txt,2,436,success,,2026-03-29 13:54:50
RBI,RBI_RBI-2025-2_rbi2025-2026230dorcaprecno42021010022025-26_022.pdf,RBI_RBI-2025-2_rbi2025-2026230dorcaprecno42021010022025-26_022.txt,2,521,success,,2026-03-29 13:54:50
RBI,RBI_RBI-2025-2_rbi2025-2026231dorcaprecno42121010022025-26_021.pdf,RBI_RBI-2025-2_rbi2025-2026231dorcaprecno42121010022025-26_021.txt,2,352,success,,2026-03-29 13:54:50
RBI,RBI_RBI-2025-2_rbi2025-2026232dorcaprecno42221010022025-26_020.pdf,RBI_RBI-2025-2_rbi2025-2026232dorcaprecno42221010022025-26_020.txt,2,473,success,,2026-03-29 13:54:51
RBI,RBI_RBI-2025-2_rbi2025-2026238dormrgrecno43321-01-0022025-26_014.pdf,RBI_RBI-2025-2_rbi2025-2026238dormrgrecno43321-01-0022025-26_014.txt,3,785,success,,2026-03-29 13:54:51
RBI,RBI_RBI-2025-2_rbi2025-2026239dormrgrecno43421-01-0022025-26_013.pdf,RBI_RBI-2025-2_rbi2025-2026239dormrgrecno43421-01-0022025-26_013.txt,3,727,success,,2026-03-29 13:54:51
RBI,RBI_RBI-2025-2_rbi2025-2026240dormrgrecno43521-01-0022025-26_012.pdf,RBI_RBI-2025-2_rbi2025-2026240dormrgrecno43521-01-0022025-26_012.txt,2,511,success,,2026-03-29 13:54:52
RBI,RBI_RBI-2025-2_rbi2025-2026241dormrgrecno43621-01-0022025-26_011.pdf,RBI_RBI-2025-2_rbi2025-2026241dormrgrecno43621-01-0022025-26_011.txt,3,774,success,,2026-03-29 13:54:52
RBI,RBI_RBI-2025-2_rbi2025-2026242doramlrec43714060012025-26_010.pdf,RBI_RBI-2025-2_rbi2025-2026242doramlrec43714060012025-26_010.txt,2,588,success,,2026-03-29 13:54:53
RBI,RBI_RBI-2025-2_rbi2025-2026250dcmccnos47810351012025-26_002.pdf,RBI_RBI-2025-2_rbi2025-2026250dcmccnos47810351012025-26_002.txt,1,182,success,,2026-03-29 13:54:53
RBI,RBI_RBI-2025-2_rbi2025-2026251doramlrec44514060012025-26_001.pdf,RBI_RBI-2025-2_rbi2025-2026251doramlrec44514060012025-26_001.txt,3,908,success,,2026-03-29 13:54:53
RBI,RBI_RBI-2025-2_rbi2025-2026252ap_dir_series_circular_no_24_000.pdf,RBI_RBI-2025-2_rbi2025-2026252ap_dir_series_circular_no_24_000.txt,1,239,success,,2026-03-29 13:54:53
RBI,RBI_RBI-DOR-20_rbidor2025-2026233doraccrecno43221020672025-26_019.pdf,RBI_RBI-DOR-20_rbidor2025-2026233doraccrecno43221020672025-26_019.txt,1,217,success,,2026-03-29 13:54:54
RBI,RBI_RBI-DOR-20_rbidor2025-2026234doraccrecno42321020672025-26_018.pdf,RBI_RBI-DOR-20_rbidor2025-2026234doraccrecno42321020672025-26_018.txt,1,270,success,,2026-03-29 13:54:54
RBI,RBI_RBI-DOR-20_rbidor2025-2026235doraccrecno42421020672025-26_017.pdf,RBI_RBI-DOR-20_rbidor2025-2026235doraccrecno42421020672025-26_017.txt,1,261,success,,2026-03-29 13:54:54
RBI,RBI_RBI-DOR-20_rbidor2025-2026236doraccrecno42521020672025-26_016.pdf,RBI_RBI-DOR-20_rbidor2025-2026236doraccrecno42521020672025-26_016.txt,1,258,success,,2026-03-29 13:54:54
RBI,RBI_RBI-DOR-20_rbidor2025-2026237doraccrecno42621020672025-26_015.pdf,RBI_RBI-DOR-20_rbidor2025-2026237doraccrecno42621020672025-26_015.txt,1,261,success,,2026-03-29 13:54:54
RBI,RBI_RBI-DOR-20_rbidor2025-2026243doraccrecno43821040182025-26_009.pdf,RBI_RBI-DOR-20_rbidor2025-2026243doraccrecno43821040182025-26_009.txt,1,240,success,,2026-03-29 13:54:54
RBI,RBI_RBI-DOR-20_rbidor2025-2026244doraccrecno43921040182025-26_008.pdf,RBI_RBI-DOR-20_rbidor2025-2026244doraccrecno43921040182025-26_008.txt,1,242,success,,2026-03-29 13:54:55
RBI,RBI_RBI-DOR-20_rbidor2025-2026245doraccrecno44021040182025-26_007.pdf,RBI_RBI-DOR-20_rbidor2025-2026245doraccrecno44021040182025-26_007.txt,1,238,success,,2026-03-29 13:54:55
RBI,RBI_RBI-DOR-20_rbidor2025-2026246doraccrecno44121040182025-26_006.pdf,RBI_RBI-DOR-20_rbidor2025-2026246doraccrecno44121040182025-26_006.txt,1,241,success,,2026-03-29 13:54:55
RBI,RBI_RBI-DOR-20_rbidor2025-2026247doraccrecno44221040182025-26_005.pdf,RBI_RBI-DOR-20_rbidor2025-2026247doraccrecno44221040182025-26_005.txt,1,242,success,,2026-03-29 13:54:55
RBI,RBI_RBI-DOR-20_rbidor2025-2026248doraccrecno44321040182025-26_004.pdf,RBI_RBI-DOR-20_rbidor2025-2026248doraccrecno44321040182025-26_004.txt,1,246,success,,2026-03-29 13:54:55
RBI,RBI_RBI-DOR-20_rbidor2025-2026249doraccrecno44421040182025-26_003.pdf,RBI_RBI-DOR-20_rbidor2025-2026249doraccrecno44421040182025-26_003.txt,1,246,success,,2026-03-29 13:54:55
RBI,RBI_Reserve Ba_reserve_bank_of_india_all_india_financial_institutions__096.pdf,RBI_Reserve Ba_reserve_bank_of_india_all_india_financial_institutions__096.txt,3,774,success,,2026-03-29 13:54:56
RBI,RBI_Reserve Ba_reserve_bank_of_india_bulletin_weekly_statistical_suppl_038.pdf,RBI_Reserve Ba_reserve_bank_of_india_bulletin_weekly_statistical_suppl_038.txt,2,898,success,,2026-03-29 13:54:57
RBI,RBI_Reserve Ba_reserve_bank_of_india_bulletin_weekly_statistical_suppl_078.pdf,RBI_Reserve Ba_reserve_bank_of_india_bulletin_weekly_statistical_suppl_078.txt,2,908,success,,2026-03-29 13:54:59
RBI,RBI_Reserve Ba_reserve_bank_of_india_commercial_banks_financial_statem_093.pdf,RBI_Reserve Ba_reserve_bank_of_india_commercial_banks_financial_statem_093.txt,1,240,success,,2026-03-29 13:54:59
RBI,RBI_Reserve Ba_reserve_bank_of_india_local_area_banks_financial_statem_090.pdf,RBI_Reserve Ba_reserve_bank_of_india_local_area_banks_financial_statem_090.txt,1,241,success,,2026-03-29 13:54:59
RBI,RBI_Reserve Ba_reserve_bank_of_india_payments_banks_-_prudential_norms_097.pdf,RBI_Reserve Ba_reserve_bank_of_india_payments_banks_-_prudential_norms_097.txt,2,511,success,,2026-03-29 13:54:59
RBI,RBI_Reserve Ba_reserve_bank_of_india_payments_banks_financial_statemen_091.pdf,RBI_Reserve Ba_reserve_bank_of_india_payments_banks_financial_statemen_091.txt,1,238,success,,2026-03-29 13:54:59
RBI,RBI_Reserve Ba_reserve_bank_of_india_regional_rural_banks_financial_st_089.pdf,RBI_Reserve Ba_reserve_bank_of_india_regional_rural_banks_financial_st_089.txt,1,242,success,,2026-03-29 13:54:59
RBI,RBI_Reserve Ba_reserve_bank_of_india_rural_co-operative_banks_financia_087.pdf,RBI_Reserve Ba_reserve_bank_of_india_rural_co-operative_banks_financia_087.txt,1,246,success,,2026-03-29 13:55:00
RBI,RBI_Reserve Ba_reserve_bank_of_india_small_finance_banks_-_prudential__098.pdf,RBI_Reserve Ba_reserve_bank_of_india_small_finance_banks_-_prudential__098.txt,3,727,success,,2026-03-29 13:55:00
RBI,RBI_Reserve Ba_reserve_bank_of_india_small_finance_banks_financial_sta_092.pdf,RBI_Reserve Ba_reserve_bank_of_india_small_finance_banks_financial_sta_092.txt,1,242,success,,2026-03-29 13:55:00
RBI,RBI_Reserve Ba_reserve_bank_of_india_small_finance_banks_prudential_no_099.pdf,RBI_Reserve Ba_reserve_bank_of_india_small_finance_banks_prudential_no_099.txt,10,1992,success,,2026-03-29 13:55:01
RBI,RBI_Reserve Ba_reserve_bank_of_india_urban_co-operative_banks_financia_088.pdf,RBI_Reserve Ba_reserve_bank_of_india_urban_co-operative_banks_financia_088.txt,1,246,success,,2026-03-29 13:55:02
RBI,RBI_Reserve Mo_reserve_money_and_money_supply_for_the_fortnight_ended__046.pdf,RBI_Reserve Mo_reserve_money_and_money_supply_for_the_fortnight_ended__046.txt,1,99,success,,2026-03-29 13:55:02
RBI,RBI_Result of _result_of_the_3-day_variable_rate_repo_vrr_auction_held_055.pdf,RBI_Result of _result_of_the_3-day_variable_rate_repo_vrr_auction_held_055.txt,1,124,success,,2026-03-29 13:55:02
RBI,RBI_Result of _result_of_the_3-day_variable_rate_repo_vrr_auction_held_081.pdf,RBI_Result of _result_of_the_3-day_variable_rate_repo_vrr_auction_held_081.txt,1,127,success,,2026-03-29 13:55:02
RBI,RBI_Result of _result_of_the_6-day_variable_rate_repo_vrr_auction_held_042.pdf,RBI_Result of _result_of_the_6-day_variable_rate_repo_vrr_auction_held_042.txt,1,123,success,,2026-03-29 13:55:02
RBI,RBI_Result of _result_of_the_overnight_variable_rate_repo_vrr_auction__069.pdf,RBI_Result of _result_of_the_overnight_variable_rate_repo_vrr_auction__069.txt,1,124,success,,2026-03-29 13:55:03
RBI,RBI_Result of _result_of_yieldprice_based_auction_of_state_government__040.pdf,RBI_Result of _result_of_yieldprice_based_auction_of_state_government__040.txt,2,474,success,,2026-03-29 13:55:03
RBI,RBI_Result of _result_of_yield_price_based_auction_of_state_government_054.pdf,RBI_Result of _result_of_yield_price_based_auction_of_state_government_054.txt,3,623,success,,2026-03-29 13:55:04
RBI,RBI_State Gove_state_government_securities_-_full_auction_result_039.pdf,RBI_State Gove_state_government_securities_-_full_auction_result_039.txt,9,1602,success,,2026-03-29 13:55:06
RBI,RBI_State Gove_state_government_securities_-_full_auction_result_053.pdf,RBI_State Gove_state_government_securities_-_full_auction_result_053.txt,13,2252,success,,2026-03-29 13:55:10
RBI,RBI_Treasury B_treasury_bills_full_auction_result_047.pdf,RBI_Treasury B_treasury_bills_full_auction_result_047.txt,1,184,success,,2026-03-29 13:55:10
RBI,RBI_Variable R_variable_rate_repo_vrr_auctions_under_laf_for_the_end_o_052.pdf,RBI_Variable R_variable_rate_repo_vrr_auctions_under_laf_for_the_end_o_052.txt,1,183,success,,2026-03-29 13:55:10
RBI,RBI_WMA Limit _wma_limit_for_government_of_india_for_april_-_september_029.pdf,RBI_WMA Limit _wma_limit_for_government_of_india_for_april_-_september_029.txt,1,191,success,,2026-03-29 13:55:10
