id,task_type,difficulty,question,ref_answer,prediction,strict_correct,judge_verdict,judge_reason
NUM_082,numerical_reasoning,easy,"As on March 13, 2026, what was India's total foreign exchange reserve in US doll","Total reserves: US$ 709,759 million. Weekly variation: a decrease of US$ 7,052 million.","US$709,759 million. ₹ -13,778 crore / US$ -7,052 million.",1,1,"The final value of US$ 709,759 million matches the reference answer."
NUM_083,numerical_reasoning,easy,What was the year-on-year growth rate of aggregate deposits of Scheduled Commerc,11.9%,11.9%,1,1,The model prediction matches the reference answer exactly.
NUM_084,numerical_reasoning,medium,"As of February 28, 2026, what was the year-on-year growth rate of M3 (broad mone",11.5%,11.5%,1,1,The model prediction matches the reference answer exactly.
NUM_085,numerical_reasoning,medium,"What was the value of India's gold reserves as on March 13, 2026 in US dollar te","Gold reserves as on March 13, 2026: US$ 130,681 million. Increase over the year: US$ 56,289 million.","US$ 130,681 million. Variation over Year: US$ 56,289 million.",1,1,The final value matches the reference answer.
NUM_086,numerical_reasoning,hard,A company has paid-up capital and free reserves of ₹500 crore before a buy-back.,Maximum buy-back amount: ₹125 crore (25% × ₹500 crore). Maximum debt after buy-back: ₹750 crore assuming free reserves after buyback are ₹375 crore (2,"Maximum buy-back: ₹125 crore (25% of ₹500 crore).
Maximum total debt: ₹250 crore (2:1 ratio of debt to ₹500 crore after buy-back).",1,0,The maximum total debt after buy-back is incorrectly calculated as ₹250 crore instead of the correct maximum debt of ₹750 crore.
TMP_028,temporal_reasoning,easy,Which was implemented first under the RBI Master Direction on Unique Identifiers,"The LEI framework (Section A) was implemented first, coming into force with immediate effect from March 27, 2026. The UTI framework (Section B) comes ","The LEI framework was implemented first. Section A came into force with immediate effect, while Section B (UTI) shall come into effect from January 01, 2027.",1,1,"The LEI framework (Section A) was implemented first, as stated in the reference answer."
TMP_029,temporal_reasoning,medium,Among the five circulars superseded by the RBI Master Direction on Unique Identi,"CO.FMRD.MIOD.No.8/11.01.057/2025-26 dated February 18, 2026, which is the most recent of the five superseded circulars.","FMRD.FMID.No.15/11.01.007/2018-19 dated April 26, 2019.",0,0,The model prediction cites a different circular (FMRD.FMID.No.15/11.01.007/2018-19) than the one mentioned in the reference (CO.FMRD.MIOD.No.8/11.01.057/2025-26).
TMP_030,temporal_reasoning,medium,"How many years elapsed between the issuance of the first LEI circular (June 01, ","Approximately 8 years and 10 months elapsed between June 1, 2017 and March 27, 2026.",Nine years.,0,1,The model prediction of nine years is within 1% rounding of the actual elapsed time of approximately 8 years and 10 months.
TMP_031,temporal_reasoning,medium,Describe the step-by-step reduction in the maximum open-market buy-back limit th,"15% (until March 31, 2023) → 10% (until March 31, 2024) → 5% (until March 31, 2025) → Complete prohibition from April 1, 2025.","March 31, 2023: Fifteen percent of paid up capital and free reserves.
March 31, 2024: Ten percent of paid up capital and free reserves.
March 31, 2025: Five percent of paid up capital and free reserves.
April 1, 2025: Prohibition.",0,1,The model prediction accurately reflects the step-by-step reduction in the maximum open-market buy-back limit as per the reference answer.
TMP_032,temporal_reasoning,medium,Which set of RBI directions on Small Finance Bank dividend norms was in effect d,"The 2025 Directions (issued November 28, 2025) were in effect during FY 2025-26. The 2026 Directions come into effect only from FY 2026-27 (i.e., from",The 2025 Directions.,0,1,The model prediction correctly identifies the 2025 Directions as the set of RBI directions on Small Finance Bank dividend norms in effect during FY 2025-26.
TMP_033,temporal_reasoning,medium,"In chronological order, what are the key dates in the lifecycle of the GoI dated","March 28 (announcement), March 30 – April 02 ('When Issued' trading period), April 02 (auction day, bids submitted), April 06 (settlement, payment by ","March 30, 2026 - April 02, 2026 - April 02, 2026 - April 06, 2026",1,0,The dates provided in the model prediction are incorrect and do not match the key dates in the lifecycle of the GoI dated.
TMP_034,temporal_reasoning,easy,For the State Government securities auction covered in this revised press releas,"March 21, 2026 (revised press release issued) → March 24, 2026 (auction conducted on E-Kuber) → March 25, 2026 (payment by successful bidders).","March 21, 2026 (Announcement), March 24, 2026 (Auction), March 25, 2026 (Payment).",1,1,"The model prediction correctly identifies the sequence of events as Announcement, Auction, and Payment, which matches the reference answer's sequence."
TMP_035,temporal_reasoning,medium,"Under SEBI (Intermediaries) Regulations 2008, an intermediary holding a permanen","Two years plus up to six months extension, for a maximum of two and a half years from the commencement of these regulations.","Two years, extended by up to six months.",0,1,The model prediction matches the reference answer's duration for holding a permanent license.
TMP_036,temporal_reasoning,medium,"The SEBI (Research Analysts) Regulations 2014 were published on September 1, 201","On the ninetieth day from September 1, 2014, which is approximately November 30, 2014.","November 29, 2014.",1,1,"The model prediction is within 1% of the correct date, which is approximately November 30, 2014."
TMP_037,temporal_reasoning,medium,"In the GoI securities issuance calendar for H1 FY2026-27, which is the first auc","Auction Week 4 (April 20-24, 2026) is the first week to include Sovereign Green Bonds, with ₹5,000 crore allocated for the 30-year SGrB.","Auction Week 4 (April 20-24, 2026) includes ₹5,000 crore for 30 Year SGrBs.",1,1,"The model prediction correctly identifies the first auction week for Sovereign Green Bonds and the allocated amount, matching the reference answer's details."
TMP_038,temporal_reasoning,easy,"The RBI SFB Dividend Directions 2026 were issued on March 10, 2026 but take effe","The 2025 Directions were issued before the 2026 Directions — on November 28, 2025, compared to March 10, 2026 for the 2026 Directions.",After.,0,0,"The model prediction states ""After,"" which is not a fact or final value but rather an incomplete statement."
TMP_039,temporal_reasoning,hard,"A counterparty entered into an OTC derivative transaction on December 15, 2026. ","No. The UTI requirements (Section B) come into effect from January 01, 2027, and apply only to transactions entered into on or after that date. A tran","Yes. The directions shall be applicable to OTC derivative transactions entered into on or after the date the directions come into effect, which is January 01, 2027.",0,0,"The transaction date is December 15, 2026, which is before the UTI requirements come into effect on January 01, 2027."
TMP_040,temporal_reasoning,hard,An intermediary's time-limited certificate expires in 18 months from the commenc,"The intermediary must apply at least three months before the earlier of: (a) expiry of the certificate (15 months from commencement), or (b) three mon",Three months prior to the expiry of the period.,1,1,"The model prediction correctly states that the intermediary must apply at least three months before the expiry of the certificate, which is consistent with the reference answer's requirement."
TMP_041,temporal_reasoning,medium,For how long was the Al-Nusrah Front listed on the ISIL (Da'esh) and Al-Qaida Sa,"Approximately 11 years and 9 months — from May 14, 2014 to February 27, 2026.","The Al-Nusrah Front was listed on 14 May 2014 and remained listed until February 27, 2026.",0,1,The model prediction correctly states the start and end dates for the listing of the Al-Nusrah Front on the ISIL (Da'esh) and Al-Qaida Sanctions List.
TMP_042,temporal_reasoning,easy,"Under the RBI GoI issuance calendar for H1 FY2026-27, if the third Monday of a m",On the fourth Monday of that month.,The fourth Monday of the month.,1,1,The model prediction matches the reference answer's day of the week.
TMP_043,temporal_reasoning,easy,"Under the RBI Master Direction on UTI 2026, if a market participant cannot obtai",Within five Mumbai business days from the date of the transaction.,Five Mumbai business days from the date of the transaction.,1,1,The model prediction matches the reference answer's timeframe for obtaining the UTI 2026.
TMP_044,temporal_reasoning,medium,"A company completed its buy-back (i.e., made the final payment to shareholders) ","June 15, 2026 — one year from the expiry date (June 15, 2025) of the buyback period of the preceding offer.","June 15, 2024",1,0,"The final value (June 15, 2024) does not match the reference answer (June 15, 2026)."
TMP_045,temporal_reasoning,hard,"In Illustration 3 of the RBI SFB Dividend Directions 2026, the bank paid interim","The constraint applies cumulatively across both payments. The Maximum Eligible Dividend (₹1,125 crore) is the total permitted across the full financia",At the time of the interim dividend.,0,1,The model prediction correctly identifies that the maximum eligible dividend applies cumulatively across both interim and final payments.
REG_054,regulatory_interpretation,easy,"Under SEBI (Infrastructure Investment Trusts) Regulations 2014, what is the maxi",Fifteen months,Fifteen months.,1,1,The model prediction matches the maximum holding period specified under SEBI (Infrastructure Investment Trusts) Regulations 2014.
REG_055,regulatory_interpretation,easy,"Under SEBI (InvIT) Regulations 2014, how frequently must the trustee obtain a co",On a quarterly basis,Quarterly basis.,1,1,The model prediction matches the reference answer that trustees must obtain consent quarterly under SEBI (InvIT) Regulations 2014.
REG_056,regulatory_interpretation,easy,"Under SEBI (InvIT) Regulations 2014, within how many days must SEBI communicate ",Within thirty days,Thirty days.,1,1,The model prediction matches the reference answer of thirty days.
REG_057,regulatory_interpretation,easy,"Under SEBI (InvIT) Regulations 2014, what minimum equity interest must an InvIT ",Not less than fifty one per cent of the equity share capital or interest,Fifty-one per cent of the equity share capital or interest.,1,1,The model prediction matches the minimum equity interest requirement as per SEBI (InvIT) Regulations 2014.
REG_058,regulatory_interpretation,easy,"Under SEBI (InvIT) Regulations 2014, what minimum percentage of its assets must ",Not less than ninety per cent,Ninety per cent,1,1,The model prediction matches the reference answer's requirement for InvITs under SEBI regulations.
REG_059,regulatory_interpretation,medium,"Under SEBI (InvIT) Regulations 2014 (as currently in force), what minimum net wo","More than five hundred crore rupees, as per the latest audited financial statements",Five hundred crore rupees.,1,1,The model prediction matches the minimum net worth requirement as per SEBI (InvIT) Regulations 2014.
REG_060,regulatory_interpretation,medium,"Under SEBI (InvIT) Regulations 2014, what is the combined monetary cap on permis","Two per cent of its gross turnover or total income, or fifty lakh rupees, whichever is lower","Fifty lakh rupees or two percent of its gross turnover or total income, whichever is lower.",1,1,"The model prediction correctly paraphrases the SEBI (InvIT) Regulations 2014, stating the combined monetary cap as either fifty lakh rupees or two percent of its gross turnover or total income, whiche"
REG_061,regulatory_interpretation,medium,"Under SEBI (InvIT) Regulations 2014, when a conflict of interest is flagged in a","A practising chartered accountant or valuer, as applicable","A practising chartered accountant or valuer, as applicable.",1,1,"The model prediction correctly identifies that a practising chartered accountant or valuer, as applicable, is the entity to be flagged for a conflict of interest under SEBI (InvIT) Regulations 2014."
REG_062,regulatory_interpretation,easy,"Under SEBI (Issue and Listing of Municipal Debt Securities) Regulations 2015, wi",Twenty one days,Twenty-one days.,1,1,The model prediction matches the SEBI regulation's specified period for the issue and listing of municipal debt securities.
REG_063,regulatory_interpretation,easy,"Under SEBI (Issue and Listing of Municipal Debt Securities) Regulations 2015, fo",Fifteen days,Fifteen days.,1,1,The model prediction matches the SEBI regulation stating that an issuer must provide a prospectus within fifteen days of filing the application for the issue and listing of municipal debt securities.
REG_064,regulatory_interpretation,easy,"Under SEBI (Issue and Listing of Municipal Debt Securities) Regulations 2015, wh",Not more than four,Four.,0,1,The model prediction matches the reference answer's maximum number of entities allowed under SEBI regulations.
REG_065,regulatory_interpretation,easy,"Under SEBI (Issue and Listing of Municipal Debt Securities) Regulations 2015, fo",The preceding three hundred and sixty five days,Three hundred and sixty five days.,1,1,The model prediction correctly identifies the threshold period as 365 days as per SEBI regulations.
REG_066,regulatory_interpretation,easy,"Under SEBI (Investment Advisers) Regulations 2013, on which day from the date of",The ninetieth day,The ninetieth day.,1,1,The model prediction correctly identifies the ninetieth day as the reference day for SEBI (Investment Advisers) Regulations 2013.
NUM_033,numerical_reasoning,medium,"Under SEBI (InvIT) Regulations 2014, if an entity associated with the InvIT has ","Twenty lakh rupees (two per cent of ten crore rupees, being lower than fifty lakh rupees â€” the rule applies whichever is lower)",Fifty lakh rupees.,0,1,The model prediction matches the rule stating that the lower of twenty lakh rupees or fifty lakh rupees applies.
NUM_034,numerical_reasoning,medium,"Under SEBI (Issue and Listing of Municipal Debt Securities) Regulations 2015, if","No. The 45 qualified institutional buyers are excluded from the calculation, so only 170 persons are counted, which is within the two hundred person l",200 persons,1,1,"The model prediction correctly identifies the threshold as 200 persons, which aligns with the reference answer's calculation."
NUM_035,numerical_reasoning,medium,"Under SEBI (Issue and Listing of Municipal Debt Securities) Regulations 2015, if",26 May 2025 (after expiry of the twenty one days notice period from 5 May),Twenty-one days.,1,1,The model prediction correctly identifies the twenty-one days notice period as per SEBI regulations.
NUM_036,numerical_reasoning,easy,"Under SEBI (InvIT) Regulations 2014, does a family trust with a net worth of fou",No. The threshold is more than five hundred crore rupees; four hundred and ninety nine crore rupees falls below this threshold,No. 499 crore rupees is less than 500 crore rupees.,0,1,The model correctly identified that 499 crore rupees is less than the 500 crore rupees threshold.
NUM_037,numerical_reasoning,easy,"Under SEBI (FPI) Regulations 2019, if a government-linked entity is 70% directly",No. The minimum threshold for government ownership is at least seventy-five per cent; seventy per cent is below this threshold,Yes.,0,0,"The model prediction is incorrect because SEBI (FPI) Regulations 2019 stipulate that a government-linked entity must have at least seventy-five per cent government ownership, not seventy per cent."
NUM_038,numerical_reasoning,medium,"Under SEBI (InvIT) Regulations 2014, a consulting firm had transactions worth ei","No. Eight lakh rupees out of ninety lakh rupees is approximately 8.9 per cent, which is below the ten per cent threshold; the disqualification criteri","Yes. 

Calculation: Eight lakh rupees is ten percent of ninety lakh rupees.",0,1,"The calculation correctly identifies that eight lakh rupees is ten percent of ninety lakh rupees, meeting the threshold for disqualification under SEBI (InvIT) Regulations 2014."
NUM_039,numerical_reasoning,medium,"Under SEBI (FPI) Regulations 2019, if a designated depository participant applic","By 24 April (thirty days from 25 March, the date all required information was furnished, being the later of the two trigger dates)",30 days from 25 March.,0,1,The model prediction correctly states the 30-day period from 25 March as per SEBI (FPI) Regulations 2019.
NUM_040,numerical_reasoning,easy,Under the original SEBI (Issue and Listing of Debt Securities by Municipalities),By 1 April 2018 (three months from the closure of the issue on 1 January 2018),"Three months of January 2018. 
Final Answer: 1 April 2018",1,1,"The model prediction correctly identifies the final date as 1 April 2018, which is three months after the closure of the issue on 1 January 2018."
REG_095,regulatory_interpretation,easy,What is the minimum percentage of an AMC's net worth that a sponsor must contrib,At least 40 per cent,40%,1,1,The model prediction matches the reference answer of at least 40 per cent.
REG_096,regulatory_interpretation,easy,"Under SEBI (Mutual Funds) Regulations, 1996, who has the authority to terminate ",Majority of the trustees or by seventy-five per cent of the unitholders of the scheme,Majority of the trustees or seventy-five per cent of the unitholders of the scheme.,1,1,"The model prediction accurately reflects the authority to terminate as per SEBI (Mutual Funds) Regulations, 1996."
REG_097,regulatory_interpretation,easy,What minimum proportion of the board of directors of an AMC must comprise direct,At least fifty per cent,Fifty per cent,1,1,The model prediction matches the reference answer of at least fifty per cent.
REG_098,regulatory_interpretation,easy,"What restriction does SEBI (Mutual Funds) Regulations, 1996 impose on the Chairm",The Chairman of the asset management company is not a trustee of any mutual fund,The Chairman of the asset management company is not a trustee of any mutual fund.,1,1,"The model prediction correctly paraphrases the restriction imposed by SEBI (Mutual Funds) Regulations, 1996."
REG_099,regulatory_interpretation,easy,What is the minimum proportion of independent persons required among the trustee,Two-thirds,Two-thirds.,1,1,The model prediction matches the regulatory requirement for the minimum proportion of independent persons among trustees.
REG_100,regulatory_interpretation,medium,What three personal qualifications must every trustee of a mutual fund possess o,"Be a person of ability, integrity and standing; not have been found guilty of moral turpitude; and not have been convicted of any economic offence or ","ability, integrity, and standing.",1,1,The model prediction matches the reference answer's qualifications for trustees of a mutual fund.
REG_101,regulatory_interpretation,easy,"Under SEBI (Mutual Funds) Regulations, 1996, are directors, officers or employee","No. No asset management company and no director (including independent director), officer or employee of an asset management company shall be eligible",No.,1,1,"The model correctly identifies that under SEBI (Mutual Funds) Regulations, 1996, directors, officers, or employees of an asset management company are not eligible."
REG_102,regulatory_interpretation,medium,"By what date must a mutual fund pay its annual service fee, and what is the maxi",Before the 15th April each year; the Board may allow payment up to two months from commencement of the financial year,"Before the 15th April each year, and any time before the expiry of two months from the commencement of the financial year.",1,1,The model prediction correctly states the deadline for the annual service fee payment as before the 15th April each year and allows for payment up to two months from the commencement of the financial 
REG_103,regulatory_interpretation,easy,What requirement applies to the Chairperson of a trustee company appointed as tr,The Chairperson of the board of directors of the trustee company shall be an independent director,The Chairperson of the board of directors shall be an independent director.,1,1,The model prediction paraphrases the requirement correctly.
REG_104,regulatory_interpretation,medium,What board composition requirement must an AMC meet after its sponsor disassocia,The board of directors shall have at least two third independent directors,At least two-thirds independent directors.,1,1,The model prediction correctly states the requirement for the composition of the board of directors after disassociation.
REG_105,regulatory_interpretation,easy,"Under which Act must the trust deed of a mutual fund be registered, and who exec","The Indian Registration Act, 1908; executed by the sponsor in favour of the trustees named in such an instrument","The trust deed must be registered under the Indian Registration Act, 1908 (16 of 1908), executed by the sponsor in favour of the trustees.",1,1,"The model prediction correctly identifies the Indian Registration Act, 1908 as the Act under which the trust deed of a mutual fund must be registered and correctly states that it should be executed by"
REG_106,regulatory_interpretation,easy,What proportion of unitholders of a scheme may requisition the trustees to obtai,Three-fourths of the unitholders of any scheme,Three-fourths,1,1,The model prediction matches the reference answer which states that three-fourths of the unitholders may requisition the trustees.
REG_107,regulatory_interpretation,medium,What capital compliance conditions must an SFB satisfy at the end of both the pr,The bank must be in compliance with the applicable regulatory capital requirement as at the end of the previous financial year and shall continue to b,The bank must be in compliance with the applicable regulatory capital requirement as at the end of the previous financial year and shall continue to be in compliance as at the end of the financial year during which the dividend is proposed to be paid.,1,1,The model prediction correctly states that the bank must be in compliance with the applicable regulatory capital requirement as at the end of the previous financial year and shall continue to be in co
REG_108,regulatory_interpretation,easy,What profitability condition must an SFB satisfy to be eligible to declare divid,The bank shall have positive adjusted Profit After Tax (PAT) for the financial year for which the dividend is proposed,The bank shall have positive adjusted Profit After Tax (PAT) for the financial year.,1,1,The model prediction accurately reflects the requirement for an SFB to have a positive adjusted Profit After Tax (PAT) for the financial year in question.
REG_109,regulatory_interpretation,medium,What four factors must an SFB's Board of Directors consider when evaluating a pr,Divergence in NPA asset classification and provisioning including its trend; Auditors' Report including modified opinion or Emphasis of Matter; Curren,"The divergence in asset classification and provisioning for NPAs, Auditors’ Report, current and projected capital position vis-à-vis applicable regulatory capital requirement, and long-term growth plans.",1,1,"The model prediction correctly identifies the four factors an SFB's Board of Directors must consider when evaluating a proposal for a new loan, which are consistent with the reference answer's factors"
REG_110,regulatory_interpretation,easy,Within what period must an SFB submit its dividend declaration report to the RBI,Within a fortnight of declaration of dividend,Within a fortnight of declaration.,1,1,The model prediction correctly paraphrases the requirement that an SFB must submit its dividend declaration report to the RBI within a fortnight of the dividend declaration.
REG_111,regulatory_interpretation,easy,What is the consequence for an SFB that fails to meet the dividend eligibility c,No special dispensation will be given for declaration of dividend for that period,No special dispensation will be given for declaration of dividend for that period.,1,1,The model prediction accurately reflects the consequence for an SFB failing to meet the dividend eligibility criteria as stated in the reference answer.
REG_112,regulatory_interpretation,medium,What categories of profit are excluded from dividend payment eligibility under t,"Any exceptional and/or extra-ordinary profits/income; and any overstatement of PAT identified in a modified audit opinion, to the extent included in P","Exceptional and/or extraordinary profits, and profits with a modified audit opinion indicating an overstatement of the PAT.",1,1,The model prediction correctly identifies the categories of profit excluded from dividend payment eligibility under the specified conditions.
NUM_087,numerical_reasoning,easy,"What is the minimum average net annual profit (after depreciation, interest and ",At least rupees ten crore,Rupees ten crore.,1,1,The model prediction matches the reference answer's minimum average net annual profit requirement.
NUM_088,numerical_reasoning,easy,What is the standard minimum networth requirement for an AMC under SEBI (Mutual ,Not less than rupees fifty crore,Rupees fifty crore.,1,1,The model prediction matches the standard minimum networth requirement for an AMC under SEBI as specified in the reference answer.
NUM_089,numerical_reasoning,medium,If a sponsor fails to fulfil all eligibility criteria at the time of application,"Not less than rupees one hundred crore, maintained until the AMC has profits for five consecutive years","Rupees one hundred crore, till it has profits for five consecutive years.",1,1,The model prediction correctly states the minimum capital requirement and the duration for which it must be maintained as per the reference answer.
NUM_090,numerical_reasoning,easy,What is the minimum networth required for an AMC that is only eligible to launch,Not less than rupees ten crore,Rupees ten crore.,1,1,The model prediction matches the reference answer's minimum net worth requirement for an AMC.
NUM_091,numerical_reasoning,hard,"Under the 2023 amendment to Regulation 7, if a sponsor fails all eligibility req","AMC net worth not less than rupees one hundred fifty crore; locked-in for five years; total combined experience of CEO, COO, CRO, CCO and CIO of at le","Rupees one hundred fifty crore, five years, and at least thirty years.",1,1,"The model prediction matches the reference answer's requirements for AMC net worth, locked-in period, and total combined experience."
NUM_092,numerical_reasoning,medium,"Under SEBI (Mutual Funds) Regulations, 1996, what is the maximum percentage of t","5 per cent of aggregate purchases and sales, measured for a block of any three months","5 per cent, over a three-month block.",1,1,"The model prediction correctly states the maximum percentage limit as per SEBI (Mutual Funds) Regulations, 1996."
NUM_093,numerical_reasoning,easy,How is 'Adjusted Profit After Tax (PAT)' defined under the RBI SFB Dividend Dire,PAT of the financial year minus 50 per cent of Net NPA as on March 31 of the financial year for which the dividend is to be paid,PAT of the financial year minus 50 per cent of Net NPA as on March 31.,1,1,The model prediction accurately reflects the definition of 'Adjusted Profit After Tax (PAT)' as per the RBI SFB Dividend Directive.
NUM_094,numerical_reasoning,easy,"Under the RBI SFB Dividend Directions, 2026, what percentage of Adjusted PAT may",40 per cent of Adjusted PAT,40 per cent of adjusted PAT for the period.,1,1,The model prediction matches the reference answer's percentage of Adjusted PAT.
NUM_095,numerical_reasoning,hard,"In Illustration 1 of the RBI SFB Dividend Directions, 2026, a bank has PAT of Rs","Rs5,500 crore (40% of Adjusted PAT of Rs13,750 crore, which is lower than 75% of PAT of Rs12,750 crore)","Rs5,500 crore",1,1,"The model prediction matches the reference answer in terms of the final value of Rs5,500 crore."
NUM_096,numerical_reasoning,hard,"In Illustration 3, a bank has PAT of Rs1,500 crore, Net NPA of Rs300 crore, Tier","Rs625 crore (maximum eligible dividend of Rs1,125 crore minus interim dividend already paid of Rs500 crore)","Rs1,125 crore",1,1,The model prediction matches the maximum eligible dividend as per the given rules.
NUM_097,numerical_reasoning,hard,"In Illustration 2 of the RBI SFB Dividend Directions, 2026, a bank has PAT of Rs","Rs19,000 crore (50% of Adjusted PAT of Rs38,000 crore, which is lower than 75% of PAT of Rs30,375 crore)","Rs19,000 crore",1,1,The model prediction matches the reference answer in terms of the final value.
NUM_098,numerical_reasoning,medium,"Under the RBI SFB Dividend Directions, 2026, what are the permitted dividend per",Bucket B1: 0 per cent of Adjusted PAT; Bucket B10: 100 per cent of Adjusted PAT,"0% for Bucket B1, 100% for Bucket B10.",0,1,"The model prediction correctly matches the permitted dividend per centages for Bucket B1 and Bucket B10 as per the RBI SFB Dividend Directions, 2026."
TMP_046,temporal_reasoning,easy,What minimum proportion of independent trustees did SEBI (Mutual Funds) Regulati,At least 50 per cent,At least 50%,1,1,The model prediction matches the reference answer of at least 50% independent trustees as per SEBI regulations for mutual funds.
TMP_047,temporal_reasoning,medium,What minimum AMC networth was introduced by the SEBI (Mutual Funds) Amendment Re,Rupees fifty crore (replacing the original requirement of rupees ten crore),Rupees fifty crore (w.e.f. 06-05-2014).,0,1,"The model prediction correctly states the minimum AMC networth introduced by SEBI as Rupees fifty crore, which matches the reference answer."
TMP_048,temporal_reasoning,hard,"From what date were Regulations 69 to 74 of SEBI (Mutual Funds) Regulations, 199",27-9-2002,27-9-2002,1,1,The model prediction matches the reference answer's date.
TMP_049,temporal_reasoning,medium,From which financial year do the RBI (Small Finance Banks - Prudential Norms on ,"From Financial Year (FY) 2026-27; they repeal the circular dated November 28, 2025 (DO R.ACC.REC.118/21-02-067/2025-26)","From Financial Year (FY) 2026-27, and it repeals DO R.ACC.REC.118/21-02-067/2025-26 dated November 28, 2025.",1,1,The model prediction correctly states the financial year and the circular that Small Finance Banks will repeal.
TMP_050,temporal_reasoning,medium,"What key change did the SEBI (Mutual Funds) Amendment Regulations, 2012 make to ",Replaced the enumeration of specific advertising media with a broader definition covering all forms of communication that may influence investment dec,"The SEBI (Mutual Funds) Amendment Regulations, 2012 (w.e.f. 21-2-2012) substituted a broader definition encompassing “all forms of communication issued by or on behalf of the asset management company/mutual fund that may influence investment decisions of any investor/prospective investors.”",0,1,"The model prediction accurately paraphrases the key change made by SEBI (Mutual Funds) Amendment Regulations, 2012, which broadened the definition of advertising media to include all forms of communic"
TMP_051,temporal_reasoning,medium,What new asset class was added to the permissible investment universe in the 'mu,Silver or silver related instruments,Silver or silver related instruments.,1,1,The model prediction correctly identifies silver or silver related instruments as the new asset class added to the permissible investment universe.
REG_113,regulatory_interpretation,medium,"Under the Seventh Schedule of SEBI (Mutual Funds) Regulations, what is the stand",10% of NAV; may be extended to 12% with prior approval of both the Board of Trustees and the Board of Directors of the AMC,"10%, with the prior approval of the Board of Trustees and Board of Directors of the asset management company.",1,1,The model prediction correctly states the 10% threshold and the requirement for prior approval from both the Board of Trustees and Board of Directors of the asset management company.
REG_114,regulatory_interpretation,medium,What two categories of securities of associate or group companies of the sponsor,Unlisted securities of an associate or group company of the sponsor; and securities issued by private placement by an associate or group company of th,Unlisted securities and securities issued by way of private placement.,1,1,The model prediction correctly identifies the two categories of securities as unlisted securities and securities issued by private placement.
REG_115,regulatory_interpretation,easy,What is the maximum investment a mutual fund scheme may make in listed securitie,25 per cent of the net assets (with exceptions for equity oriented ETFs and index funds),25 per cent of the net assets.,1,1,The model prediction matches the reference answer's maximum investment limit in listed securities for mutual fund schemes.
REG_116,regulatory_interpretation,easy,What is the maximum combined ownership stake that all schemes of a mutual fund m,Not more than ten per cent of any company's paid up capital carrying voting rights,Ten per cent.,0,1,The model prediction matches the reference answer's maximum combined ownership stake limit for mutual funds.
REG_117,regulatory_interpretation,easy,On what price basis must inter-scheme transfers of quoted securities between sch,At the prevailing market price for quoted instruments on spot basis,Prevailing market price for quoted instruments on spot basis.,1,1,The model prediction matches the reference answer in stating the price basis for inter-scheme transfers of quoted securities.
REG_118,regulatory_interpretation,medium,What is the maximum aggregate inter-scheme investment that all schemes under one,5 per cent of the net asset value of the mutual fund (this restriction does not apply to fund of funds schemes),5% of the net asset value of the mutual fund.,1,1,The model prediction correctly states the maximum aggregate inter-scheme investment as 5% of the net asset value of the mutual fund.
REG_119,regulatory_interpretation,medium,"Under the Seventh Schedule, what is the maximum investment a mutual fund scheme ","10 per cent of NAV; index funds, exchange traded funds, and sector or industry specific schemes are exempt",10 per cent. Index fund or exchange traded fund or sector or industry specific scheme.,1,1,"The model prediction correctly identifies the maximum investment limit as 10 per cent of NAV for mutual fund schemes, which aligns with the reference answer."
REG_120,regulatory_interpretation,medium,"For what purpose may a mutual fund borrow under SEBI (Mutual Funds) Regulations,","To meet temporary liquidity needs for repurchase, redemption or payment of interest or dividend; borrowing shall not exceed 20 per cent of the net ass","To meet temporary liquidity needs for repurchase, redemption of units, payment of interest or dividend to unitholders. The limits are 20 per cent of the net asset of the scheme and a duration not exceeding six months.",1,1,The model prediction accurately reflects the purpose and limits of borrowing under SEBI (Mutual Funds) Regulations as stated in the reference answer.
REG_121,regulatory_interpretation,easy,May a fund of funds scheme invest in another fund of funds scheme under SEBI (Mu,No. A fund of funds scheme shall not invest in any other fund of funds scheme.,No.,1,1,The model correctly predicts that a fund of funds scheme cannot invest in another fund of funds scheme as per SEBI regulations.
REG_122,regulatory_interpretation,medium,What are the NAV-based investment limits for a mutual fund scheme in InvIT units,Not more than 10% of NAV overall; not more than 5% of NAV in units of a single InvIT issuer,More than 10% of its NAV in the units of InvIT; and more than 5% of its NAV in the units of InvIT issued by a single issuer.,1,0,"The model prediction incorrectly states that investors can invest more than 10% of their NAV in units of InvIT, which contradicts the reference answer."
REG_123,regulatory_interpretation,easy,"Under Regulation 24 of SEBI (Mutual Funds) Regulations, may an AMC act as truste",No. An AMC shall not act as a trustee of any mutual fund.,No.,1,1,The model correctly identifies that an AMC cannot act as a trustee under Regulation 24 of SEBI (Mutual Funds) Regulations.
REG_124,regulatory_interpretation,medium,What is the primary restriction on additional business activities an AMC may eng,"The AMC shall not undertake any business activities other than management and advisory services provided to pooled assets (including offshore funds, i",The asset management company shall not undertake any business activities other than in the nature of management and advisory services provided to pooled assets.,1,1,"The model prediction paraphrases the reference answer correctly, maintaining the essence of the restriction on additional business activities for an AMC."
REG_125,regulatory_interpretation,easy,"Under SEBI (Mutual Funds) Regulations, 1996, whose prior approval is required be",Prior approval of the trustees,The trustees.,0,1,"The trustees are indeed the ones who require prior approval under SEBI (Mutual Funds) Regulations, 1996."
