id,task_type,difficulty,question,ref_answer,prediction,strict_correct,judge_verdict,judge_reason
NUM_071,numerical_reasoning,medium,"In Illustration 3, a Small Finance Bank has Maximum Eligible Dividend of ₹1,125 ","₹625 crore. Calculation: Maximum Eligible Dividend (₹1,125 crore) minus interim dividend already paid (₹500 crore) = ₹625 crore.","Maximum permissible final dividend = G – H  
= ₹1,125 crore – ₹500 crore  
= **₹625 crore**",1,1,The calculation correctly determines the maximum permissible final dividend by subtracting the interim dividend already paid from the maximum eligible dividend.
NUM_072,numerical_reasoning,easy,"A Small Finance Bank has a PAT of ₹40,500 crore and Net NPA of ₹5,000 crore. Wha","₹38,000 crore. Calculation: ₹40,500 - (50% × ₹5,000) = ₹40,500 - ₹2,500 = ₹38,000 crore.","Adjusted PAT = PAT – 50 % of Net NPAs  
= ₹40,500 cr – 0.5 × ₹5,000 cr  
= ₹40,500 cr – ₹2,500 cr  
= **₹38,000 crore**",0,1,The final value matches the reference calculation.
NUM_073,numerical_reasoning,hard,"In Illustration 2, with Adjusted PAT of ₹38,000 crore and Bucket B5 (50% limit),","Maximum per Table 1: ₹19,000 crore (50% × ₹38,000). 75% of PAT: ₹30,375 crore (75% × ₹40,500). The Maximum Eligible Dividend is ₹19,000 crore, being t","Maximum dividend per Table 1 (50 % of ₹38,000 cr):  
\(38{,}000 \times 0.50 = ₹19{,}000\) cr  

75 % of PAT (₹40,500 cr):  
\(40{,}500 \",1,1,"The model correctly calculates the maximum dividend per Table 1 (50% of ₹38,000 crore) as ₹19,000 crore."
NUM_074,numerical_reasoning,medium,"In the GoI dated securities auction announced on March 28, 2026, what is the max","₹33,000 crore. Calculation: Notified amount ₹29,000 crore + greenshoe of ₹2,000 crore per security × 2 securities = ₹29,000 + ₹4,000 = ₹33,000 crore.","**Calculation**

- Base auction amount: ₹29,000 crore  
- Greenshoe option per security: ₹2,000 crore  
- Number of securities: 2  

Additional amount = 2 × ₹2,000 crore = ₹4,000 crore  

Maximum total raise = ₹29,000 crore + ₹4,000 crore = **₹33,000 crore**",1,1,"The model prediction correctly calculates the maximum total raise as ₹33,000 crore by adding the base auction amount and the greenshoe option for two securities."
NUM_075,numerical_reasoning,medium,"In the GoI dated securities auction announced on March 28, 2026, what is the tot","₹12,000 crore. It represents approximately 41.4% of the total notified amount (₹12,000 ÷ ₹29,000 × 100 ≈ 41.4%).","**Total notified amount for 7.43 % GS 2076:** ₹12,000 crore  
**Fraction of total auction amount:** 12,000 crore ÷ 29,000 crore = 12/29 ≈ 0.4138 (≈ 41.38 %)",0,1,"The model prediction correctly states the total notified amount as ₹12,000 crore and calculates the fraction of the total auction amount as approximately 41.38%, which is within 1% of the reference va"
NUM_076,numerical_reasoning,easy,What is the total aggregate face value amount offered by all State Governments i,"₹57,408 crore","₹57,408 Crore (Face Value)",1,1,The model prediction matches the reference answer in terms of the total aggregate face value amount offered by all State Governments.
NUM_077,numerical_reasoning,easy,How much in total is Andhra Pradesh seeking to raise across all three of its sec,"₹3,900 crore. Calculation: ₹1,500 + ₹1,500 + ₹900 = ₹3,900 crore.","1500 + 1500 + 900 = 3900 crore.  

**Total amount Andhra Pradesh is seeking to raise: 3900 crore.**",0,1,"The model prediction correctly calculates the total amount as ₹3,900 crore."
NUM_078,numerical_reasoning,easy,What is the total amount Karnataka is raising across all its five securities in ,"₹10,000 crore. Calculation: ₹2,000 × 5 securities = ₹10,000 crore.","2000 + 2000 + 2000 + 2000 + 2000 = 10,000  
**10,000 crore rupees**",0,1,"The final value matches the reference answer, even though the calculation steps are shown in a different format."
NUM_079,numerical_reasoning,easy,What is the total amount of Government of India dated securities to be issued du,"₹8,20,000 crore","**Calculation:**  
Total dated securities for April 1 – September 30 2026 = 8,20,000 crore.  

**Answer:** 8,20,000 crore.",1,1,The final value matches the reference answer.
NUM_080,numerical_reasoning,easy,"In the GoI securities issuance calendar for H1 FY2026-27, what is the combined a","₹63,000 crore. Calculation: ₹29,000 (Week 1) + ₹34,000 (Week 2) = ₹63,000 crore.","₹29,000 crore (Week 1) + ₹34,000 crore (Week 2) = **₹63,000 crore**",1,1,The final value matches the reference answer.
NUM_081,numerical_reasoning,easy,"In auction week 4 (April 20-24, 2026) of the GoI issuance calendar, what is the ","₹10,000 crore. Calculation: ₹5,000 crore (30-year regular) + ₹5,000 crore (30-year SGrB) = ₹10,000 crore.","₹5,000 crore (30‑year) + ₹5,000 crore (30‑year SGrB) = **₹10,000 crore**.",1,1,"The final value matches the reference answer, with correct formatting and calculation."
NUM_082,numerical_reasoning,easy,"As on March 13, 2026, what was India's total foreign exchange reserve in US doll","Total reserves: US$ 709,759 million. Weekly variation: a decrease of US$ 7,052 million.","US$ 709,759 million; change –US$ 7,052 million.",1,1,"The model prediction matches the final value of India's total foreign exchange reserves as on March 13, 2026, and the change is correctly reported."
NUM_083,numerical_reasoning,easy,What was the year-on-year growth rate of aggregate deposits of Scheduled Commerc,11.9%,"Year‑on‑Year growth rate of aggregate deposits (Scheduled Commercial Banks, India) as of 28 Feb 2026: **11.9 %**.",0,0,The year provided (2026) is in the future and the reference answer is for 28 Feb 2023.
NUM_084,numerical_reasoning,medium,"As of February 28, 2026, what was the year-on-year growth rate of M3 (broad mone",11.5%,,0,0,The model prediction does not match the reference answer.
NUM_085,numerical_reasoning,medium,"What was the value of India's gold reserves as on March 13, 2026 in US dollar te","Gold reserves as on March 13, 2026: US$ 130,681 million. Increase over the year: US$ 56,289 million.","**Value on 13 Mar 2026:** US$ 130,681 million  
**Increase over the year:** US$ 56,289 million  

*Calculation:*  
- Gold reserves as of 13 Mar 2026 = US$ 130,681 million.  
- Variation over the year = US$ 56,289 million.",1,1,The model prediction matches the reference answer in terms of the value of India's gold reserves and the increase over the year.
NUM_086,numerical_reasoning,hard,A company has paid-up capital and free reserves of ₹500 crore before a buy-back.,Maximum buy-back amount: ₹125 crore (25% × ₹500 crore). Maximum debt after buy-back: ₹750 crore assuming free reserves after buyback are ₹375 crore (2,"**Maximum buy‑back amount**  
\(0.25 \times ₹500\text{ crore} = ₹125\text{ crore}\)

**Maximum total debt after buy‑back**  
After buy‑back, paid‑up capital + free reserves = \(₹500 - ₹125 = ₹375\text{ crore}\)  
Debt ratio ≤ 2:1 → maximum debt = \(2 \times ₹375 = ₹750\text{ crore}\)

**Answer**  
M",1,1,The model prediction correctly calculates the maximum buy-back amount and the maximum total debt after buy-back according to the given rules.
TMP_028,temporal_reasoning,easy,Which was implemented first under the RBI Master Direction on Unique Identifiers,"The LEI framework (Section A) was implemented first, coming into force with immediate effect from March 27, 2026. The UTI framework (Section B) comes ","LEI was implemented first – Section A of the Directions on LEI came into force immediately on the Master Direction’s issue date, 27 March 2026, whereas the UTI framework (Section B) became effective only on 1 January 2027.",1,1,"The LEI framework (Section A) was implemented first, as stated in the reference answer."
TMP_029,temporal_reasoning,medium,Among the five circulars superseded by the RBI Master Direction on Unique Identi,"CO.FMRD.MIOD.No.8/11.01.057/2025-26 dated February 18, 2026, which is the most recent of the five superseded circulars.",The most recently issued circular before the Master Direction was **CO.FMRD.MIOD.No.8/11.01.057/2025‑26 dated 18 February 2026**.,1,1,"The model prediction correctly identifies the most recent superseded circular before the Master Direction, matching the reference answer's date."
TMP_030,temporal_reasoning,medium,"How many years elapsed between the issuance of the first LEI circular (June 01, ","Approximately 8 years and 10 months elapsed between June 1, 2017 and March 27, 2026.","8 years, 9 months, 26 days (from 01‑Jun‑2017 to",0,1,"The model prediction closely matches the reference answer, with a minor difference in the number of days."
TMP_031,temporal_reasoning,medium,Describe the step-by-step reduction in the maximum open-market buy-back limit th,"15% (until March 31, 2023) → 10% (until March 31, 2024) → 5% (until March 31, 2025) → Complete prohibition from April 1, 2025.","- **Until 31 March 2023** – Open‑market buy‑back limit: **≤ 15 %** of paid‑up capital + free reserves (based on the lower of standalone or consolidated statements).  
- **Until 31 March 2024** – Limit reduced to **≤ 10 %** of paid‑up capital + free reserves.  
- **Until 31 March 2025** – Further red",0,1,The model prediction accurately reflects the step-by-step reduction in the maximum open-market buy-back limit as described in the reference answer.
TMP_032,temporal_reasoning,medium,Which set of RBI directions on Small Finance Bank dividend norms was in effect d,"The 2025 Directions (issued November 28, 2025) were in effect during FY 2025-26. The 2026 Directions come into effect only from FY 2026-27 (i.e., from","The 2025 Directions were in effect during FY 2025‑26.  
The 2026 Directions only come into force from FY 2026‑27 onward.",1,1,The model prediction correctly states that the 2025 Directions were in effect during FY 2025-26 and the 2026 Directions come into force from FY 2026-27 onward.
TMP_033,temporal_reasoning,medium,"In chronological order, what are the key dates in the lifecycle of the GoI dated","March 28 (announcement), March 30 – April 02 ('When Issued' trading period), April 02 (auction day, bids submitted), April 06 (settlement, payment by ","- **March 28 2026** – Government of India issues the notification (F.No.4(1)-B(W&M)/2026).  
- **March 30 2026** – Start of the “when‑issued” trading period.  
- **April 2 2026** – Auction day (Thursday) and end of the trading period.  
- **April 6 2026** – Settlement of the auction (Monday).",0,0,The dates provided in the model prediction do not match the key dates in the lifecycle of the GoI dated.
TMP_034,temporal_reasoning,easy,For the State Government securities auction covered in this revised press releas,"March 21, 2026 (revised press release issued) → March 24, 2026 (auction conducted on E-Kuber) → March 25, 2026 (payment by successful bidders).","- Announcement of the revised auction – 21 March 2026  
- Auction conducted on the RBI E‑Kuber system – 24 March 2026 (Tuesday)  
- Payment by successful bidders (settlement) – 25 March 2026 (Wednesday)",1,1,The model prediction accurately reflects the sequence of events as per the reference answer.
TMP_035,temporal_reasoning,medium,"Under SEBI (Intermediaries) Regulations 2008, an intermediary holding a permanen","Two years plus up to six months extension, for a maximum of two and a half years from the commencement of these regulations.",Maximum total time = 2 years + 6 months = 30 months from the commencement of the regulations.,1,1,"The model correctly calculates the maximum total time as 2 years plus 6 months, equating to 30 months."
TMP_036,temporal_reasoning,medium,"The SEBI (Research Analysts) Regulations 2014 were published on September 1, 201","On the ninetieth day from September 1, 2014, which is approximately November 30, 2014.","December 1, 2014.",0,1,The model prediction is within 1% rounding error of the correct date.
TMP_037,temporal_reasoning,medium,"In the GoI securities issuance calendar for H1 FY2026-27, which is the first auc","Auction Week 4 (April 20-24, 2026) is the first week to include Sovereign Green Bonds, with ₹5,000 crore allocated for the 30-year SGrB.","Auction Week 4 (April 20‑24, 2026) – ₹5,000 crore allocated for 30‑year Sovereign Green Bonds.",1,1,"The model prediction correctly identifies Auction Week 4 (April 20-24, 2026) as the first week to include Sovereign Green Bonds with ₹5,000 crore allocated for the 30-year SGrB."
TMP_038,temporal_reasoning,easy,"The RBI SFB Dividend Directions 2026 were issued on March 10, 2026 but take effe","The 2025 Directions were issued before the 2026 Directions — on November 28, 2025, compared to March 10, 2026 for the 2026 Directions.",The 2025 Directions (repealed circular dated 28 November 2025) were issued **before** the 2026 Directions (issued 10 March 2026).,1,1,The model correctly identifies that the 2025 Directions were issued before the 2026 Directions.
TMP_039,temporal_reasoning,hard,"A counterparty entered into an OTC derivative transaction on December 15, 2026. ","No. The UTI requirements (Section B) come into effect from January 01, 2027, and apply only to transactions entered into on or after that date. A tran","No. The UTI reporting requirement applies only to OTC derivative transactions entered into on or after the effective date of the directions, which is 01 January 2027. A transaction entered into on 15 December 2026 falls before that date and is therefore not subject to the UTI reporting requirements.",1,1,"The model prediction correctly states that the UTI reporting requirement applies only to transactions entered into on or after January 1, 2027, and thus a transaction entered into on December 15, 2026"
TMP_040,temporal_reasoning,hard,An intermediary's time-limited certificate expires in 18 months from the commenc,"The intermediary must apply at least three months before the earlier of: (a) expiry of the certificate (15 months from commencement), or (b) three mon","Apply no later than 15 months after the commencement of the SEBI (Intermediaries) Regulations 2008 (i.e., three months before the 18‑month expiry).",0,1,The model correctly interprets the requirement to apply at least three months before the earlier of the certificate's expiry or three months before the 18-month mark.
TMP_041,temporal_reasoning,medium,For how long was the Al-Nusrah Front listed on the ISIL (Da'esh) and Al-Qaida Sa,"Approximately 11 years and 9 months — from May 14, 2014 to February 27, 2026.","Al‑Nusrah Front was listed on 14 May 2014 and removed on 27 February 2026 – a period of **11 years, 9 months, and 13 days**.",1,1,"The model prediction correctly states the duration as 11 years, 9 months, and 13 days, which closely matches the reference period of approximately 11 years and 9 months."
TMP_042,temporal_reasoning,easy,"Under the RBI GoI issuance calendar for H1 FY2026-27, if the third Monday of a m",On the fourth Monday of that month.,"If the third Monday falls on a public holiday, the RBI conducts the switch auction on the **fourth Monday of that month**.",1,1,"The model prediction correctly states that if the third Monday falls on a public holiday, the RBI GoI issuance would be conducted on the fourth Monday of that month, aligning with the RBI GoI issuance"
TMP_043,temporal_reasoning,easy,"Under the RBI Master Direction on UTI 2026, if a market participant cannot obtai",Within five Mumbai business days from the date of the transaction.,Within five Mumbai business days from the date of the transaction.,1,1,The model prediction accurately reflects the final value or fact as per the RBI Master Direction on UTI 2026.
TMP_044,temporal_reasoning,medium,"A company completed its buy-back (i.e., made the final payment to shareholders) ","June 15, 2026 — one year from the expiry date (June 15, 2025) of the buyback period of the preceding offer.",,0,0,The model prediction does not match the reference answer's specified expiry date.
TMP_045,temporal_reasoning,hard,"In Illustration 3 of the RBI SFB Dividend Directions 2026, the bank paid interim","The constraint applies cumulatively across both payments. The Maximum Eligible Dividend (₹1,125 crore) is the total permitted across the full financia","The RBI’s SFB Dividend Directions treat the “Maximum Eligible Dividend” as a **cumulative cap for the entire fiscal year**.  
In Illustration 3 the bank first paid an interim dividend of ₹500 cr in FY 20X1‑20X2 (H). When it later declares the final dividend, the cap is applied to the **remaining amo",1,1,The model correctly interprets the cumulative cap for the entire fiscal year as per the RBI’s SFB Dividend Directions.
REG_054,regulatory_interpretation,easy,"Under SEBI (Infrastructure Investment Trusts) Regulations 2014, what is the maxi",Fifteen months,Fifteen months.,1,1,The model prediction matches the maximum holding period specified under SEBI (Infrastructure Investment Trusts) Regulations 2014.
REG_055,regulatory_interpretation,easy,"Under SEBI (InvIT) Regulations 2014, how frequently must the trustee obtain a co",On a quarterly basis,Quarterly.,0,1,The model prediction matches the reference answer that trustees must obtain consent quarterly under SEBI (InvIT) Regulations 2014.
REG_056,regulatory_interpretation,easy,"Under SEBI (InvIT) Regulations 2014, within how many days must SEBI communicate ",Within thirty days,Thirty days.,1,1,The model prediction matches the reference answer of thirty days.
REG_057,regulatory_interpretation,easy,"Under SEBI (InvIT) Regulations 2014, what minimum equity interest must an InvIT ",Not less than fifty one per cent of the equity share capital or interest,51% of the equity share capital or interest.,1,1,The model prediction matches the SEBI (InvIT) Regulations 2014 requirement for a minimum equity interest of 51%.
REG_058,regulatory_interpretation,easy,"Under SEBI (InvIT) Regulations 2014, what minimum percentage of its assets must ",Not less than ninety per cent,90%,0,1,The model prediction matches the minimum percentage requirement as per SEBI (InvIT) Regulations 2014.
REG_059,regulatory_interpretation,medium,"Under SEBI (InvIT) Regulations 2014 (as currently in force), what minimum net wo","More than five hundred crore rupees, as per the latest audited financial statements",More than ₹500 crore.,0,1,The model prediction matches the minimum net worth requirement as per SEBI (InvIT) Regulations 2014.
REG_060,regulatory_interpretation,medium,"Under SEBI (InvIT) Regulations 2014, what is the combined monetary cap on permis","Two per cent of its gross turnover or total income, or fifty lakh rupees, whichever is lower","The aggregate of all such relationships must not exceed **the lower of 2 % of the person’s gross turnover or total income, or ₹50 lakh**.",0,1,"The model prediction correctly paraphrases the SEBI (InvIT) Regulations 2014, stating the combined monetary cap on permissible relationships."
REG_061,regulatory_interpretation,medium,"Under SEBI (InvIT) Regulations 2014, when a conflict of interest is flagged in a","A practising chartered accountant or valuer, as applicable","A practising chartered accountant or a valuer, as applicable.",1,1,The model prediction correctly identifies the role of a practising chartered accountant or valuer in flagging conflicts of interest under SEBI (InvIT) Regulations 2014.
REG_062,regulatory_interpretation,easy,"Under SEBI (Issue and Listing of Municipal Debt Securities) Regulations 2015, wi",Twenty one days,21 days.,0,1,The model prediction matches the SEBI regulation stating that the issue and listing of municipal debt securities must be completed within twenty-one days.
REG_063,regulatory_interpretation,easy,"Under SEBI (Issue and Listing of Municipal Debt Securities) Regulations 2015, fo",Fifteen days,Fifteen days.,1,1,The model prediction matches the SEBI regulation stating that an issuer must provide a prospectus within fifteen days of filing the application for the issue and listing of municipal debt securities.
REG_064,regulatory_interpretation,easy,"Under SEBI (Issue and Listing of Municipal Debt Securities) Regulations 2015, wh",Not more than four,Four.,0,1,The model prediction matches the reference answer's maximum number of entities allowed under SEBI regulations.
REG_065,regulatory_interpretation,easy,"Under SEBI (Issue and Listing of Municipal Debt Securities) Regulations 2015, fo",The preceding three hundred and sixty five days,The issuer must have a clean repayment track record for the preceding **365 days**.,0,1,The model prediction correctly paraphrases the SEBI regulation stating the issuer must have a clean repayment track record for the preceding 365 days.
REG_066,regulatory_interpretation,easy,"Under SEBI (Investment Advisers) Regulations 2013, on which day from the date of",The ninetieth day,The ninetieth day.,1,1,The model prediction correctly identifies the ninetieth day as the reference day for SEBI (Investment Advisers) Regulations 2013.
NUM_033,numerical_reasoning,medium,"Under SEBI (InvIT) Regulations 2014, if an entity associated with the InvIT has ","Twenty lakh rupees (two per cent of ten crore rupees, being lower than fifty lakh rupees â€” the rule applies whichever is lower)","2 % of 10 crore = 0.02 × 10,00,00,000 = 20,00,000 rupees (20 lakh rupees).  
Since 20 lakh < 50 lakh, the lower cap applies.  

**Maximum permissible pecuniary relationship: 20 lakh rupees.**",0,1,"The model correctly applies the rule that the maximum permissible pecuniary relationship is the lower of 2% of ten crore rupees (20 lakh rupees) or fifty lakh rupees, which is 20 lakh rupees."
NUM_034,numerical_reasoning,medium,"Under SEBI (Issue and Listing of Municipal Debt Securities) Regulations 2015, if","No. The 45 qualified institutional buyers are excluded from the calculation, so only 170 persons are counted, which is within the two hundred person l",170 persons (non‑QIBs) – does **not** exceed the 200‑person limit.,0,1,The model correctly identifies that 170 persons (non-QIBs) do not exceed the 200-person limit.
NUM_035,numerical_reasoning,medium,"Under SEBI (Issue and Listing of Municipal Debt Securities) Regulations 2015, if",26 May 2025 (after expiry of the twenty one days notice period from 5 May),26 May 2025 (21 days after the 5 May 2025 notice),1,1,The model prediction correctly calculates the date 21 days after the notice period starting from 5 May 2025.
NUM_036,numerical_reasoning,easy,"Under SEBI (InvIT) Regulations 2014, does a family trust with a net worth of fou",No. The threshold is more than five hundred crore rupees; four hundred and ninety nine crore rupees falls below this threshold,"No, 499 cr < 500 cr, so it does not qualify as an institutional investor (499 cr rupees).",0,1,The model correctly identifies that 499 crore rupees is below the threshold of 500 crore rupees for qualifying as an institutional investor under SEBI (InvIT) Regulations 2014.
NUM_037,numerical_reasoning,easy,"Under SEBI (FPI) Regulations 2019, if a government-linked entity is 70% directly",No. The minimum threshold for government ownership is at least seventy-five per cent; seventy per cent is below this threshold,"No, it does not qualify.  
Calculation: 70 % < 75 % (threshold for government control).  
Units: percent.",0,1,The model correctly identified that 70% is below the 75% threshold for government control as per SEBI (FPI) Regulations 2019.
NUM_038,numerical_reasoning,medium,"Under SEBI (InvIT) Regulations 2014, a consulting firm had transactions worth ei","No. Eight lakh rupees out of ninety lakh rupees is approximately 8.9 per cent, which is below the ten per cent threshold; the disqualification criteri","No, the partner would **not** be disqualified.  

**Calculation**  
- Gross turnover (FY 2023) = ₹90 lakh  
- 10 % of turnover = 0.10 × ₹90 lakh = ₹9 lakh  
- Transaction value = ₹8 lakh  

Since ₹8 lakh < ₹9 lakh (≈ 8.9 % < 10 %), the threshold is not met.  

**Answer**: Not disqualified.",0,1,The model correctly applied the SEBI (InvIT) Regulations 2014 threshold for disqualification based on the transaction value being below 10% of the gross turnover.
NUM_039,numerical_reasoning,medium,"Under SEBI (FPI) Regulations 2019, if a designated depository participant applic","By 24 April (thirty days from 25 March, the date all required information was furnished, being the later of the two trigger dates)","**Calculation**

1. **30‑day deadline from receipt**  
   - Application received: **1 March 2019**  
   - 30 days after 1 March → **31 March 2019**

2. **Deadline after all information furnished**  
   - Information called: **10 March 2019**  
   - Information furnished: **25 March 2019**  
   - Dea",1,0,"The final value should be 25 April 2019, not 31 March 2019."
NUM_040,numerical_reasoning,easy,Under the original SEBI (Issue and Listing of Debt Securities by Municipalities),By 1 April 2018 (three months from the closure of the issue on 1 January 2018),1 April 2018.,0,1,The model prediction matches the final value of 1 April 2018 as per the original SEBI regulation.
REG_095,regulatory_interpretation,easy,What is the minimum percentage of an AMC's net worth that a sponsor must contrib,At least 40 per cent,40%,1,1,The model prediction matches the reference answer of at least 40 per cent.
REG_096,regulatory_interpretation,easy,"Under SEBI (Mutual Funds) Regulations, 1996, who has the authority to terminate ",Majority of the trustees or by seventy-five per cent of the unitholders of the scheme,The appointment can be terminated by a majority of the trustees or by 75 % of the scheme’s unitholders.,1,1,"The model prediction correctly states that the appointment can be terminated by a majority of the trustees or by 75% of the unitholders, which aligns with SEBI (Mutual Funds) Regulations, 1996."
REG_097,regulatory_interpretation,easy,What minimum proportion of the board of directors of an AMC must comprise direct,At least fifty per cent,At least 50 % of the board.,0,1,The model prediction matches the reference answer of at least fifty per cent.
REG_098,regulatory_interpretation,easy,"What restriction does SEBI (Mutual Funds) Regulations, 1996 impose on the Chairm",The Chairman of the asset management company is not a trustee of any mutual fund,The Chairman of an asset management company must not be a trustee of any mutual fund.,1,1,"The model prediction correctly paraphrases the restriction imposed by SEBI (Mutual Funds) Regulations, 1996."
REG_099,regulatory_interpretation,easy,What is the minimum proportion of independent persons required among the trustee,Two-thirds,Two‑thirds.,1,1,The model prediction matches the reference answer of two-thirds.
REG_100,regulatory_interpretation,medium,What three personal qualifications must every trustee of a mutual fund possess o,"Be a person of ability, integrity and standing; not have been found guilty of moral turpitude; and not have been convicted of any economic offence or ","Ability, integrity and standing; no conviction for moral turpitude; no conviction for any economic offence or violation of securities laws.",1,1,The model prediction accurately reflects the three personal qualifications required for a trustee of a mutual fund as per the reference answer.
REG_101,regulatory_interpretation,easy,"Under SEBI (Mutual Funds) Regulations, 1996, are directors, officers or employee","No. No asset management company and no director (including independent director), officer or employee of an asset management company shall be eligible","No. Directors, officers or employees of an AMC are disqualified from being appointed as trustees of any mutual fund.",0,1,"The model prediction correctly paraphrases the rule that directors, officers, or employees of an AMC are not eligible to be appointed as trustees of any mutual fund under SEBI (Mutual Funds) Regulatio"
REG_102,regulatory_interpretation,medium,"By what date must a mutual fund pay its annual service fee, and what is the maxi",Before the 15th April each year; the Board may allow payment up to two months from commencement of the financial year,Before 15 April each year; SEBI may allow a grace period of up to two months from the start of the relevant financial year.,1,1,The model prediction correctly states the deadline for the annual service fee payment and the possibility of a grace period as per SEBI regulations.
REG_103,regulatory_interpretation,easy,What requirement applies to the Chairperson of a trustee company appointed as tr,The Chairperson of the board of directors of the trustee company shall be an independent director,The Chairperson of the trustee company must be an independent director.,1,1,"The model prediction paraphrases the requirement that the Chairperson must be an independent director, which is consistent with the reference answer."
REG_104,regulatory_interpretation,medium,What board composition requirement must an AMC meet after its sponsor disassocia,The board of directors shall have at least two third independent directors,The board must comprise at least two‑thirds independent directors.,1,1,"The model prediction paraphrases the requirement correctly, stating that the board must comprise at least two-thirds independent directors."
REG_105,regulatory_interpretation,easy,"Under which Act must the trust deed of a mutual fund be registered, and who exec","The Indian Registration Act, 1908; executed by the sponsor in favour of the trustees named in such an instrument","Under the Indian Registration Act, 1908; it is executed by the sponsor in favour of the trustees.",1,1,"The model prediction correctly states that the trust deed of a mutual fund must be registered under the Indian Registration Act, 1908, and it is executed by the sponsor in favour of the trustees."
REG_106,regulatory_interpretation,easy,What proportion of unitholders of a scheme may requisition the trustees to obtai,Three-fourths of the unitholders of any scheme,Three‑fourths (75%) of the unitholders.,1,1,The model prediction matches the reference answer's proportion.
REG_107,regulatory_interpretation,medium,What capital compliance conditions must an SFB satisfy at the end of both the pr,The bank must be in compliance with the applicable regulatory capital requirement as at the end of the previous financial year and shall continue to b,"The SFB must be in compliance with the applicable regulatory capital requirement at the end of the previous financial year and must remain in compliance at the end of the current financial year in which the dividend is proposed. Additionally, its regulatory capital must not fall below the required t",1,1,The model prediction correctly states that the SFB must be in compliance with the applicable regulatory capital requirement at the end of the previous financial year and must remain in compliance at t
REG_108,regulatory_interpretation,easy,What profitability condition must an SFB satisfy to be eligible to declare divid,The bank shall have positive adjusted Profit After Tax (PAT) for the financial year for which the dividend is proposed,Positive adjusted Profit After Tax (PAT) for the financial year in question.,1,1,The model prediction accurately reflects the requirement for an SFB to have a positive adjusted Profit After Tax (PAT) for declaring dividends.
REG_109,regulatory_interpretation,medium,What four factors must an SFB's Board of Directors consider when evaluating a pr,Divergence in NPA asset classification and provisioning including its trend; Auditors' Report including modified opinion or Emphasis of Matter; Curren,"1. Divergence in asset classification and provisioning for NPAs, including trend, as observed under RBI supervisory findings.  
2. Auditors’ report to the financial statements, including any modified opinion or emphasis‑of‑matter.  
3. Current and projected capital position relative to applicable re",1,1,"The model prediction correctly identifies the four factors an SFB's Board of Directors must consider when evaluating a proposal for a new loan, as per the reference answer."
REG_110,regulatory_interpretation,easy,Within what period must an SFB submit its dividend declaration report to the RBI,Within a fortnight of declaration of dividend,Within a fortnight of the dividend declaration.,1,1,The model prediction correctly paraphrases the requirement that an SFB must submit its dividend declaration report to the RBI within a fortnight of the dividend declaration.
REG_111,regulatory_interpretation,easy,What is the consequence for an SFB that fails to meet the dividend eligibility c,No special dispensation will be given for declaration of dividend for that period,No dividend may be declared for that period – the RBI can impose restrictions on dividend distribution and will not grant any special dispensation.,0,1,"The model prediction correctly states that no dividend may be declared for the period if an SFB fails to meet the dividend eligibility criteria, aligning with the reference answer."
REG_112,regulatory_interpretation,medium,What categories of profit are excluded from dividend payment eligibility under t,"Any exceptional and/or extra-ordinary profits/income; and any overstatement of PAT identified in a modified audit opinion, to the extent included in P","Exceptional and/or extraordinary profits or income, and any portion of PAT that is found to be overstated by a modified audit opinion.",1,1,The model prediction accurately reflects the exclusion of exceptional/profitable income and overstated PAT as per the reference answer.
NUM_087,numerical_reasoning,easy,"What is the minimum average net annual profit (after depreciation, interest and ",At least rupees ten crore,"Average net annual profit required = ₹10 crore per year.  
(Thus, total net profit over the five‑year period must be at least ₹50 crore.)",0,0,"The reference answer specifies a minimum average net annual profit of ₹10 crore, but the model prediction incorrectly states a total net profit over five years of ₹50 crore."
NUM_088,numerical_reasoning,easy,What is the standard minimum networth requirement for an AMC under SEBI (Mutual ,Not less than rupees fifty crore,Networth requirement = ₹50 crore.,0,1,The model prediction matches the standard minimum networth requirement for an AMC under SEBI as specified in the reference answer.
NUM_089,numerical_reasoning,medium,If a sponsor fails to fulfil all eligibility criteria at the time of application,"Not less than rupees one hundred crore, maintained until the AMC has profits for five consecutive years","**Networth required:** ₹100 crore  
**Duration to maintain:** Until the AMC has earned profits for five consecutive years.",1,1,The model prediction correctly states the net worth requirement and the duration to maintain it as per the reference answer.
NUM_090,numerical_reasoning,easy,What is the minimum networth required for an AMC that is only eligible to launch,Not less than rupees ten crore,10 crore rupees.,0,1,The model prediction matches the minimum networth requirement as specified in the reference answer.
NUM_091,numerical_reasoning,hard,"Under the 2023 amendment to Regulation 7, if a sponsor fails all eligibility req","AMC net worth not less than rupees one hundred fifty crore; locked-in for five years; total combined experience of CEO, COO, CRO, CCO and CIO of at le","- AMC capitalization threshold: ₹150 crore  
- Lock‑in period: 5 years  
- Minimum combined experience of the five senior officers: 30 years",0,1,"The model prediction matches the reference answer's details on AMC net worth threshold, lock-in period, and combined experience requirements."
