id,task_type,difficulty,question,ref_answer,prediction,strict_correct,judge_verdict,judge_reason
TMP_030,temporal_reasoning,medium,"How many years elapsed between the issuance of the first LEI circular (June 01, ","Approximately 8 years and 10 months elapsed between June 1, 2017 and March 27, 2026.","The first LEI circular was issued on June 01, 2017, and was superseded by the Master Direction on March 27, 2026. The number of years elapsed is 8 years and 9 months.",1,1,"The model prediction correctly states the number of years elapsed as 8 years and 9 months, which is within 1% of the reference answer's 8 years and 10 months."
TMP_031,temporal_reasoning,medium,Describe the step-by-step reduction in the maximum open-market buy-back limit th,"15% (until March 31, 2023) → 10% (until March 31, 2024) → 5% (until March 31, 2025) → Complete prohibition from April 1, 2025.","The maximum open-market buy-back limit through stock exchanges under SEBI Regulations reduces step-by-step as follows:

1. **Till March 31, 2023**: The limit is 15% of the paid-up capital and free reserves of the company.
2. **Till March 31, 2024**: The limit is reduced to 10% of the paid-up capital",1,0,"The model prediction does not include the complete prohibition from April 1, 2025, as stated in the reference answer."
TMP_032,temporal_reasoning,medium,Which set of RBI directions on Small Finance Bank dividend norms was in effect d,"The 2025 Directions (issued November 28, 2025) were in effect during FY 2025-26. The 2026 Directions come into effect only from FY 2026-27 (i.e., from April 1, 2026).",The 2025 Directions were in effect during FY 2025-26. The 2026 Directions came into effect from FY 2026-27.,1,1,The model prediction correctly states the effective dates of the RBI directions on Small Finance Bank dividend norms.
TMP_033,temporal_reasoning,medium,"In chronological order, what are the key dates in the lifecycle of the GoI dated","March 28 (announcement), March 30 – April 02 ('When Issued' trading period), April 02 (auction day, bids submitted), April 06 (settlement, payment by successful bidders).","March 28, 2026: Notification announcement.  
March 30 - April 2, 2026: When Issued trading period.  
April 2, 2026: Auction date.  
April 6, 2026: Settlement date.",1,0,The dates provided in the model prediction are not in chronological order as requested.
TMP_034,temporal_reasoning,easy,For the State Government securities auction covered in this revised press releas,"March 21, 2026 (revised press release issued) → March 24, 2026 (auction conducted on E-Kuber) → March 25, 2026 (payment by successful bidders).","- Announcement (Press Release) on March 21, 2026  
- Auction on March 24, 2026  
- Payment by successful bidders on March 25, 2026",1,1,The model prediction accurately reflects the sequence of events as stated in the reference answer.
TMP_035,temporal_reasoning,medium,"Under SEBI (Intermediaries) Regulations 2008, an intermediary holding a permanen","Two years plus up to six months extension, for a maximum of two and a half years from the commencement of these regulations.",The maximum total time available is two years and six months.,0,1,"The model prediction correctly states the maximum total time available as two years and six months, which aligns with the reference answer."
TMP_036,temporal_reasoning,medium,"The SEBI (Research Analysts) Regulations 2014 were published on September 1, 201","On the ninetieth day from September 1, 2014, which is approximately November 30, 2014.","The SEBI (Research Analysts) Regulations 2014 came into force on the ninetieth day from their publication on September 1, 2014. Therefore, they came into force on November 20, 2014.",1,0,"The final date provided by the model (November 20, 2014) does not match the correct date (November 30, 2014)."
TMP_037,temporal_reasoning,medium,"In the GoI securities issuance calendar for H1 FY2026-27, which is the first auc","Auction Week 4 (April 20-24, 2026) is the first week to include Sovereign Green Bonds, with ₹5,000 crore allocated for the 30-year SGrB.","Auction Week 4 (April 20-24, 2026) includes Sovereign Green Bonds (SGrBs) with an allocation of ₹5,000 crore.",1,1,"The model prediction correctly identifies Auction Week 4 (April 20-24, 2026) as the first week to include Sovereign Green Bonds (SGrBs) with an allocation of ₹5,000 crore."
TMP_038,temporal_reasoning,easy,"The RBI SFB Dividend Directions 2026 were issued on March 10, 2026 but take effe","The 2025 Directions were issued before the 2026 Directions — on November 28, 2025, compared to March 10, 2026 for the 2026 Directions.","The 2025 Directions (repealed circular dated November 28, 2025) were issued before the 2026 Directions (issued on March 10, 2026).",1,1,The model prediction correctly states that the 2025 Directions were issued before the 2026 Directions.
TMP_039,temporal_reasoning,hard,"A counterparty entered into an OTC derivative transaction on December 15, 2026. ","No. The UTI requirements (Section B) come into effect from January 01, 2027, and apply only to transactions entered into on or after that date. A transaction on December 15, 2026 is not subject to UTI reporting.","No. The transaction entered into on December 15, 2026, is not subject to the UTI reporting requirements because the directions apply only to transactions entered into on or after January 01, 2027.",1,1,"The model correctly identifies that the transaction is not subject to UTI reporting as it predates the effective date of January 01, 2027."
TMP_040,temporal_reasoning,hard,An intermediary's time-limited certificate expires in 18 months from the commenc,"The intermediary must apply at least three months before the earlier of: (a) expiry of the certificate (15 months from commencement), or (b) three months before two years from commencement (21 months). Since the certificate expires at 18 months, three months before that is 15 months from commencement — which is earlier than 21 months. So it must apply by 15 months from commencement.","The intermediary must apply for renewal at least three months prior to the expiry of two years from the commencement of the regulations, which is earlier than three months prior to the 18-month expiry of the certificate. Therefore, the earliest date by which it must apply for renewal is three months",1,1,"The model correctly interprets the rule that the intermediary must apply for renewal at least three months prior to the expiry of two years from the commencement of the regulations, which is earlier t"
TMP_041,temporal_reasoning,medium,For how long was the Al-Nusrah Front listed on the ISIL (Da'esh) and Al-Qaida Sa,"Approximately 11 years and 9 months — from May 14, 2014 to February 27, 2026.","The Al-Nusrah Front was listed on the ISIL (Da'esh) and Al-Qaida Sanctions List on 14 May 2014. It was removed per the UNSC press release on 27 February 2026. Therefore, it was listed for 10 years, 9 months, and 13 days.",1,1,"The model prediction closely matches the reference answer, with a minor discrepancy in the number of days which is within the acceptable rounding threshold."
TMP_042,temporal_reasoning,easy,"Under the RBI GoI issuance calendar for H1 FY2026-27, if the third Monday of a m",On the fourth Monday of that month.,The switch auction is conducted on the fourth Monday of the month.,1,1,The model prediction correctly identifies the day of the month for the RBI GoI issuance as per the given rule.
TMP_043,temporal_reasoning,easy,"Under the RBI Master Direction on UTI 2026, if a market participant cannot obtai",Within five Mumbai business days from the date of the transaction.,The maximum additional time allowed to submit the UTI to CCIL-TR is five Mumbai business days from the date of the transaction.,1,1,The model prediction correctly states the additional time allowed for UTI submission as per RBI Master Direction on UTI 2026.
TMP_044,temporal_reasoning,medium,"A company completed its buy-back (i.e., made the final payment to shareholders) ","June 15, 2026 — one year from the expiry date (June 15, 2025) of the buyback period of the preceding offer.","The earliest date on which the company can launch its next buy-back offer is June 16, 2026.",0,1,The model prediction correctly states that the company can launch its next buy-back offer one day after the expiry of the previous buy-back period.
TMP_045,temporal_reasoning,hard,"In Illustration 3 of the RBI SFB Dividend Directions 2026, the bank paid interim","The constraint applies cumulatively across both payments. The Maximum Eligible Dividend (₹1,125 crore) is the total permitted across the full financial year. Since ₹500 crore has already been paid as interim dividend, the final dividend is capped at the remaining ₹625 crore (₹1,125 - ₹500).","The sequencing implies that the Maximum Eligible Dividend constraint applies cumulatively across both interim and final dividend payments. The interim dividend of ₹500 crore is subtracted from the Maximum Eligible Dividend (₹1,125 crore) to determine the upper limit for the final dividend, indicatin",1,1,The model prediction correctly interprets the cumulative constraint on the Maximum Eligible Dividend as outlined in the RBI SFB Dividend Directions 2026.
REG_054,regulatory_interpretation,easy,"Under SEBI (Infrastructure Investment Trusts) Regulations 2014, what is the maxi",Fifteen months,Fifteen months.,1,1,The model prediction matches the maximum holding period specified under SEBI (Infrastructure Investment Trusts) Regulations 2014.
REG_055,regulatory_interpretation,easy,"Under SEBI (InvIT) Regulations 2014, how frequently must the trustee obtain a co",On a quarterly basis,Quarterly.,0,1,The model prediction matches the reference answer that trustees must obtain consent quarterly under SEBI (InvIT) Regulations 2014.
REG_056,regulatory_interpretation,easy,"Under SEBI (InvIT) Regulations 2014, within how many days must SEBI communicate ",Within thirty days,30 days,1,1,The model prediction matches the reference answer of thirty days.
REG_057,regulatory_interpretation,easy,"Under SEBI (InvIT) Regulations 2014, what minimum equity interest must an InvIT ",Not less than fifty one per cent of the equity share capital or interest,Not less than fifty one per cent of the equity share capital or interest.,1,1,The model prediction correctly states the minimum equity interest required under SEBI (InvIT) Regulations 2014.
REG_058,regulatory_interpretation,easy,"Under SEBI (InvIT) Regulations 2014, what minimum percentage of its assets must ",Not less than ninety per cent,90%,0,1,The model prediction matches the minimum percentage requirement as per SEBI (InvIT) Regulations 2014.
REG_059,regulatory_interpretation,medium,"Under SEBI (InvIT) Regulations 2014 (as currently in force), what minimum net wo","More than five hundred crore rupees, as per the latest audited financial statements",Five hundred crore rupees.,1,1,The model prediction matches the minimum net worth requirement as per SEBI (InvIT) Regulations 2014.
REG_060,regulatory_interpretation,medium,"Under SEBI (InvIT) Regulations 2014, what is the combined monetary cap on permis","Two per cent of its gross turnover or total income, or fifty lakh rupees, whichever is lower","The combined monetary cap on permissible pecuniary relationships with the InvIT for a person to qualify as an independent director of the investment manager is two percent of its gross turnover or total income or fifty lakh rupees, whichever is lower.",1,1,The model prediction correctly states the monetary cap as per SEBI (InvIT) Regulations 2014.
REG_061,regulatory_interpretation,medium,"Under SEBI (InvIT) Regulations 2014, when a conflict of interest is flagged in a","A practising chartered accountant or valuer, as applicable","A practising chartered accountant or valuer, as applicable.",1,1,"The model prediction correctly identifies that a practising chartered accountant or valuer, as applicable, is the entity to be flagged for a conflict of interest under SEBI (InvIT) Regulations 2014."
REG_062,regulatory_interpretation,easy,"Under SEBI (Issue and Listing of Municipal Debt Securities) Regulations 2015, wi",Twenty one days,Twenty one days.,1,1,The model prediction matches the SEBI regulation stating that the issue and listing of municipal debt securities must be completed within twenty-one days.
REG_063,regulatory_interpretation,easy,"Under SEBI (Issue and Listing of Municipal Debt Securities) Regulations 2015, fo",Fifteen days,Fifteen days.,1,1,The model prediction matches the SEBI regulation stating that an issuer must provide a prospectus within fifteen days of filing the application for the issue and listing of municipal debt securities.
REG_064,regulatory_interpretation,easy,"Under SEBI (Issue and Listing of Municipal Debt Securities) Regulations 2015, wh",Not more than four,Four.,0,1,The model prediction matches the reference answer's maximum number of entities allowed under SEBI regulations.
REG_065,regulatory_interpretation,easy,"Under SEBI (Issue and Listing of Municipal Debt Securities) Regulations 2015, fo",The preceding three hundred and sixty five days,365 days,0,1,The model prediction matches the SEBI regulation stating the preceding 365 days.
REG_066,regulatory_interpretation,easy,"Under SEBI (Investment Advisers) Regulations 2013, on which day from the date of",The ninetieth day,Ninetieth day,1,1,"The model prediction matches the SEBI (Investment Advisers) Regulations 2013, which stipulates that an investment adviser must register with SEBI within 90 days from the date of commencement of busine"
NUM_033,numerical_reasoning,medium,"Under SEBI (InvIT) Regulations 2014, if an entity associated with the InvIT has ","Twenty lakh rupees (two per cent of ten crore rupees, being lower than fifty lakh rupees â€” the rule applies whichever is lower)","Calculation:
Gross turnover of the entity = 10 crore rupees
Two percent of gross turnover = 2% of 10,00,00,000 = 20,00,000 rupees

As per the given context, the maximum permissible pecuniary relationship is the lower of:
1. Two percent of gross turnover = 20,00,000 rupees
2. Fifty lakh rupees = 50,0",0,1,"The model correctly calculates two percent of ten crore rupees as twenty lakh rupees, which is the lower threshold as per SEBI (InvIT) Regulations 2014."
NUM_034,numerical_reasoning,medium,"Under SEBI (Issue and Listing of Municipal Debt Securities) Regulations 2015, if","No. The 45 qualified institutional buyers are excluded from the calculation, so only 170 persons are counted, which is within the two hundred person limit","Calculation:  
Number of non-QIB investors = 170  
Number of QIBs = 45  

As per the definition, offers to QIBs are not counted toward the 200-person limit.  

Total counted = 170 (non-QIBs)  

Since 170 ≤ 200, the private placement does not exceed the limit.  

Final Answer: No, it does not exceed ",0,1,The model correctly applies the SEBI regulation regarding the exclusion of QIBs from the 200-person limit calculation.
NUM_035,numerical_reasoning,medium,"Under SEBI (Issue and Listing of Municipal Debt Securities) Regulations 2015, if",26 May 2025 (after expiry of the twenty one days notice period from 5 May),21 days after 5 May 2025 is 26 May 2025. The earliest date on which the roll-over can take effect is 26 May 2025.,0,1,The model correctly calculates the earliest date for the roll-over after the 21 days notice period from 5 May 2025.
NUM_036,numerical_reasoning,easy,"Under SEBI (InvIT) Regulations 2014, does a family trust with a net worth of fou",No. The threshold is more than five hundred crore rupees; four hundred and ninety nine crore rupees falls below this threshold,"Net worth of family trust = 499 crore rupees  
Required net worth for institutional investor = 500 crore rupees  

499 crore < 500 crore  

Final Answer: No, the family trust does not qualify as an institutional investor.",0,1,The model correctly identified that the net worth of 499 crore rupees is below the threshold of 500 crore rupees for an institutional investor as per SEBI (InvIT) Regulations 2014.
NUM_037,numerical_reasoning,easy,"Under SEBI (FPI) Regulations 2019, if a government-linked entity is 70% directly",No. The minimum threshold for government ownership is at least seventy-five per cent; seventy per cent is below this threshold,"No, it does not qualify as a Category I foreign portfolio investor on the basis of government ownership.

Calculation:
Ownership threshold for government-linked entities to qualify as Category I = 75%
Ownership of the government-linked entity in the question = 70%

Since 70% < 75%, it does not meet ",0,1,The model correctly identified that 70% ownership is below the 75% threshold required for government-linked entities to qualify as Category I foreign portfolio investors under SEBI (FPI) Regulations 2
NUM_038,numerical_reasoning,medium,"Under SEBI (InvIT) Regulations 2014, a consulting firm had transactions worth ei","No. Eight lakh rupees out of ninety lakh rupees is approximately 8.9 per cent, which is below the ten per cent threshold; the disqualification criterion is not triggered","Calculation:  
Transaction value with InvIT = ₹8,00,000  
Gross turnover of the consulting firm = ₹90,00,000  

Percentage of transaction = (8,00,000 / 90,00,000) × 100 = 8.89%

Since 8.89% is less than 10%, the partner would **not be disqualified** from acting as an independent director of the inve",0,1,"The model correctly calculated the percentage of transactions and compared it to the threshold, concluding that the partner would not be disqualified."
NUM_039,numerical_reasoning,medium,"Under SEBI (FPI) Regulations 2019, if a designated depository participant applic","By 24 April (thirty days from 25 March, the date all required information was furnished, being the later of the two trigger dates)","The application was received on 1 March. Additional information was called for on 10 March and furnished on 25 March. Under the regulations, SEBI has 30 days from the date of furnishing all required information to dispose of the application. 

25 March + 30 days = 24 April.

Final Answer: 24 April.",1,1,"The final date of 24 April matches the reference answer, which is derived correctly from the given dates."
NUM_040,numerical_reasoning,easy,Under the original SEBI (Issue and Listing of Debt Securities by Municipalities),By 1 April 2018 (three months from the closure of the issue on 1 January 2018),"Three months from 1 January 2018 is 1 April 2018. Therefore, the latest date by which the trust deed had to be executed was 1 April 2018.",1,1,"The model correctly identified the final date as 1 April 2018, which is three months from 1 January 2018."
REG_095,regulatory_interpretation,easy,What is the minimum percentage of an AMC's net worth that a sponsor must contrib,At least 40 per cent,40%,1,1,The model prediction matches the reference answer of at least 40 per cent.
REG_096,regulatory_interpretation,easy,"Under SEBI (Mutual Funds) Regulations, 1996, who has the authority to terminate ",Majority of the trustees or by seventy-five per cent of the unitholders of the scheme,Majority of the trustees or seventy-five per cent of the unitholders of the scheme.,1,1,"The model prediction accurately reflects the authority to terminate as per SEBI (Mutual Funds) Regulations, 1996."
REG_097,regulatory_interpretation,easy,What minimum proportion of the board of directors of an AMC must comprise direct,At least fifty per cent,Fifty per cent.,1,1,The model prediction matches the reference answer of at least fifty per cent.
REG_098,regulatory_interpretation,easy,"What restriction does SEBI (Mutual Funds) Regulations, 1996 impose on the Chairm",The Chairman of the asset management company is not a trustee of any mutual fund,The Chairman of an asset management company is not a trustee of any mutual fund.,1,1,"The model prediction correctly paraphrases the restriction imposed by SEBI (Mutual Funds) Regulations, 1996 on the Chairperson of an asset management company."
REG_099,regulatory_interpretation,easy,What is the minimum proportion of independent persons required among the trustee,Two-thirds,Two-thirds,1,1,The model prediction matches the regulatory requirement for the minimum proportion of independent persons among trustees.
REG_100,regulatory_interpretation,medium,What three personal qualifications must every trustee of a mutual fund possess o,"Be a person of ability, integrity and standing; not have been found guilty of moral turpitude; and not have been convicted of any economic offence or violation of any securities laws","Ability, integrity, and standing.",1,1,"The model prediction matches the reference answer's qualifications of ability, integrity, and standing."
REG_101,regulatory_interpretation,easy,"Under SEBI (Mutual Funds) Regulations, 1996, are directors, officers or employee","No. No asset management company and no director (including independent director), officer or employee of an asset management company shall be eligible to be appointed as a trustee of any mutual fund.",No.,1,1,"The model prediction correctly states that under SEBI (Mutual Funds) Regulations, 1996, directors, officers, or employees of an asset management company are not eligible to be appointed as trustees of"
REG_102,regulatory_interpretation,medium,"By what date must a mutual fund pay its annual service fee, and what is the maxi",Before the 15th April each year; the Board may allow payment up to two months from commencement of the financial year,A mutual fund must pay its annual service fee before the 15th of April each year. The maximum grace period SEBI may allow for a delayed payment is two months from the commencement of the financial year to which the fee relates.,1,1,The model prediction correctly states the deadline for the annual service fee payment and the maximum grace period allowed by SEBI.
REG_103,regulatory_interpretation,easy,What requirement applies to the Chairperson of a trustee company appointed as tr,The Chairperson of the board of directors of the trustee company shall be an independent director,The Chairperson of the board of directors of a trustee company appointed as the trustee of a mutual fund shall be an independent director.,1,1,"The model prediction paraphrases the requirement that the Chairperson of the board of directors of a trustee company must be an independent director, which is consistent with the reference answer."
REG_104,regulatory_interpretation,medium,What board composition requirement must an AMC meet after its sponsor disassocia,The board of directors shall have at least two third independent directors,The board of directors of the asset management company shall have at least two third independent directors.,1,1,The model prediction correctly paraphrases the requirement for an AMC's board composition after disassociation of its sponsor.
REG_105,regulatory_interpretation,easy,"Under which Act must the trust deed of a mutual fund be registered, and who exec","The Indian Registration Act, 1908; executed by the sponsor in favour of the trustees named in such an instrument","The trust deed of a mutual fund must be registered under the Indian Registration Act, 1908. It is executed by the sponsor in favour of the trustees.",1,1,"The model prediction correctly states that the trust deed of a mutual fund must be registered under the Indian Registration Act, 1908, and it is executed by the sponsor in favour of the trustees."
REG_106,regulatory_interpretation,easy,What proportion of unitholders of a scheme may requisition the trustees to obtai,Three-fourths of the unitholders of any scheme,three-fourths,1,1,The model prediction matches the reference answer's threshold for requisitioning trustees.
REG_107,regulatory_interpretation,medium,What capital compliance conditions must an SFB satisfy at the end of both the pr,The bank must be in compliance with the applicable regulatory capital requirement as at the end of the previous financial year and shall continue to be in compliance as at the end of the financial year during which the dividend is proposed to be paid; and the regulatory capital shall not fall below the applicable requirement even after payment of dividend.,The SFB must be in compliance with the applicable regulatory capital requirement at the end of both the previous financial year and the current financial year during which the dividend is proposed to be paid.,1,1,The model prediction correctly states that the SFB must be in compliance with the applicable regulatory capital requirement at the end of both the previous financial year and the current financial yea
REG_108,regulatory_interpretation,easy,What profitability condition must an SFB satisfy to be eligible to declare divid,The bank shall have positive adjusted Profit After Tax (PAT) for the financial year for which the dividend is proposed,The bank shall have positive adjusted Profit After Tax (PAT) for the financial year for which the dividend is proposed.,1,1,The model prediction accurately reflects the requirement for an SFB to have a positive adjusted Profit After Tax (PAT) for the financial year in question to declare dividends.
REG_109,regulatory_interpretation,medium,What four factors must an SFB's Board of Directors consider when evaluating a pr,Divergence in NPA asset classification and provisioning including its trend; Auditors' Report including modified opinion or Emphasis of Matter; Current and projected capital position vis-à-vis regulatory capital requirement; Long term growth plans,"(1) Divergence in asset classification and provisioning for Non-Performing Assets (NPAs), including its trend, as observed under supervisory findings of the Reserve Bank; (2) Auditors' Report to the financial statements, including modified opinion or Emphasis of Matter, for the financial year in whi",1,1,"The model prediction accurately reflects the four factors that an SFB's Board of Directors must consider when evaluating a proposal, as mentioned in the reference answer."
REG_110,regulatory_interpretation,easy,Within what period must an SFB submit its dividend declaration report to the RBI,Within a fortnight of declaration of dividend,Within a fortnight of declaration of dividend.,1,1,The model prediction matches the reference answer's timeframe for submitting the dividend declaration report.
REG_111,regulatory_interpretation,easy,What is the consequence for an SFB that fails to meet the dividend eligibility c,No special dispensation will be given for declaration of dividend for that period,"The consequence for an SFB that fails to meet the dividend eligibility criteria under the RBI SFB Dividend Directions, 2026 is that no special dispensation will be given for the declaration of dividend for that period.",1,1,The model prediction correctly states that no special dispensation will be given for the declaration of dividend for that period if an SFB fails to meet the dividend eligibility criteria under the RBI
REG_112,regulatory_interpretation,medium,What categories of profit are excluded from dividend payment eligibility under t,"Any exceptional and/or extra-ordinary profits/income; and any overstatement of PAT identified in a modified audit opinion, to the extent included in PAT","1. Any exceptional and/or extraordinary profits/income.  
2. Profits where the audit report contains a modified opinion indicating an overstatement of the PAT, to the extent it is included in PAT.",1,1,The model prediction correctly identifies the categories of profit excluded from dividend payment eligibility under the specified conditions.
NUM_087,numerical_reasoning,easy,"What is the minimum average net annual profit (after depreciation, interest and ",At least rupees ten crore,"The minimum average net annual profit (after depreciation, interest and tax) that a sponsor must demonstrate over the immediately preceding five years is rupees ten crore. 

Calculation:  
Average net annual profit = Total net profit over 5 years / 5  
To satisfy the requirement, the average must be",1,1,The model prediction correctly states the minimum average net annual profit requirement as per the reference answer.
NUM_088,numerical_reasoning,easy,What is the standard minimum networth requirement for an AMC under SEBI (Mutual ,Not less than rupees fifty crore,"The standard minimum networth requirement for an Asset Management Company (AMC) under SEBI (Mutual Funds) Regulations, 1996 is **₹50 crore**. 

This is derived from the context passage, which states that an AMC must have a networth of not less than **rupees fifty crore** unless the sponsor does not ",1,1,"The model prediction correctly states the standard minimum networth requirement for an AMC under SEBI (Mutual Funds) Regulations, 1996 as ₹50 crore."
NUM_089,numerical_reasoning,medium,If a sponsor fails to fulfil all eligibility criteria at the time of application,"Not less than rupees one hundred crore, maintained until the AMC has profits for five consecutive years","If a sponsor fails to fulfill the eligibility criteria, the AMC must maintain a networth of not less than ₹100 crore until it has profits for five consecutive years. 

Final Answer: ₹100 crore for 5 consecutive years.",1,1,"The model prediction correctly states the net worth requirement of ₹100 crore for 5 consecutive years, which matches the reference answer."
NUM_090,numerical_reasoning,easy,What is the minimum networth required for an AMC that is only eligible to launch,Not less than rupees ten crore,10 crore rupees.,0,1,The model prediction matches the reference answer's minimum net worth requirement for an AMC.
NUM_091,numerical_reasoning,hard,"Under the 2023 amendment to Regulation 7, if a sponsor fails all eligibility req","AMC net worth not less than rupees one hundred fifty crore; locked-in for five years; total combined experience of CEO, COO, CRO, CCO and CIO of at least thirty years","AMC capitalization threshold: ₹150 crore  
Lock-in period: 5 years  
Minimum combined experience: 30 years",0,1,"The model prediction accurately reflects the requirements for AMC net worth, lock-in period, and minimum combined experience as per the 2023 amendment to Regulation 7."
NUM_092,numerical_reasoning,medium,"Under SEBI (Mutual Funds) Regulations, 1996, what is the maximum percentage of t","5 per cent of aggregate purchases and sales, measured for a block of any three months","The maximum percentage is 5% of the aggregate purchases and sales of securities made by the mutual fund in all its schemes. This limit is measured over a block of any three months. 

Final Answer: 5% over a period of three months.",1,1,"The model prediction correctly states the maximum percentage limit as 5% over a period of three months, which matches the reference answer."
NUM_093,numerical_reasoning,easy,How is 'Adjusted Profit After Tax (PAT)' defined under the RBI SFB Dividend Dire,PAT of the financial year minus 50 per cent of Net NPA as on March 31 of the financial year for which the dividend is to be paid,"Adjusted Profit After Tax (PAT) = PAT of the financial year - 50% of Net NPA as on March 31 of the financial year. 

Final Answer: Adjusted PAT is calculated by subtracting 50% of Net NPA as on March 31 from the PAT of the financial year for which the dividend is proposed to be paid.",1,1,The model prediction accurately reflects the definition of 'Adjusted Profit After Tax (PAT)' as per the RBI SFB Dividend Directive.
NUM_094,numerical_reasoning,easy,"Under the RBI SFB Dividend Directions, 2026, what percentage of Adjusted PAT may",40 per cent of Adjusted PAT,40% of Adjusted PAT.,1,1,The model prediction matches the reference answer exactly.
NUM_095,numerical_reasoning,hard,"In Illustration 1 of the RBI SFB Dividend Directions, 2026, a bank has PAT of Rs","Rs5,500 crore (40% of Adjusted PAT of Rs13,750 crore, which is lower than 75% of PAT of Rs12,750 crore)","Adjusted PAT = PAT - 50% of Net NPAs = 17,000 - (0.5 × 6,500) = 13,750 crore  
75% of PAT = 0.75 × 17,000 = 12,750 crore  
40% of Adjusted PAT = 0.4 × 13,750 = 5,500 crore  
Maximum Eligible Dividend = Lower of (12,750, 5,500) = 5,500 crore  

Final Answer: Rs5,500 crore",1,1,"The model correctly applied the calculation steps and arrived at the final answer of Rs5,500 crore, which matches the reference answer."
NUM_096,numerical_reasoning,hard,"In Illustration 3, a bank has PAT of Rs1,500 crore, Net NPA of Rs300 crore, Tier","Rs625 crore (maximum eligible dividend of Rs1,125 crore minus interim dividend already paid of Rs500 crore)","Adjusted PAT = PAT - 50% of Net NPAs = 1,500 - (50% of 300) = 1,350 crore  
75% of PAT (E) = 75% of 1,500 = 1,125 crore  
Maximum payable as per Table (F) = 100% of Adjusted PAT = 1,350 crore  
Maximum Eligible Dividend (G) = Lower of E or F = 1,125 crore  
Final Dividend = G - Interim Dividend Paid",1,0,"The model incorrectly calculates the maximum dividend as 100% of Adjusted PAT, which exceeds the maximum eligible dividend limit."
NUM_097,numerical_reasoning,hard,"In Illustration 2 of the RBI SFB Dividend Directions, 2026, a bank has PAT of Rs","Rs19,000 crore (50% of Adjusted PAT of Rs38,000 crore, which is lower than 75% of PAT of Rs30,375 crore)","Adjusted PAT = PAT - 50% of Net NPAs = 40,500 - (50% × 5,000) = 40,500 - 2,500 = 38,000 crore  
75% of PAT = 75% × 40,500 = 30,375 crore  
50% of Adjusted PAT = 50% × 38,000 = 19,000 crore  
Maximum Eligible Dividend = Lower of (75% of PAT and 50% of Adjusted PAT) = Lower of (30,375 and 19,000) = 19",1,1,"The final value of 19,000 matches the reference answer of Rs19,000 crore."
NUM_098,numerical_reasoning,medium,"Under the RBI SFB Dividend Directions, 2026, what are the permitted dividend per",Bucket B1: 0 per cent of Adjusted PAT; Bucket B10: 100 per cent of Adjusted PAT,"0% of adjusted PAT for Bucket B1, 100% of adjusted PAT for Bucket B10.",1,1,"The model prediction accurately reflects the permitted dividend per centages for Bucket B1 and Bucket B10 as per the RBI SFB Dividend Directions, 2026."
TMP_046,temporal_reasoning,easy,What minimum proportion of independent trustees did SEBI (Mutual Funds) Regulati,At least 50 per cent,"At least 50% of the trustees shall be independent persons (as per the original SEBI (Mutual Funds) Regulations, 1996).",1,1,"The model prediction correctly states the minimum proportion of independent trustees as per the original SEBI (Mutual Funds) Regulations, 1996."
TMP_047,temporal_reasoning,medium,What minimum AMC networth was introduced by the SEBI (Mutual Funds) Amendment Re,Rupees fifty crore (replacing the original requirement of rupees ten crore),"The SEBI (Mutual Funds) (Amendment) Regulations, 2014, effective from 06-05-2014, introduced a minimum networth requirement of rupees fifty crore for an asset management company, replacing the original threshold of rupees ten crore.",1,1,"The model prediction correctly states the new minimum networth requirement of rupees fifty crore for an asset management company as per the SEBI (Mutual Funds) (Amendment) Regulations, 2014."
TMP_048,temporal_reasoning,hard,"From what date were Regulations 69 to 74 of SEBI (Mutual Funds) Regulations, 199",27-9-2002,They were omitted w.e.f. 27-9-2002.,0,1,The model correctly identified that Regulations 69 to 74 were omitted from the SEBI (Mutual Funds) Regulations as of 27-9-2002.
TMP_049,temporal_reasoning,medium,From which financial year do the RBI (Small Finance Banks - Prudential Norms on ,"From Financial Year (FY) 2026-27; they repeal the circular dated November 28, 2025 (DO R.ACC.REC.118/21-02-067/2025-26)","The RBI (Small Finance Banks - Prudential Norms on Declaration of Dividend) Directions, 2026 take effect from the Financial Year (FY) 2026-27. They repeal the circular DO R.ACC.REC.118/21-02-067/2025-26 dated November 28, 2025 — Reserve Bank of India (Small Finance Banks - Prudential Norms on Declar",1,1,"The model prediction correctly states that the RBI's Small Finance Banks - Prudential Norms on Declaration of Dividend Directions, 2026 take effect from Financial Year (FY) 2026-27, which matches the "
TMP_050,temporal_reasoning,medium,"What key change did the SEBI (Mutual Funds) Amendment Regulations, 2012 make to ",Replaced the enumeration of specific advertising media with a broader definition covering all forms of communication that may influence investment decisions of investors,"The SEBI (Mutual Funds) Amendment Regulations, 2012 (w.e.f. 21-2-2012), replaced the specific list of advertising media in the original definition of 'advertisement' with a broader definition. The new definition encompasses ""all forms of communication issued by or on behalf of the asset management c",1,1,"The model prediction correctly paraphrases the key change made by the SEBI (Mutual Funds) Amendment Regulations, 2012, which broadened the definition of 'advertisement' to include all forms of communi"
