id,task_type,difficulty,question,ref_answer,prediction,strict_correct,judge_verdict,judge_reason
NUM_081,numerical_reasoning,easy,"In auction week 4 (April 20-24, 2026) of the GoI issuance calendar, what is the ","₹10,000 crore. Calculation: ₹5,000 crore (30-year regular) + ₹5,000 crore (30-year SGrB) = ₹10,000 c","₹5,000 crore + ₹5,000 crore = ₹10,000 crore",1,1,"The model prediction correctly calculates the total GoI issuance as ₹10,000 crore by summing ₹5,000 crore (30-year regular) and ₹5,000 crore (30-year SGrB)."
NUM_082,numerical_reasoning,easy,"As on March 13, 2026, what was India's total foreign exchange reserve in US doll","Total reserves: US$ 709,759 million. Weekly variation: a decrease of US$ 7,052 million.","Calculation:

Total Reserves (₹) = ₹65,61,849 crore
Conversion to USD: 1 crore = 10 million
So, Total Reserves (USD) = ₹65,61,849 crore × 10 million/crore = $709,759 million

Variation over Week (₹) =",1,1,"The model prediction correctly converts India's total foreign exchange reserves from ₹65,61,849 crore to US$ 709,759 million, matching the reference answer."
NUM_083,numerical_reasoning,easy,What was the year-on-year growth rate of aggregate deposits of Scheduled Commerc,11.9%,11.9%,1,1,The model prediction matches the reference answer exactly.
NUM_084,numerical_reasoning,medium,"As of February 28, 2026, what was the year-on-year growth rate of M3 (broad mone",11.5%,"Calculation:

Year-on-Year 2026 = ₹31,30,192 crore / ₹30,298,040 crore - 1 = 11.5%

Answer: 11.5%",1,1,The model prediction matches the reference answer of 11.5% year-on-year growth rate of M3.
NUM_085,numerical_reasoning,medium,"What was the value of India's gold reserves as on March 13, 2026 in US dollar te","Gold reserves as on March 13, 2026: US$ 130,681 million. Increase over the year: US$ 56,289 million.","₹12,08,169 crore / US$ 130,681 million = ₹1 (since both are in millions)

Increase over the year: ₹5,60,895 crore / US$ 56,289 million = ₹1 (since both are in millions)",0,1,"The conversion from ₹ to US$ is correctly shown as ₹12,08,169 crore equals US$ 130,681 million."
NUM_086,numerical_reasoning,hard,A company has paid-up capital and free reserves of ₹500 crore before a buy-back.,Maximum buy-back amount: ₹125 crore (25% × ₹500 crore). Maximum debt after buy-back: ₹750 crore assu,"Maximum buy-back: 25% × ₹500 crore = ₹125 crore
Maximum total debt: 2:1 ratio means total debt should be ≤ 2 × ₹500 crore = ₹1000 crore. Since paid-up capital and free reserves are ₹500 crore, maximum",0,1,"The model correctly calculates the maximum buy-back amount as 25% of ₹500 crore, which is ₹125 crore. The maximum total debt calculation is also correct, as it adheres to the 2:1 debt-to-capital ratio"
TMP_028,temporal_reasoning,easy,Which was implemented first under the RBI Master Direction on Unique Identifiers,"The LEI framework (Section A) was implemented first, coming into force with immediate effect from Ma",The LEI framework was implemented first with immediate effect.,1,1,The LEI framework was indeed implemented first under the RBI Master Direction on Unique Identifiers.
TMP_029,temporal_reasoning,medium,Among the five circulars superseded by the RBI Master Direction on Unique Identi,"CO.FMRD.MIOD.No.8/11.01.057/2025-26 dated February 18, 2026, which is the most recent of the five su","CO.FMRD.MIOD.No.8/11.01.057/2025-26 dated February 18, 2026.",1,1,"The model prediction matches the reference answer in terms of the circular number, date, and the fact that it is the most recent of the five circulars."
TMP_030,temporal_reasoning,medium,"How many years elapsed between the issuance of the first LEI circular (June 01, ","Approximately 8 years and 10 months elapsed between June 1, 2017 and March 27, 2026.",9 years.,0,1,The model prediction is within 1% rounding error of the correct elapsed time.
TMP_031,temporal_reasoning,medium,Describe the step-by-step reduction in the maximum open-market buy-back limit th,"15% (until March 31, 2023) → 10% (until March 31, 2024) → 5% (until March 31, 2025) → Complete prohi","(i) 15% of paid up capital and free reserves till March 31, 2023; (ii) 10% of paid up capital and free reserves till March 31, 2024; (iii) 5% of paid up capital and free reserves till March 31, 2025.",0,1,The model prediction correctly states the step-by-step reduction in the maximum open-market buy-back limit as per the reference answer.
TMP_032,temporal_reasoning,medium,Which set of RBI directions on Small Finance Bank dividend norms was in effect d,"The 2025 Directions (issued November 28, 2025) were in effect during FY 2025-26. The 2026 Directions",The 2025 Directions.,0,1,The model prediction correctly identifies the 2025 Directions as the set in effect during FY 2025-26.
TMP_033,temporal_reasoning,medium,"In chronological order, what are the key dates in the lifecycle of the GoI dated","March 28 (announcement), March 30 – April 02 ('When Issued' trading period), April 02 (auction day, ","March 28, 2026 (Notification), March 30, 2026 - April 02, 2026 (When Issued trading period), April 02, 2026 (Auction Date), April 06, 2026 (Settlement Date)",1,0,The dates provided in the model prediction do not match the key dates in the lifecycle of the GoI dated as mentioned in the reference answer.
TMP_034,temporal_reasoning,easy,For the State Government securities auction covered in this revised press releas,"March 21, 2026 (revised press release issued) → March 24, 2026 (auction conducted on E-Kuber) → Marc","March 21, 2026 (announcement) → March 24, 2026 (auction) → March 25, 2026 (settlement)",1,1,The final value matches the auction date provided in the reference answer.
TMP_035,temporal_reasoning,medium,"Under SEBI (Intermediaries) Regulations 2008, an intermediary holding a permanen","Two years plus up to six months extension, for a maximum of two and a half years from the commenceme",Six months.,0,0,The model prediction of six months is incorrect; the correct maximum extension period is six months plus up to two years.
TMP_036,temporal_reasoning,medium,"The SEBI (Research Analysts) Regulations 2014 were published on September 1, 201","On the ninetieth day from September 1, 2014, which is approximately November 30, 2014.","September 90th day from publication date = November 30, 2014",1,1,"The model correctly identified the 90th day from September 1, 2014, as November 30, 2014."
TMP_037,temporal_reasoning,medium,"In the GoI securities issuance calendar for H1 FY2026-27, which is the first auc","Auction Week 4 (April 20-24, 2026) is the first week to include Sovereign Green Bonds, with ₹5,000 c","April 20-24, 2026; ₹5,000 crore.",1,1,The model prediction matches the reference answer in terms of the date range and the amount issued for Sovereign Green Bonds.
TMP_038,temporal_reasoning,easy,"The RBI SFB Dividend Directions 2026 were issued on March 10, 2026 but take effe","The 2025 Directions were issued before the 2026 Directions — on November 28, 2025, compared to March",The 2025 Directions were issued before the 2026 Directions.,1,1,The model correctly identified that the 2025 Directions were issued before the 2026 Directions.
TMP_039,temporal_reasoning,hard,"A counterparty entered into an OTC derivative transaction on December 15, 2026. ","No. The UTI requirements (Section B) come into effect from January 01, 2027, and apply only to trans",No.,1,1,The transaction date is before the UTI requirements come into effect.
TMP_040,temporal_reasoning,hard,An intermediary's time-limited certificate expires in 18 months from the commenc,The intermediary must apply at least three months before the earlier of: (a) expiry of the certifica,"Three months prior to the expiry of the period, i.e., 15 months from the commencement of the SEBI (Intermediaries) Regulations 2008.",0,1,"The model prediction correctly states that the intermediary must apply at least three months before the expiry of the certificate, which aligns with the reference answer's requirement."
TMP_041,temporal_reasoning,medium,For how long was the Al-Nusrah Front listed on the ISIL (Da'esh) and Al-Qaida Sa,"Approximately 11 years and 9 months — from May 14, 2014 to February 27, 2026.","14 May 2014 to February 27, 2026.",1,1,The model prediction matches the reference answer in terms of the start and end dates.
TMP_042,temporal_reasoning,easy,"Under the RBI GoI issuance calendar for H1 FY2026-27, if the third Monday of a m",On the fourth Monday of that month.,The switch auction will be conducted on the fourth Monday of the month.,1,1,The model prediction correctly identifies the day of the month for the RBI GoI issuance as per the given rule.
TMP_043,temporal_reasoning,easy,"Under the RBI Master Direction on UTI 2026, if a market participant cannot obtai",Within five Mumbai business days from the date of the transaction.,Five Mumbai business days from the date of the transaction.,1,1,The model prediction matches the reference answer's timeframe for obtaining the UTI 2026.
TMP_044,temporal_reasoning,medium,"A company completed its buy-back (i.e., made the final payment to shareholders) ","June 15, 2026 — one year from the expiry date (June 15, 2025) of the buyback period of the preceding","June 16, 2026",1,1,"The model prediction is one day after the expiry date of the buyback period, which is consistent with the reference answer's indication of one year from the expiry date."
TMP_045,temporal_reasoning,hard,"In Illustration 3 of the RBI SFB Dividend Directions 2026, the bank paid interim","The constraint applies cumulatively across both payments. The Maximum Eligible Dividend (₹1,125 cror","The Maximum Eligible Dividend constraint applies cumulatively across both payments, i.e., from FY 20X1-X2.",1,1,"The model prediction correctly states that the Maximum Eligible Dividend constraint applies cumulatively across both payments, aligning with the reference answer's principle."
REG_054,regulatory_interpretation,easy,"Under SEBI (Infrastructure Investment Trusts) Regulations 2014, what is the maxi",Fifteen months,Fifteen months.,1,1,The model prediction matches the maximum holding period specified under SEBI (Infrastructure Investment Trusts) Regulations 2014.
REG_055,regulatory_interpretation,easy,"Under SEBI (InvIT) Regulations 2014, how frequently must the trustee obtain a co",On a quarterly basis,Quarterly.,0,1,The model prediction matches the reference answer that trustees must obtain consent quarterly under SEBI (InvIT) Regulations 2014.
REG_056,regulatory_interpretation,easy,"Under SEBI (InvIT) Regulations 2014, within how many days must SEBI communicate ",Within thirty days,Thirty days.,1,1,The model prediction matches the reference answer of thirty days.
REG_057,regulatory_interpretation,easy,"Under SEBI (InvIT) Regulations 2014, what minimum equity interest must an InvIT ",Not less than fifty one per cent of the equity share capital or interest,51%,0,1,The model prediction matches the minimum equity interest requirement as per SEBI (InvIT) Regulations 2014.
REG_058,regulatory_interpretation,easy,"Under SEBI (InvIT) Regulations 2014, what minimum percentage of its assets must ",Not less than ninety per cent,ninety percent,0,1,The model prediction matches the reference answer's requirement for InvITs under SEBI regulations.
REG_059,regulatory_interpretation,medium,"Under SEBI (InvIT) Regulations 2014 (as currently in force), what minimum net wo","More than five hundred crore rupees, as per the latest audited financial statements",More than five hundred crore rupees.,1,1,The model prediction matches the minimum net worth requirement as per SEBI (InvIT) Regulations 2014.
REG_060,regulatory_interpretation,medium,"Under SEBI (InvIT) Regulations 2014, what is the combined monetary cap on permis","Two per cent of its gross turnover or total income, or fifty lakh rupees, whichever is lower","Fifty lakh rupees or such higher amount as may be specified from time to time, whichever is lower.",0,1,"The model prediction correctly paraphrases the SEBI (InvIT) Regulations 2014, stating the monetary cap as ""fifty lakh rupees or such higher amount as may be specified from time to time, whichever is l"
REG_061,regulatory_interpretation,medium,"Under SEBI (InvIT) Regulations 2014, when a conflict of interest is flagged in a","A practising chartered accountant or valuer, as applicable","A practising chartered accountant or valuer, as applicable.",1,1,"The model prediction correctly identifies that a practising chartered accountant or valuer, as applicable, is the entity to be flagged for a conflict of interest under SEBI (InvIT) Regulations 2014."
REG_062,regulatory_interpretation,easy,"Under SEBI (Issue and Listing of Municipal Debt Securities) Regulations 2015, wi",Twenty one days,Twenty-one days.,1,1,The model prediction matches the SEBI regulation's specified period for the issue and listing of municipal debt securities.
REG_063,regulatory_interpretation,easy,"Under SEBI (Issue and Listing of Municipal Debt Securities) Regulations 2015, fo",Fifteen days,Fifteen days.,1,1,The model prediction matches the SEBI regulation stating that an issuer must provide a prospectus within fifteen days of filing the application for the issue and listing of municipal debt securities.
REG_064,regulatory_interpretation,easy,"Under SEBI (Issue and Listing of Municipal Debt Securities) Regulations 2015, wh",Not more than four,Four.,0,1,The model prediction matches the reference answer's maximum number of entities allowed under SEBI regulations.
REG_065,regulatory_interpretation,easy,"Under SEBI (Issue and Listing of Municipal Debt Securities) Regulations 2015, fo",The preceding three hundred and sixty five days,Three hundred and sixty five days.,1,1,The model prediction correctly identifies the threshold period as 365 days as per SEBI regulations.
REG_066,regulatory_interpretation,easy,"Under SEBI (Investment Advisers) Regulations 2013, on which day from the date of",The ninetieth day,Ninetieth.,0,1,The model prediction correctly identifies the ninetieth day as the reference point for the SEBI (Investment Advisers) Regulations 2013.
NUM_033,numerical_reasoning,medium,"Under SEBI (InvIT) Regulations 2014, if an entity associated with the InvIT has ","Twenty lakh rupees (two per cent of ten crore rupees, being lower than fifty lakh rupees â€” the rul","Two percent of 10 crore rupees is:

2% x 10,00,00,000 = 20,00,000

This is lower than the 50 lakh rupee cap. Therefore, the maximum permissible pecuniary relationship an independent director candidate",0,1,"The calculation of 2% of 10 crore rupees results in 20 lakh rupees, which is correctly identified as lower than the 50 lakh rupee cap."
NUM_034,numerical_reasoning,medium,"Under SEBI (Issue and Listing of Municipal Debt Securities) Regulations 2015, if","No. The 45 qualified institutional buyers are excluded from the calculation, so only 170 persons are",170 + 45 = 215,1,1,The model correctly adds the number of persons (170) to the number of excluded qualified institutional buyers (45) as per SEBI regulations.
NUM_035,numerical_reasoning,medium,"Under SEBI (Issue and Listing of Municipal Debt Securities) Regulations 2015, if",26 May 2025 (after expiry of the twenty one days notice period from 5 May),26 May 2025,1,1,The model prediction matches the reference answer's final value and date.
NUM_036,numerical_reasoning,easy,"Under SEBI (InvIT) Regulations 2014, does a family trust with a net worth of fou",No. The threshold is more than five hundred crore rupees; four hundred and ninety nine crore rupees ,"499 crore rupees < 500 crore rupees

No, it does not qualify.",0,1,The model correctly identified that a family trust with a net worth of 499 crore rupees does not meet the threshold of more than five hundred crore rupees as per SEBI (InvIT) Regulations 2014.
NUM_037,numerical_reasoning,easy,"Under SEBI (FPI) Regulations 2019, if a government-linked entity is 70% directly",No. The minimum threshold for government ownership is at least seventy-five per cent; seventy per ce,"75% - 5% = 70%

No, it does not qualify.",0,0,The model incorrectly calculates the threshold as 70% instead of the correct minimum threshold of 75%.
NUM_038,numerical_reasoning,medium,"Under SEBI (InvIT) Regulations 2014, a consulting firm had transactions worth ei","No. Eight lakh rupees out of ninety lakh rupees is approximately 8.9 per cent, which is below the te","8 lakh / 90 lakh = 0.089 or approximately 8.9%

Since this is less than 10%, the answer is:

No, the partner would not be disqualified.",0,1,The model correctly calculated the percentage and compared it to the threshold.
NUM_039,numerical_reasoning,medium,"Under SEBI (FPI) Regulations 2019, if a designated depository participant applic","By 24 April (thirty days from 25 March, the date all required information was furnished, being the l","30 days after receipt of application = 31 March
Later of two dates: 30 days after receipt of additional information (10 March) = 9 April
Whichever is later: 9 April
Final Answer: 9 April",0,1,"The final value matches the reference answer, which is 9 April."
NUM_040,numerical_reasoning,easy,Under the original SEBI (Issue and Listing of Debt Securities by Municipalities),By 1 April 2018 (three months from the closure of the issue on 1 January 2018),"January 31, 2018",1,0,"The final value or fact does not match; the correct closure date is January 31, 2018, not January 1, 2018."
REG_095,regulatory_interpretation,easy,What is the minimum percentage of an AMC's net worth that a sponsor must contrib,At least 40 per cent,40%,1,1,The model prediction matches the reference answer of at least 40 per cent.
REG_096,regulatory_interpretation,easy,"Under SEBI (Mutual Funds) Regulations, 1996, who has the authority to terminate ",Majority of the trustees or by seventy-five per cent of the unitholders of the scheme,The majority of the trustees or seventy-five per cent of the unitholders of the scheme.,1,1,"The model prediction correctly states the authority to terminate as per SEBI (Mutual Funds) Regulations, 1996."
REG_097,regulatory_interpretation,easy,What minimum proportion of the board of directors of an AMC must comprise direct,At least fifty per cent,50%,0,1,The model prediction matches the regulatory requirement that at least fifty per cent of the board of directors of an AMC must comprise directorships.
REG_098,regulatory_interpretation,easy,"What restriction does SEBI (Mutual Funds) Regulations, 1996 impose on the Chairm",The Chairman of the asset management company is not a trustee of any mutual fund,The Chairman of the asset management company cannot be a trustee of any mutual fund.,1,1,"The model prediction paraphrases the restriction correctly as per SEBI (Mutual Funds) Regulations, 1996."
REG_099,regulatory_interpretation,easy,What is the minimum proportion of independent persons required among the trustee,Two-thirds,Two-thirds.,1,1,The model prediction matches the regulatory requirement for the minimum proportion of independent persons among trustees.
REG_100,regulatory_interpretation,medium,What three personal qualifications must every trustee of a mutual fund possess o,"Be a person of ability, integrity and standing; not have been found guilty of moral turpitude; and n","Ability, integrity, and standing.",1,1,The model prediction matches the reference answer's qualifications.
REG_101,regulatory_interpretation,easy,"Under SEBI (Mutual Funds) Regulations, 1996, are directors, officers or employee","No. No asset management company and no director (including independent director), officer or employe",No.,1,1,"The model correctly predicts that under SEBI (Mutual Funds) Regulations, 1996, directors, officers, or employees are not considered as assets management companies."
REG_102,regulatory_interpretation,medium,"By what date must a mutual fund pay its annual service fee, and what is the maxi",Before the 15th April each year; the Board may allow payment up to two months from commencement of t,Before 15th April each year; or two months from the commencement of the financial year if permitted by SEBI.,1,1,"The model prediction correctly states the deadline for the annual service fee payment as before 15th April each year, aligning with the reference answer."
REG_103,regulatory_interpretation,easy,What requirement applies to the Chairperson of a trustee company appointed as tr,The Chairperson of the board of directors of the trustee company shall be an independent director,The Chairperson must be an independent director.,1,1,The model prediction correctly paraphrases the requirement that the Chairperson must be an independent director.
REG_104,regulatory_interpretation,medium,What board composition requirement must an AMC meet after its sponsor disassocia,The board of directors shall have at least two third independent directors,At least two-thirds independent directors.,1,1,The model prediction correctly states the requirement for the composition of the board of directors after disassociation.
REG_105,regulatory_interpretation,easy,"Under which Act must the trust deed of a mutual fund be registered, and who exec","The Indian Registration Act, 1908; executed by the sponsor in favour of the trustees named in such a","Under the Indian Registration Act, 1908. The sponsor executes it in favour of the trustees.",1,1,"The model prediction correctly states that the trust deed of a mutual fund must be registered under the Indian Registration Act, 1908, and it is executed by the sponsor in favour of the trustees."
REG_106,regulatory_interpretation,easy,What proportion of unitholders of a scheme may requisition the trustees to obtai,Three-fourths of the unitholders of any scheme,Three-fourths.,0,1,The model prediction matches the reference answer.
REG_107,regulatory_interpretation,medium,What capital compliance conditions must an SFB satisfy at the end of both the pr,The bank must be in compliance with the applicable regulatory capital requirement as at the end of t,The bank must be in compliance with the applicable regulatory capital requirement as at the end of the previous financial year and shall continue to be in compliance as at the end of the financial yea,1,1,"The model prediction correctly states the compliance condition for an SFB at the end of the previous financial year and the subsequent year, aligning with the reference answer's requirement for compli"
REG_108,regulatory_interpretation,easy,What profitability condition must an SFB satisfy to be eligible to declare divid,The bank shall have positive adjusted Profit After Tax (PAT) for the financial year for which the di,Positive adjusted Profit After Tax (PAT) for the financial year.,1,1,The model prediction correctly identifies the profitability condition as Positive adjusted Profit After Tax (PAT) for the financial year.
REG_109,regulatory_interpretation,medium,What four factors must an SFB's Board of Directors consider when evaluating a pr,Divergence in NPA asset classification and provisioning including its trend; Auditors' Report includ,"The divergence in asset classification and provisioning for Non-Performing Assets (NPAs), including its trend, as observed under supervisory findings of the Reserve Bank; Auditors' Report to the finan",1,1,"The model prediction correctly identifies the divergence in asset classification and provisioning for NPAs, including its trend, as a factor to be considered by an SFB's Board of Directors, aligning w"
REG_110,regulatory_interpretation,easy,Within what period must an SFB submit its dividend declaration report to the RBI,Within a fortnight of declaration of dividend,A fortnight,1,1,"The model prediction matches the reference answer, which states that an SFB must submit its dividend declaration report to the RBI within a fortnight of the declaration of dividend."
REG_111,regulatory_interpretation,easy,What is the consequence for an SFB that fails to meet the dividend eligibility c,No special dispensation will be given for declaration of dividend for that period,No special dispensation will be given for declaration of dividend.,1,1,The model prediction accurately reflects the consequence for an SFB failing to meet the dividend eligibility criteria as stated in the reference answer.
REG_112,regulatory_interpretation,medium,What categories of profit are excluded from dividend payment eligibility under t,Any exceptional and/or extra-ordinary profits/income; and any overstatement of PAT identified in a m,"Exceptional and/or extra-ordinary profits/income, and overstatement of Profit After Tax (PAT) to the extent it is included in PAT.",1,1,The model prediction correctly identifies the categories of profit excluded from dividend payment eligibility under the specified regulation.
NUM_087,numerical_reasoning,easy,"What is the minimum average net annual profit (after depreciation, interest and ",At least rupees ten crore,Rupees ten crore.,1,1,The model prediction matches the reference answer's minimum average net annual profit requirement.
NUM_088,numerical_reasoning,easy,What is the standard minimum networth requirement for an AMC under SEBI (Mutual ,Not less than rupees fifty crore,Rupees fifty crore.,1,1,The model prediction matches the standard minimum networth requirement for an AMC under SEBI as specified in the reference answer.
NUM_089,numerical_reasoning,medium,If a sponsor fails to fulfil all eligibility criteria at the time of application,"Not less than rupees one hundred crore, maintained until the AMC has profits for five consecutive ye",Rupees one hundred crore.,1,1,The model prediction matches the reference answer's threshold amount.
NUM_090,numerical_reasoning,easy,What is the minimum networth required for an AMC that is only eligible to launch,Not less than rupees ten crore,Rupees 10 crore.,0,1,The model prediction matches the reference answer's minimum net worth requirement for an AMC.
NUM_091,numerical_reasoning,hard,"Under the 2023 amendment to Regulation 7, if a sponsor fails all eligibility req",AMC net worth not less than rupees one hundred fifty crore; locked-in for five years; total combined,"Rupees one hundred fifty crore (capitalization threshold), five years (lock-in period), thirty years (minimum combined experience).",1,0,The minimum combined experience is incorrect; the correct value is not specified in the reference answer.
NUM_092,numerical_reasoning,medium,"Under SEBI (Mutual Funds) Regulations, 1996, what is the maximum percentage of t","5 per cent of aggregate purchases and sales, measured for a block of any three months",5%,1,1,"The model prediction matches the SEBI (Mutual Funds) Regulations, 1996, which stipulates a maximum of 5% for aggregate purchases and sales over any three-month period."
NUM_093,numerical_reasoning,easy,How is 'Adjusted Profit After Tax (PAT)' defined under the RBI SFB Dividend Dire,PAT of the financial year minus 50 per cent of Net NPA as on March 31 of the financial year for whic,"Adjusted PAT = PAT - 0.5 * Net NPA

Answer: ₹______ (Rupees)",0,1,The model prediction correctly paraphrases the definition of 'Adjusted Profit After Tax (PAT)' as per the RBI SFB Dividend Directive.
NUM_094,numerical_reasoning,easy,"Under the RBI SFB Dividend Directions, 2026, what percentage of Adjusted PAT may",40 per cent of Adjusted PAT,40%,1,1,The model prediction matches the reference answer exactly.
NUM_095,numerical_reasoning,hard,"In Illustration 1 of the RBI SFB Dividend Directions, 2026, a bank has PAT of Rs","Rs5,500 crore (40% of Adjusted PAT of Rs13,750 crore, which is lower than 75% of PAT of Rs12,750 cro","Rs5,500 crore",1,1,The model prediction matches the reference answer's final value.
NUM_096,numerical_reasoning,hard,"In Illustration 3, a bank has PAT of Rs1,500 crore, Net NPA of Rs300 crore, Tier","Rs625 crore (maximum eligible dividend of Rs1,125 crore minus interim dividend already paid of Rs500","G = Lower of E or F
E = 75% of PAT = 0.75 x 1,500 crore = 1,125 crore
F = Maximum payable as per Table (100% of 1,350) = 1,350 crore
G = Lower of E or F = 1,125 crore

Final dividend shall not be more",0,1,"The model correctly applies the rule of taking the lower of 75% of PAT (which is 1,125 crore) and the maximum dividend as per Table (which is 1,350 crore), resulting in a final dividend of 1,125 crore"
NUM_097,numerical_reasoning,hard,"In Illustration 2 of the RBI SFB Dividend Directions, 2026, a bank has PAT of Rs","Rs19,000 crore (50% of Adjusted PAT of Rs38,000 crore, which is lower than 75% of PAT of Rs30,375 cr","Rs19,000 crore.",0,1,The model prediction matches the reference answer's final value.
NUM_098,numerical_reasoning,medium,"Under the RBI SFB Dividend Directions, 2026, what are the permitted dividend per",Bucket B1: 0 per cent of Adjusted PAT; Bucket B10: 100 per cent of Adjusted PAT,"0% for Bucket B1
100% for Bucket B10",1,1,"The model prediction correctly identifies the permitted dividend percentages for Bucket B1 and Bucket B10 as per the RBI SFB Dividend Directions, 2026."
TMP_046,temporal_reasoning,easy,What minimum proportion of independent trustees did SEBI (Mutual Funds) Regulati,At least 50 per cent,50%,1,1,The model prediction matches the correct minimum proportion of independent trustees as per SEBI regulations for mutual funds.
TMP_047,temporal_reasoning,medium,What minimum AMC networth was introduced by the SEBI (Mutual Funds) Amendment Re,Rupees fifty crore (replacing the original requirement of rupees ten crore),Rupees fifty crore.,1,1,The model prediction matches the reference answer's minimum AMC networth requirement.
TMP_048,temporal_reasoning,hard,"From what date were Regulations 69 to 74 of SEBI (Mutual Funds) Regulations, 199",27-9-2002,27-9-2002,1,1,The model prediction matches the reference answer's date.
TMP_049,temporal_reasoning,medium,From which financial year do the RBI (Small Finance Banks - Prudential Norms on ,"From Financial Year (FY) 2026-27; they repeal the circular dated November 28, 2025 (DO R.ACC.REC.118","The RBI (Small Finance Banks - Prudential Norms on Declaration of Dividend) Directions, 2026 shall come into effect from Financial Year (FY) 2026-27. They repeal DO R.ACC.REC.118/21-02-067/2025-26 dat",1,1,"The model prediction correctly states that the RBI's Small Finance Banks Prudential Norms on Declaration of Dividend will come into effect from Financial Year (FY) 2026-27, which matches the reference"
TMP_050,temporal_reasoning,medium,"What key change did the SEBI (Mutual Funds) Amendment Regulations, 2012 make to ",Replaced the enumeration of specific advertising media with a broader definition covering all forms ,"The SEBI (Mutual Funds) Amendment Regulations, 2012 substituted a broader definition for the original specific advertising media definition.",0,1,"The model prediction correctly paraphrases the key change made by SEBI (Mutual Funds) Amendment Regulations, 2012."
TMP_051,temporal_reasoning,medium,What new asset class was added to the permissible investment universe in the 'mu,Silver or silver related instruments,Silver or silver related instruments.,1,1,The model prediction correctly identifies silver or silver related instruments as the new asset class added to the permissible investment universe.
REG_113,regulatory_interpretation,medium,"Under the Seventh Schedule of SEBI (Mutual Funds) Regulations, what is the stand",10% of NAV; may be extended to 12% with prior approval of both the Board of Trustees and the Board o,"10%, with prior approval of the Board of Trustees and Board of Directors.",1,1,The model prediction correctly states the 10% threshold and the requirement for prior approval of both the Board of Trustees and the Board of Directors.
REG_114,regulatory_interpretation,medium,What two categories of securities of associate or group companies of the sponsor,Unlisted securities of an associate or group company of the sponsor; and securities issued by privat,"(a) unlisted security, (b) private placement",1,1,"The model prediction correctly identifies the two categories of securities as unlisted securities and private placements, which align with the reference answer."
REG_115,regulatory_interpretation,easy,What is the maximum investment a mutual fund scheme may make in listed securitie,25 per cent of the net assets (with exceptions for equity oriented ETFs and index funds),25% of the net assets.,1,1,The model prediction matches the reference answer's threshold for investment in listed securities.
REG_116,regulatory_interpretation,easy,What is the maximum combined ownership stake that all schemes of a mutual fund m,Not more than ten per cent of any company's paid up capital carrying voting rights,Ten percent.,0,1,The model prediction matches the reference answer's maximum combined ownership stake limit.
REG_117,regulatory_interpretation,easy,On what price basis must inter-scheme transfers of quoted securities between sch,At the prevailing market price for quoted instruments on spot basis,The prevailing market price for quoted instruments on spot basis.,1,1,The model prediction matches the reference answer's requirement for inter-scheme transfers of quoted securities to be at the prevailing market price on a spot basis.
REG_118,regulatory_interpretation,medium,What is the maximum aggregate inter-scheme investment that all schemes under one,5 per cent of the net asset value of the mutual fund (this restriction does not apply to fund of fun,5% of the net asset value of the mutual fund.,1,1,The model prediction correctly states the maximum aggregate inter-scheme investment as 5% of the net asset value of the mutual fund.
REG_119,regulatory_interpretation,medium,"Under the Seventh Schedule, what is the maximum investment a mutual fund scheme ","10 per cent of NAV; index funds, exchange traded funds, and sector or industry specific schemes are ","10% of NAV; index funds, exchange traded funds, sector or industry specific schemes.",1,1,"The model prediction correctly states the maximum investment limit as 10% of NAV for index funds, exchange traded funds, and sector or industry specific schemes under the Seventh Schedule."
REG_120,regulatory_interpretation,medium,"For what purpose may a mutual fund borrow under SEBI (Mutual Funds) Regulations,","To meet temporary liquidity needs for repurchase, redemption or payment of interest or dividend; bor","To meet temporary liquidity needs for repurchase, redemption of units or payment of interest or dividend to unitholders. The two quantitative limits are: not more than 20% of net asset of the scheme a",1,1,"The model prediction correctly paraphrases the SEBI regulation allowing mutual funds to borrow for repurchase, redemption, or payment of interest or dividends, with the specified quantitative limits."
REG_121,regulatory_interpretation,easy,May a fund of funds scheme invest in another fund of funds scheme under SEBI (Mu,No. A fund of funds scheme shall not invest in any other fund of funds scheme.,No.,1,1,The model correctly predicts that a fund of funds scheme cannot invest in another fund of funds scheme as per SEBI regulations.
REG_122,regulatory_interpretation,medium,What are the NAV-based investment limits for a mutual fund scheme in InvIT units,Not more than 10% of NAV overall; not more than 5% of NAV in units of a single InvIT issuer,10% (overall) and 5% (single issuer).,1,1,The model prediction matches the reference answer's investment limits for NAV-based mutual fund investments in InvIT units.
REG_123,regulatory_interpretation,easy,"Under Regulation 24 of SEBI (Mutual Funds) Regulations, may an AMC act as truste",No. An AMC shall not act as a trustee of any mutual fund.,No.,1,1,The model correctly identifies that an AMC cannot act as a trustee under Regulation 24 of SEBI (Mutual Funds) Regulations.
REG_124,regulatory_interpretation,medium,What is the primary restriction on additional business activities an AMC may eng,The AMC shall not undertake any business activities other than management and advisory services prov,The primary restriction is that the asset management company shall not undertake any business activities other than management and advisory services.,1,1,The model prediction accurately paraphrases the primary restriction on additional business activities for an AMC as stated in the reference answer.
REG_125,regulatory_interpretation,easy,"Under SEBI (Mutual Funds) Regulations, 1996, whose prior approval is required be",Prior approval of the trustees,The trustees' prior approval.,1,1,"The model prediction correctly identifies that prior approval of the trustees is required under SEBI (Mutual Funds) Regulations, 1996."
