ctx_len,q_len,num_dates,num_numbers,num_currencies,num_amendments,num_sebi_rbi_refs,num_conditions,flesch_ease,fk_grade,sentence_count,corr_Gemini_2.5_Flash,corr_Qwen3-32B,corr_LLaMA-3.3-70B,corr_Llama_4_Scout_17B,corr_Kimi_K2,corr_LLaMA-3-8B,corr_GPT-OSS_120B,corr_GPT-OSS_20B,corr_Mistral-7B,corr_DeepSeek_R1_70B,corr_Gemma_4_E4B,ensemble_accuracy,is_hard,task_type,human_difficulty
66,23,1,5,4,0,1,0,25.930909090909097,17.840606060606067,6,1,1,1,1,1,1,1,1,1,1,1,1.0,0,regulatory_interpretation,medium
39,24,1,3,2,0,1,0,13.5040384615385,16.220128205128205,3,1,1,1,1,0,1,1,0,1,0,1,0.7272727272727273,0,regulatory_interpretation,easy
82,26,0,1,0,0,1,1,37.288292682926865,18.243902439024392,3,1,1,1,1,1,1,0,1,1,1,1,0.9090909090909091,0,regulatory_interpretation,medium
70,23,1,3,3,0,1,1,26.28142857142859,18.288571428571426,3,1,1,1,1,1,1,1,1,1,1,1,1.0,0,regulatory_interpretation,easy
90,16,0,3,2,0,0,2,33.505000000000024,16.038888888888888,4,1,1,1,1,1,1,1,1,1,1,1,1.0,0,regulatory_interpretation,medium
63,21,1,4,0,0,0,0,48.633928571428584,14.301349206349208,3,1,1,1,1,1,1,1,1,1,1,1,1.0,0,regulatory_interpretation,easy
75,21,1,3,4,0,1,0,37.92450000000002,17.285666666666668,5,1,1,1,1,1,0,1,1,1,1,1,0.9090909090909091,0,regulatory_interpretation,easy
85,26,0,3,1,0,0,0,23.806078431372583,16.977647058823532,6,1,1,1,1,1,1,1,1,1,1,0,0.9090909090909091,0,regulatory_interpretation,medium
61,20,1,4,1,0,1,0,35.02617486338801,13.425245901639347,6,1,1,1,1,1,1,1,1,1,1,1,1.0,0,regulatory_interpretation,easy
88,18,0,5,5,1,0,0,-43.994090909090886,41.257272727272735,7,0,1,1,1,1,1,1,1,1,1,1,0.9090909090909091,0,regulatory_interpretation,medium
41,17,0,1,1,0,1,0,43.65189024390244,12.263536585365856,5,1,1,1,1,1,1,1,1,1,1,1,1.0,0,regulatory_interpretation,easy
68,22,1,4,2,0,1,2,37.695024875621925,13.549850746268657,6,1,1,1,1,1,1,1,0,1,0,1,0.8181818181818182,0,regulatory_interpretation,easy
75,17,1,4,1,1,1,1,29.16132420091327,15.236986301369864,5,1,1,1,1,1,1,1,1,1,1,1,1.0,0,regulatory_interpretation,medium
61,37,1,2,5,0,1,0,-7.637377049180316,29.478688524590165,4,0,1,1,1,0,1,1,0,0,0,1,0.5454545454545454,0,numerical_reasoning,easy
84,16,1,4,3,0,1,2,24.21214285714288,20.316190476190474,3,1,1,0,0,0,1,0,0,0,0,0,0.2727272727272727,1,numerical_reasoning,easy
117,31,0,3,5,0,0,3,26.973076923076917,19.18581196581197,4,1,1,1,1,1,1,1,1,1,0,1,0.9090909090909091,0,numerical_reasoning,medium
40,19,0,2,2,0,0,0,30.025000000000034,14.040000000000003,3,1,0,0,0,0,0,0,0,0,0,1,0.18181818181818182,1,numerical_reasoning,easy
120,37,1,3,7,1,0,3,-70.06499999999997,52.843333333333334,5,1,0,0,0,1,1,0,0,1,0,1,0.45454545454545453,1,numerical_reasoning,hard
100,35,1,5,0,0,1,1,14.803000000000026,23.616000000000003,3,1,1,0,0,0,1,1,1,1,1,1,0.7272727272727273,0,numerical_reasoning,medium
66,15,1,5,0,0,1,0,54.1309090909091,13.90727272727273,5,1,1,0,0,0,0,0,0,1,1,1,0.45454545454545453,1,numerical_reasoning,easy
79,30,1,13,2,0,1,0,52.170230769230784,9.858102564102566,9,1,1,1,1,1,1,1,1,1,1,0,0.9090909090909091,0,numerical_reasoning,easy
87,34,1,22,16,0,1,0,81.54711229946525,3.8048128342246024,15,1,1,1,1,0,1,0,0,1,1,0,0.6363636363636364,0,numerical_reasoning,hard
118,38,0,18,22,0,0,0,76.97144736842105,4.883421052631579,15,1,1,1,0,0,0,0,1,1,1,1,0.6363636363636364,0,numerical_reasoning,hard
87,34,1,22,16,0,1,0,80.76279411764708,4.106176470588238,13,1,1,1,1,0,0,0,0,1,1,0,0.5454545454545454,0,numerical_reasoning,hard
48,33,1,13,1,0,1,0,59.56221739130439,7.23713043478261,9,1,1,0,1,1,1,1,1,1,1,1,0.9090909090909091,0,numerical_reasoning,medium
1,18,0,0,0,0,0,0,50.0,10.0,0,1,1,1,1,1,1,1,1,1,1,1,1.0,0,contradiction_detection,medium
1,17,0,0,0,0,0,0,50.0,10.0,0,1,1,1,1,1,1,1,1,1,1,1,1.0,0,contradiction_detection,easy
1,14,0,0,0,0,0,0,50.0,10.0,0,1,1,1,1,1,1,1,1,0,1,1,0.9090909090909091,0,contradiction_detection,medium
1,17,0,0,2,0,0,0,50.0,10.0,0,1,1,1,1,1,1,1,1,1,1,1,1.0,0,contradiction_detection,hard
81,16,3,7,3,2,3,1,25.896666666666675,16.35481481481482,5,1,1,0,1,0,1,0,0,0,0,1,0.45454545454545453,1,temporal_reasoning,easy
75,18,3,7,4,3,3,0,34.39575000000002,13.119833333333332,6,1,1,0,0,0,1,0,0,0,1,1,0.45454545454545453,1,temporal_reasoning,medium
41,15,3,14,0,0,3,0,16.654146341463445,21.121951219512194,4,1,0,1,1,1,1,0,1,0,1,1,0.7272727272727273,0,temporal_reasoning,hard
59,28,3,18,0,0,2,0,44.37047619047621,11.707857142857144,5,1,1,1,1,1,1,1,1,1,1,1,1.0,0,temporal_reasoning,medium
102,17,3,7,2,2,3,0,3.1250000000000284,21.27,5,1,1,1,1,0,0,1,1,0,0,0,0.5454545454545454,0,temporal_reasoning,medium
79,27,3,5,1,4,2,0,20.80140822784813,15.264398734177217,6,1,1,1,1,1,1,1,1,1,1,1,1.0,0,temporal_reasoning,medium
113,35,0,4,2,0,1,1,23.157738095238102,19.303928571428575,4,1,1,1,1,1,1,1,1,1,1,1,1.0,0,regulatory_interpretation,medium
71,24,0,2,0,0,0,0,32.324285714285736,17.445714285714285,5,1,1,1,0,1,1,1,1,1,1,0,0.8181818181818182,0,regulatory_interpretation,medium
62,20,0,2,0,0,0,1,41.349631147541004,15.068934426229507,3,1,1,1,1,1,1,1,1,1,1,1,1.0,0,regulatory_interpretation,easy
48,28,0,1,1,0,0,0,58.78250000000003,10.898404255319154,3,1,0,0,0,1,0,1,1,0,1,0,0.45454545454545453,1,regulatory_interpretation,easy
80,19,0,1,3,0,0,1,47.316793248945174,13.201518987341771,6,1,1,1,1,1,1,1,1,1,1,1,1.0,0,regulatory_interpretation,easy
80,21,0,2,0,0,0,2,26.456424050632933,19.38208860759494,3,1,1,1,1,1,1,1,1,1,1,1,1.0,0,regulatory_interpretation,medium
61,36,0,3,0,0,0,1,41.025000000000034,14.990000000000006,3,1,1,1,1,1,1,1,1,1,1,1,1.0,0,regulatory_interpretation,medium
74,23,0,3,1,0,1,1,30.947567567567575,18.134594594594592,3,1,1,1,1,1,1,1,1,1,1,1,1.0,0,regulatory_interpretation,medium
84,18,0,1,0,0,1,1,38.32213855421689,18.2239156626506,4,1,1,1,1,1,1,1,1,0,0,1,0.8181818181818182,0,regulatory_interpretation,easy
78,30,0,3,0,0,0,1,64.50700000000002,8.038000000000004,7,1,1,1,1,1,1,1,1,1,1,1,1.0,0,regulatory_interpretation,medium
84,18,0,2,0,0,1,1,11.119285714285724,22.14238095238095,4,1,1,1,1,1,1,1,1,0,1,1,0.9090909090909091,0,regulatory_interpretation,easy
76,21,1,2,0,0,1,2,20.826929824561432,16.647894736842108,6,1,1,1,1,1,1,1,0,1,0,0,0.7272727272727273,0,regulatory_interpretation,medium
45,20,1,4,0,0,1,1,35.47750000000002,13.90055555555556,3,1,0,0,0,1,1,1,0,1,1,0,0.5454545454545454,0,regulatory_interpretation,easy
32,21,0,4,0,0,0,0,13.463750000000005,15.35625,3,1,1,1,1,1,1,1,1,1,1,1,1.0,0,regulatory_interpretation,easy
51,20,0,2,2,0,0,0,39.952500000000015,14.021666666666668,4,1,1,1,1,1,0,1,1,1,1,1,0.9090909090909091,0,regulatory_interpretation,easy
122,20,0,2,2,1,0,1,4.844590163934441,27.737704918032787,4,1,1,1,1,1,1,1,1,1,0,1,0.9090909090909091,0,regulatory_interpretation,medium
47,22,0,1,0,0,0,2,52.911739130434796,11.59304347826087,3,1,1,1,1,1,1,1,1,1,1,1,1.0,0,regulatory_interpretation,easy
40,26,0,1,0,0,1,0,38.48500000000004,12.860000000000003,3,1,1,1,1,1,0,1,1,1,1,1,0.9090909090909091,0,regulatory_interpretation,easy
58,22,0,3,1,0,0,0,61.76072368421055,8.185043859649124,9,1,1,1,1,1,0,0,1,1,1,1,0.8181818181818182,0,numerical_reasoning,medium
52,28,0,3,2,0,0,1,50.953205128205155,10.458461538461538,7,1,1,1,1,0,1,1,0,0,0,1,0.6363636363636364,0,numerical_reasoning,medium
40,24,0,3,0,0,0,0,81.20666666666669,5.245000000000001,6,1,1,1,1,1,1,1,1,1,1,1,1.0,0,numerical_reasoning,easy
44,25,0,2,0,0,0,0,47.991363636363644,12.030909090909088,6,1,1,1,1,1,1,1,1,1,1,1,1.0,0,numerical_reasoning,easy
44,23,0,3,0,0,0,0,42.96590909090911,18.19727272727273,5,0,0,0,0,0,0,0,0,0,0,0,0.0,1,numerical_reasoning,medium
63,29,0,3,2,0,0,1,-0.7957142857142685,29.021269841269845,4,1,1,1,1,1,1,0,0,1,1,1,0.8181818181818182,0,numerical_reasoning,medium
57,26,0,3,2,0,0,1,16.88526315789477,25.064561403508772,4,1,1,1,1,1,0,0,0,1,1,1,0.7272727272727273,0,numerical_reasoning,medium
43,24,2,5,0,1,1,0,56.53317829457367,8.934883720930234,6,1,1,0,0,1,1,0,0,0,0,1,0.45454545454545453,1,numerical_reasoning,hard
1,26,0,0,1,0,0,0,50.0,10.0,0,1,1,1,1,1,1,1,1,1,1,1,1.0,0,contradiction_detection,hard
1,17,0,0,0,0,0,0,50.0,10.0,0,1,1,1,1,1,1,1,1,0,1,0,0.8181818181818182,0,contradiction_detection,hard
1,16,0,0,0,0,0,0,50.0,10.0,0,1,0,1,1,0,1,1,1,1,1,0,0.7272727272727273,0,contradiction_detection,medium
1,18,0,0,0,0,0,0,50.0,10.0,0,1,1,1,1,1,1,1,1,1,1,1,1.0,0,contradiction_detection,hard
49,24,3,6,0,1,2,0,42.11852040816328,13.471122448979592,5,1,1,1,1,1,1,1,1,0,0,1,0.8181818181818182,0,temporal_reasoning,hard
91,24,2,8,0,2,2,0,40.31479853479854,15.171868131868134,5,1,1,0,0,0,0,0,1,1,0,1,0.45454545454545453,1,temporal_reasoning,medium
64,25,1,5,0,1,3,0,5.15500000000003,20.49,2,1,1,1,1,1,1,1,1,1,1,1,1.0,0,temporal_reasoning,hard
76,26,3,7,0,2,3,1,28.61903508771931,15.561052631578946,5,1,1,0,1,1,1,1,1,1,1,1,0.9090909090909091,0,temporal_reasoning,medium
71,21,3,9,4,1,2,1,41.01896713615025,13.417464788732396,7,1,1,0,1,1,1,1,0,1,0,1,0.7272727272727273,0,temporal_reasoning,hard
40,23,1,3,4,0,2,0,18.18500000000003,20.66,1,1,1,1,1,0,1,1,1,0,0,1,0.7272727272727273,0,regulatory_interpretation,easy
52,23,1,3,3,0,1,1,-22.424117647058807,29.05686274509804,1,1,1,1,1,1,1,1,1,0,1,0,0.8181818181818182,0,regulatory_interpretation,easy
53,29,1,2,2,0,1,0,-20.948679245283017,29.347924528301892,1,1,1,1,1,0,1,0,1,1,0,0,0.6363636363636364,0,regulatory_interpretation,easy
37,40,1,2,5,0,1,2,-2.206486486486483,22.758918918918926,2,1,1,1,1,0,0,1,1,1,0,0,0.6363636363636364,0,regulatory_interpretation,medium
130,21,1,3,5,1,1,0,-98.54651162790694,59.051782945736434,2,1,1,1,1,1,1,1,1,1,1,0,0.9090909090909091,0,regulatory_interpretation,medium
22,20,1,3,1,0,1,0,30.686818181818182,14.444545454545459,1,1,0,1,1,1,1,1,1,1,1,1,0.9090909090909091,0,regulatory_interpretation,easy
82,30,1,3,3,0,1,0,-46.66888888888887,39.89135802469136,2,1,1,1,1,1,1,1,1,1,0,1,0.9090909090909091,0,regulatory_interpretation,medium
22,27,1,2,0,0,1,0,38.37772727272727,13.371818181818181,1,1,0,0,0,0,0,0,0,0,0,1,0.18181818181818182,1,regulatory_interpretation,easy
26,17,1,3,0,0,1,0,30.76807692307696,15.426923076923078,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0,regulatory_interpretation,easy
43,26,1,3,1,0,1,0,1.8597674418604697,23.68232558139535,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0,regulatory_interpretation,medium
88,41,1,5,1,0,1,3,25.66136363636366,20.610909090909093,2,0,0,1,1,1,0,1,1,1,1,1,0.7272727272727273,0,regulatory_interpretation,hard
53,25,1,2,0,0,1,0,-12.967547169811297,28.234716981132078,6,1,1,1,1,1,1,1,1,1,1,1,1.0,0,regulatory_interpretation,medium
44,27,1,3,1,0,1,2,19.89318181818183,21.415454545454548,1,1,1,0,1,1,1,1,1,1,1,1,0.9090909090909091,0,regulatory_interpretation,easy
54,22,1,3,1,0,1,0,0.05833333333333712,26.6662962962963,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0,regulatory_interpretation,medium
36,20,1,3,0,0,1,0,31.64500000000004,17.788888888888888,1,1,1,1,1,1,1,1,1,1,0,1,0.9090909090909091,0,regulatory_interpretation,easy
53,28,1,4,1,0,1,0,-8.417216981132071,21.01669811320755,2,0,1,1,1,1,0,1,1,1,1,1,0.8181818181818182,0,regulatory_interpretation,medium
113,22,1,5,1,0,1,1,3.720542035398239,19.758473451327436,5,1,1,1,1,1,1,1,1,1,1,1,1.0,0,regulatory_interpretation,hard
72,29,1,6,2,0,3,2,30.470000000000027,17.95277777777778,2,1,1,0,1,1,1,1,1,0,0,1,0.7272727272727273,0,regulatory_interpretation,medium
22,35,2,5,1,0,1,0,38.37772727272727,13.371818181818181,2,1,1,1,1,1,1,0,0,0,1,1,0.7272727272727273,0,numerical_reasoning,medium
56,44,0,3,3,0,0,0,-30.49545454545452,31.176363636363636,3,1,1,1,1,1,1,1,1,1,1,0,0.9090909090909091,0,numerical_reasoning,easy
22,53,0,4,0,0,0,0,38.37772727272727,13.371818181818181,3,1,1,1,1,0,1,1,0,1,0,0,0.6363636363636364,0,numerical_reasoning,medium
88,75,0,10,1,0,0,3,25.66136363636366,20.610909090909093,4,1,1,1,1,1,1,1,1,1,1,0,0.9090909090909091,0,numerical_reasoning,hard
25,32,2,5,0,0,1,0,29.180000000000007,15.400000000000002,2,1,1,1,0,1,1,1,1,1,1,0,0.8181818181818182,0,numerical_reasoning,easy
60,45,1,3,3,0,4,1,18.465000000000032,18.136666666666667,4,1,1,1,1,1,1,1,1,1,1,1,1.0,0,numerical_reasoning,easy
47,57,0,4,9,0,0,0,-19.069999999999965,27.595319148936174,6,1,1,1,0,1,1,1,1,1,1,0,0.8181818181818182,0,numerical_reasoning,medium
88,51,0,7,1,0,0,2,25.66136363636366,20.610909090909093,5,0,0,0,0,0,0,0,0,0,0,0,0.0,1,numerical_reasoning,hard
1,19,0,1,1,0,0,0,50.0,10.0,0,1,1,1,1,1,1,1,1,1,1,1,1.0,0,contradiction_detection,easy
1,19,1,3,1,1,0,0,50.0,10.0,0,1,1,1,1,1,1,1,1,1,1,1,1.0,0,contradiction_detection,medium
1,24,1,5,0,1,0,0,50.0,10.0,0,1,1,1,1,1,1,1,1,1,1,1,1.0,0,contradiction_detection,medium
1,19,1,4,2,0,0,0,50.0,10.0,0,1,1,1,1,1,1,1,1,1,1,1,1.0,0,contradiction_detection,hard
1,27,2,4,1,1,0,0,50.0,10.0,0,1,0,1,1,1,1,1,1,1,1,0,0.8181818181818182,0,contradiction_detection,hard
1,27,1,1,2,1,0,0,50.0,10.0,0,1,1,1,1,1,1,1,1,1,1,1,1.0,0,contradiction_detection,medium
63,28,3,9,2,2,2,0,27.062857142857155,14.701587301587299,5,1,1,1,1,1,1,1,1,1,1,1,1.0,0,temporal_reasoning,easy
81,26,4,11,10,3,3,1,22.76333333333335,16.791851851851856,6,1,1,1,1,1,1,1,1,1,1,1,1.0,0,temporal_reasoning,easy
139,27,4,11,5,3,1,0,-7.983012589928023,23.0056654676259,8,0,1,1,0,0,1,0,0,1,0,0,0.36363636363636365,1,temporal_reasoning,medium
131,25,3,9,4,2,2,2,9.750396946564933,18.408152671755726,8,1,1,1,1,1,1,1,1,1,1,0,0.9090909090909091,0,temporal_reasoning,medium
60,21,2,8,1,2,1,0,27.20500000000004,14.433333333333334,5,1,1,1,1,1,1,1,1,1,1,1,1.0,0,temporal_reasoning,easy
129,31,3,10,8,4,2,0,4.076466535433099,20.57832677165354,10,1,1,1,1,1,0,1,0,1,0,0,0.6363636363636364,0,temporal_reasoning,hard
70,28,3,12,1,1,2,0,27.123928571428593,13.82357142857143,8,1,1,1,1,1,1,1,1,1,1,1,1.0,0,temporal_reasoning,medium
81,27,3,7,3,1,2,0,-2.4280555555555168,23.659320987654322,4,1,1,1,1,1,1,1,1,1,1,1,1.0,0,temporal_reasoning,medium
32,25,1,3,1,0,2,0,26.305000000000035,17.540000000000003,1,1,1,1,1,1,1,1,1,0,1,1,0.9090909090909091,0,regulatory_interpretation,easy
36,20,1,3,1,0,1,0,22.245000000000033,19.100000000000005,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0,regulatory_interpretation,easy
117,31,1,7,1,0,1,1,7.180576923076927,26.790811965811972,2,1,1,1,1,0,1,0,1,1,1,1,0.8181818181818182,0,regulatory_interpretation,medium
129,23,1,3,3,0,1,0,-76.38079999999998,54.96639999999999,3,1,0,1,1,0,1,1,1,1,1,0,0.7272727272727273,0,regulatory_interpretation,medium
37,27,1,2,2,0,1,1,45.80972972972974,16.061621621621622,1,0,0,1,1,1,0,0,1,0,0,0,0.36363636363636365,1,regulatory_interpretation,easy
67,28,1,2,6,0,1,1,-8.904328358208915,31.14597014925373,1,1,1,1,1,0,1,1,0,1,1,1,0.8181818181818182,0,regulatory_interpretation,medium
84,32,1,2,2,0,1,1,-15.396428571428544,36.2747619047619,1,1,1,1,1,1,1,1,1,1,1,0,0.9090909090909091,0,regulatory_interpretation,medium
37,29,1,2,7,0,1,1,16.085405405405425,20.20756756756757,1,1,0,1,1,1,1,0,1,1,0,0,0.6363636363636364,0,regulatory_interpretation,easy
31,23,1,3,1,0,1,0,25.27322580645162,17.435483870967747,1,1,1,1,1,1,0,1,1,1,1,1,0.9090909090909091,0,regulatory_interpretation,easy
54,24,1,3,1,0,1,1,28.25833333333334,22.73296296296297,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0,regulatory_interpretation,medium
76,25,0,5,1,0,0,1,34.1848245614035,14.784736842105264,3,1,1,1,1,1,1,1,1,1,1,1,1.0,0,regulatory_interpretation,medium
78,34,1,3,11,0,1,3,-16.588846153846106,34.95051282051283,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0,regulatory_interpretation,medium
44,24,1,4,1,0,1,1,42.223181818181814,12.83545454545455,2,1,1,1,1,1,1,1,1,1,1,1,1.0,0,regulatory_interpretation,easy
78,30,1,3,4,0,1,1,-23.096538461538444,35.85820512820513,1,1,1,1,0,1,1,1,1,0,0,1,0.7272727272727273,0,regulatory_interpretation,medium
74,17,1,3,2,0,1,0,-23.75608108108105,34.95648648648648,1,1,1,1,1,1,1,1,0,0,0,1,0.7272727272727273,0,regulatory_interpretation,medium
53,32,1,3,1,0,1,0,-3.7565384615384403,26.701538461538465,2,1,1,1,0,0,0,0,1,1,1,0,0.5454545454545454,0,regulatory_interpretation,medium
65,25,1,3,0,0,1,0,-10.118461538461531,30.818461538461538,1,1,1,1,1,1,1,0,1,1,1,1,0.9090909090909091,0,regulatory_interpretation,hard
67,28,1,3,0,0,1,1,-1.3282089552238574,30.089253731343288,1,0,1,1,1,1,1,0,1,1,1,0,0.7272727272727273,0,regulatory_interpretation,medium
44,32,1,3,3,0,1,0,23.738636363636374,20.87909090909091,2,1,1,1,0,1,1,1,1,1,1,0,0.8181818181818182,0,numerical_reasoning,medium
30,30,0,2,3,0,0,1,26.92500000000004,16.956666666666667,2,1,1,1,0,0,1,1,1,1,1,0,0.7272727272727273,0,numerical_reasoning,medium
37,45,1,2,3,0,1,1,45.80972972972974,16.061621621621622,2,1,1,1,1,1,0,1,1,1,1,1,0.9090909090909091,0,numerical_reasoning,medium
55,59,1,7,15,0,1,2,3.3445454545454822,26.456363636363637,3,1,1,1,1,1,0,1,1,0,1,0,0.7272727272727273,0,numerical_reasoning,hard
33,29,2,5,0,0,2,0,47.72181818181819,14.801212121212124,2,1,1,1,1,1,1,1,1,1,1,0,0.9090909090909091,0,numerical_reasoning,easy
36,35,1,4,9,0,1,0,16.612857142857166,19.63714285714286,2,1,1,0,0,1,1,1,0,1,0,0,0.5454545454545454,0,numerical_reasoning,easy
39,38,0,4,4,0,0,0,17.57307692307694,20.49692307692308,3,1,1,1,1,1,1,1,1,1,1,1,1.0,0,numerical_reasoning,medium
80,54,0,5,10,0,0,3,24.53000000000003,19.775000000000002,4,1,1,1,1,1,1,1,1,1,1,0,0.9090909090909091,0,numerical_reasoning,hard
1,23,1,3,1,1,0,0,50.0,10.0,0,1,1,1,1,1,1,1,1,1,1,1,1.0,0,contradiction_detection,medium
1,19,1,4,1,0,0,0,50.0,10.0,0,1,1,1,0,1,1,1,1,1,1,0,0.8181818181818182,0,contradiction_detection,medium
1,24,1,1,2,1,0,0,50.0,10.0,0,1,1,1,1,1,1,1,1,1,1,1,1.0,0,contradiction_detection,medium
1,19,1,4,1,1,0,0,50.0,10.0,0,1,1,1,1,1,1,1,1,1,1,0,0.9090909090909091,0,contradiction_detection,hard
1,18,0,2,2,0,0,0,50.0,10.0,0,1,1,1,1,1,1,1,1,1,1,1,1.0,0,contradiction_detection,medium
1,23,1,2,1,1,0,0,50.0,10.0,0,1,1,1,1,1,1,1,1,1,1,1,1.0,0,contradiction_detection,hard
63,29,3,7,0,1,2,0,20.433928571428595,18.23468253968254,5,1,1,1,1,0,0,1,1,1,1,1,0.8181818181818182,0,temporal_reasoning,easy
58,26,5,11,9,2,3,0,31.139252873563237,13.71896551724138,8,1,1,1,1,1,1,1,0,1,1,0,0.8181818181818182,0,temporal_reasoning,medium
60,21,2,12,2,2,2,0,30.63487288135596,16.315,6,1,1,1,1,0,1,0,1,1,1,1,0.8181818181818182,0,temporal_reasoning,medium
98,29,2,7,3,2,2,0,20.8803741496599,18.462244897959184,5,1,1,1,1,1,1,1,0,1,0,0,0.7272727272727273,0,temporal_reasoning,hard
35,16,3,7,0,1,2,0,27.123928571428593,13.82357142857143,4,1,0,1,1,1,1,1,1,1,1,0,0.8181818181818182,0,temporal_reasoning,easy
51,24,2,9,0,1,1,0,27.015294117647073,13.714509803921569,6,0,1,1,1,1,1,1,1,1,1,0,0.8181818181818182,0,temporal_reasoning,medium
63,22,2,8,7,4,2,1,31.091428571428594,14.139682539682543,5,1,1,1,1,0,0,0,1,1,1,1,0.7272727272727273,0,temporal_reasoning,medium
80,22,3,7,0,1,2,2,17.127500000000026,20.8075,4,1,1,1,1,1,1,1,1,1,1,0,0.9090909090909091,0,temporal_reasoning,medium
120,17,2,4,8,0,2,0,-69.35999999999996,52.745000000000005,5,1,1,1,1,1,1,1,1,1,1,0,0.9090909090909091,0,regulatory_interpretation,medium
58,26,2,3,4,0,1,0,5.011578947368463,26.720701754385967,3,1,1,1,1,1,1,1,1,1,1,1,1.0,0,regulatory_interpretation,easy
22,19,1,4,2,0,1,0,22.995909090909095,15.51727272727273,1,1,1,1,1,1,1,0,0,1,1,1,0.8181818181818182,0,regulatory_interpretation,easy
68,27,2,3,10,1,2,1,35.47205882352944,16.75823529411765,2,1,1,1,1,1,1,1,1,1,0,1,0.9090909090909091,0,regulatory_interpretation,medium
43,21,1,4,5,0,1,0,23.50162790697675,20.66372093023256,1,1,1,1,0,1,1,1,1,1,1,1,0.9090909090909091,0,regulatory_interpretation,easy
83,17,1,2,4,0,1,0,14.878765060240966,21.493795180722895,2,1,1,1,1,1,1,1,1,1,1,1,1.0,0,regulatory_interpretation,medium
99,19,1,2,5,0,1,0,-37.66357142857139,42.85857142857142,6,1,1,1,1,1,1,1,1,1,1,1,1.0,0,regulatory_interpretation,medium
59,29,1,3,3,0,1,1,-17.948305084745726,30.420000000000005,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0,regulatory_interpretation,medium
136,35,1,5,9,0,1,5,17.74813725490199,22.04588235294118,3,1,1,1,1,1,1,1,1,1,0,0,0.8181818181818182,0,regulatory_interpretation,hard
81,20,1,4,6,0,1,0,12.897500000000036,21.397500000000004,2,1,1,1,1,1,1,0,1,1,0,1,0.8181818181818182,0,regulatory_interpretation,easy
101,19,1,3,5,0,1,0,-39.751287128712846,43.89504950495049,11,1,1,1,1,1,1,1,1,1,1,1,1.0,0,regulatory_interpretation,medium
42,21,1,2,3,0,1,1,15.147857142857163,21.580476190476194,1,1,1,1,0,1,0,1,1,1,1,1,0.8181818181818182,0,regulatory_interpretation,easy
31,23,1,4,3,0,1,0,35.54766129032262,12.151774193548388,2,1,0,1,0,0,0,0,1,0,0,0,0.2727272727272727,1,regulatory_interpretation,easy
99,17,1,6,7,0,1,1,33.19454545454548,16.82747474747475,3,1,1,1,1,1,1,1,1,1,1,1,1.0,0,regulatory_interpretation,hard
43,28,1,4,4,0,1,0,29.58459302325585,14.474069767441858,2,0,1,1,1,1,1,1,1,1,1,1,0.9090909090909091,0,regulatory_interpretation,medium
104,17,1,4,7,0,1,2,-1.4957524271844704,26.26199029126214,4,1,1,1,1,1,1,1,1,1,0,1,0.9090909090909091,0,regulatory_interpretation,hard
105,25,1,1,4,1,1,2,-34.29428571428568,44.12761904761905,1,1,1,0,1,1,1,1,1,1,1,0,0.8181818181818182,0,regulatory_interpretation,medium
65,22,1,1,4,0,1,1,48.18179487179489,11.921538461538464,3,1,1,1,1,1,1,1,1,1,1,1,1.0,0,regulatory_interpretation,hard
75,41,1,4,11,2,1,1,26.644500000000022,18.858999999999998,3,0,1,1,1,1,1,1,1,1,1,0,0.8181818181818182,0,numerical_reasoning,easy
32,56,4,5,6,0,1,0,7.798750000000041,20.121250000000007,3,1,1,1,1,1,0,0,1,0,1,0,0.6363636363636364,0,numerical_reasoning,medium
42,38,2,4,4,0,1,1,15.147857142857163,21.580476190476194,2,1,1,0,1,1,0,1,1,1,1,0,0.7272727272727273,0,numerical_reasoning,easy
43,36,2,9,6,0,0,0,23.50162790697675,20.66372093023256,3,1,1,1,0,1,1,0,1,1,1,0,0.7272727272727273,0,numerical_reasoning,hard
60,36,0,1,5,0,0,0,51.17500000000004,11.090000000000003,4,0,0,0,1,1,1,1,1,0,1,0,0.5454545454545454,0,numerical_reasoning,medium
59,37,0,1,5,0,0,0,49.219096045197745,11.280000000000005,5,1,1,1,1,1,1,1,1,1,1,1,1.0,0,numerical_reasoning,medium
59,30,1,9,5,0,1,1,40.67216101694919,14.915000000000003,4,1,1,1,1,1,1,0,0,0,1,1,0.7272727272727273,0,numerical_reasoning,medium
42,53,6,18,15,0,0,0,15.147857142857163,21.580476190476194,7,1,1,1,1,0,0,1,1,1,1,0,0.7272727272727273,0,numerical_reasoning,hard
1,20,0,2,2,0,0,0,50.0,10.0,0,1,1,1,1,1,1,1,1,1,1,1,1.0,0,contradiction_detection,easy
1,21,1,2,3,1,0,0,50.0,10.0,0,0,1,1,1,1,1,1,1,1,1,1,0.9090909090909091,0,contradiction_detection,easy
1,20,1,2,1,1,0,0,50.0,10.0,0,1,1,1,1,1,1,1,1,1,1,1,1.0,0,contradiction_detection,hard
