item_id,task_type,difficulty,document(s),cluster_id
REG_082,regulatory_interpretation,easy,SEBI_2014_securities_and_exchange_board_of_india_research_analyst_070.txt,15
REG_083,regulatory_interpretation,easy,SEBI_2014_securities_and_exchange_board_of_india_research_analyst_070.txt,15
REG_084,regulatory_interpretation,easy,RBI_Reserve_Ba_reserve_bank_of_india_small_finance_banks_prudential_no_099.txt,5
REG_085,regulatory_interpretation,easy,RBI_Reserve_Ba_reserve_bank_of_india_small_finance_banks_prudential_no_099.txt,5
REG_086,regulatory_interpretation,easy,RBI_Reserve_Ba_reserve_bank_of_india_small_finance_banks_prudential_no_099.txt,5
REG_087,regulatory_interpretation,medium,RBI_Reserve_Ba_reserve_bank_of_india_small_finance_banks_prudential_no_099.txt,5
REG_088,regulatory_interpretation,easy,RBI_Reserve_Ba_reserve_bank_of_india_small_finance_banks_prudential_no_099.txt,5
REG_089,regulatory_interpretation,easy,RBI_Reserve_Ba_reserve_bank_of_india_small_finance_banks_prudential_no_099.txt,5
REG_090,regulatory_interpretation,medium,RBI_Reserve_Ba_reserve_bank_of_india_small_finance_banks_prudential_no_099.txt,5
REG_091,regulatory_interpretation,easy,RBI_Master_Dir_master_direction_-_reserve_bank_of_india_unique_identif_084.txt,2
REG_092,regulatory_interpretation,easy,RBI_Master_Dir_master_direction_-_reserve_bank_of_india_unique_identif_084.txt,2
REG_093,regulatory_interpretation,medium,RBI_Master_Dir_master_direction_-_reserve_bank_of_india_unique_identif_084.txt,2
REG_094,regulatory_interpretation,easy,RBI_Auction_of_auction_of_government_of_india_dated_securities_028.txt,0
REG_095,regulatory_interpretation,easy,SEBI_1996_securities_and_exchange_board_of_india_mutual_funds_reg_087.txt,7
REG_096,regulatory_interpretation,easy,SEBI_1996_securities_and_exchange_board_of_india_mutual_funds_reg_087.txt,7
REG_097,regulatory_interpretation,easy,SEBI_1996_securities_and_exchange_board_of_india_mutual_funds_reg_087.txt,7
REG_098,regulatory_interpretation,easy,SEBI_1996_securities_and_exchange_board_of_india_mutual_funds_reg_087.txt,7
REG_099,regulatory_interpretation,easy,SEBI_1996_securities_and_exchange_board_of_india_mutual_funds_reg_087.txt,7
REG_100,regulatory_interpretation,medium,SEBI_1996_securities_and_exchange_board_of_india_mutual_funds_reg_087.txt,7
REG_101,regulatory_interpretation,easy,SEBI_1996_securities_and_exchange_board_of_india_mutual_funds_reg_087.txt,7
REG_102,regulatory_interpretation,medium,SEBI_1996_securities_and_exchange_board_of_india_mutual_funds_reg_087.txt,7
REG_103,regulatory_interpretation,easy,SEBI_1996_securities_and_exchange_board_of_india_mutual_funds_reg_087.txt,7
REG_104,regulatory_interpretation,medium,SEBI_1996_securities_and_exchange_board_of_india_mutual_funds_reg_087.txt,7
REG_105,regulatory_interpretation,easy,SEBI_1996_securities_and_exchange_board_of_india_mutual_funds_reg_087.txt,7
REG_106,regulatory_interpretation,easy,SEBI_1996_securities_and_exchange_board_of_india_mutual_funds_reg_087.txt,7
REG_107,regulatory_interpretation,medium,RBI_Reserve_Ba_reserve_bank_of_india_small_finance_banks_prudential_no_099.txt,5
REG_108,regulatory_interpretation,easy,RBI_Reserve_Ba_reserve_bank_of_india_small_finance_banks_prudential_no_099.txt,5
REG_109,regulatory_interpretation,medium,RBI_Reserve_Ba_reserve_bank_of_india_small_finance_banks_prudential_no_099.txt,5
REG_110,regulatory_interpretation,easy,RBI_Reserve_Ba_reserve_bank_of_india_small_finance_banks_prudential_no_099.txt,5
REG_111,regulatory_interpretation,easy,RBI_Reserve_Ba_reserve_bank_of_india_small_finance_banks_prudential_no_099.txt,5
REG_112,regulatory_interpretation,medium,RBI_Reserve_Ba_reserve_bank_of_india_small_finance_banks_prudential_no_099.txt,5
REG_113,regulatory_interpretation,medium,SEBI_1996_securities_and_exchange_board_of_india_mutual_funds_reg_087.txt,7
REG_114,regulatory_interpretation,medium,SEBI_1996_securities_and_exchange_board_of_india_mutual_funds_reg_087.txt,7
REG_115,regulatory_interpretation,easy,SEBI_1996_securities_and_exchange_board_of_india_mutual_funds_reg_087.txt,7
REG_116,regulatory_interpretation,easy,SEBI_1996_securities_and_exchange_board_of_india_mutual_funds_reg_087.txt,7
REG_117,regulatory_interpretation,easy,SEBI_1996_securities_and_exchange_board_of_india_mutual_funds_reg_087.txt,7
REG_118,regulatory_interpretation,medium,SEBI_1996_securities_and_exchange_board_of_india_mutual_funds_reg_087.txt,7
REG_119,regulatory_interpretation,medium,SEBI_1996_securities_and_exchange_board_of_india_mutual_funds_reg_087.txt,7
REG_120,regulatory_interpretation,medium,SEBI_1996_securities_and_exchange_board_of_india_mutual_funds_reg_087.txt,7
REG_121,regulatory_interpretation,easy,SEBI_1996_securities_and_exchange_board_of_india_mutual_funds_reg_087.txt,7
REG_122,regulatory_interpretation,medium,SEBI_1996_securities_and_exchange_board_of_india_mutual_funds_reg_087.txt,7
REG_123,regulatory_interpretation,easy,SEBI_1996_securities_and_exchange_board_of_india_mutual_funds_reg_087.txt,7
REG_124,regulatory_interpretation,medium,SEBI_1996_securities_and_exchange_board_of_india_mutual_funds_reg_087.txt,7
REG_125,regulatory_interpretation,easy,SEBI_1996_securities_and_exchange_board_of_india_mutual_funds_reg_087.txt,7
REG_126,regulatory_interpretation,easy,SEBI_1996_securities_and_exchange_board_of_india_mutual_funds_reg_087.txt,7
REG_127,regulatory_interpretation,easy,SEBI_1996_securities_and_exchange_board_of_india_mutual_funds_reg_087.txt,7
REG_128,regulatory_interpretation,medium,SEBI_1996_securities_and_exchange_board_of_india_mutual_funds_reg_087.txt,7
REG_129,regulatory_interpretation,easy,SEBI_1996_securities_and_exchange_board_of_india_mutual_funds_reg_087.txt,7
REG_130,regulatory_interpretation,easy,SEBI_1996_securities_and_exchange_board_of_india_mutual_funds_reg_087.txt,7
REG_131,regulatory_interpretation,easy,SEBI_2013_securities_and_exchange_board_of_india_investment_advis_071.txt,12
REG_132,regulatory_interpretation,easy,SEBI_2013_securities_and_exchange_board_of_india_investment_advis_071.txt,12
REG_133,regulatory_interpretation,easy,SEBI_2013_securities_and_exchange_board_of_india_investment_advis_071.txt,12
REG_134,regulatory_interpretation,medium,SEBI_2013_securities_and_exchange_board_of_india_investment_advis_071.txt,12
REG_135,regulatory_interpretation,medium,SEBI_2013_securities_and_exchange_board_of_india_investment_advis_071.txt,12
REG_136,regulatory_interpretation,easy,SEBI_2013_securities_and_exchange_board_of_india_investment_advis_071.txt,12
REG_137,regulatory_interpretation,medium,SEBI_2013_securities_and_exchange_board_of_india_investment_advis_071.txt,12
REG_138,regulatory_interpretation,easy,SEBI_2013_securities_and_exchange_board_of_india_investment_advis_071.txt,12
REG_139,regulatory_interpretation,easy,SEBI_2013_securities_and_exchange_board_of_india_investment_advis_071.txt,12
REG_140,regulatory_interpretation,medium,SEBI_2013_securities_and_exchange_board_of_india_investment_advis_071.txt,12
REG_141,regulatory_interpretation,hard,SEBI_2013_securities_and_exchange_board_of_india_investment_advis_071.txt,12
REG_142,regulatory_interpretation,medium,SEBI_2013_securities_and_exchange_board_of_india_investment_advis_071.txt,12
REG_143,regulatory_interpretation,easy,SEBI_2013_securities_and_exchange_board_of_india_investment_advis_071.txt,12
REG_144,regulatory_interpretation,medium,SEBI_2013_securities_and_exchange_board_of_india_investment_advis_071.txt,12
REG_145,regulatory_interpretation,easy,SEBI_2013_securities_and_exchange_board_of_india_investment_advis_071.txt,12
REG_146,regulatory_interpretation,medium,SEBI_2013_securities_and_exchange_board_of_india_investment_advis_071.txt,12
REG_147,regulatory_interpretation,hard,SEBI_2013_securities_and_exchange_board_of_india_investment_advis_071.txt,12
REG_148,regulatory_interpretation,medium,SEBI_2013_securities_and_exchange_board_of_india_investment_advis_071.txt,12
REG_149,regulatory_interpretation,easy,SEBI_2012_securities_and_exchange_board_of_india_alternative_inve_072.txt,11
REG_150,regulatory_interpretation,easy,SEBI_2012_securities_and_exchange_board_of_india_alternative_inve_072.txt,11
REG_151,regulatory_interpretation,medium,SEBI_2012_securities_and_exchange_board_of_india_alternative_inve_072.txt,11
REG_152,regulatory_interpretation,medium,SEBI_2012_securities_and_exchange_board_of_india_alternative_inve_072.txt,11
REG_153,regulatory_interpretation,easy,SEBI_2012_securities_and_exchange_board_of_india_alternative_inve_072.txt,11
REG_154,regulatory_interpretation,medium,SEBI_2012_securities_and_exchange_board_of_india_alternative_inve_072.txt,11
REG_155,regulatory_interpretation,medium,SEBI_2012_securities_and_exchange_board_of_india_alternative_inve_072.txt,11
REG_156,regulatory_interpretation,easy,SEBI_2012_securities_and_exchange_board_of_india_alternative_inve_072.txt,11
REG_157,regulatory_interpretation,easy,SEBI_2012_securities_and_exchange_board_of_india_alternative_inve_072.txt,11
REG_158,regulatory_interpretation,medium,SEBI_2012_securities_and_exchange_board_of_india_alternative_inve_072.txt,11
REG_159,regulatory_interpretation,medium,SEBI_2012_securities_and_exchange_board_of_india_alternative_inve_072.txt,11
REG_160,regulatory_interpretation,medium,SEBI_2012_securities_and_exchange_board_of_india_alternative_inve_072.txt,11
REG_161,regulatory_interpretation,easy,SEBI_2012_securities_and_exchange_board_of_india_alternative_inve_072.txt,11
REG_162,regulatory_interpretation,medium,SEBI_2012_securities_and_exchange_board_of_india_alternative_inve_072.txt,11
REG_163,regulatory_interpretation,medium,SEBI_2012_securities_and_exchange_board_of_india_alternative_inve_072.txt,11
REG_164,regulatory_interpretation,medium,SEBI_2012_securities_and_exchange_board_of_india_alternative_inve_072.txt,11
REG_165,regulatory_interpretation,hard,SEBI_2012_securities_and_exchange_board_of_india_alternative_inve_072.txt,11
REG_166,regulatory_interpretation,medium,SEBI_2012_securities_and_exchange_board_of_india_alternative_inve_072.txt,11
REG_167,regulatory_interpretation,medium,SEBI_1999_securities_and_exchange_board_of_india_credit_rating_ag_085.txt,8
REG_168,regulatory_interpretation,easy,SEBI_1999_securities_and_exchange_board_of_india_credit_rating_ag_085.txt,8
REG_169,regulatory_interpretation,easy,SEBI_1999_securities_and_exchange_board_of_india_credit_rating_ag_085.txt,8
REG_170,regulatory_interpretation,medium,SEBI_1999_securities_and_exchange_board_of_india_credit_rating_ag_085.txt,8
REG_171,regulatory_interpretation,easy,SEBI_1999_securities_and_exchange_board_of_india_credit_rating_ag_085.txt,8
REG_172,regulatory_interpretation,medium,SEBI_1999_securities_and_exchange_board_of_india_credit_rating_ag_085.txt,8
REG_173,regulatory_interpretation,medium,SEBI_1999_securities_and_exchange_board_of_india_credit_rating_ag_085.txt,8
REG_174,regulatory_interpretation,medium,SEBI_1999_securities_and_exchange_board_of_india_credit_rating_ag_085.txt,8
REG_175,regulatory_interpretation,hard,SEBI_1999_securities_and_exchange_board_of_india_credit_rating_ag_085.txt,8
REG_176,regulatory_interpretation,easy,SEBI_1999_securities_and_exchange_board_of_india_credit_rating_ag_085.txt,8
REG_177,regulatory_interpretation,medium,SEBI_1999_securities_and_exchange_board_of_india_credit_rating_ag_085.txt,8
REG_178,regulatory_interpretation,easy,SEBI_1999_securities_and_exchange_board_of_india_credit_rating_ag_085.txt,8
REG_179,regulatory_interpretation,easy,SEBI_1999_securities_and_exchange_board_of_india_credit_rating_ag_085.txt,8
REG_180,regulatory_interpretation,hard,SEBI_1999_securities_and_exchange_board_of_india_credit_rating_ag_085.txt,8
REG_181,regulatory_interpretation,medium,SEBI_1999_securities_and_exchange_board_of_india_credit_rating_ag_085.txt,8
REG_182,regulatory_interpretation,hard,SEBI_1999_securities_and_exchange_board_of_india_credit_rating_ag_085.txt,8
REG_183,regulatory_interpretation,medium,SEBI_1999_securities_and_exchange_board_of_india_credit_rating_ag_085.txt,8
REG_184,regulatory_interpretation,hard,SEBI_1999_securities_and_exchange_board_of_india_credit_rating_ag_085.txt,8
REG_185,regulatory_interpretation,easy,SEBI_2011_securities_and_exchange_board_of_india_substantial_acqu_073.txt,10
REG_186,regulatory_interpretation,easy,SEBI_2011_securities_and_exchange_board_of_india_substantial_acqu_073.txt,10
REG_187,regulatory_interpretation,easy,SEBI_2011_securities_and_exchange_board_of_india_substantial_acqu_073.txt,10
REG_188,regulatory_interpretation,medium,SEBI_2011_securities_and_exchange_board_of_india_substantial_acqu_073.txt,10
REG_189,regulatory_interpretation,easy,SEBI_2011_securities_and_exchange_board_of_india_substantial_acqu_073.txt,10
REG_190,regulatory_interpretation,easy,SEBI_2011_securities_and_exchange_board_of_india_substantial_acqu_073.txt,10
REG_191,regulatory_interpretation,medium,SEBI_2011_securities_and_exchange_board_of_india_substantial_acqu_073.txt,10
REG_192,regulatory_interpretation,easy,SEBI_2011_securities_and_exchange_board_of_india_substantial_acqu_073.txt,10
REG_193,regulatory_interpretation,medium,SEBI_2011_securities_and_exchange_board_of_india_substantial_acqu_073.txt,10
REG_194,regulatory_interpretation,medium,SEBI_2011_securities_and_exchange_board_of_india_substantial_acqu_073.txt,10
REG_195,regulatory_interpretation,hard,SEBI_2011_securities_and_exchange_board_of_india_substantial_acqu_073.txt,10
REG_196,regulatory_interpretation,medium,SEBI_2011_securities_and_exchange_board_of_india_substantial_acqu_073.txt,10
REG_197,regulatory_interpretation,easy,SEBI_2011_securities_and_exchange_board_of_india_substantial_acqu_073.txt,10
REG_198,regulatory_interpretation,easy,SEBI_2011_securities_and_exchange_board_of_india_substantial_acqu_073.txt,10
REG_199,regulatory_interpretation,medium,SEBI_2011_securities_and_exchange_board_of_india_substantial_acqu_073.txt,10
REG_200,regulatory_interpretation,medium,SEBI_2011_securities_and_exchange_board_of_india_substantial_acqu_073.txt,10
REG_201,regulatory_interpretation,medium,SEBI_2011_securities_and_exchange_board_of_india_substantial_acqu_073.txt,10
REG_202,regulatory_interpretation,hard,SEBI_2011_securities_and_exchange_board_of_india_substantial_acqu_073.txt,10
TMP_001,temporal_reasoning,medium,SEBI_2018_securities_and_exchange_board_of_india_issue_of_capital_063.txt,21
TMP_002,temporal_reasoning,easy,SEBI_2018_securities_and_exchange_board_of_india_issue_of_capital_063.txt,21
TMP_003,temporal_reasoning,hard,SEBI_2015_securities_and_exchange_board_of_india_listing_obligati_067.txt,17
TMP_004,temporal_reasoning,medium,SEBI_2011_securities_and_exchange_board_of_india_substantial_acqu_073.txt,10
TMP_005,temporal_reasoning,easy,SEBI_2018_securities_and_exchange_board_of_india_issue_of_capital_063.txt,21
TMP_006,temporal_reasoning,medium,SEBI_2018_securities_and_exchange_board_of_india_issue_of_capital_063.txt,21
TMP_007,temporal_reasoning,medium,SEBI_2015_securities_and_exchange_board_of_india_listing_obligati_067.txt,17
TMP_008,temporal_reasoning,medium,SEBI_2012_securities_and_exchange_board_of_india_alternative_inve_072.txt,11
TMP_009,temporal_reasoning,medium,SEBI_2018_securities_and_exchange_board_of_india_issue_of_capital_063.txt,21
TMP_010,temporal_reasoning,hard,SEBI_2015_securities_and_exchange_board_of_india_listing_obligati_067.txt,17
TMP_011,temporal_reasoning,hard,SEBI_2011_securities_and_exchange_board_of_india_substantial_acqu_073.txt,10
TMP_012,temporal_reasoning,easy,SEBI_1992_securities_and_exchange_board_of_india_merchant_bankers_090.txt,6
TMP_013,temporal_reasoning,easy,SEBI_2026_securities_and_exchange_board_of_india_mutual_funds_reg_050.txt,7
TMP_014,temporal_reasoning,medium,SEBI_2014_securities_and_exchange_board_of_india_real_estate_inve_069.txt,14
TMP_015,temporal_reasoning,easy,SEBI_2018_securities_and_exchange_board_of_india_issue_of_capital_063.txt,21
TMP_016,temporal_reasoning,medium,SEBI_2015_securities_and_exchange_board_of_india_listing_obligati_067.txt,17
TMP_017,temporal_reasoning,medium,SEBI_2012_securities_and_exchange_board_of_india_alternative_inve_072.txt,11
TMP_028,temporal_reasoning,easy,RBI_Master_Dir_master_direction_-_reserve_bank_of_india_unique_identif_084.txt,2
TMP_029,temporal_reasoning,medium,RBI_Master_Dir_master_direction_-_reserve_bank_of_india_unique_identif_084.txt,2
TMP_030,temporal_reasoning,medium,RBI_Master_Dir_master_direction_-_reserve_bank_of_india_unique_identif_084.txt,2
TMP_031,temporal_reasoning,medium,SEBI_2018_securities_and_exchange_board_of_india_buy-back_of_secu_061.txt,19
TMP_032,temporal_reasoning,medium,RBI_Reserve_Ba_reserve_bank_of_india_small_finance_banks_prudential_no_099.txt,5
TMP_033,temporal_reasoning,medium,RBI_Auction_of_auction_of_government_of_india_dated_securities_028.txt,0
TMP_034,temporal_reasoning,easy,RBI_Auction_of_auction_of_state_government_securities_revised_071.txt,1
TMP_035,temporal_reasoning,medium,SEBI_2008_securities_and_exchange_board_of_india_intermediaries_r_076.txt,9
TMP_036,temporal_reasoning,medium,SEBI_2014_securities_and_exchange_board_of_india_research_analyst_070.txt,15
TMP_037,temporal_reasoning,medium,RBI_Issuance_C_issuance_calendar_for_marketable_dated_securities_for_a_031.txt,0
TMP_038,temporal_reasoning,easy,RBI_Reserve_Ba_reserve_bank_of_india_small_finance_banks_prudential_no_099.txt,5
TMP_039,temporal_reasoning,hard,RBI_Master_Dir_master_direction_-_reserve_bank_of_india_unique_identif_084.txt,2
TMP_040,temporal_reasoning,hard,SEBI_2008_securities_and_exchange_board_of_india_intermediaries_r_076.txt,9
TMP_041,temporal_reasoning,medium,RBI_RBI-2025-2_rbi2025-2026225doramlrec41514060012025-26_027.txt,3
TMP_042,temporal_reasoning,easy,RBI_Issuance_C_issuance_calendar_for_marketable_dated_securities_for_a_031.txt,0
TMP_043,temporal_reasoning,easy,RBI_Master_Dir_master_direction_-_reserve_bank_of_india_unique_identif_084.txt,2
TMP_044,temporal_reasoning,medium,SEBI_2018_securities_and_exchange_board_of_india_buy-back_of_secu_061.txt,19
TMP_045,temporal_reasoning,hard,RBI_Reserve_Ba_reserve_bank_of_india_small_finance_banks_prudential_no_099.txt,5
TMP_046,temporal_reasoning,easy,SEBI_1996_securities_and_exchange_board_of_india_mutual_funds_reg_087.txt,7
TMP_047,temporal_reasoning,medium,SEBI_1996_securities_and_exchange_board_of_india_mutual_funds_reg_087.txt,7
TMP_048,temporal_reasoning,hard,SEBI_1996_securities_and_exchange_board_of_india_mutual_funds_reg_087.txt,7
TMP_049,temporal_reasoning,medium,RBI_Reserve_Ba_reserve_bank_of_india_small_finance_banks_prudential_no_099.txt,5
TMP_050,temporal_reasoning,medium,SEBI_1996_securities_and_exchange_board_of_india_mutual_funds_reg_087.txt,7
TMP_051,temporal_reasoning,medium,SEBI_1996_securities_and_exchange_board_of_india_mutual_funds_reg_087.txt,7
TMP_052,temporal_reasoning,hard,SEBI_1996_securities_and_exchange_board_of_india_mutual_funds_reg_087.txt,7
TMP_053,temporal_reasoning,medium,SEBI_1996_securities_and_exchange_board_of_india_mutual_funds_reg_087.txt,7
TMP_054,temporal_reasoning,hard,SEBI_1996_securities_and_exchange_board_of_india_mutual_funds_reg_087.txt,7
TMP_055,temporal_reasoning,medium,SEBI_1996_securities_and_exchange_board_of_india_mutual_funds_reg_087.txt,7
TMP_056,temporal_reasoning,hard,SEBI_1996_securities_and_exchange_board_of_india_mutual_funds_reg_087.txt,7
TMP_057,temporal_reasoning,easy,SEBI_2013_securities_and_exchange_board_of_india_investment_advis_071.txt,12
TMP_058,temporal_reasoning,easy,SEBI_2013_securities_and_exchange_board_of_india_investment_advis_071.txt,12
TMP_059,temporal_reasoning,medium,SEBI_2013_securities_and_exchange_board_of_india_investment_advis_071.txt,12
TMP_060,temporal_reasoning,medium,SEBI_2013_securities_and_exchange_board_of_india_investment_advis_071.txt,12
TMP_061,temporal_reasoning,easy,SEBI_2013_securities_and_exchange_board_of_india_investment_advis_071.txt,12
TMP_062,temporal_reasoning,hard,SEBI_2013_securities_and_exchange_board_of_india_investment_advis_071.txt,12
TMP_063,temporal_reasoning,medium,SEBI_2013_securities_and_exchange_board_of_india_investment_advis_071.txt,12
TMP_064,temporal_reasoning,medium,SEBI_2013_securities_and_exchange_board_of_india_investment_advis_071.txt,12
TMP_065,temporal_reasoning,easy,SEBI_2012_securities_and_exchange_board_of_india_alternative_inve_072.txt,11
TMP_066,temporal_reasoning,medium,SEBI_2012_securities_and_exchange_board_of_india_alternative_inve_072.txt,11
TMP_067,temporal_reasoning,medium,SEBI_2012_securities_and_exchange_board_of_india_alternative_inve_072.txt,11
TMP_068,temporal_reasoning,hard,SEBI_2012_securities_and_exchange_board_of_india_alternative_inve_072.txt,11
TMP_069,temporal_reasoning,easy,SEBI_2012_securities_and_exchange_board_of_india_alternative_inve_072.txt,11
TMP_070,temporal_reasoning,medium,SEBI_2012_securities_and_exchange_board_of_india_alternative_inve_072.txt,11
TMP_071,temporal_reasoning,medium,SEBI_2012_securities_and_exchange_board_of_india_alternative_inve_072.txt,11
TMP_072,temporal_reasoning,medium,SEBI_2012_securities_and_exchange_board_of_india_alternative_inve_072.txt,11
TMP_073,temporal_reasoning,easy,SEBI_1999_securities_and_exchange_board_of_india_credit_rating_ag_085.txt,8
TMP_074,temporal_reasoning,medium,SEBI_1999_securities_and_exchange_board_of_india_credit_rating_ag_085.txt,8
TMP_075,temporal_reasoning,hard,SEBI_1999_securities_and_exchange_board_of_india_credit_rating_ag_085.txt,8
TMP_076,temporal_reasoning,medium,SEBI_1999_securities_and_exchange_board_of_india_credit_rating_ag_085.txt,8
TMP_077,temporal_reasoning,easy,SEBI_1999_securities_and_exchange_board_of_india_credit_rating_ag_085.txt,8
TMP_078,temporal_reasoning,easy,SEBI_1999_securities_and_exchange_board_of_india_credit_rating_ag_085.txt,8
TMP_079,temporal_reasoning,easy,SEBI_1999_securities_and_exchange_board_of_india_credit_rating_ag_085.txt,8
TMP_080,temporal_reasoning,medium,SEBI_1999_securities_and_exchange_board_of_india_credit_rating_ag_085.txt,8
TMP_081,temporal_reasoning,medium,SEBI_2011_securities_and_exchange_board_of_india_substantial_acqu_073.txt,10
TMP_082,temporal_reasoning,medium,SEBI_2011_securities_and_exchange_board_of_india_substantial_acqu_073.txt,10
TMP_083,temporal_reasoning,medium,SEBI_2011_securities_and_exchange_board_of_india_substantial_acqu_073.txt,10
TMP_084,temporal_reasoning,hard,SEBI_2011_securities_and_exchange_board_of_india_substantial_acqu_073.txt,10
TMP_085,temporal_reasoning,hard,SEBI_2011_securities_and_exchange_board_of_india_substantial_acqu_073.txt,10
TMP_086,temporal_reasoning,hard,SEBI_2011_securities_and_exchange_board_of_india_substantial_acqu_073.txt,10
TMP_087,temporal_reasoning,medium,SEBI_2011_securities_and_exchange_board_of_india_substantial_acqu_073.txt,10
TMP_088,temporal_reasoning,easy,SEBI_2011_securities_and_exchange_board_of_india_substantial_acqu_073.txt,10
