id,task_type,source,document,regulation,context,question,answer,answer_type,difficulty,document_a,document_b,regulation_a,regulation_b,context_a,context_b,explanation,num_dates,amendment_count,circular_refs,context_len,num_years,complexity_score,complexity_tier
TMP_049,temporal_reasoning,RBI,RBI_Reserve_Ba_reserve_bank_of_india_small_finance_banks_prudential_no_099.txt,"Reserve Bank of India (Small Finance Banks - Prudential Norms on Declaration of Dividend) Directions, 2026","Reserve Bank of India (Small Finance Banks - Prudential Norms on Declaration of Dividend) Directions, 2026 (RBI/2025-26/391, dated March 10, 2026) shall come into effect from Financial Year (FY) 2026-27. Annex III lists the circular repealed: DO R.ACC.REC.118/21-02-067/2025-26 dated November 28, 2025 — Reserve Bank of India (Small Finance Banks - Prudential Norms on Declaration of Dividends) Directions, 2025.","From which financial year do the RBI (Small Finance Banks - Prudential Norms on Declaration of Dividend) Directions, 2026 take effect, and which earlier circular do they repeal?","From Financial Year (FY) 2026-27; they repeal the circular dated November 28, 2025 (DO R.ACC.REC.118/21-02-067/2025-26)",extractive,medium,,,,,,,,3,1,2,59,2,0.453,Medium
TMP_050,temporal_reasoning,SEBI,SEBI_1996_securities_and_exchange_board_of_india_mutual_funds_reg_087.txt,"SEBI (Mutual Funds) Regulations, 1996","The original definition of 'advertisement' in the SEBI (Mutual Funds) Regulations, 1996 (clause 2(b)) enumerated specific advertising media: 'every form of advertising, whether in a publication, by display of notices, signs, labels or by means of circulars, catalogues or other documents, by an exhibition of pictures or photographic films, by way of sound broadcasting or television, or in any other manner.' This was substituted by the SEBI (Mutual Funds) (Amendment) Regulations, 2012 (w.e.f. 21-2-2012) with a broader definition: 'all forms of communication issued by or on behalf of the asset management company/mutual fund that may influence investment decisions of any investor/prospective investors.'","What key change did the SEBI (Mutual Funds) Amendment Regulations, 2012 make to the definition of 'advertisement'?",Replaced the enumeration of specific advertising media with a broader definition covering all forms of communication that may influence investment decisions of investors,extractive,medium,,,,,,,,3,3,0,102,2,0.68,High
TMP_051,temporal_reasoning,SEBI,SEBI_1996_securities_and_exchange_board_of_india_mutual_funds_reg_087.txt,"SEBI (Mutual Funds) Regulations, 1996","The SEBI (Mutual Funds) (Third Amendment) Regulations, 2021 (w.e.f. 08-12-2021) expanded the definition of 'mutual fund'. Before this amendment, the definition covered investment in securities, money market instruments, gold or gold related instruments, and real estate assets. The Third Amendment added 'silver or silver related instruments' as a new permissible asset class and inserted a proviso permitting mutual fund schemes investing in exchange traded commodity derivatives to hold the underlying goods in case of physical settlement of such contracts.",What new asset class was added to the permissible investment universe in the 'mutual fund' definition by the SEBI (Mutual Funds) Third Amendment Regulations of December 2021?,Silver or silver related instruments,extractive,medium,,,,,,,,3,4,0,79,1,0.63,High
TMP_052,temporal_reasoning,SEBI,SEBI_1996_securities_and_exchange_board_of_india_mutual_funds_reg_087.txt,"SEBI (Mutual Funds) Regulations, 1996","The original Seventh Schedule of SEBI (Mutual Funds) Regulations, 1996 included Clause 5: 'The initial issue expenses in respect of any scheme may not exceed six per cent of the funds raised under that scheme.' This clause was omitted by the SEBI (Mutual Funds) (Amendment) Regulations, 2008, w.e.f. 16-4-2008.","What was the original cap on initial issue expenses for a mutual fund scheme under the Seventh Schedule, and when was this provision omitted?",Six per cent of funds raised; omitted by the 2008 amendment w.e.f. 16-4-2008,extractive,hard,,,,,,,,3,1,0,49,2,0.413,Medium
TMP_053,temporal_reasoning,SEBI,SEBI_1996_securities_and_exchange_board_of_india_mutual_funds_reg_087.txt,"SEBI (Mutual Funds) Regulations, 1996","Clause 11 of the Seventh Schedule previously read: 'A mutual fund scheme shall not invest more than 5% of its NAV in the unlisted equity shares or equity related instruments in case of open ended scheme and 10% of its NAV in case of close ended scheme.' This was substituted by the SEBI (Mutual Funds) (Second Amendment) Regulations, 2019 (w.e.f. 23-09-2019) to require that: 'All investments by a mutual fund scheme in equity shares and equity related instruments shall only be made provided such securities are listed or to be listed.'","What fundamental change did the SEBI (Mutual Funds) Second Amendment Regulations, 2019 make to the treatment of unlisted equity instruments under the Seventh Schedule?","Replaced the limited allowance for unlisted equity (5% for open-ended, 10% for close-ended) with a complete requirement that all equity investments be in listed or to-be-listed securities",extractive,medium,,,,,,,,2,3,0,91,1,0.57,High
TMP_054,temporal_reasoning,SEBI,SEBI_1996_securities_and_exchange_board_of_india_mutual_funds_reg_087.txt,"SEBI (Mutual Funds) Regulations, 1996","The original Regulation 47 of SEBI (Mutual Funds) Regulations required: 'Every mutual fund shall ensure that the asset management company computes and carries out valuation of investments made by its scheme(s) in accordance with the investment valuation norms specified in the Eighth Schedule.' This obligation was subsequently moved to Regulation 25(19) and Regulation 47 was substituted by the SEBI (Mutual Funds) (Amendment) Regulations, 2023.","Under the original SEBI (Mutual Funds) Regulations, which regulation required mutual funds to ensure that their AMC computed valuations in accordance with the Eighth Schedule?",Regulation 47,extractive,hard,,,,,,,,1,2,4,64,1,0.457,Medium
TMP_055,temporal_reasoning,SEBI,SEBI_1996_securities_and_exchange_board_of_india_mutual_funds_reg_087.txt,"SEBI (Mutual Funds) Regulations, 1996","The original Regulation 45 of SEBI (Mutual Funds) Regulations, 1996 provided: 'The funds of a scheme shall not in any manner be used in option trading or in short selling or carry forward transactions.' This absolute prohibition was substantially modified by the SEBI (Mutual Funds) (Second Amendment) Regulations, 2007 (w.e.f. 31-10-2007) to permit mutual funds to engage in short selling transactions and derivatives transactions on recognised stock exchanges, subject to the framework specified by the Board.","Under the original SEBI (Mutual Funds) Regulations, 1996, were mutual fund schemes permitted to use scheme funds in option trading, short selling, or carry forward transactions?","No. The original Regulation 45 absolutely prohibited the use of scheme funds in option trading, short selling, or carry forward transactions.",extractive,medium,,,,,,,,3,2,1,76,2,0.567,High
TMP_056,temporal_reasoning,SEBI,SEBI_1996_securities_and_exchange_board_of_india_mutual_funds_reg_087.txt,"SEBI (Mutual Funds) Regulations, 1996","SEBI (Mutual Funds) Regulations, 1996: 'The mutual fund having an aggregate of securities which are worth Rs. 10 crores or more, as on the latest balance-sheet date, shall subject to such instructions as may be issued from time to time by the Board settle their transactions entered on or after January 15, 1998, only through dematerialised securities.' (This provision was inserted by the SEBI (Mutual Funds) (Amendment) Regulations, 1998, w.e.f. 12-1-1998.)",From what date were mutual funds with securities worth Rs.10 crore or more required to settle transactions only through dematerialised securities?,"Transactions entered on or after January 15, 1998",extractive,hard,,,,,,,,3,1,0,71,2,0.413,Medium
TMP_057,temporal_reasoning,SEBI,SEBI_2013_securities_and_exchange_board_of_india_investment_advis_071.txt,"SEBI (Investment Advisers) Regulations, 2013","Regulation 10 (original, 2013): The certificate of registration granted under regulation 9 shall be valid for a period of five years from the date of its issue. [Amended by SEBI (Change in Conditions of Registration of Certain Intermediaries) (Amendment) Regulations, 2016, w.e.f. 08-12-2016]: The certificate of registration granted under regulation 9 shall be valid till it is suspended or cancelled by the Board.","What was the validity period of an investment adviser's certificate of registration under the original SEBI (Investment Advisers) Regulations, 2013, and when was it changed to perpetual validity?","Under the original 2013 regulations, a certificate of registration was valid for a period of five years from the date of its issue and required renewal thereafter. This was changed to perpetual validity (valid till suspended or cancelled by the Board) by the Securities and Exchange Board of India (Change in Conditions of Registration of Certain Intermediaries) (Amendment) Regulations, 2016, which came into force on 8 December 2016.",extractive,easy,,,,,,,,3,2,3,63,2,0.607,High
TMP_058,temporal_reasoning,SEBI,SEBI_2013_securities_and_exchange_board_of_india_investment_advis_071.txt,"SEBI (Investment Advisers) Regulations, 2013","Regulation 8 (Networth, pre-2024): (1) Investment advisers who are non-individuals shall have a net worth of not less than fifty lakh rupees. (2) Investment advisers who are individuals shall have net tangible assets of value not less than five lakh rupees: Provided that existing investment advisers shall comply with the networth requirement within three years from the date of commencement of the SEBI (Investment Advisers) (Amendment) Regulations, 2020. [Substituted as 'Deposit' by SEBI (Investment Advisers) (Second Amendment) Regulations, 2024, w.e.f. 16-12-2024.]","What was the networth requirement for non-individual investment advisers under the SEBI (Investment Advisers) Regulations, 2013 before the 2024 amendment substituted it with a 'deposit' requirement?","Before the substitution by the SEBI (Investment Advisers) (Second Amendment) Regulations, 2024 (w.e.f. 16-12-2024), Regulation 8 required non-individual investment advisers to have a net worth of not less than fifty lakh rupees. Individual investment advisers were required to have net tangible assets of not less than five lakh rupees. The 2024 amendment replaced these specific numerical thresholds with a 'deposit' of such sum as specified by the Board from time to time.",extractive,easy,,,,,,,,4,5,1,81,3,0.81,High
TMP_059,temporal_reasoning,SEBI,SEBI_2013_securities_and_exchange_board_of_india_investment_advis_071.txt,"SEBI (Investment Advisers) Regulations, 2013","Regulation 7(1)(a) (pre-2020 Amendment): A professional qualification or graduate degree or post-graduate degree or post graduate diploma (minimum two years in duration) in finance, accountancy, business management, commerce, economics, capital market, banking, insurance or actuarial science or other financial services as may be specified from a university or an institution recognized by the Central Government or any State Government or a recognised foreign university or institution or association or a professional qualification by completing a Post Graduate Program in the Securities Market (Investment Advisory) from NISM of a duration not less than one year or a professional qualification by obtaining a CFA Charter from the CFA Institute. [As substituted w.e.f. 30-09-2020 and further updated w.e.f. 25-11-2025]: A graduate degree or any equivalent educational qualification from a recognized institution or CFA Charter, and relevant certification from NISM or accredited body.","How did the minimum qualification requirement for individual investment advisers under SEBI IA Regulations change with the 2020 amendment, and what further modification was made in 2025?","Under the original 2013 regulations, Regulation 7(1)(a) required a professional qualification or PG degree/diploma of minimum two years duration specifically in finance, accountancy, business management, commerce, economics, capital markets, banking, insurance, or actuarial science — or a CFA Charter. The SEBI (Investment Advisers) (Amendment) Regulations, 2020 (w.e.f. 30-09-2020) broadened this by permitting any professional qualification or graduate/post-graduate degree or diploma with no restriction on field of study, alongside NISM certification. The SEBI (Investment Advisers) (Second Amendment) Regulations, 2025 (w.e.f. 25-11-2025) further updated Regulation 7(1)(a) to require only a graduate degree (any discipline) or CFA Charter plus relevant NISM certification — removing the old requirement for a finance-specific discipline or work experience.",extractive,medium,,,,,,,,4,4,1,139,2,0.76,High
TMP_060,temporal_reasoning,SEBI,SEBI_2013_securities_and_exchange_board_of_india_investment_advis_071.txt,"SEBI (Investment Advisers) Regulations, 2013","Regulation 22 (original, 2013): Investment advisers which are banks, NBFCs and body corporate providing distribution or execution services to their clients shall keep their investment advisory services segregated from such activities: Provided that such distribution or execution services can only be offered subject to the following: (a) The client shall not be under any obligation to avail the distribution or execution services offered by the investment adviser. (b) The investment adviser shall maintain arms length relationship. (c) All fees and charges paid to distribution or execution service providers by the client shall be paid directly to the service providers and not through the investment adviser. [Substituted by SEBI (IA) (Amendment) Regulations, 2020, w.e.f. 30-09-2020 to require: individual IAs cannot provide distribution services; non-individual IAs to have client-level segregation at group level.]","What was the original scope of Regulation 22 in the SEBI (Investment Advisers) Regulations, 2013, and how did the 2020 amendment fundamentally change its coverage?","The original Regulation 22 (2013) was titled 'Segregation of execution services' and applied only to investment advisers that are banks, NBFCs, and body corporates which also provide distribution or execution services. Such entities could continue offering distribution services alongside advice provided they maintained operational segregation, ensured clients were not obligated to avail distribution services, maintained arms-length relationships, and ensured fees were paid directly to service providers. Individual investment advisers were not explicitly covered. The SEBI (Investment Advisers) (Amendment) Regulations, 2020 (w.e.f. 30-09-2020) completely substituted Regulation 22 — retitling it 'Client level segregation of advisory and distribution activities.' The 2020 version imposed a complete prohibition on individual investment advisers (and their families) from providing distribution services, and replaced the prior operational-segregation approach for non-individual entities with a stricter client-level segregation at the group level.",extractive,medium,,,,,,,,3,3,2,131,2,0.72,High
TMP_061,temporal_reasoning,SEBI,SEBI_2013_securities_and_exchange_board_of_india_investment_advis_071.txt,"SEBI (Investment Advisers) Regulations, 2013","Regulation 21(1) (original, pre-2023): An investment adviser shall redress client grievances promptly. [As amended by SEBI (Facilitation of Grievance Redressal Mechanism) (Amendment) Regulations, 2023, w.e.f. 18-08-2023]: The Investment Adviser shall redress investor grievances promptly but not later than twenty-one calendar days from the date of receipt of the grievance and in such manner as may be specified by the Board.","When was the specific 21-calendar-day deadline for redressing investor grievances introduced for investment advisers, and what did the regulation previously require?","The 21-calendar-day deadline for redressing investor grievances was introduced by the Securities and Exchange Board of India (Facilitation of Grievance Redressal Mechanism) (Amendment) Regulations, 2023, with effect from 18 August 2023. Prior to this amendment, Regulation 21(1) of the SEBI (Investment Advisers) Regulations, 2013 only required that an investment adviser 'redress client grievances promptly' — a qualitative standard with no specific numerical time limit.",extractive,easy,,,,,,,,2,2,2,60,1,0.477,Medium
TMP_062,temporal_reasoning,SEBI,SEBI_2013_securities_and_exchange_board_of_india_investment_advis_071.txt,"SEBI (Investment Advisers) Regulations, 2013","Regulation 13(e) (as amended w.e.f. 25-11-2025 by SEBI (Investment Advisers) (Second Amendment) Regulations, 2025): individuals registered as investment advisers whose number of clients exceed three hundred at any point of time or the fee collected during the financial year exceeds three crore rupees, whichever is earlier shall — (i) immediately intimate the Administration and Supervisory Body and initiate the process of transition from individual to non-individual investment adviser; and (ii) apply for grant of in-principle approval for registration as non-individual investment adviser within 3 months from the date on which the threshold is reached. [Prior to this amendment, per the 2020 version]: individuals... shall — (i) apply for grant of in-principle registration as non-individual investment adviser; (ii) the in-principle registration shall be valid for a period of three months.","What procedural change did the SEBI (Investment Advisers) (Second Amendment) Regulations, 2025 make to the transition process for individual investment advisers who breach the 300-client or Rs 3 crore fee threshold?","The SEBI (Investment Advisers) (Second Amendment) Regulations, 2025 (w.e.f. 25-11-2025) amended Regulation 13(e) to add a new intermediate step: upon breaching the threshold, the individual IA must first immediately intimate the Administration and Supervisory Body and initiate the transition process before applying for in-principle approval. The 2020 version of Regulation 13(e) only required directly applying for in-principle registration as a non-individual investment adviser. The 3-month window for applying for in-principle approval was retained by the 2025 amendment, but an explicit intimation obligation was added as a new first step.",extractive,hard,,,,,,,,3,4,1,129,2,0.7,High
TMP_063,temporal_reasoning,SEBI,SEBI_2013_securities_and_exchange_board_of_india_investment_advis_071.txt,"SEBI (Investment Advisers) Regulations, 2013","Regulation 13(h) (inserted by SEBI (Investment Advisers) (Second Amendment) Regulations, 2024, w.e.f. 16-12-2024): the number of clients of a part-time investment adviser shall not exceed seventy-five in total at any point of time. Regulation 2(1)(qa) (inserted w.e.f. 16-12-2024): 'part-time investment adviser' means an individual or a firm, who for consideration, is engaged in the business of providing investment advice and is also engaged in any other business activity or employment.","When was the category of 'part-time investment adviser' and the 75-client limit introduced under SEBI IA Regulations, 2013, and what is the definition of a part-time investment adviser?","The concept of 'part-time investment adviser' and the 75-client limit were both introduced by the Securities and Exchange Board of India (Investment Advisers) (Second Amendment) Regulations, 2024, with effect from 16 December 2024. A 'part-time investment adviser' is defined under Regulation 2(1)(qa) as an individual or a firm who, for consideration, is engaged in the business of providing investment advice and is also engaged in any other business activity or employment. Prior to this amendment, there was no regulatory distinction between full-time and part-time investment advisers.",extractive,medium,,,,,,,,3,1,2,70,2,0.453,Medium
TMP_064,temporal_reasoning,SEBI,SEBI_2013_securities_and_exchange_board_of_india_investment_advis_071.txt,"SEBI (Investment Advisers) Regulations, 2013","Regulation 15(14) (inserted by SEBI (Investment Advisers) (Second Amendment) Regulations, 2024, w.e.f. 16-12-2024): An investment adviser who uses Artificial Intelligence tools, irrespective of the scale and scenario of adoption of such tools, for servicing its clients shall be solely responsible for the security, confidentiality, integrity of the client data, use of any other information or data to arrive at investment advice, investment advice based on output of Artificial Intelligence tools and compliance with any law for the time being in force.","When was the regulatory obligation regarding the use of Artificial Intelligence tools by investment advisers first introduced under SEBI IA Regulations, 2013, and what does it require?","The obligation regarding the use of Artificial Intelligence tools was first introduced by the Securities and Exchange Board of India (Investment Advisers) (Second Amendment) Regulations, 2024, with effect from 16 December 2024 (Regulation 15(14)). It requires that any investment adviser using AI tools for servicing clients — irrespective of the scale or nature of AI adoption — shall be solely responsible for: the security, confidentiality, and integrity of client data; any other information or data used to arrive at investment advice; investment advice based on the output of AI tools; and compliance with all applicable laws.",extractive,medium,,,,,,,,3,1,1,81,2,0.433,Medium
TMP_065,temporal_reasoning,SEBI,SEBI_2012_securities_and_exchange_board_of_india_alternative_inve_072.txt,"SEBI (Alternative Investment Funds) Regulations, 2012","Regulation 16(2)(a) (original): at least two-thirds of the investable funds shall be invested in unlisted equity shares or equity linked instruments of a venture capital undertaking or in companies listed or proposed to be listed on a SME exchange. [Substituted w.e.f. 13-08-2021 by SEBI (AIF) (Fourth Amendment) Regulations, 2018]: at least seventy-five percent of the investable funds shall be invested in such instruments.","When was the minimum investment threshold for venture capital funds (in qualifying venture capital/SME instruments) raised from two-thirds to seventy-five percent of investable funds under SEBI AIF Regulations, 2012?","The minimum investment threshold for venture capital funds was raised from two-thirds (approximately 66.67%) to seventy-five percent of investable funds by the SEBI (Alternative Investment Funds) (Fourth Amendment) Regulations, 2018, which came into effect on 13 August 2021. Prior to this amendment, the threshold was at least two-thirds of investable funds.",extractive,easy,,,,,,,,3,2,1,63,3,0.617,High
TMP_066,temporal_reasoning,SEBI,SEBI_2012_securities_and_exchange_board_of_india_alternative_inve_072.txt,"SEBI (Alternative Investment Funds) Regulations, 2012","Regulation 2(1)(pa) (inserted by SEBI (AIF) (Third Amendment) Regulations, 2021, w.e.f. 03-08-2021): 'large value fund for accredited investors' means an Alternative Investment Fund or scheme in which each investor is an accredited investor and invests not less than seventy crore rupees. [Renamed to 'Accredited Investors only fund' and updated by SEBI (AIF) (Third Amendment) Regulations, 2025, w.e.f. 19-11-2025.]","When was the concept of 'large value fund for accredited investors' first introduced under SEBI AIF Regulations, 2012, and what was the original minimum investment threshold?","The concept of 'large value fund for accredited investors' was first introduced by the Securities and Exchange Board of India (Alternative Investment Funds) (Third Amendment) Regulations, 2021, with effect from 3 August 2021. The original minimum investment per qualifying investor was not less than Rs seventy crore. This threshold was later reduced to Rs twenty-five crore by the SEBI (AIF) (Third Amendment) Regulations, 2025, w.e.f. 19-11-2025.",extractive,medium,,,,,,,,5,2,1,58,3,0.737,High
TMP_067,temporal_reasoning,SEBI,SEBI_2012_securities_and_exchange_board_of_india_alternative_inve_072.txt,"SEBI (Alternative Investment Funds) Regulations, 2012","Regulation 15(1)(e) (pre-2021): AIF shall not invest in associates except with approval of 75% of investors. [Substituted w.e.f. 05-05-2021 by SEBI (AIF) (Second Amendment) Regulations, 2021]: AIF shall not invest except with approval of 75% of investors in — (a) associates; or (b) units of AIFs managed or sponsored by its Manager, Sponsor or associates of its Manager or Sponsor.","What change did the SEBI (AIF) (Second Amendment) Regulations, 2021 make to the scope of related-party investment restrictions under Regulation 15(1)(e)?","The SEBI (Alternative Investment Funds) (Second Amendment) Regulations, 2021 (w.e.f. 05-05-2021) expanded the scope of Regulation 15(1)(e). Before the amendment, the 75% investor approval requirement applied only to investments in associates. The 2021 amendment added a second category: the approval requirement was extended to also cover investments in units of Alternative Investment Funds managed or sponsored by the Manager, Sponsor, or their associates — a category of related-party investment not previously subject to the 75% consent requirement.",extractive,medium,,,,,,,,2,3,2,60,1,0.61,High
TMP_068,temporal_reasoning,SEBI,SEBI_2012_securities_and_exchange_board_of_india_alternative_inve_072.txt,"SEBI (Alternative Investment Funds) Regulations, 2012","Regulation 4(g) (original, pre-2020): the key investment team of the Manager of AIF has adequate experience, with at least one key personnel having not less than five years experience in advising or managing pools of capital or in fund or asset or wealth or portfolio management or in the business of buying, selling and dealing of securities or other financial assets and has relevant professional qualification. [Substituted by SEBI (AIF) (Amendment) Regulations, 2020, w.e.f. 19-10-2020]: team has at least one key personnel with relevant NISM certification AND at least one with professional qualification in finance or CFA Charter.","How did the SEBI (AIF) (Amendment) Regulations, 2020 change the eligibility requirements for the key investment team of an AIF Manager, and what was the significance of this change?","The SEBI (Alternative Investment Funds) (Amendment) Regulations, 2020 (w.e.f. 19-10-2020) substituted Regulation 4(g) to replace the experience-based standard with a certification-based standard. The original requirement was for at least one key personnel to have not less than five years of experience in managing pools of capital or securities plus a relevant professional qualification. The 2020 amendment replaced this with two separate requirements: (i) at least one key personnel must hold a relevant SEBI-specified certification (not a minimum years-of-experience requirement), and (ii) at least one key personnel must hold a finance-related professional qualification or CFA Charter. The same person may fulfill both requirements. The key significance is the shift from experience as the primary criterion to certification as the primary requirement.",extractive,hard,,,,,,,,2,3,1,98,1,0.59,High
TMP_069,temporal_reasoning,SEBI,SEBI_2012_securities_and_exchange_board_of_india_alternative_inve_072.txt,"SEBI (Alternative Investment Funds) Regulations, 2012","Regulation 2(1)(ga) (inserted by SEBI (AIF) (Second Amendment) Regulations, 2023, w.e.f. 15-06-2023): 'Corporate Debt Market Development Fund' means an Alternative Investment Fund set up and making investments in terms of Chapter III-C of these regulations.","When was the Corporate Debt Market Development Fund (CDMDF) category introduced under SEBI AIF Regulations, 2012?","The Corporate Debt Market Development Fund was introduced by the Securities and Exchange Board of India (Alternative Investment Funds) (Second Amendment) Regulations, 2023, with effect from 15 June 2023. The CDMDF is defined as an Alternative Investment Fund set up and making investments in accordance with Chapter III-C of the AIF Regulations.",extractive,easy,,,,,,,,3,1,1,35,2,0.433,Medium
TMP_070,temporal_reasoning,SEBI,SEBI_2012_securities_and_exchange_board_of_india_alternative_inve_072.txt,"SEBI (Alternative Investment Funds) Regulations, 2012","Regulation 3(4)(a) previously included 'social venture funds' as a sub-category of Category I AIF. [The term 'social venture funds' was substituted by 'social impact funds' by the SEBI (AIF) (Third Amendment) Regulations, 2022, w.e.f. 25-07-2022.] The Explanation to Regulation 16(4) was simultaneously updated from 'social venture funds' to 'social impact funds'.","What was the name of the social-purpose AIF sub-category under Category I before it was renamed in 2022, and what was the new name?","Before 25 July 2022, the sub-category was called 'social venture funds' — a term under Regulation 3(4)(a) for Category I AIFs investing primarily in securities or units of social ventures. The SEBI (Alternative Investment Funds) (Third Amendment) Regulations, 2022 (w.e.f. 25-07-2022) renamed this sub-category to 'social impact funds.' Simultaneously, the definition of 'social venture fund' at Regulation 2(1)(v) was omitted and replaced with new definitions of 'social enterprise,' 'social impact fund,' 'social stock exchange,' and 'social units.'",extractive,medium,,,,,,,,2,2,2,51,1,0.477,Medium
TMP_071,temporal_reasoning,SEBI,SEBI_2012_securities_and_exchange_board_of_india_alternative_inve_072.txt,"SEBI (Alternative Investment Funds) Regulations, 2012","Regulation 10(f) (as amended by SEBI (AIF) (Third Amendment) Regulations, 2025, w.e.f. 19-11-2025): no scheme of the Alternative Investment Fund shall have more than one thousand investors: Provided that accredited investors shall be excluded while computing the number of investors in a scheme of an Alternative Investment Fund. [Prior to this amendment, all investors including accredited investors were counted toward the 1,000 cap.]","What change did the SEBI (AIF) (Third Amendment) Regulations, 2025 make to how the 1,000-investor cap is calculated for an AIF scheme?","The SEBI (Alternative Investment Funds) (Third Amendment) Regulations, 2025 (w.e.f. 19-11-2025) amended Regulation 10(f) to exclude accredited investors from the computation of the 1,000-investor cap. Prior to this amendment, all investors (including accredited investors) were counted toward the 1,000-investor limit. After the 2025 amendment, accredited investors are not counted — only non-accredited investors are subject to the 1,000-investor ceiling. This effectively allows AIF schemes to have more than 1,000 total investors provided the excess consists of accredited investors.",extractive,medium,,,,,,,,2,4,1,63,1,0.59,High
TMP_072,temporal_reasoning,SEBI,SEBI_2012_securities_and_exchange_board_of_india_alternative_inve_072.txt,"SEBI (Alternative Investment Funds) Regulations, 2012","Regulation 15(1)(i) (inserted by SEBI (AIF) (Amendment) Regulations, 2024, w.e.f. 05-01-2024): Alternative Investment Funds shall hold their investments in dematerialised form, subject to such conditions as may be specified by the Board from time to time: Provided that the requirement shall not apply to: (a) investments not eligible for dematerialisation, (b) investments held by a liquidation scheme that are not available in dematerialised form, and (c) such other investments as may be specified by the Board from time to time.","When was the requirement for AIFs to hold investments in dematerialised form introduced under SEBI AIF Regulations, 2012, and what exceptions apply?","The requirement for AIFs to hold investments in dematerialised form was introduced by the Securities and Exchange Board of India (Alternative Investment Funds) (Amendment) Regulations, 2024, with effect from 5 January 2024 (Regulation 15(1)(i)). Three exceptions apply: (a) investments in instruments that are not eligible for dematerialisation; (b) investments held by a liquidation scheme that are not available in dematerialised form; and (c) such other investments and schemes as may be specified by the Board from time to time.",extractive,medium,,,,,,,,3,1,1,80,2,0.433,Medium
TMP_073,temporal_reasoning,SEBI,SEBI_1999_securities_and_exchange_board_of_india_credit_rating_ag_085.txt,"SEBI (Credit Rating Agencies) Regulations, 1999","Regulation 5(c) (original): the applicant has a minimum net worth of rupees five crores. [Substituted by SEBI (CRA) (Amendment) Regulations, 2018, w.e.f. 30-05-2018]: the applicant has a minimum net worth of rupees twenty five crore.","When was the minimum net worth requirement for credit rating agency applicants under SEBI (CRA) Regulations, 1999 raised, and by how much was it increased?","The minimum net worth requirement was raised by the SEBI (Credit Rating Agencies) (Amendment) Regulations, 2018, with effect from 30 May 2018. The original 1999 regulations set a minimum of Rs five crore. The 2018 amendment increased this to Rs twenty-five crore — a five-fold increase of Rs twenty crore.",extractive,easy,,,,,,,,3,2,1,35,2,0.567,High
TMP_074,temporal_reasoning,SEBI,SEBI_1999_securities_and_exchange_board_of_india_credit_rating_ag_085.txt,"SEBI (Credit Rating Agencies) Regulations, 1999","Regulation 14(g) (original): the client shall agree to obtain a rating from at least two different rating agencies for any issue of debt securities whose size is equal to or exceeds, rupees one hundred crores. [Substituted by SEBI (CRA) (Second Amendment) Regulations, 2011, w.e.f. 27-12-2011]: the client shall obtain a rating for any issue of debt securities in accordance with the relevant regulations.","Under the original SEBI (CRA) Regulations, 1999, what was the mandatory dual-rating requirement for large debt issues, and when was it removed?","Under the original Regulation 14(g), a client was required to obtain ratings from at least two different credit rating agencies for any debt securities issue of Rs 100 crore or more. This mandatory dual-rating requirement was removed by the SEBI (Credit Rating Agencies) (Second Amendment) Regulations, 2011, with effect from 27 December 2011. The 2011 amendment replaced this specific dual-rating obligation with a general requirement to obtain a rating 'in accordance with the relevant regulations.'",extractive,medium,,,,,,,,3,2,1,63,2,0.567,High
TMP_075,temporal_reasoning,SEBI,SEBI_1999_securities_and_exchange_board_of_india_credit_rating_ag_085.txt,"SEBI (Credit Rating Agencies) Regulations, 1999","Regulation 8(2) (as amended by 2011 Amendment): certificate of initial registration valid for 5 years. Regulation 8A (inserted by 2011 Amendment): application for permanent registration to be made 3 months before expiry of initial certificate. [Regulation 8A omitted and Regulation 8(2) substituted by the Change in Conditions of Registration of Certain Intermediaries (Amendment) Regulations, 2016 w.e.f. 08-12-2016.] Current Regulation 8(2): valid unless suspended or cancelled.","Describe the evolution of the certificate validity regime for credit rating agencies under SEBI (CRA) Regulations, 1999 from the original regulations through to the current position.","The evolution of certificate validity for CRAs under SEBI (CRA) Regulations, 1999 went through three stages: (1) Original (1999): The original regulation prescribed a fixed validity period of three years for the certificate of registration. (2) 2011 Amendment (w.e.f. 05-07-2011): SEBI (CRA) (Amendment) Regulations, 2011 introduced a two-stage regime — an 'initial registration' valid for five years, after which the CRA could apply for 'permanent registration' (application to be made three months before expiry of the initial certificate). (3) 2016 Amendment (w.e.f. 08-12-2016): The SEBI (Change in Conditions of Registration of Certain Intermediaries) (Amendment) Regulations, 2016 abolished both the initial/permanent registration distinction and all fixed validity periods — the certificate is now valid in perpetuity unless suspended or cancelled by SEBI.",extractive,hard,,,,,,,,4,5,5,65,3,0.89,High
