id,task_type,difficulty,question,ref_answer,prediction,correct
NUM_067,numerical_reasoning,easy,"Using the formula for Adjusted PAT, calculate the Adjusted PAT for a Small Finance Bank with PAT of ₹17,000 crore and Net NPA of ₹6,500 crore.","₹13,750 crore. Calculation: ₹17,000 - (50% × ₹6,500) = ₹17,000 - ₹3,250 = ₹13,750 crore.","**Calculation:**

Adjusted PAT = PAT - 50% of Net NPA

Adjusted PAT = ₹17,000 crore - (50% × ₹6,500 crore)

Adjusted PAT = ₹17,000 crore - ₹3,250 crore

Adjusted PAT = **₹13,750 crore**",1
NUM_068,numerical_reasoning,medium,"A Small Finance Bank has a Tier 1 Capital Ratio of 11.72% and an Adjusted PAT of ₹13,750 crore. According to Table 1 of the RBI SFB Dividend Directions 2026, what is the maximum dividend allowable under the bucket framework?","₹5,500 crore. Calculation: Bank falls in Bucket B4 (above 11.5% and up to 13.5%), which allows 40% of Adjusted PAT. 40% × ₹13,750 = ₹5,500 crore.","**Calculation:**

From Table 1, Bucket B4:
- Tier 1 Capital Ratio range: Above 11.5% and up to 13.5%
- Bank's Tier 1 Capital Ratio: 11.72% ✓ (falls within B4)
- Dividend allowed: 40% of Adjusted PAT

",1
NUM_069,numerical_reasoning,medium,"Under RBI SFB Dividend Directions 2026, the Maximum Eligible Dividend is the lower of 75% of PAT or the Table 1 limit. For a bank with PAT of ₹17,000 crore and a Table 1 limit of ₹5,500 crore, what is the Maximum Eligible Dividend?","₹5,500 crore. This is the lower of 75% of PAT (₹12,750 crore) and the Table 1 limit (₹5,500 crore).","**Calculation:**

Given:
- PAT = ₹17,000 crore
- Table 1 limit = ₹5,500 crore

Step 1: Calculate 75% of PAT
75% of ₹17,000 crore = ₹12,750 crore

Step 2: Determine the lower of the two limits
- 75% of",1
NUM_070,numerical_reasoning,medium,"In Illustration 1 of the RBI SFB Dividend Directions 2026, the Maximum Eligible Dividend is ₹5,500 crore and the PAT is ₹17,000 crore. What is the Maximum Eligible Dividend as a percentage of PAT?","32.35%. Calculation: (₹5,500 ÷ ₹17,000) × 100 = 32.35%.","**Calculation:**

Maximum Eligible Dividend as percentage of PAT = (Maximum Eligible Dividend / PAT) × 100

= (5,500 / 17,000) × 100

= 0.3235 × 100

= 32.35%

**Final Answer: 32.35%**",1
NUM_071,numerical_reasoning,medium,"In Illustration 3, a Small Finance Bank has Maximum Eligible Dividend of ₹1,125 crore and has already paid an interim dividend of ₹500 crore. What is the maximum permissible final dividend?","₹625 crore. Calculation: Maximum Eligible Dividend (₹1,125 crore) minus interim dividend already paid (₹500 crore) = ₹625 crore.","**Calculation:**

Maximum Eligible Dividend (G) = ₹1,125 crore
Interim dividend already paid (H) = ₹500 crore

Maximum permissible final dividend = G - H
Maximum permissible final dividend = ₹1,125 cr",1
NUM_072,numerical_reasoning,easy,"A Small Finance Bank has a PAT of ₹40,500 crore and Net NPA of ₹5,000 crore. What is its Adjusted PAT as defined in the RBI SFB Dividend Directions 2026?","₹38,000 crore. Calculation: ₹40,500 - (50% × ₹5,000) = ₹40,500 - ₹2,500 = ₹38,000 crore.","**Calculation:**

Adjusted PAT (C) = PAT (A) - 50% of Net NPAs (B)

Adjusted PAT (C) = 40,500 - 50% of 5,000
Adjusted PAT (C) = 40,500 - 2,500
Adjusted PAT (C) = **38,000 crore**

**Final Answer: ₹38,",1
NUM_073,numerical_reasoning,hard,"In Illustration 2, with Adjusted PAT of ₹38,000 crore and Bucket B5 (50% limit), what is the maximum dividend allowed per Table 1, and what is 75% of PAT (₹40,500 crore)?","Maximum per Table 1: ₹19,000 crore (50% × ₹38,000). 75% of PAT: ₹30,375 crore (75% × ₹40,500). The Maximum Eligible Dividend is ₹19,000 crore, being the lower of the two.","Based on the context provided:

**Maximum Dividend allowed per Table 1:**
₹19,000 crore (which is 50% of ₹38,000 crore Adjusted PAT)

**75% of PAT:**
₹30,375 crore (as stated in the context as item E)",1
NUM_074,numerical_reasoning,medium,"In the GoI dated securities auction announced on March 28, 2026, what is the maximum total amount the Government of India can raise if it exercises the greenshoe option on both securities?","₹33,000 crore. Calculation: Notified amount ₹29,000 crore + greenshoe of ₹2,000 crore per security × 2 securities = ₹29,000 + ₹4,000 = ₹33,000 crore.","**Calculation:**

Notified amount: ₹29,000 crore

Greenshoe option on Security 1 (6.68% GS 2040): ₹2,000 crore
Greenshoe option on Security 2 (7.43% GS 2076): ₹2,000 crore

Total greenshoe option: ₹2,",1
NUM_075,numerical_reasoning,medium,"In the GoI dated securities auction announced on March 28, 2026, what is the total notified amount for the 7.43% GS 2076 security, and what fraction of the total auction amount does it represent?","₹12,000 crore. It represents approximately 41.4% of the total notified amount (₹12,000 ÷ ₹29,000 × 100 ≈ 41.4%).","**Calculation:**

Total notified amount for 7.43% GS 2076: ₹12,000 crore

Total auction amount: ₹17,000 crore + ₹12,000 crore = ₹29,000 crore

Fraction: ₹12,000 crore / ₹29,000 crore = 12/29 ≈ 0.414 o",1
NUM_076,numerical_reasoning,easy,"What is the total aggregate face value amount offered by all State Governments in the revised State Government securities auction announced on March 21, 2026?","₹57,408 crore","Based on the context provided:

**Calculation:**
Total aggregate face value = ₹57,408 Crore

**Final Answer:**
₹57,408 Crore",1
NUM_077,numerical_reasoning,easy,"How much in total is Andhra Pradesh seeking to raise across all three of its securities in the revised State Government auction of March 21, 2026?","₹3,900 crore. Calculation: ₹1,500 + ₹1,500 + ₹900 = ₹3,900 crore.","**Calculation:**

1500 crore (17 year) + 1500 crore (20 year) + 900 crore (25 year) = 3900 crore

**Final Answer:** 3900 crore",0
NUM_078,numerical_reasoning,easy,"What is the total amount Karnataka is raising across all its five securities in the revised State Government auction of March 24, 2026?","₹10,000 crore. Calculation: ₹2,000 × 5 securities = ₹10,000 crore.","Based on the provided context, Karnataka is raising **₹10,000 crore** (or **₹1,00,000 crore in face value terms**) across all five securities.

**Calculation:**
- 5 securities × ₹2,000 crore each = ₹1",1
NUM_079,numerical_reasoning,easy,"What is the total amount of Government of India dated securities to be issued during the first half of FY 2026-27, i.e., April to September 2026?","₹8,20,000 crore","# Calculation

According to the provided context, the Calendar for Issuance of Government of India Dated Securities for the period April 01, 2026 to September 30, 2026 specifies:

**Total: 8,20,000 cr",1
NUM_080,numerical_reasoning,easy,"In the GoI securities issuance calendar for H1 FY2026-27, what is the combined amount to be auctioned in the first two auction weeks (April 01-03 and April 06-10, 2026)?","₹63,000 crore. Calculation: ₹29,000 (Week 1) + ₹34,000 (Week 2) = ₹63,000 crore.","**Calculation:**

Auction Week 1 (April 01-03, 2026): ₹29,000 crore

Auction Week 2 (April 06-10, 2026): ₹34,000 crore

Combined amount = ₹29,000 crore + ₹34,000 crore = **₹63,000 crore**",1
NUM_081,numerical_reasoning,easy,"In auction week 4 (April 20-24, 2026) of the GoI issuance calendar, what is the combined amount for the two 30-year instruments (regular and Sovereign Green Bond)?","₹10,000 crore. Calculation: ₹5,000 crore (30-year regular) + ₹5,000 crore (30-year SGrB) = ₹10,000 crore.","**Calculation:**

30 Year (regular): ₹5,000 crore
30 Year SGrB (Sovereign Green Bond): ₹5,000 crore

Combined amount = ₹5,000 crore + ₹5,000 crore = **₹10,000 crore**",1
NUM_082,numerical_reasoning,easy,"As on March 13, 2026, what was India's total foreign exchange reserve in US dollar terms, and by how much did it change during the week?","Total reserves: US$ 709,759 million. Weekly variation: a decrease of US$ 7,052 million.","**Given Data:**
- Total Foreign Exchange Reserves (Mar. 13, 2026): US$ 709,759 million
- Weekly Variation: US$ -7,052 million

**Calculation:**
Weekly change = -7,052 million USD (decrease)

**Final A",1
NUM_083,numerical_reasoning,easy,"What was the year-on-year growth rate of aggregate deposits of Scheduled Commercial Banks in India as of February 28, 2026?",11.9%,"Based on the provided context:

**Year-on-Year Growth Rate of Aggregate Deposits (as of Feb. 28, 2026): 11.9%**

No calculation is needed — this figure is directly stated in the context passage.

**Fi",1
NUM_084,numerical_reasoning,medium,"As of February 28, 2026, what was the year-on-year growth rate of M3 (broad money supply)?",11.5%,"Based on the provided context:

**Year-on-Year 2026 growth rate of M3: 11.5%**

No calculation needed — this figure is directly stated in the context as ""Year-on-Year 2026: Amount ₹31,30,192 crore / 1",1
NUM_085,numerical_reasoning,medium,"What was the value of India's gold reserves as on March 13, 2026 in US dollar terms, and what was the increase over the year?","Gold reserves as on March 13, 2026: US$ 130,681 million. Increase over the year: US$ 56,289 million.","**Gold Reserves Value as on March 13, 2026:**
- US$ 130,681 million

**Increase over the Year:**
- US$ 56,289 million

**Final Answer:**
India's gold reserves were valued at **US$ 130,681 million** as",1
NUM_086,numerical_reasoning,hard,"A company has paid-up capital and free reserves of ₹500 crore before a buy-back. What is the maximum amount it can buy back, and what is the maximum total debt it can carry after the buy-back?",Maximum buy-back amount: ₹125 crore (25% × ₹500 crore). Maximum debt after buy-back: ₹750 crore assuming free reserves after buyback are ₹375 crore (2:1 ratio applied to remaining capital of ₹375 crore = ₹750 crore debt).,"**Calculation:**

**Maximum Buy-back Amount:**
- Limit = 25% of (paid-up capital + free reserves)
- Maximum buy-back = 25% × ₹500 crore
- Maximum buy-back = ₹125 crore

**Maximum Total Debt After Buy-",1
CON_028,contradiction_detection,easy,"Do the two press releases state the same aggregate amount for the State Government securities auction to be held on March 24, 2026?",No,"No. Passage A states ₹55,688 Crore while Passage B states ₹57,408 Crore, which are different amounts.",1
CON_029,contradiction_detection,easy,Do Bucket B1 and Bucket B10 permit the same dividend payout as a percentage of Adjusted PAT under the RBI SFB Dividend Directions 2026?,No,No. Bucket B1 permits 0% dividend payout while Bucket B10 permits 100% dividend payout as a percentage of adjusted PAT.,1
CON_030,contradiction_detection,easy,Do Section A and Section B of the RBI Master Direction on Unique Identifiers in Financial Markets 2026 both come into force on the same date?,No,"No. Section A comes into force with immediate effect, while Section B comes into effect from January 01, 2027.",1
CON_031,contradiction_detection,medium,Do the two passages prescribe the same maximum limit for all buy-back transactions under SEBI Buy-Back of Securities Regulations?,No,"No. Passage A prescribes a maximum limit of twenty-five per cent for buy-backs generally, while Passage B prescribes a lower limit of less than fifteen per cent specifically for buy-backs from the ope",1
CON_032,contradiction_detection,medium,Are the two passages contradictory regarding RBI's authority over Small Finance Bank dividend declarations?,No,"Yes. Passage A states banks have no explicit restrictions on dividend declarations, while Passage B reserves the RBI's right to impose restrictions on dividend distribution for non-compliant banks.",0
CON_033,contradiction_detection,medium,Do both passages describe intermediaries who hold permanent certificates under SEBI (Intermediaries) Regulations 2008?,No,"No. Passage A describes intermediaries with permanent certificates, while Passage B describes intermediaries whose certificates were granted for a specified period and require renewal applications bef",1
CON_034,contradiction_detection,medium,"Does the GoI dated securities auction announced on March 28, 2026 use a uniform price method where all successful bidders receive securities at the same cut-off price?",No,"I cannot answer this question because the provided passages do not contain any information about a GoI dated securities auction announced on March 28, 2026.",0
CON_035,contradiction_detection,easy,Do both passages state the same percentage of the notified amount reserved for non-competitive bidding in Government Securities auctions?,Yes,Yes. Both passages state that 5% of the notified amount is reserved for non-competitive bidding in Government Securities auctions.,1
CON_036,contradiction_detection,medium,Do both passages identify different categories of profits ineligible for dividend payment under RBI SFB Dividend Directions 2026?,Yes,"Yes. Passage A prohibits dividend payment from exceptional/extraordinary profits/income, while Passage B specifically prohibits dividend payment from net unrealised gains on fair valuation of Level 3 ",1
CON_037,contradiction_detection,medium,Do the two passages together suggest that a company can use buy-back as a mechanism to achieve delisting of its shares?,No,"No. Passage B explicitly prohibits a company from using buy-back as a mechanism to achieve delisting, stating that a company ""shall not buy-back its shares...so as to delist its shares...from the stoc",1
CON_038,contradiction_detection,medium,Does the repeal of the 2025 SFB Dividend Directions mean that all actions previously taken under them become immediately invalid from the date the 2026 Directions are issued?,No,"No. According to Passage A, any action taken or purported to have been taken under the repealed Directions shall continue to be governed by the provisions thereof, meaning previously taken actions rem",1
CON_039,contradiction_detection,medium,"Do the original and revised press releases state the same borrowing amount for Uttarakhand's 18-year tenor securities in the March 24, 2026 auction?",No,"No. The original press release states 1280 crore for 18-year tenor securities, while the revised press release states 1500 crore for the same tenor.",1
CON_040,contradiction_detection,hard,Does Passage B create an exception to the general rule in Passage A that every entity must have its own LEI code to transact in RBI-regulated financial markets?,Yes,Yes. Passage B allows certain non-resident entities (such as funds operated by a non-resident parent/management company) to use the LEI code of their parent/management company rather than obtaining th,1
CON_041,contradiction_detection,hard,Do Chapters V and VI of the SEBI (Intermediaries) Regulations 2008 come into force on the same date as all other chapters of the Regulations?,No,"No. Chapters V and VI come into force on the date of publication in the Official Gazette, while other chapters come into force on dates appointed by the Board by notification in the Official Gazette f",1
CON_042,contradiction_detection,easy,"Under the RBI SFB Dividend Directions 2026, do Bucket B2 and Bucket B3 allow the same maximum dividend as a percentage of Adjusted PAT?",No,No. Bucket B2 allows 20% of adjusted PAT while Bucket B3 allows 30% of adjusted PAT.,1
CON_043,contradiction_detection,easy,Do the definitions of 'independent research analyst' and 'part-time research analyst' under SEBI (Research Analysts) Regulations 2014 describe the same type of professional?,No,"No. An independent research analyst's only business activity is research analysis, while a part-time research analyst is simultaneously engaged in research services and other business activities or em",1
CON_044,contradiction_detection,medium,Do auction weeks 2 and 6 of the GoI issuance calendar for H1 FY2026-27 have the same structure in terms of total amount and securities offered?,Yes,"Yes. Both Auction Week 2 and Auction Week 6 have an identical structure of ₹34,000 crore total issuance, each consisting of a single 10-year security for ₹34,000 crore.",1
CON_045,contradiction_detection,hard,Do the two passages together indicate that open-market buy-back through stock exchanges is permitted under SEBI (Buy-Back of Securities) Regulations 2018?,No,"No. Passage A indicates that buy-back from the open market through the stock exchange will not be allowed with effect from April 1, 2025, which supersedes the permission shown in Passage B.",1
TMP_028,temporal_reasoning,easy,Which was implemented first under the RBI Master Direction on Unique Identifiers in Financial Markets 2026 — the LEI framework or the UTI framework?,"The LEI framework (Section A) was implemented first, coming into force with immediate effect from March 27, 2026. The UTI framework (Section B) comes into effect later, on January 01, 2027.","The LEI framework was implemented first. Section A on LEI came into force with immediate effect (as of March 27, 2026, when the Master Direction was issued), while Section B on UTI comes into effect f",1
TMP_029,temporal_reasoning,medium,"Among the five circulars superseded by the RBI Master Direction on Unique Identifiers 2026, which was the most recently issued before the Master Direction?","CO.FMRD.MIOD.No.8/11.01.057/2025-26 dated February 18, 2026, which is the most recent of the five superseded circulars.","CO.FMRD.MIOD.No.8/11.01.057/2025-26 dated February 18, 2026 was the most recently issued circular before the Master Direction - Reserve Bank of India (Unique Identifiers in Financial Markets) Directio",1
TMP_030,temporal_reasoning,medium,"How many years elapsed between the issuance of the first LEI circular (June 01, 2017) and its supersession by the Master Direction on Unique Identifiers (March 27, 2026)?","Approximately 8 years and 10 months elapsed between June 1, 2017 and March 27, 2026.","8 years and 9 months (approximately 9 years) elapsed between June 01, 2017 and March 27, 2026.",1
TMP_031,temporal_reasoning,medium,"Describe the step-by-step reduction in the maximum open-market buy-back limit through stock exchanges under SEBI Regulations, from 2023 to the final prohibition.","15% (until March 31, 2023) → 10% (until March 31, 2024) → 5% (until March 31, 2025) → Complete prohibition from April 1, 2025.","The maximum open-market buy-back limit through stock exchanges reduces in three steps:

1. **Until March 31, 2023**: 15% of paid-up capital and free reserves

2. **Until March 31, 2024**: 10% of paid-",1
TMP_032,temporal_reasoning,medium,Which set of RBI directions on Small Finance Bank dividend norms was in effect during FY 2025-26 — the 2025 Directions or the 2026 Directions?,"The 2025 Directions (issued November 28, 2025) were in effect during FY 2025-26. The 2026 Directions come into effect only from FY 2026-27 (i.e., from April 1, 2026).","The 2025 Directions were in effect during FY 2025-26. The 2026 Directions come into effect from FY 2026-27, meaning the 2025 Directions applied in the preceding financial year (FY 2025-26).",1
TMP_033,temporal_reasoning,medium,"In chronological order, what are the key dates in the lifecycle of the GoI dated securities auction announced on March 28, 2026?","March 28 (announcement), March 30 – April 02 ('When Issued' trading period), April 02 (auction day, bids submitted), April 06 (settlement, payment by successful bidders).","In chronological order, the key dates are:

1. **March 28, 2026** - Notification announcement (F.No.4(1)-B(W&M)/2026)
2. **March 30, 2026** - When Issued trading period begins
3. **April 2, 2026** - A",1
TMP_034,temporal_reasoning,easy,"For the State Government securities auction covered in this revised press release, what is the sequence of key events from the announcement to settlement?","March 21, 2026 (revised press release issued) → March 24, 2026 (auction conducted on E-Kuber) → March 25, 2026 (payment by successful bidders).","Based on the context provided, the sequence of key events is:

1. **Announcement**: March 21, 2026 (Press Release date)
2. **Auction**: March 24, 2026 (Tuesday) - conducted on RBI Core Banking Solutio",1
TMP_035,temporal_reasoning,medium,"Under SEBI (Intermediaries) Regulations 2008, an intermediary holding a permanent certificate at the time of commencement of these regulations must furnish Form A information within two years. What is the maximum total time available if SEBI grants an extension?","Two years plus up to six months extension, for a maximum of two and a half years from the commencement of these regulations.","The maximum total time available is **two years and six months** (2.5 years).

This comprises:
- Initial period: 2 years
- Maximum extension: 6 months",0
TMP_036,temporal_reasoning,medium,"The SEBI (Research Analysts) Regulations 2014 were published on September 1, 2014. On approximately which date did they come into force?","On the ninetieth day from September 1, 2014, which is approximately November 30, 2014.","The SEBI (Research Analysts) Regulations, 2014 came into force on approximately November 30, 2014 (the ninetieth day from September 1, 2014).",1
TMP_037,temporal_reasoning,medium,"In the GoI securities issuance calendar for H1 FY2026-27, which is the first auction week that includes Sovereign Green Bonds (SGrBs), and what amount is allocated for them?","Auction Week 4 (April 20-24, 2026) is the first week to include Sovereign Green Bonds, with ₹5,000 crore allocated for the 30-year SGrB.","The first auction week that includes Sovereign Green Bonds (SGrBs) is Auction Week 4 (April 20-24, 2026), with ₹5,000 crore allocated for 30 Year SGrB.",1
TMP_038,temporal_reasoning,easy,"The RBI SFB Dividend Directions 2026 were issued on March 10, 2026 but take effect from FY 2026-27. Were the 2025 Directions (repealed circular dated November 28, 2025) issued before or after the 2026 Directions were issued?","The 2025 Directions were issued before the 2026 Directions — on November 28, 2025, compared to March 10, 2026 for the 2026 Directions.","Based on the provided context, the repealed circular dated November 28, 2025 was issued **before** the 2026 Directions came into effect (FY 2026-27).

However, the context does not specify the issuanc",1
TMP_039,temporal_reasoning,hard,"A counterparty entered into an OTC derivative transaction on December 15, 2026. Is this transaction subject to the UTI reporting requirements under the RBI Master Direction on Unique Identifiers 2026?","No. The UTI requirements (Section B) come into effect from January 01, 2027, and apply only to transactions entered into on or after that date. A transaction on December 15, 2026 is not subject to UTI reporting.","No. The transaction entered into on December 15, 2026, is not subject to UTI reporting requirements because Section B on UTI comes into effect from January 01, 2027. The directions are applicable to O",1
TMP_040,temporal_reasoning,hard,"An intermediary's time-limited certificate expires in 18 months from the commencement of the SEBI (Intermediaries) Regulations 2008. Under this provision, when is the earliest date by which it must apply for renewal?","The intermediary must apply at least three months before the earlier of: (a) expiry of the certificate (15 months from commencement), or (b) three months before two years from commencement (21 months). Since the certificate expires at 18 months, three months before that is 15 months from commencement — which is earlier than 21 months. So it must apply by 15 months from commencement.","The intermediary must apply for renewal at least 3 months prior to the expiry of 2 years from the commencement of these regulations, whichever is earlier than the 18-month certificate expiry.

Since 2",1
TMP_041,temporal_reasoning,medium,"For how long was the Al-Nusrah Front listed on the ISIL (Da'esh) and Al-Qaida Sanctions List before it was removed per the UNSC press release of February 27, 2026?","Approximately 11 years and 9 months — from May 14, 2014 to February 27, 2026.","Based on the provided context, Al-Nusrah Front was listed on May 14, 2014 and was removed per the UNSC press release dated February 27, 2026.

This represents a duration of approximately **11 years an",1
TMP_042,temporal_reasoning,easy,"Under the RBI GoI issuance calendar for H1 FY2026-27, if the third Monday of a month is a public holiday, on which day is the switch auction conducted instead?",On the fourth Monday of that month.,"According to the provided context, if the third Monday is a holiday, the switch auction will be conducted on the fourth Monday of the month.",1
TMP_043,temporal_reasoning,easy,"Under the RBI Master Direction on UTI 2026, if a market participant cannot obtain the UTI in time for a cross-border transaction, what is the maximum additional time allowed to submit the UTI to CCIL-TR?",Within five Mumbai business days from the date of the transaction.,Five Mumbai business days from the date of the transaction.,1
TMP_044,temporal_reasoning,medium,"A company completed its buy-back (i.e., made the final payment to shareholders) on June 15, 2025. What is the earliest date on which it can launch its next buy-back offer?","June 15, 2026 — one year from the expiry date (June 15, 2025) of the buyback period of the preceding offer.","June 15, 2026

The company must wait one year from the date of expiry of the buy-back period (which is when final payment to shareholders is made). Since the final payment was made on June 15, 2025, t",1
TMP_045,temporal_reasoning,hard,"In Illustration 3 of the RBI SFB Dividend Directions 2026, the bank paid interim dividend during FY 20X1-X2 before declaring the final dividend. What does this sequencing imply about when the Maximum Eligible Dividend constraint applies — at the time of the interim dividend, or cumulatively across both payments?","The constraint applies cumulatively across both payments. The Maximum Eligible Dividend (₹1,125 crore) is the total permitted across the full financial year. Since ₹500 crore has already been paid as interim dividend, the final dividend is capped at the remaining ₹625 crore (₹1,125 - ₹500).","Based on the context provided, the Maximum Eligible Dividend constraint applies **cumulatively across both interim and final dividend payments**.

This is evident from the illustration showing that:
-",1
