id,task_type,difficulty,question,ref_answer,prediction,correct,model_version
CON_044,contradiction_detection,medium,Do auction weeks 2 and 6 of the GoI issuance calendar for H1 FY2026-27 have the same structure in terms of total amount and securities offered?,Yes,"Yes – both weeks feature a ₹34,000 crore issuance of 10‑year bonds, identical in total amount and security type.",1,openai/gpt-oss-20b
CON_045,contradiction_detection,hard,Do the two passages together indicate that open-market buy-back through stock exchanges is permitted under SEBI (Buy-Back of Securities) Regulations 2018?,No,"No – Passage A explicitly bans open‑market buy‑backs via the stock exchange from April 1, 2025, overriding the allowance mentioned in Passage B.",1,openai/gpt-oss-20b
TMP_028,temporal_reasoning,easy,Which was implemented first under the RBI Master Direction on Unique Identifiers in Financial Markets 2026 — the LEI framework or the UTI framework?,"The LEI framework (Section A) was implemented first, coming into force with immediate effect from March 27, 2026. The UTI framework (Section B) comes into effect later, on January 01, 2027.","LEI was implemented first – Section A of the Directions on LEI came into force immediately on the Master Direction’s issue date, 27 March 2026, whereas the UTI framework (Section B) became effective only on 1 January 2027.",1,openai/gpt-oss-20b
TMP_029,temporal_reasoning,medium,"Among the five circulars superseded by the RBI Master Direction on Unique Identifiers 2026, which was the most recently issued before the Master Direction?","CO.FMRD.MIOD.No.8/11.01.057/2025-26 dated February 18, 2026, which is the most recent of the five superseded circulars.",The most recently issued circular before the Master Direction was **CO.FMRD.MIOD.No.8/11.01.057/2025‑26 dated 18 February 2026**.,1,openai/gpt-oss-20b
TMP_030,temporal_reasoning,medium,"How many years elapsed between the issuance of the first LEI circular (June 01, 2017) and its supersession by the Master Direction on Unique Identifiers (March 27, 2026)?","Approximately 8 years and 10 months elapsed between June 1, 2017 and March 27, 2026.","8 years, 9 months, 26 days (from 01‑Jun‑2017 to",0,openai/gpt-oss-20b
TMP_031,temporal_reasoning,medium,"Describe the step-by-step reduction in the maximum open-market buy-back limit through stock exchanges under SEBI Regulations, from 2023 to the final prohibition.","15% (until March 31, 2023) → 10% (until March 31, 2024) → 5% (until March 31, 2025) → Complete prohibition from April 1, 2025.","- **Until 31 March 2023** – Open‑market buy‑back limit: **≤ 15 %** of paid‑up capital + free reserves (based on the lower of standalone or consolidated statements).  
- **Until 31 March 2024** – Limit reduced to **≤ 10 %** of paid‑up capital + free reserves.  
- **Until 31 March 2025** – Further red",0,openai/gpt-oss-20b
TMP_032,temporal_reasoning,medium,Which set of RBI directions on Small Finance Bank dividend norms was in effect during FY 2025-26 — the 2025 Directions or the 2026 Directions?,"The 2025 Directions (issued November 28, 2025) were in effect during FY 2025-26. The 2026 Directions come into effect only from FY 2026-27 (i.e., from April 1, 2026).","The 2025 Directions were in effect during FY 2025‑26.  
The 2026 Directions only come into force from FY 2026‑27 onward.",1,openai/gpt-oss-20b
TMP_033,temporal_reasoning,medium,"In chronological order, what are the key dates in the lifecycle of the GoI dated securities auction announced on March 28, 2026?","March 28 (announcement), March 30 – April 02 ('When Issued' trading period), April 02 (auction day, bids submitted), April 06 (settlement, payment by successful bidders).","- **March 28 2026** – Government of India issues the notification (F.No.4(1)-B(W&M)/2026).  
- **March 30 2026** – Start of the “when‑issued” trading period.  
- **April 2 2026** – Auction day (Thursday) and end of the trading period.  
- **April 6 2026** – Settlement of the auction (Monday).",0,openai/gpt-oss-20b
TMP_034,temporal_reasoning,easy,"For the State Government securities auction covered in this revised press release, what is the sequence of key events from the announcement to settlement?","March 21, 2026 (revised press release issued) → March 24, 2026 (auction conducted on E-Kuber) → March 25, 2026 (payment by successful bidders).","- Announcement of the revised auction – 21 March 2026  
- Auction conducted on the RBI E‑Kuber system – 24 March 2026 (Tuesday)  
- Payment by successful bidders (settlement) – 25 March 2026 (Wednesday)",1,openai/gpt-oss-20b
TMP_035,temporal_reasoning,medium,"Under SEBI (Intermediaries) Regulations 2008, an intermediary holding a permanent certificate at the time of commencement of these regulations must furnish Form A information within two years. What is the maximum total time available if SEBI grants an extension?","Two years plus up to six months extension, for a maximum of two and a half years from the commencement of these regulations.",Maximum total time = 2 years + 6 months = 30 months from the commencement of the regulations.,1,openai/gpt-oss-20b
TMP_036,temporal_reasoning,medium,"The SEBI (Research Analysts) Regulations 2014 were published on September 1, 2014. On approximately which date did they come into force?","On the ninetieth day from September 1, 2014, which is approximately November 30, 2014.","December 1, 2014.",0,openai/gpt-oss-20b
TMP_037,temporal_reasoning,medium,"In the GoI securities issuance calendar for H1 FY2026-27, which is the first auction week that includes Sovereign Green Bonds (SGrBs), and what amount is allocated for them?","Auction Week 4 (April 20-24, 2026) is the first week to include Sovereign Green Bonds, with ₹5,000 crore allocated for the 30-year SGrB.","Auction Week 4 (April 20‑24, 2026) – ₹5,000 crore allocated for 30‑year Sovereign Green Bonds.",1,openai/gpt-oss-20b
TMP_038,temporal_reasoning,easy,"The RBI SFB Dividend Directions 2026 were issued on March 10, 2026 but take effect from FY 2026-27. Were the 2025 Directions (repealed circular dated November 28, 2025) issued before or after the 2026 Directions were issued?","The 2025 Directions were issued before the 2026 Directions — on November 28, 2025, compared to March 10, 2026 for the 2026 Directions.",The 2025 Directions (repealed circular dated 28 November 2025) were issued **before** the 2026 Directions (issued 10 March 2026).,1,openai/gpt-oss-20b
TMP_039,temporal_reasoning,hard,"A counterparty entered into an OTC derivative transaction on December 15, 2026. Is this transaction subject to the UTI reporting requirements under the RBI Master Direction on Unique Identifiers 2026?","No. The UTI requirements (Section B) come into effect from January 01, 2027, and apply only to transactions entered into on or after that date. A transaction on December 15, 2026 is not subject to UTI reporting.","No. The UTI reporting requirement applies only to OTC derivative transactions entered into on or after the effective date of the directions, which is 01 January 2027. A transaction entered into on 15 December 2026 falls before that date and is therefore not subject to the UTI reporting requirements.",1,openai/gpt-oss-20b
TMP_040,temporal_reasoning,hard,"An intermediary's time-limited certificate expires in 18 months from the commencement of the SEBI (Intermediaries) Regulations 2008. Under this provision, when is the earliest date by which it must apply for renewal?","The intermediary must apply at least three months before the earlier of: (a) expiry of the certificate (15 months from commencement), or (b) three months before two years from commencement (21 months). Since the certificate expires at 18 months, three months before that is 15 months from commencement — which is earlier than 21 months. So it must apply by 15 months from commencement.","Apply no later than 15 months after the commencement of the SEBI (Intermediaries) Regulations 2008 (i.e., three months before the 18‑month expiry).",0,openai/gpt-oss-20b
TMP_041,temporal_reasoning,medium,"For how long was the Al-Nusrah Front listed on the ISIL (Da'esh) and Al-Qaida Sanctions List before it was removed per the UNSC press release of February 27, 2026?","Approximately 11 years and 9 months — from May 14, 2014 to February 27, 2026.","Al‑Nusrah Front was listed on 14 May 2014 and removed on 27 February 2026 – a period of **11 years, 9 months, and 13 days**.",1,openai/gpt-oss-20b
TMP_042,temporal_reasoning,easy,"Under the RBI GoI issuance calendar for H1 FY2026-27, if the third Monday of a month is a public holiday, on which day is the switch auction conducted instead?",On the fourth Monday of that month.,"If the third Monday falls on a public holiday, the RBI conducts the switch auction on the **fourth Monday of that month**.",1,openai/gpt-oss-20b
TMP_043,temporal_reasoning,easy,"Under the RBI Master Direction on UTI 2026, if a market participant cannot obtain the UTI in time for a cross-border transaction, what is the maximum additional time allowed to submit the UTI to CCIL-TR?",Within five Mumbai business days from the date of the transaction.,Within five Mumbai business days from the date of the transaction.,1,openai/gpt-oss-20b
TMP_044,temporal_reasoning,medium,"A company completed its buy-back (i.e., made the final payment to shareholders) on June 15, 2025. What is the earliest date on which it can launch its next buy-back offer?","June 15, 2026 — one year from the expiry date (June 15, 2025) of the buyback period of the preceding offer.",,0,openai/gpt-oss-20b
TMP_045,temporal_reasoning,hard,"In Illustration 3 of the RBI SFB Dividend Directions 2026, the bank paid interim dividend during FY 20X1-X2 before declaring the final dividend. What does this sequencing imply about when the Maximum Eligible Dividend constraint applies — at the time of the interim dividend, or cumulatively across both payments?","The constraint applies cumulatively across both payments. The Maximum Eligible Dividend (₹1,125 crore) is the total permitted across the full financial year. Since ₹500 crore has already been paid as interim dividend, the final dividend is capped at the remaining ₹625 crore (₹1,125 - ₹500).","The RBI’s SFB Dividend Directions treat the “Maximum Eligible Dividend” as a **cumulative cap for the entire fiscal year**.  
In Illustration 3 the bank first paid an interim dividend of ₹500 cr in FY 20X1‑20X2 (H). When it later declares the final dividend, the cap is applied to the **remaining amo",1,openai/gpt-oss-20b
REG_054,regulatory_interpretation,easy,"Under SEBI (Infrastructure Investment Trusts) Regulations 2014, what is the maximum permissible interval between two consecutive unit holders meetings?",Fifteen months,Fifteen months.,1,openai/gpt-oss-20b
REG_055,regulatory_interpretation,easy,"Under SEBI (InvIT) Regulations 2014, how frequently must the trustee obtain a compliance certificate from the investment manager?",On a quarterly basis,Quarterly.,0,openai/gpt-oss-20b
REG_056,regulatory_interpretation,easy,"Under SEBI (InvIT) Regulations 2014, within how many days must SEBI communicate a decision to reject an application for a certificate of registration to the applicant?",Within thirty days,Thirty days.,1,openai/gpt-oss-20b
REG_057,regulatory_interpretation,easy,"Under SEBI (InvIT) Regulations 2014, what minimum equity interest must an InvIT hold or propose to hold in a holding company (holdco) for it to qualify as such?",Not less than fifty one per cent of the equity share capital or interest,51% of the equity share capital or interest.,1,openai/gpt-oss-20b
REG_058,regulatory_interpretation,easy,"Under SEBI (InvIT) Regulations 2014, what minimum percentage of its assets must a Special Purpose Vehicle (SPV) hold directly in infrastructure projects?",Not less than ninety per cent,90%,0,openai/gpt-oss-20b
REG_059,regulatory_interpretation,medium,"Under SEBI (InvIT) Regulations 2014 (as currently in force), what minimum net worth must a family trust or a Board-registered intermediary have to qualify as an institutional investor?","More than five hundred crore rupees, as per the latest audited financial statements",More than ₹500 crore.,0,openai/gpt-oss-20b
REG_060,regulatory_interpretation,medium,"Under SEBI (InvIT) Regulations 2014, what is the combined monetary cap on permissible pecuniary relationships with the InvIT for a person to qualify as an independent director of the investment manager?","Two per cent of its gross turnover or total income, or fifty lakh rupees, whichever is lower","The aggregate of all such relationships must not exceed **the lower of 2 % of the person’s gross turnover or total income, or ₹50 lakh**.",0,openai/gpt-oss-20b
REG_061,regulatory_interpretation,medium,"Under SEBI (InvIT) Regulations 2014, when a conflict of interest is flagged in a transaction between the investment manager and its associates, from whom must the trustee obtain confirmation that the transaction is at arm's length?","A practising chartered accountant or valuer, as applicable","A practising chartered accountant or a valuer, as applicable.",1,openai/gpt-oss-20b
REG_062,regulatory_interpretation,easy,"Under SEBI (Issue and Listing of Municipal Debt Securities) Regulations 2015, within how many days of the relevant trigger date may SEBI specify changes or issue observations on a draft offer document?",Twenty one days,21 days.,0,openai/gpt-oss-20b
REG_063,regulatory_interpretation,easy,"Under SEBI (Issue and Listing of Municipal Debt Securities) Regulations 2015, for how many days must the draft offer document be publicly available on the designated stock exchange's website for public comments?",Fifteen days,Fifteen days.,1,openai/gpt-oss-20b
REG_064,regulatory_interpretation,easy,"Under SEBI (Issue and Listing of Municipal Debt Securities) Regulations 2015, what is the maximum number of public issuances permitted under a single shelf offer document?",Not more than four,Four.,0,openai/gpt-oss-20b
REG_065,regulatory_interpretation,easy,"Under SEBI (Issue and Listing of Municipal Debt Securities) Regulations 2015, for what preceding period must an issuer have a clean repayment track record on debt securities or bank/financial institution loans to remain eligible for issuance?",The preceding three hundred and sixty five days,The issuer must have a clean repayment track record for the preceding **365 days**.,0,openai/gpt-oss-20b
REG_066,regulatory_interpretation,easy,"Under SEBI (Investment Advisers) Regulations 2013, on which day from the date of publication in the Official Gazette did the regulations come into force?",The ninetieth day,The ninetieth day.,1,openai/gpt-oss-20b
NUM_033,numerical_reasoning,medium,"Under SEBI (InvIT) Regulations 2014, if an entity associated with the InvIT has a gross turnover of ten crore rupees, what is the maximum permissible pecuniary relationship an independent director candidate may have with it â€” applying the two per cent cap or the fifty lakh rupee cap?","Twenty lakh rupees (two per cent of ten crore rupees, being lower than fifty lakh rupees â€” the rule applies whichever is lower)","2 % of 10 crore = 0.02 × 10,00,00,000 = 20,00,000 rupees (20 lakh rupees).  
Since 20 lakh < 50 lakh, the lower cap applies.  

**Maximum permissible pecuniary relationship: 20 lakh rupees.**",0,openai/gpt-oss-20b
NUM_034,numerical_reasoning,medium,"Under SEBI (Issue and Listing of Municipal Debt Securities) Regulations 2015, if a municipal issuer makes a private placement offer to 170 non-QIB investors and 45 qualified institutional buyers simultaneously, does this exceed the private placement limit?","No. The 45 qualified institutional buyers are excluded from the calculation, so only 170 persons are counted, which is within the two hundred person limit",170 persons (non‑QIBs) – does **not** exceed the 200‑person limit.,0,openai/gpt-oss-20b
NUM_035,numerical_reasoning,medium,"Under SEBI (Issue and Listing of Municipal Debt Securities) Regulations 2015, if a roll-over notice is dispatched to holders on 5 May 2025, what is the earliest date on which the roll-over can take effect (assuming all holders consent)?",26 May 2025 (after expiry of the twenty one days notice period from 5 May),26 May 2025 (21 days after the 5 May 2025 notice),1,openai/gpt-oss-20b
NUM_036,numerical_reasoning,easy,"Under SEBI (InvIT) Regulations 2014, does a family trust with a net worth of four hundred and ninety nine crore rupees (as per latest audited financial statements) qualify as an institutional investor?",No. The threshold is more than five hundred crore rupees; four hundred and ninety nine crore rupees falls below this threshold,"No, 499 cr < 500 cr, so it does not qualify as an institutional investor (499 cr rupees).",0,openai/gpt-oss-20b
NUM_037,numerical_reasoning,easy,"Under SEBI (FPI) Regulations 2019, if a government-linked entity is 70% directly owned by a sovereign government, does it qualify as a Category I foreign portfolio investor on the basis of government ownership?",No. The minimum threshold for government ownership is at least seventy-five per cent; seventy per cent is below this threshold,"No, it does not qualify.  
Calculation: 70 % < 75 % (threshold for government control).  
Units: percent.",0,openai/gpt-oss-20b
NUM_038,numerical_reasoning,medium,"Under SEBI (InvIT) Regulations 2014, a consulting firm had transactions worth eight lakh rupees with the InvIT in FY2023, and its gross turnover for that year was ninety lakh rupees. Would a partner of that firm be disqualified from acting as an independent director of the investment manager for FY2026?","No. Eight lakh rupees out of ninety lakh rupees is approximately 8.9 per cent, which is below the ten per cent threshold; the disqualification criterion is not triggered","No, the partner would **not** be disqualified.  

**Calculation**  
- Gross turnover (FY 2023) = ₹90 lakh  
- 10 % of turnover = 0.10 × ₹90 lakh = ₹9 lakh  
- Transaction value = ₹8 lakh  

Since ₹8 lakh < ₹9 lakh (≈ 8.9 % < 10 %), the threshold is not met.  

**Answer**: Not disqualified.",0,openai/gpt-oss-20b
NUM_039,numerical_reasoning,medium,"Under SEBI (FPI) Regulations 2019, if a designated depository participant application is received by SEBI on 1 March, additional information is called for on 10 March, and the applicant furnishes the information on 25 March, by what date must SEBI dispose of the application?","By 24 April (thirty days from 25 March, the date all required information was furnished, being the later of the two trigger dates)","**Calculation**

1. **30‑day deadline from receipt**  
   - Application received: **1 March 2019**  
   - 30 days after 1 March → **31 March 2019**

2. **Deadline after all information furnished**  
   - Information called: **10 March 2019**  
   - Information furnished: **25 March 2019**  
   - Dea",1,openai/gpt-oss-20b
NUM_040,numerical_reasoning,easy,"Under the original SEBI (Issue and Listing of Debt Securities by Municipalities) Regulations 2015 (as in force before the 2019 Amendment), if the issue closed on 1 January 2018, what was the latest date by which the trust deed had to be executed?",By 1 April 2018 (three months from the closure of the issue on 1 January 2018),1 April 2018.,0,openai/gpt-oss-20b
REG_095,regulatory_interpretation,easy,"What is the minimum percentage of an AMC's net worth that a sponsor must contribute to be eligible for mutual fund registration under SEBI (Mutual Funds) Regulations, 1996?",At least 40 per cent,40%,1,openai/gpt-oss-20b
REG_096,regulatory_interpretation,easy,"Under SEBI (Mutual Funds) Regulations, 1996, who has the authority to terminate the appointment of an asset management company?",Majority of the trustees or by seventy-five per cent of the unitholders of the scheme,The appointment can be terminated by a majority of the trustees or by 75 % of the scheme’s unitholders.,1,openai/gpt-oss-20b
REG_097,regulatory_interpretation,easy,"What minimum proportion of the board of directors of an AMC must comprise directors who are not associated with the sponsor, its subsidiaries, or the trustees?",At least fifty per cent,At least 50 % of the board.,0,openai/gpt-oss-20b
REG_098,regulatory_interpretation,easy,"What restriction does SEBI (Mutual Funds) Regulations, 1996 impose on the Chairman of an asset management company?",The Chairman of the asset management company is not a trustee of any mutual fund,The Chairman of an asset management company must not be a trustee of any mutual fund.,1,openai/gpt-oss-20b
REG_099,regulatory_interpretation,easy,"What is the minimum proportion of independent persons required among the trustees of a mutual fund under SEBI (Mutual Funds) Regulations, 1996?",Two-thirds,Two‑thirds.,1,openai/gpt-oss-20b
REG_100,regulatory_interpretation,medium,"What three personal qualifications must every trustee of a mutual fund possess or satisfy under Regulation 16(2) of SEBI (Mutual Funds) Regulations, 1996?","Be a person of ability, integrity and standing; not have been found guilty of moral turpitude; and not have been convicted of any economic offence or violation of any securities laws","Ability, integrity and standing; no conviction for moral turpitude; no conviction for any economic offence or violation of securities laws.",1,openai/gpt-oss-20b
REG_101,regulatory_interpretation,easy,"Under SEBI (Mutual Funds) Regulations, 1996, are directors, officers or employees of an AMC eligible to be appointed as trustees of any mutual fund?","No. No asset management company and no director (including independent director), officer or employee of an asset management company shall be eligible to be appointed as a trustee of any mutual fund.","No. Directors, officers or employees of an AMC are disqualified from being appointed as trustees of any mutual fund.",0,openai/gpt-oss-20b
REG_102,regulatory_interpretation,medium,"By what date must a mutual fund pay its annual service fee, and what is the maximum grace period SEBI may allow for a delayed payment?",Before the 15th April each year; the Board may allow payment up to two months from commencement of the financial year,Before 15 April each year; SEBI may allow a grace period of up to two months from the start of the relevant financial year.,1,openai/gpt-oss-20b
REG_103,regulatory_interpretation,easy,"What requirement applies to the Chairperson of a trustee company appointed as trustee of a mutual fund under SEBI (Mutual Funds) Regulations, 1996?",The Chairperson of the board of directors of the trustee company shall be an independent director,The Chairperson of the trustee company must be an independent director.,1,openai/gpt-oss-20b
REG_104,regulatory_interpretation,medium,What board composition requirement must an AMC meet after its sponsor disassociates from the mutual fund?,The board of directors shall have at least two third independent directors,The board must comprise at least two‑thirds independent directors.,1,openai/gpt-oss-20b
REG_105,regulatory_interpretation,easy,"Under which Act must the trust deed of a mutual fund be registered, and who executes it in favour of whom?","The Indian Registration Act, 1908; executed by the sponsor in favour of the trustees named in such an instrument","Under the Indian Registration Act, 1908; it is executed by the sponsor in favour of the trustees.",1,openai/gpt-oss-20b
REG_106,regulatory_interpretation,easy,"What proportion of unitholders of a scheme may requisition the trustees to obtain unitholder consent under SEBI (Mutual Funds) Regulations, 1996?",Three-fourths of the unitholders of any scheme,Three‑fourths (75%) of the unitholders.,1,openai/gpt-oss-20b
REG_107,regulatory_interpretation,medium,What capital compliance conditions must an SFB satisfy at the end of both the previous and the current financial year to be eligible to declare dividends?,The bank must be in compliance with the applicable regulatory capital requirement as at the end of the previous financial year and shall continue to be in compliance as at the end of the financial year during which the dividend is proposed to be paid; and the regulatory capital shall not fall below the applicable requirement even after payment of dividend.,"The SFB must be in compliance with the applicable regulatory capital requirement at the end of the previous financial year and must remain in compliance at the end of the current financial year in which the dividend is proposed. Additionally, its regulatory capital must not fall below the required t",1,openai/gpt-oss-20b
REG_108,regulatory_interpretation,easy,"What profitability condition must an SFB satisfy to be eligible to declare dividends under the RBI SFB Dividend Directions, 2026?",The bank shall have positive adjusted Profit After Tax (PAT) for the financial year for which the dividend is proposed,Positive adjusted Profit After Tax (PAT) for the financial year in question.,1,openai/gpt-oss-20b
REG_109,regulatory_interpretation,medium,What four factors must an SFB's Board of Directors consider when evaluating a proposal for declaration of dividend?,Divergence in NPA asset classification and provisioning including its trend; Auditors' Report including modified opinion or Emphasis of Matter; Current and projected capital position vis-à-vis regulatory capital requirement; Long term growth plans,"1. Divergence in asset classification and provisioning for NPAs, including trend, as observed under RBI supervisory findings.  
2. Auditors’ report to the financial statements, including any modified opinion or emphasis‑of‑matter.  
3. Current and projected capital position relative to applicable re",1,openai/gpt-oss-20b
REG_110,regulatory_interpretation,easy,Within what period must an SFB submit its dividend declaration report to the RBI's Department of Supervision?,Within a fortnight of declaration of dividend,Within a fortnight of the dividend declaration.,1,openai/gpt-oss-20b
REG_111,regulatory_interpretation,easy,"What is the consequence for an SFB that fails to meet the dividend eligibility criteria under the RBI SFB Dividend Directions, 2026?",No special dispensation will be given for declaration of dividend for that period,No dividend may be declared for that period – the RBI can impose restrictions on dividend distribution and will not grant any special dispensation.,0,openai/gpt-oss-20b
REG_112,regulatory_interpretation,medium,"What categories of profit are excluded from dividend payment eligibility under the RBI SFB Dividend Directions, 2026?","Any exceptional and/or extra-ordinary profits/income; and any overstatement of PAT identified in a modified audit opinion, to the extent included in PAT","Exceptional and/or extraordinary profits or income, and any portion of PAT that is found to be overstated by a modified audit opinion.",1,openai/gpt-oss-20b
NUM_087,numerical_reasoning,easy,"What is the minimum average net annual profit (after depreciation, interest and tax) that a sponsor must demonstrate over the immediately preceding five years to satisfy the sound track record requirement under SEBI (Mutual Funds) Regulations, 1996?",At least rupees ten crore,"Average net annual profit required = ₹10 crore per year.  
(Thus, total net profit over the five‑year period must be at least ₹50 crore.)",0,openai/gpt-oss-20b
NUM_088,numerical_reasoning,easy,"What is the standard minimum networth requirement for an AMC under SEBI (Mutual Funds) Regulations, 1996?",Not less than rupees fifty crore,Networth requirement = ₹50 crore.,0,openai/gpt-oss-20b
NUM_089,numerical_reasoning,medium,"If a sponsor fails to fulfil all eligibility criteria at the time of application, what enhanced networth must the AMC maintain, and for how long must it maintain this higher networth?","Not less than rupees one hundred crore, maintained until the AMC has profits for five consecutive years","**Networth required:** ₹100 crore  
**Duration to maintain:** Until the AMC has earned profits for five consecutive years.",1,openai/gpt-oss-20b
NUM_090,numerical_reasoning,easy,What is the minimum networth required for an AMC that is only eligible to launch infrastructure debt fund schemes?,Not less than rupees ten crore,10 crore rupees.,0,openai/gpt-oss-20b
NUM_091,numerical_reasoning,hard,"Under the 2023 amendment to Regulation 7, if a sponsor fails all eligibility requirements, what are the three key obligations: the AMC capitalization threshold, the lock-in period, and the minimum combined experience of the five senior officers?","AMC net worth not less than rupees one hundred fifty crore; locked-in for five years; total combined experience of CEO, COO, CRO, CCO and CIO of at least thirty years","- AMC capitalization threshold: ₹150 crore  
- Lock‑in period: 5 years  
- Minimum combined experience of the five senior officers: 30 years",0,openai/gpt-oss-20b
NUM_092,numerical_reasoning,medium,"Under SEBI (Mutual Funds) Regulations, 1996, what is the maximum percentage of total mutual fund transactions that may be routed through a broker associated with the sponsor, and over what period is this limit measured?","5 per cent of aggregate purchases and sales, measured for a block of any three months","5 % of the mutual fund’s aggregate purchases and sales of securities (excluding unit sales) may be routed through a broker associated with the sponsor, and this limit is measured over any block of three months.",1,openai/gpt-oss-20b
NUM_093,numerical_reasoning,easy,"How is 'Adjusted Profit After Tax (PAT)' defined under the RBI SFB Dividend Directions, 2026?",PAT of the financial year minus 50 per cent of Net NPA as on March 31 of the financial year for which the dividend is to be paid,"Adjusted PAT = PAT – 50 % of Net NPA  
= PAT – 0.5 × Net NPA (₹)",0,openai/gpt-oss-20b
NUM_094,numerical_reasoning,easy,"Under the RBI SFB Dividend Directions, 2026, what percentage of Adjusted PAT may an SFB with a Tier 1 Capital Ratio between 11.5% and 13.5% (Bucket B4) pay as dividend?",40 per cent of Adjusted PAT,"Dividend allowed = 40 % of Adjusted PAT.  
**Calculation:**  
Dividend = 0.40 × Adjusted PAT.  

**Answer:** 40 % (of Adjusted PAT).",1,openai/gpt-oss-20b
NUM_095,numerical_reasoning,hard,"In Illustration 1 of the RBI SFB Dividend Directions, 2026, a bank has PAT of Rs17,000 crore, Net NPA of Rs6,500 crore, and Tier 1 ratio of 11.72%. What is the maximum eligible dividend?","Rs5,500 crore (40% of Adjusted PAT of Rs13,750 crore, which is lower than 75% of PAT of Rs12,750 crore)","**Calculation**

1. **Adjusted PAT**  
   \[
   \text{Adjusted PAT} = \text{PAT} - 50\% \times \text{Net NPA}  
   = 17{,}000 - 0.5 \times 6{,}500  
   = 17{,}000 - 3{,}250  
   = 13{,}750\ \text{crore}
   \]

2. **75 % of PAT**  
   \[
   0.75 \times 17{,}000 = 12{,}750\ \text{crore}
   \]

3. **Ma",0,openai/gpt-oss-20b
NUM_096,numerical_reasoning,hard,"In Illustration 3, a bank has PAT of Rs1,500 crore, Net NPA of Rs300 crore, Tier 1 ratio of 24.36%, and has already paid interim dividend of Rs500 crore. What is the maximum final dividend it may pay?","Rs625 crore (maximum eligible dividend of Rs1,125 crore minus interim dividend already paid of Rs500 crore)","**Calculation**

1. **Adjusted PAT**  
   \(C = A - 0.5 \times B = 1500 - 0.5 \times 300 = 1500 - 150 = 1350\) crore  

2. **75 % of PAT**  
   \(E = 0.75 \times A = 0.75 \times 1500 = 1125\) crore  

3. **Maximum payable as per table**  
   \(F = 100\% \times C = 1350\) crore  

4. **Maximum Eligib",1,openai/gpt-oss-20b
NUM_097,numerical_reasoning,hard,"In Illustration 2 of the RBI SFB Dividend Directions, 2026, a bank has PAT of Rs40,500 crore, Net NPA of Rs5,000 crore, and Tier 1 ratio of 15%. What is the maximum eligible dividend?","Rs19,000 crore (50% of Adjusted PAT of Rs38,000 crore, which is lower than 75% of PAT of Rs30,375 crore)","**Calculation**

1. **Adjusted PAT**  
   \[
   \text{Adjusted PAT} = \text{PAT} - 50\% \times \text{Net NPA}  
   = 40{,}500 - 0.5 \times 5{,}000  
   = 40{,}500 - 2{,}500  
   = 38{,}000\ \text{crore}
   \]

2. **75 % of PAT**  
   \[
   0.75 \times 40{,}500 = 30{,}375\ \text{crore}
   \]

3. **50",0,openai/gpt-oss-20b
NUM_098,numerical_reasoning,medium,"Under the RBI SFB Dividend Directions, 2026, what are the permitted dividend percentages of Adjusted PAT for an SFB in Bucket B1 (Tier 1 ratio ≤7.5%) versus Bucket B10 (Tier 1 ratio >19.5%)?",Bucket B1: 0 per cent of Adjusted PAT; Bucket B10: 100 per cent of Adjusted PAT,"**Permitted dividend percentages of Adjusted PAT**

- **Bucket B1 (Tier 1 Capital Ratio ≤ 7.5 %)**: **0 %** of Adjusted PAT  
- **Bucket B10 (Tier 1 Capital Ratio > 19.5 %)**: **100 %** of Adjusted PAT",1,openai/gpt-oss-20b
CON_046,contradiction_detection,medium,Do Passage A and Passage B specify the same minimum proportion of independent trustees for a mutual fund?,No,"No – Passage A requires at least 50 % of trustees to be independent, whereas Passage B requires two‑thirds (≈66.7 %) to be independent.",1,openai/gpt-oss-20b
CON_047,contradiction_detection,easy,Do Passage A and Passage B set the same minimum networth requirement for an asset management company?,No,No – Passage B requires a higher minimum networth (₹50 crore) than Passage A (₹10 crore).,1,openai/gpt-oss-20b
CON_048,contradiction_detection,medium,Do Passage A and Passage B define the term 'advertisement' in the same way?,No,"No – Passage A gives a broad, generic definition of all advertising forms, whereas Passage B limits “advertisement” to communications by an asset‑management company or mutual fund that could influence investors’ decisions.",1,openai/gpt-oss-20b
CON_049,contradiction_detection,hard,Do Passage A and Passage B apply the same shareholding threshold for cross-ownership restrictions in mutual funds?,Yes,Yes – both passages set the cross‑ownership limit at 10% or more of the share‑holding or voting rights.,1,openai/gpt-oss-20b
TMP_046,temporal_reasoning,easy,What minimum proportion of independent trustees did SEBI (Mutual Funds) Regulations require before the 1998 amendment?,At least 50 per cent,"50 % of the trustees were required to be independent under the original SEBI (Mutual Funds) Regulations, 1996 (effective until the amendment on 12‑Jan‑1998).",0,openai/gpt-oss-20b
TMP_047,temporal_reasoning,medium,"What minimum AMC networth was introduced by the SEBI (Mutual Funds) Amendment Regulations, 2014, replacing the original threshold?",Rupees fifty crore (replacing the original requirement of rupees ten crore),"The SEBI (Mutual Funds) (Amendment) Regulations, 2014 (effective 06‑05‑2014) raised the minimum net‑worth requirement for an asset‑management company from ₹10 crore to ₹50 crore.",0,openai/gpt-oss-20b
TMP_048,temporal_reasoning,hard,"From what date were Regulations 69 to 74 of SEBI (Mutual Funds) Regulations, 1996 omitted?",27-9-2002,27‑9‑2002.,1,openai/gpt-oss-20b
